name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt
Mayuri Indian Cuisine,"5 Nagog Park, Acton, MA 01720",Indian,acton,"Unassuming strip-mall restaurant offering Northern & Southern Indian staples, plus a lunch buffet.",http://www.mayuriacton.com/,http://mayuriacton.com/menu.php,,/contactus.php,,Contact Us
Hua Jiao Yuan  Spicepepper Garden,,Chinese,acton,,,,,,,
Bickford's Family Restaurants,"20 Nagog Park, Acton, MA 01720",Familyfriendly,acton,"Relaxed local chain serving breakfast, classic American fare & New England specialties.",http://www.bickfordsrestaurants.com/,,https://bickfords.cardfoundry.com/giftcards.php,/contact/,Gift Cards,Contact
El Huipil,"273 Great Rd, Acton, MA 01720",Mexican,acton,,https://elhuipil.com/,http://places.singleplatform.com/el-huipil/menu?ref=google,,,,
Beijing Tokyo,"103 Nagog Park, Acton, MA 01720",Restaurant,acton,,https://www.btsushi.com/Menus,https://www.btsushi.com/Menus,,,,
TC Lando's,"297 Main St, Acton, MA 01720",Pizza,acton,"Family-run joint, one of a no-frills chain, serving pizza, cheesesteak & burritos with a twist.",http://thecheesesteakguys.com/,,,,,
Sorrento's Pizzeria,"393 Salinas St, Salinas, CA 93901",Pizza,acton,"Strip-mall hot spot with 2 bars & Italian staples, plus TVs showing sports & live music on weekends.",http://www.casasorrento.com/,http://www.casasorrento.com/userfiles/files/CATERINGMENU.pdf,,contact.php,,Contact
Blackbird Cafe,"342 Great Rd, Acton, MA 01720",Breakfast,acton,,https://www.myblackbirdcafe.com/,,https://www.toasttab.com/blackbird-cafee-inc/giftcards,,Gift Cards ,
Blue Point,"6 Dayton St, Acushnet, MA 02743",Seafood,acushnet,,https://www.bluepointrestaurantma.com/,http://www.bluepointrestaurantma.com/BluePointMenu.pdf,,contact-blue-point-restaurant.htm,, Contact Us
Captain's Place,"162 S Main St, Acushnet, MA 02743",Seafood,acushnet,,http://www.menujoy.com/menu102.htm,,discounts.htm,,,
Rochelle's Restaurant,"586 N Main St, Acushnet, MA 02743",American,acushnet,,,http://places.singleplatform.com/rochelles-restaurant/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Seafood Hut,"2 S Main St, Acushnet, MA 02743",Seafood,acushnet,,http://seafoodhut.net/,,,,,
Jeffrey's House of Pizza,"161 S Main St, Acushnet, MA 02743",Pizza,acushnet,,http://www.jeffreysfhop.com/,,,contact/index.html,,Contact
Kam Cuisine Chinese Restaurant,"132 S Main St # A1, Acushnet, MA 02743",Chinese,acushnet,,,,,,,
Country Whip Inc,"1173 Main St, Acushnet, MA 02743",Ice Cream,acushnet,,http://www.countrywhip.weebly.com/,,,/contact.html,,"
				Contact
			"
The Mill,"156 S Main St, Acushnet, MA 02743",American,acushnet,,,,,,,
Blue Latern Cafe,"605 N Main St, Acushnet, MA 02743",American,acushnet,,,,,,,
Cafe Roma,"3371 Acushnet Ave, New Bedford, MA 02745",Italian,acushnet,,https://caferomaonline.weebly.com/menu.html,http://places.singleplatform.com/cafe-roma-23/menu?ref=google,/gift-certificates.html,,"
				Gift Certificates
			",
Little Phoenix,"4128 Acushnet Ave, New Bedford, MA 02745",Breakfast,acushnet,,https://zmenu.com/little-phoenix-restaurant-new-bedford-online-menu/,,,/contact.jsp,,Contact Us
Ray's Pizza,"2186 Acushnet Ave, New Bedford, MA 02745",Pizza,acushnet,,,http://places.singleplatform.com/rays-pizza-48/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Pa Raffa's Italian Restaurant,"2857 Acushnet Ave, New Bedford, MA 02745",Italian,acushnet,"Snug, casual standby in a quaint red building offering thin-crust pies, grinders & pasta dishes.",http://www.paraffas.com/,,,,,
Sassaquin House of Pizza,"4326 Acushnet Ave, New Bedford, MA 02745",Pizza,acushnet,,http://sassaquinhop.com/,http://www.sassaquinhop.com/sassaquin_menu_pg2.pdf,,,,
Cyd's Creative Kitchen,"2331 Acushnet Ave, New Bedford, MA 02745",Breakfast,acushnet,,http://cydscreativekitchen.com/,http://cydscreativekitchen.com/restaurant-menu-2/,,https://cydscreativekitchen.com/contact/,,CONTACT
Town Crier,"5 Maitland St, Fairhaven, MA 02719",Grill,acushnet,,,,,,,
Ying Dynasty of New Bedford,"4422 Acushnet Ave, New Bedford, MA 02745",Chinese,acushnet,,,https://www.yingsdynasty.online/menus,,,,
Vila Verde,"362 Main St, Fairhaven, MA 02719",Restaurant,acushnet,,,,,,,
Jade Garden,"1309 Phillips Rd, New Bedford, MA 02745",Chinese,acushnet,Unfussy restaurant offering familiar Chinese preparations & exotic tiki cocktails.,http://jadegarden-nb.com/,http://jadegarden-nb.com/menu.asp,,contact.asp,,Contact Us
Dee's Hot Dogs,"51 Tarkiln Hill Rd, New Bedford, MA 02745",Hot Dog,acushnet,,,,,,,
G & S Pizza,"2840 Acushnet Ave, New Bedford, MA 02745",Pizza,acushnet,,http://www.gspizzanewbedford.com/,,,/contact,," CONTACT

"
Antonio's Restaurant,"267 Coggeshall St, New Bedford, MA 02746",Fine Dining,acushnet,"Low-key, family-owned Portuguese eatery dishing up large portions of old-world seafood dishes.",http://www.antoniosnewbedford.com/,http://www.antoniosnewbedford.com/images/antonios.pdf,,https://www.antoniosnewbedford.com/contact-directions/,,"Contact, Directions & Hours"
KFC,"2135 Acushnet Ave, New Bedford, MA 02745",Chicken,acushnet,"Fast-food chain known for its buckets of fried chicken, plus wings & sides.",https://locations.kfc.com/ma/new-bedford/2135-acushnet-avenue,https://www.kfc.com/menu/chicken,,https://www.kfc.com/about/contact-us,,Contact Us
Everybody's Pizza,"54 County St, East Freetown, MA 02717",Pizza,acushnet,,https://www.everybodyspizzaef.com/,,,/contact,," CONTACT

"
The Pasta House,"100 Alden Rd #4721, Fairhaven, MA 02719",Italian,acushnet,"Chic, contemporary restaurant with inviting booth seating offering modern Italian eats & seafood.",http://www.thepastahouse.net/,https://thepastahouse.net/menus/,https://www.toasttab.com/the-pasta-house/giftcards,https://thepastahouse.net/contacts/,Purchase Gift Cards         ,Contact Us
Hong Kong Restaurant,"2899 Acushnet Ave, New Bedford, MA 02745",Chinese,acushnet,A wide variety of Chinese favorites served in a relaxed setting with booths & a small cocktail bar.,https://www.hongkongrestaurantnb.com/,http://www.hongkongrestaurantnb.com/,,,,
Cotali Mar Restaurante,"1178 Acushnet Ave, New Bedford, MA 02746",Portuguese,acushnet,Traditional Portuguese fare served in a classy setting with a fireplace & seasonal terrace dining.,http://www.cotalimarrestaurante.com/,http://www.cotalimarrestaurante.com/menu/,,,,
Girassol Restaurant,"1698 Acushnet Ave, New Bedford, MA 02746",Portuguese,acushnet,,http://girassolrestaurant.com/,http://girassolrestaurant.com/menu/,,https://girassolrestaurant.com/contact/,,Contact
Top Shelf Bar & Grill,"1825 Acushnet Ave, New Bedford, MA 02746",Grill,acushnet,,http://topshelfbarandgrillma.com/,http://topshelfbarandgrillma.com/menu/,,https://topshelfbarandgrillma.com/contact-us/,,Contact Us
jade garden,"1309 Phillips Rd, New Bedford, MA 02745",Chinese,acushnet,Unfussy restaurant offering familiar Chinese preparations & exotic tiki cocktails.,http://jadegarden-nb.com/,http://jadegarden-nb.com/menu.asp,,contact.asp,,Contact Us
Table 8,"1836 Acushnet Ave, New Bedford, MA 02746",Breakfast,acushnet,,http://www.table8nb.com/,,,http://www.table8nb.com/contact-us/,,Contact Us
Mimo Restaurant,"1528 Acushnet Ave, New Bedford, MA 02746",Portuguese,acushnet,,http://www.cafemimorestaurant.net/,,,,,
Dunkin',"150 S Main St, Acushnet, MA 02743",Coffee shop,acushnet,"Long-running chain serving signature donuts, breakfast sandwiches & a variety of coffee drinks.",https://www.dunkindonuts.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=336637,https://www.dunkindonuts.com/en/food-drinks?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=336637,/en/dd-cards,/en/about/contact-us/faqs,"
DD CARD
Gift Cards, Register Card & Add Value
>
","
                            Contact Us
                        "
Galaxy Pizza House,"342 Main St, Fairhaven, MA 02719",Pizza,acushnet,,http://galaxypizzahouse.com/,,,,,
Bom Apetite,"703 Belleville Ave, New Bedford, MA 02745",Portuguese,acushnet,,http://bomapetite-newbedford.com/,https://www.bomapetite-newbedford.com/menu,,,,
Taqueria La Raza,"1408 Acushnet Ave, New Bedford, MA 02746",Tacos,acushnet,,,http://places.singleplatform.com/la-raza-taqueria/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Lucky Dragon Restaurant,"2061 Acushnet Ave, New Bedford, MA 02745",Chinese,acushnet,"Tiny, unassuming establishment offering a standard menu of Chinese dishes, mostly for takeout.",https://luckydragonma.com/,https://luckydragonma.com/,,#contact,,Contact Us
Adriana's Mexican Restaurant,"1262 Acushnet Ave, New Bedford, MA 02746",Restaurant,acushnet,,https://adrianasmexicanrestaurant.net/,http://places.singleplatform.com/adrianas-mexican-restaurant-0/menu?ref=google,,https://adrianasmexicanrestaurant.net/contact-us/,,Contact Us
Gouveia Grill,"1500 Acushnet Ave, New Bedford, MA 02746",Barbecue,acushnet,,https://m.facebook.com/pages/Gouveia-Grill/117137338304447,,,,,
Dee's Hot Dogs,"1778 Acushnet Ave, New Bedford, MA 02746",Hot Dog,acushnet,,,,,,,
Knuckle Heads,"85 MacArthur Dr, New Bedford, MA 02740",Sports bar,acushnet,"Comfy, family-friendly sports bar/eatery offering seafood fare & classic pub grub, plus live music.",http://knuckleheadsnb.com/,http://knuckleheadsnb.com/menu2/4669727,,/contact/4668380,,CONTACT
Golden Greek Restaurant,"1103 Acushnet Ave, New Bedford, MA 02746",Greek,acushnet,,http://www.goldengreeknb.com/,,,,,
Cafe Portugal,"1280 Acushnet Ave, New Bedford, MA 02746",Portuguese,acushnet,,https://m.facebook.com/Cafe-Portugal-348438405359249/,,,,,
Incognito Bistro & Lounge,"1606 Acushnet Ave, New Bedford, MA 02746",Restaurant,acushnet,,https://m.facebook.com/Incognito-New-Bedford-85001155786/,http://places.singleplatform.com/incognito-12/menu?ref=google,,,,
Endzone Sports Pub,"218 Coggeshall St, New Bedford, MA 02746",Grill,acushnet,"Casual family-run joint offering classic bar grub, seafood & Portuguese fare, plus sports on TV.",http://endzonesportspub.com/,http://endzonesportspub.com/menu/,,http://endzonesportspub.com/contact/,,Contact
Gary's Best,"958 Ashley Blvd, New Bedford, MA 02745",Hot Dog Stand,acushnet,,https://www.facebook.com/Garys-Best-Hot-Dogs-194580970625/,http://places.singleplatform.com/garys-best/menu?ref=google,,#,,Contact Gary's Best Hot Dogs on Messenger
Moon House Chinese Restaurant,"706 Ashley Blvd, New Bedford, MA 02745",Chinese,acushnet,,https://moonhousema.com/,https://moonhousema.com/,,#contact,,Contact Us
Mari Pizzeria,"1634 Acushnet Ave, New Bedford, MA 02746",Pizza,acushnet,,https://www.maripizzeriamenu.com/,https://slicelife.com/restaurants/ma/new-bedford/02746/mari-pizzeria/menu,,,,
China PR,"1686 Acushnet Ave, New Bedford, MA 02746",Restaurant,acushnet,,,,,,,
Mikey B's,"989 Victoria St, New Bedford, MA 02745",Seafood,acushnet,,http://www.mikeybs.com/,http://www.mikeybs.com/media/site_assets/1c822b45d83d62a673b1434db1de8ee0/assets/new_menu_1.pdf,,/contact/,,Contact Us
Subway,"2072 Acushnet Ave, New Bedford, MA 02745",Sandwich,acushnet,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",https://order.subway.com/en-us/restaurant/29176/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=29176&utm_campaign=evergreen-2020,https://order.subway.com/en-us/restaurant/29176/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acquisition&utm_content=29176&utm_campaign=yxt-restaurant-listing-allyear-2020&cid=0:tx:0:swy-web:0:0&segment_code=0,,,,
Dunkin',"3021 Acushnet Ave, New Bedford, MA 02745",Coffee shop,acushnet,"Long-running chain serving signature donuts, breakfast sandwiches & a variety of coffee drinks.",https://www.dunkindonuts.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=335807,https://www.dunkindonuts.com/en/food-drinks?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=335807,/en/dd-cards,/en/about/contact-us/faqs,"
DD CARD
Gift Cards, Register Card & Add Value
>
","
                            Contact Us
                        "
The Roasted Pig,"98 Nash Rd, New Bedford, MA 02746",Portuguese,acushnet,,http://www.theroastedpignb.com/,https://theroastedpig.net/menu,,/contact/3491062,,Contact
CFC  Crown Fried Chicken,"1570 Acushnet Ave, New Bedford, MA 02746",Chicken,acushnet,"No-frills take-out/delivery fried chicken joint, part of a chain known for using halal poultry.",http://cfcfriedchicken.net/,,,https://cfcfriedchicken.net/contact/,,Contact
The Breakfast Klub,"1232 Acushnet Ave, New Bedford, MA 02746",Cafe,acushnet,,https://www.facebook.com/NBTheBreakfastKlub,,,#,,Contact The Breakfast Klub on Messenger
Saenz Cafe,"New Bedford, MA 02746",Mexican,acushnet,,https://www.facebook.com/pages/Saenz-Orgonico-Caf%C3%A9/159781131059113,,,,,
Danny's Seafood  Bar & Grille,"574 N Front St, New Bedford, MA 02745",Seafood,acushnet,,http://dannys-seafood.business.site/,,,,,Contact
The Boat Restaurant Seafood & More,"945 Ashley Blvd, New Bedford, MA 02745",Seafood,acushnet,,,http://places.singleplatform.com/the-boat-restaurant-seafood--more/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,
Genes Famous Seafood,"146 Huttleston Ave, Fairhaven, MA 02719",Seafood,acushnet,,http://www.genesfamousseafood.com/,,,/a/locations/contact/26611?return_to=%2F,,"

                Email
"
Rookies Bar and Grill,"1218 Acushnet Ave, New Bedford, MA 02746",Grill,acushnet,,,,,,,
Royal Restaurant Cafe,"296 N Front St, New Bedford, MA 02746",Portuguese,acushnet,,https://theroyalgrillema.com/,,,https://theroyalgrillema.com/contact-us/,,Contact Us
Elizabeth's Restaurant,"1461 Acushnet Ave, New Bedford, MA 02746",Guatemalan,acushnet,,,,,,,
Dog House Restaurant,"335 Coggeshall St, New Bedford, MA 02746",American,acushnet,,,,,,,
Charlie's,"1648 Acushnet Ave, New Bedford, MA 02746",Hot Dog,acushnet,,https://www.charliespizzanb.com/,,,/contact,," CONTACT

"
Sun Kitchen,"535 Belleville Ave, New Bedford, MA 02746",Chinese,acushnet,,https://sunkitchentogo.com/,https://sunkitchentogo.com/,,#contact,,Contact Us
Dunkin',"2095 Acushnet Ave, New Bedford, MA 02745",Coffee shop,acushnet,"Long-running chain serving signature donuts, breakfast sandwiches & a variety of coffee drinks.",https://www.dunkindonuts.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=330291,https://www.dunkindonuts.com/en/food-drinks?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=330291,/en/dd-cards,/en/about/contact-us/faqs,"
DD CARD
Gift Cards, Register Card & Add Value
>
","
                            Contact Us
                        "
Haflinger Haus Restaurant Tavern & Inn,"17 Commercial St, Adams, MA 01220",Restaurant,adams,,http://haflingerhaus.com/,,,http://haflingerhaus.com/contact-us/,,Contact Us
Chee's  Chinese Cuisine,"13 Columbia St, Adams, MA 01220",Chinese,adams,,https://cheeschinesecuisine.com/,https://cheeschinesecuisine.com/,,,,
AJ's Trailside Pub,"12 Pleasant St, Adams, MA 01220",Restaurant,adams,,https://m.facebook.com/ajstrailsidepub,,,,,
Adams Pizza House,"26 Hoosac St, Adams, MA 01220",Pizza,adams,,http://www.adamspizzahouse.com/,,,/contact,," CONTACT

"
BountiFare  Restaurant & Catering,"200 Howland Ave, Adams, MA 01220",American,adams,"Casual, cheery stalwart dishing up hearty Italian & American cooking, plus brunch & a pub menu.",http://www.bountifare.com/,http://bountifare.com/catering.html,,contact.html,,Contact
Corner Lunch,"50 Summer St, Adams, MA 01220",American,adams,,,,,,,
Domino's Pizza,"16308 E 14th St, San Leandro, CA 94578",Pizza Delivery,adams,Delivery/carryout chain offering a wide range of pizzas & a variety of other dishes & sides.,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,https://www.dominos.com/en/pages/order/menu.jsp?utm_source=locallistings&utm_medium=loclist&utm_campaign=localmapsmenuclick#/menu/category/viewAll/,,,,
Lee's Dynasty,"131 Columbia St, Adams, MA 01220",Fast Food,adams,,http://www.leesdynasty.com/,http://www.leesdynasty.com/,,,,
McDonald's,"1299 E Santa Clara St, San Jose, CA 95116",Fast Food,adams,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",https://www.mcdonalds.com/us/en-us/location/CA/SAN-JOSE/1299-E-SANTA-CLARA-ST/17922.html?cid=RF:YXT:GMB::Clicks,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=RF:YXT_LS:SI::MGBM,,/us/en-us/contact-us.html,,Contact Us
Pedrin's Dairy Bar,"1360 Curran Hwy, North Adams, MA 01247",Fast Food,adams,,https://www.facebook.com/PedrinsDairyBar/,,,#,,Contact Pedrin's Dairy Bar on Messenger
Korean Garden,"139 Ashland St, North Adams, MA 01247",Korean,adams,Family-run Asian restaurant with an extensive traditional Korean & Japanese menu & sushi bar.,http://www.berkshiremenus.com/Restaurants/North-Adams/Korean-Garden.aspx,,,/Contact.aspx,,Contact
Jack's Hot Dog Stand,"12 Eagle St, North Adams, MA 01247",Hot Dog,adams,"Counter-serve joint doling out burgers, hot dogs & hand-cut fries in a tiny space since 1917.",https://jackshotdogstand.com/,http://places.singleplatform.com/jacks-hot-dog-stand/menu?ref=google,,contact-us.htm,,Contact Us
Grazie,"26 Marshall St, North Adams, MA 01247",Italian,adams,"Relaxed, wood-clad outpost serving traditional Italian fare alongside a full bar with cocktails.",http://www.graziena.com/,http://www.graziena.com/our-menu/,/store/gift-cards,/contact/,Gift Cards ,Contact
PUBLIC eatdrink,"34 Holden St, North Adams, MA 01247",New American,adams,"Industrial-chic spot near MASS MoCA for inspired American comfort food, craft beer & cocktails.",http://www.publiceatanddrink.com/,http://publiceatanddrink.com/eat,,/contact,,contact
Gramercy Bistro,"On the MASS MoCA Campus, 87 Marshall St, North Adams, MA 01247",Bistro,adams,MASS MoCa's light-filled bistro dispenses eclectic modern fare made from locally sourced food.,http://gramercybistro.com/,http://gramercybistro.com/,,/content/find-us,,Find Us
Freight Yard Restaurant & Pub,"Heritage State Park, 1 Furnace St Building 3, North Adams, MA 01247",Grill,adams,"Hearty American eats, lots of draft beer & Sunday brunch served in a cozy, wood-lined atmosphere.",http://www.thefreightyardpub.com/,http://www.freightyardpub.com/,,https://www.thefreightyardpub.com/contact-us,,contact us
brewhaha,"437 W Main St, North Adams, MA 01247",Restaurant,adams,"Bustling, art-decorated American cafe serving homestyle breakfast/lunch fare & espresso drinks.",http://www.cafebrewhaha.com/,http://places.singleplatform.com/brewhaha/menu?ref=google,,,,
Viking Pub,"83 Commercial St, Adams, MA 01220",Pub,adams,,,,,,,
The Pine Brook Pub,"128 Columbia St, Adams, MA 01220",Restaurant,adams,,,https://orders.cake.net/11217269,,,,
Renee's Diner,"780 Massachusetts Ave, North Adams, MA 01247",Breakfast,adams,,https://m.facebook.com/reneesdinner/,http://places.singleplatform.com/renees-diner-0/menu?ref=google,,,,
Lickety Split,"1010 Mass MoCA Way, North Adams, MA 01247",Caterer,adams,,http://licketysplitatmassmoca.com/,http://www.licketysplitatmassmoca.com/catering/,,/contact,,Contact
Mausert Block,"19 - 25 Park St, Adams, MA 01220",Apartment building,adams,,http://www.mausert.com/,,,,,
Boston Seafood Restaurant,"160 American Legion Dr, North Adams, MA 01247",Seafood,adams,"Chowder, fried fish & regional seafood classics in a laid-back standby with all-you-can-eat nights.",http://www.bostonseafoods.net/,,http://bostonseafoods.net/gift-cards/,http://bostonseafoods.net/contact-us/,Gift Cards,Contact Us
AOK Berkshire Barbeque,"2601 Mass MoCA Way, North Adams, MA 01247",Restaurant,adams,,http://www.aokbbq.com/,,/#new-page-2-section,,"
                        Gift Cards
                      ",
Linda's Cafe,"178 Union St, North Adams, MA 01247",Breakfast,adams,,,,,,,
Dunkin',,Coffee shop,adams,,,,,,,
Desperados,"23 Eagle St, North Adams, MA 01247",Mexican,adams,,,,,,,
Hot Dog Ranch,"310 State St, North Adams, MA 01247",American,adams,,https://m.facebook.com/Hot-Dog-Ranch-111721675529539/,,,,,
Christo's Famous Pizza,"20 Holden St, North Adams, MA 01247",Pizza,adams,"Pizzas, burgers & salads are all on the menu of this relaxed restaurant with pavement seating.",http://www.berkshiremenus.com/Restaurants/North-Adams/Christo-s-Famous-Pizza.aspx,http://places.singleplatform.com/christos-famous-pizza/menu?ref=google,,/Contact.aspx,,Contact
Trail House Kitchen & Bar,"896 State Rd, North Adams, MA 01247",Restaurant,adams,,https://trailhousekitchen.com/,,,https://trailhousekitchen.com/contact/,,Contact
Meng's PanAsian,"45 Main St, North Adams, MA 01247",Asian Fusion,adams,"Minimalist, slick sushi house & bar also serves Chinese, Korean & Thai dishes, plus lunch specials.",http://mengspanasian.com/,https://www.foodbooking.com/ordering/restaurant/menu?restaurant_uid=4c5f91c6-9880-4eb1-839e-0fdd2726c701&client_is_mobile=true,,http://mengspanasian.com/contact/,,Contact Us & Directions
Pizza Works,"315 Ashland St, North Adams, MA 01247",Pizza,adams,,http://eatpizzaworks.com/Menus,http://eatpizzaworks.com/Menus,/Gift,/Contact,Gift Certificate ,Contact Us 
