name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt
Pauline Books & Media,"885 Providence Hwy, Dedham, MA 02026",Christian book store,abington,http://pauline.org/Dedham,,"Catholic bookstore offering titles for all ages, plus music, movies & educational resources.",,,http://store.pauline.org/welcome/pauline-books-and-media-customer-care-contacts.aspx,Contact Customer Care
Brookline Booksmith,"279 Harvard St, Brookline, MA 02446",Book store,abington,http://www.brooklinebooksmith.com/,,"Established independent bookshop offering new & used titles, plus gifts, over 2 floors.",Giftcards,https://www.brooklinebooksmith-shop.com/gift-card-booksmith,,
Commonwealth Books,"9 Spring Ln, Boston, MA 02109",Used book store,abington,http://www.commonwealthbooks.com/,,"Quaint used bookstore filled with a broad inventory including rare editions, antique prints & maps.",,,,
Children's Book Shop,"237 Washington St, Brookline, MA 02445",Book store,abington,http://www.thechildrensbookshop.net/,,Independent bookstore selling a wide stock of books for children & young adults since 1977.,,,,
Porter Square Books,"25 White St, Cambridge, MA 02140",Book store,abington,http://www.portersquarebooks.com/,,"Independent bookstore featuring a large selection for kids & adults, plus a cafe & author events.",PSB Gift Card,/indiebound-gift-card,https://lp.constantcontactpages.com/su/eOMaovF,Shelf Stable
Mass Art Supply & Book Store,"625 Huntington Ave, Boston, MA 02115",Book store,abington,https://www.bkstr.com/massartanddesignstore/home,,Art supplies & textbooks are the focus of this college bookstore also selling apparel & gifts.,,,,
Rodney's Bookstore,"698 Massachusetts Ave, Cambridge, MA 02139",Used book store,abington,,,"Sizable used bookstore with a large library, plus items such as cards, knickknacks & posters.",,,,
More Than Words Books,"56 Felton St, Waltham, MA 02453",Book store,abington,http://www.mtwyouth.org/,,,,,https://mtwyouth.org/what-we-do/our-team/contact/,Contact
New England Mobile Book Fair,"241 Needham St, Newton Upper Falls, MA 02464",Book store,abington,http://www.nebookfair.com/,,,,,/contacts,Email Us
I AM Books,"7900 High School Rd, Elkins Park, PA 19027",Book store,abington,http://www.openbookphilly.com/,,,,,https://openbookphilly.com/contact/,Contact
Bryn Mawr Book Store,"373 Huron Ave, Cambridge, MA 02138",Used book store,abington,http://www.brynmawrbookstore.com/,,"This bookstore funds scholarships with profits from its array of used, out-of-print & rare titles.",,,,
Grolier Poetry Book Shop,"6 Plympton St, Cambridge, MA 02138",Book store,abington,http://www.grolierpoetrybookshop.org/,,"Founded in 1927, this well-stocked bookstore focuses exclusively on poetry publications & readings.",,,http://events.constantcontact.com/register/event?llr=6hztvkcab&oeidk=a07egx008jo864091ec,
Book Ends,"559 Main St, Winchester, MA 01890",Book store,abington,http://www.bookendswinchester.com/,,"Charming bookshop features a range of bestselling titles for all ages, plus frequent author events.",,,/contact,Contact Us
Belmont Books,"79 Leonard St, Belmont, MA 02478",Book store,abington,http://www.belmontbooks.com/,,,Gift Cards,/gift-cards-0,/contact-us,Contact Us
MIT Press Bookstore,"301 Massachusetts Ave, Cambridge, MA 02139",Book store,abington,http://mitpressbookstore.mit.edu/,,,,,http://mitpressbookstore.mit.edu/contact/,Contact
Wicked Good Books,"215 Essex St, Salem, MA 01970",Book store,abington,http://www.wickedgoodbookstore.com/,,,Gift Cards,/collections/our-gift-cards,,
Newtonville Books,"10 Langley Rd, Newton, MA 02459",Book store,abington,http://www.newtonvillebooks.com/cms,,"Independent bookstore hosting readings & release parties, plus events for young readers.",buying a gift certificate,https://www.newtonvillebooks.com/cms/gift-certificates/,,
Temptations Comics & Guitars,"2331 Acushnet Ave, New Bedford, MA 02745",Comic book store,acushnet,https://www.facebook.com/TemptationsComics,,,,,,
New England Comics,"2184 Acushnet Ave, New Bedford, MA 02745",Comic book store,acushnet,http://www.newenglandcomics.com/,,,,,contact.shtml,Contact NEC
Subtext Book Shop,"209 Union St, New Bedford, MA 02740",Book store,acushnet,http://www.gatlinsframing.com/,,,,,http://gatlinsframing.com/contact/,Contact
Newsbreak,"53 Popes Island, New Bedford, MA 02740",Book store,acushnet,https://newsbreakmags.com/,,,,,https://newsbreakmags.com/contact-us/,Contact Us
Follett Corporation,"800 Purchase St, New Bedford, MA 02740",Book store,acushnet,https://www.follett.com/,,"Campus bookstore chain offering new, used & digital textbooks, plus school-branded merchandise.",,,/CONTACT,"








"
Wawnts Products,"100 Main St, Fairhaven, MA 02719",Book store,acushnet,http://wawnts.ecwid.com/,,,,,javascript:void();,Contact us
Newbury Comics,"200 N Dartmouth Mall, Dartmouth, MA 02747",Comic book store,acushnet,http://www.newburycomics.com/,,"Source for music, movies, comics & other pop culture goods, with an emphasis on independent artists.",Store Gift Cards,/collections/gift-card,/pages/contact-us/,"              
              Contact Us
            "
Savers,"1014 Kings Hwy, New Bedford, MA 02745",Thrift store,acushnet,https://stores.savers.com/ma/newbedford/savers-thrift-store-1078.html,,"Thrift store chain offering secondhand clothing, footwear, furniture, books & household items.",Gift Cards,https://www.savers.com/shop/gift-cards,,
Book Store,,Book store,acushnet,,,,,,,
Eagle Trading Co,"4 Elm St #1, Assonet, MA 02702",Used book store,acushnet,,,,,,,
Barbara Sillery,,Book store,acushnet,http://www.barbarasillery.com/,,,,,http://www.barbarasillery.com/contact/,Contact
Too Good To Pass,"1670 Acushnet Ave, New Bedford, MA 02746",Thrift store,acushnet,https://too-good-to-pass.business.site/,,,,,,Contact
Readmore Books,"330 Winthrop St, Taunton, MA 02780",Book store,acushnet,http://www.readmorebooks.com/,,,,,,
Annie's Book Stop,"575 S St W, Raynham, MA 02767",Book store,acushnet,http://www.anniesbookstopraynham.com/,,,,,,
Partners Village Store,"865 Main Rd, Westport, MA 02790",Book store,acushnet,http://www.partnersvillagestore.com/,,,"
            Gift Cards
          ",/gift-cards,/contact-us,"
            Contact Us
          "
Purchase Street Records,"767 Purchase St, New Bedford, MA 02740",Record store,acushnet,https://www.facebook.com/Purchase-Street-Records-1298232500218266/,,,,,,
Village Toy Shop,"270 Huttleston Ave # 8, Fairhaven, MA 02719",Toy store,acushnet,https://www.facebook.com/TheVillageToyShop/about,,,,,,
An Unlikely Story,"111 South St, Plainville, MA 02762",Book store,acushnet,http://www.anunlikelystory.com/,,,Gift Cards,/an-unlikely-gift-card,/contact-us,Store Info
Thrifty Marketplace,"535 Ashley Blvd, New Bedford, MA 02745",Thrift store,acushnet,,,,,,,
The Armoury Wargames and Hobbies,"67 Huttleston Ave, Fairhaven, MA 02719",Game store,acushnet,http://www.thearmourywh.com/,,,,,https://goo.gl/MgCaA9,
UMass Boston Bookstore,"100 William T, Morrissey Blvd, Boston, MA 02125",Book store,acushnet,https://www.bkstr.com/massachusetts-bostonstore/home,,"Campus store selling collegiate apparel, gifts, school supplies, electronics & textbooks.",,,,
Bully Me To Sleep,,Book store,acushnet,,,,,,,
Brattle Book Shop,"9 West St, Boston, MA 02111",Book store,acushnet,http://www.brattlebookshop.com/,,"Enduring shop with 3 stories of used books & magazines, including rare 1st editions.",Gift Certificates,/gift-certificate,/contact-us,Contact Us
Harvard Book Store,"1256 Massachusetts Ave, Cambridge, MA 02138",Book store,acushnet,http://harvard.com/,,"Independent bookshop offering new & used titles, plus Harvard University gifts, since 1932.",Purchase Gift Cards & Codes,http://www.harvard.com/gift_cards_goods/gift_cards/,http://www.harvard.com/about/contacts/,(617) 661-1515
The Williams Bookstore,"81 Spring St, Williamstown, MA 01267",Book store,adams,https://www.bkstr.com/williamsstore/home,,,,,,
MCLA Bookstore,"375 Church St, North Adams, MA 01247",Book store,adams,https://www.bkstr.com/massliberalartsstore/home,,,,,,
Follett Higher Education Group,"6465 Forsyth Blvd, Clayton, MO 63105",Book store,adams,http://www.follett.com/find/instate.cfm?state=MO,,"Campus bookstore chain offering new, used & digital textbooks, plus school-branded merchandise.",,,/CONTACT,"








"
New Europe Books,"54 Arnold St, Williamstown, MA 01267",Book store,adams,http://neweuropebooks.com/,,,,,/new-page,Contact
Piraeus Books LLC,,Book store,adams,,,,,,,
Chapter Two Books,"37 Spring St, Williamstown, MA 01267",Used book store,adams,http://www.chaptertwobookstore.org/,,,,,https://www.chaptertwobookstore.org/contact-us/,Contact
Second Life Book,"37 Spring St, Williamstown, MA 01267",Used book store,adams,http://www.chaptertwobookstore.org/,,,,,https://www.chaptertwobookstore.org/contact-us/,Contact
Barnes & Noble,"555 Hubbard Ave, Pittsfield, MA 01201",Book store,adams,https://stores.barnesandnoble.com/store/2661,,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",,,,
Look at Autism,,Book store,adams,,,,,,,
Goodwill Retail Store,"166 State St, North Adams, MA 01247",Thrift store,adams,http://goodwill-berkshires.org/,,,,,https://www.goodwill-berkshires.org/about/contact.html,Contact Us
Scholastic Book Fairs,"42001 Christy St, Fremont, CA 94538",Book store,adams,http://www.scholastic.com/bookfairs/,,,,,,Contact Us
Belltower Records,"Norad Mill, Suite 301, 60 Roberts Dr, North Adams, MA 01247",Record store,adams,http://belltowerrex.com/,,,,,,
Purple Dragon Games,"40 Spring St, Williamstown, MA 01267",Game store,adams,http://www.purpledragongames.com/,,,,,http://www.purpledragongames.com/contact/,Contact
Adams' Antiquarian Books,"608 Main, Hobart, NY 13788",Book store,adams,http://www.whabooks.com/,,,,,,
Peter L Stern & Co Inc,"15 Court Square #101, Boston, MA 02108",Book store,adams,http://www.sternrarebooks.com/,,"Veteran antiquarian seller of used & rare books, including first editions & signed copies.",,,https://www.sternrarebooks.com/contact.php,Contact
Edgartown Books,"44 Main St, Edgartown, MA 02539",Book store,adams,http://www.edgartownbooks.com/,,,,,/contact,Contact
MFA Boston  Bookstore & Gift Shop,"465 Huntington Ave, Boston, MA 02115",Gift shop,adams,http://www.mfashop.com/,,"Museum shop stocks a colorful selection of exhibition gifts, artwork, clothing, accessories & toys.",,,,
Goodwill Retail Store,"457 Dalton Ave, Pittsfield, MA 01201",Thrift store,adams,http://goodwill-berkshires.org/,,"Long-standing nonprofit chain with a range of pre-owned clothing, furniture, housewares & more.",,,https://www.goodwill-berkshires.org/about/contact.html,Contact Us
Adam's Nest,"379a Commercial St, Provincetown, MA 02657",Book store,adams,http://adamsnest.com/,,,"
                    Gift Cards
                  ",/products/adams-nest-gift-card,,
Tres Gatos,"470 Centre St, Jamaica Plain, MA 02130",Book store,adams,http://tresgatosjp.com/,http://places.singleplatform.com/tres-gatos/menu?ref=google,"Cozy, colorful Spanish tapas restaurant & wine bar with a tiny shop in back selling books & music.",,,,
Goodwill Industries Retail & Donation Center,"87 Center St, Lee, MA 01238",Thrift store,adams,http://goodwill-berkshires.org/,,"Long-standing nonprofit chain with a range of pre-owned clothing, furniture, housewares & more.",,,https://www.goodwill-berkshires.org/about/contact.html,Contact Us
Goodwill Retail Store & Donation Center,"228 Stockbridge Rd, Great Barrington, MA 01230",Thrift store,adams,http://goodwill-berkshires.org/,,,,,https://www.goodwill-berkshires.org/about/contact.html,Contact Us
Lucky Bird Thrift,"250 Main St, Greenfield, MA 01301",Thrift store,adams,https://lucky-bird-thrift.business.site/,,,,,,Contact
Electric Eye Records,"52 Main St Apt. 6, Florence, MA 01062",Record store,adams,,,,,,,
My Music Book,,Book store,agawam town,,,,,,,
Bay Path University Bookstore,"568 Longmeadow St, Longmeadow, MA 01106",Book store,agawam town,https://www.bkstr.com/baypathstore/home,,"Campus bookstore chain offering new, used & digital textbooks, plus school-branded merchandise.",,,,
Olive Tree Books N Voices,"97 Hancock St, Springfield, MA 01109",Book store,agawam town,,,,,,,
Book Store,,Book store,agawam town,,,,,,,
Bob's Hobbies & Collectibles,"659 Dickinson St, Springfield, MA 01108",Comic book store,agawam town,,,,,,,
Johnson's,"1379 Main St, Springfield, MA 01103",Book store,agawam town,,,,,,,
Building 451,"59 Springfield St, Agawam, MA 01001",Book store,agawam town,https://www.facebook.com/Building451/,,,,,,
STCC Bookstore,"5 Armory St, Springfield, MA 01102",Book store,agawam town,https://www.bkstr.com/springfieldtechstore/home,,,,,,
Springfield College Bookstore,"263 Alden St, Springfield, MA 01109",Book store,agawam town,https://www.bkstr.com/springfieldstore/home,,"Campus bookstore chain offering new, used & digital textbooks, plus school-branded merchandise.",,,,
Blue Umbrella Books,"2 Main St, Westfield, MA 01085",Book store,agawam town,,,,,,,
Savers,"135 Memorial Ave, West Springfield, MA 01089",Thrift store,agawam town,https://stores.savers.com/ma/westspringfield/savers-thrift-store-1148.html,,"Thrift store chain offering secondhand clothing, footwear, furniture, books & household items.",Gift Cards,https://www.savers.com/shop/gift-cards,,
Elms College Bookstore,"291 Springfield St, Chicopee, MA 01013",Book store,agawam town,https://www.bkstr.com/ourladyoftheelmsstore/home,,"Campus bookstore chain offering new, used & digital textbooks, plus school-branded merchandise.",,,,
AIC Campus StoreBookstore,"1000 State St, Springfield, MA 01109",Book store,agawam town,,,,,,,
Cassie Rey Book Store,"65 Elliot St, Springfield, MA 01105",Book store,agawam town,,,,,,,
Xavier villaman Book store,"60 Congress St, Springfield, MA 01104",Book store,agawam town,,,,,,,
Just Write Words,"53 Melwood Ave, East Longmeadow, MA 01028",Book store,agawam town,https://carolmunrojustwritewords.com/,,,,,https://carolmunrojustwritewords.com/contact-me/,Contact Me
Western New England University Bookstore,"1215 Wilbraham Rd, Springfield, MA 01119",Book store,agawam town,https://www.bkstr.com/westernnewenglandstore/home,,,,,,
Follett's Bookstore at Asnuntuck,"170 Elm St, Enfield, CT 06082",Book store,agawam town,https://www.bkstr.com/asnuntuckccstore/home,,,,,,
Stateline Video Games,"638 Springfield St, Feeding Hills, MA 01030",Video game store,agawam town,http://www.statelinegames.com/,,,,,/contact,Contact
Donation Drop Spot,"935 Riverdale St, West Springfield, MA 01089",Thrift store,agawam town,https://stores.savers.com/ma/westspringfield/savers-thrift-store-4438.html,,,Gift Cards,https://www.savers.com/shop/gift-cards,,
Odyssey Bookshop,"9 College St, South Hadley, MA 01075",Book store,agawam town,http://www.odysseybks.com/,,,Gift Cards,/gift-cards,http://visitor.r20.constantcontact.com/manage/optin?v=001yNBsj5sMLItCHJx3v8G6X8L1C6n_gsD45t76bT-P1dP1IlCMdlZbP35mRKGgJYHOpPdPMb3dcIHVhT0BNmH8dbnzsDS4SCOTgVSoS83neJzBFuZPYKWVxw%3D%3D,Click here to join our mailing list
Raven Used Books,"4 Old S St #1, Northampton, MA 01060",Used book store,agawam town,http://www.ravenusedbooks.com/,,,,,,
Broadside Bookshop,"247 Main St, Northampton, MA 01060",Book store,agawam town,http://www.broadsidebooks.com/,,,,,/contact-us,Contact Us
Old Book Store,"32 Masonic St # B, Northampton, MA 01060",Used book store,agawam town,,,,,,,
Barnes & Noble,"Mountain Farms, 335 Russell St, Hadley, MA 01035",Book store,agawam town,https://stores.barnesandnoble.com/store/2088,,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",,,,
Gary Dolgoff Comics,"116 Pleasant St, Easthampton, MA 01027",Comic book store,agawam town,http://www.gdcomics.com/,,,,,index.htm,
Amherst Books,"8 Main St, Amherst, MA 01002",Book store,agawam town,https://www.amherstbooks.com/,,,,,mailto:webmail@amherstbooks.com,Contact Us!
Goodwill,"473 Sumner Ave, Springfield, MA 01108",Thrift store,agawam town,http://locator.goodwill.org/,,"Long-standing nonprofit chain with a range of pre-owned clothing, furniture, housewares & more.",,,mailto:Contactus@Goodwill.org,Contactus@Goodwill.org
Book Moon,"86 Cottage St, Easthampton, MA 01027",Book store,agawam town,https://www.bookmoonbooks.com/,,,Gift Cards,https://www.bookmoonbooks.com/gift-cards,/contact,Contact Us
Spin That Records,"673 Dickinson St, Springfield, MA 01108",Record store,agawam town,,,,,,,
GameStop,"935 Riverdale St, West Springfield, MA 01089",Video game store,agawam town,https://www.gamestop.com/store/us/ma/west-springfield/789/riverdale-shops-gamestop?utm_source=gmblisting&utm_medium=organic,,"Chain retailer offering new & used video games, plus consoles, controllers & related gear.",,,,
The Salvation Army Family Store & Donation Center,"326 N Main St, Salinas, CA 93901",Thrift store,agawam town,http://sanjosearc.salvationarmy.org/,,,,,,
GameStop,"935 Riverdale St, West Springfield, MA 01089",Video game store,agawam town,https://www.gamestop.com/store/us/ma/west-springfield/789/riverdale-shops-gamestop?utm_source=gmblisting&utm_medium=organic,,"Chain retailer offering new & used video games, plus consoles, controllers & related gear.",,,,
Whip City Music,"126 Elm St, Westfield, MA 01085",Music store,agawam town,http://www.whipcitymusic.com/,,,,,,
Allied's Attic,"294 George Washington Rd, Enfield, CT 06082",Thrift store,agawam town,http://www.alliedsattic.com/,,,,,,
Goodwill Enfield Store & Donation Station,"53 Palomba Dr, Enfield, CT 06082",Thrift store,agawam town,https://www.gwct.org/,,"Long-standing nonprofit chain with a range of pre-owned clothing, furniture, housewares & more.",,,,
Bridgeport National Bindery Inc,"662 Silver St, Agawam, MA 01001",Bookbinder,agawam town,http://www.bnbindery.com/,,,,,/contact-bnb,"
                Contact Us
              "
George R Minkoff Inc,"26 Rowe Rd, Great Barrington, MA 01230",Used book store,alford,http://minkoffbooks.com/,,,,,,
Business of Art & Books,"10 Prospect St, Great Barrington, MA 01230",Book store,alford,,,,,,,
Yellow House Books,"252 Main St, Great Barrington, MA 01230",Used book store,alford,https://www.facebook.com/YellowHouseBooks/,,,,,#,Contact Yellow House Books on Messenger
North Star Rare Books,"684 S Main St, Great Barrington, MA 01230",Used book store,alford,,,,,,,
Shaker Mill Books,"3 Depot St, West Stockbridge, MA 01266",Book store,alford,http://shakermillbooks.com/,,,,,,
Crystal Essence,"39 Railroad St, Great Barrington, MA 01230",Book store,alford,http://www.crystalessence.com/,,,,,/contact-us.html,"
            				Contact Us
            			"
Steiner Books,"610 S Main St, Great Barrington, MA 01230",Book store,alford,https://steinerbooks.org/,,,,,/contact-us-1,"
                  Contact Us
                "
Richard Chase Mears Books,,Book store,alford,http://www.richardchasemears.net/,,,,,,
Matrushka Toys & Gifts,"309 Main St # 1, Great Barrington, MA 01230",Book store,alford,http://www.berkshiretoys.com/,,,,,/contact,Contact
Barnes & Noble,"555 Hubbard Ave, Pittsfield, MA 01201",Book store,alford,https://stores.barnesandnoble.com/store/2661,,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",,,,
Berkshire Great Finds & Frame Shop,"1840 N Main St, Sheffield, MA 01257",Book store,alford,http://berkshiregreatfinds.com/,,,,,/contact-us,Contact Us
Mahaiwe Art Supply & Book,"22 Mahaiwe St, Great Barrington, MA 01230",Art supply store,alford,,,,,,,
The Williams Bookstore,"81 Spring St, Williamstown, MA 01267",Book store,alford,https://www.bkstr.com/williamsstore/home,,,,,,
The Montague Bookmill,"440 Greenfield Rd, Montague, MA 01351",Used book store,alford,http://www.montaguebookmill.com/,,,,,/contact,
Down in Denver Bookstore,"874 NY-43, Stephentown, NY 12169",Used book store,alford,http://www.downindenverbooks.com/,,,,,,
High Five Books & Art Always,"29 N Maple St, Florence, MA 01062",Book store,alford,http://highfivebooks.org/,,,,,,
Tom's Toys,"297 Main St, Great Barrington, MA 01230",Toy store,alford,http://www.tomstoys.com/,,,,,https://www.tomstoys.com/contact,Contact Us
Mutability in Motion Gift Shop,"36 Main St, Stockbridge, MA 01262",Gift shop,alford,http://www.mutabilityinmotion.com/,,,EMAILING,mailto:info@mutabilityinmotion.com?subject=Gift Certificate Request,https://www.mutabilityinmotion.com/contact,CONTACT
Colebrook Book Barn,"657 Colebrook Rd, Colebrook, CT 06021",Used book store,alford,https://www.colebrookbookbarn.com/,,,,,https://www.colebrookbookbarn.com/contact.php,Contact
Bedlam Book Cafe,"138 Green St #1, Worcester, MA 01604",Book store,alford,http://www.bedlambookcafe.com/,,,,,,
Commonwealth Books,"9 Spring Ln, Boston, MA 02109",Used book store,alford,http://www.commonwealthbooks.com/,,"Quaint used bookstore filled with a broad inventory including rare editions, antique prints & maps.",,,,
The Book Oasis,"311 Main St, Stoneham, MA 02180",Used book store,alford,http://www.thebookoasis.com/,,,Buy an E-Gift card,https://squareup.com/gift/DV4GJXPZ8REJJ/order,tel:7814380077,(781) 438-0077
Children's Book Shop,"237 Washington St, Brookline, MA 02445",Book store,alford,http://www.thechildrensbookshop.net/,,Independent bookstore selling a wide stock of books for children & young adults since 1977.,,,,
Blue Bunny,"577 High St, Dedham, MA 02026",Book store,alford,http://www.bluebunnybooks.com/,,,"

",https://www.instagram.com/p/B-o2iK5HwHz/,/contact-us,Contact Us
Northern Essex Community College Bookstore,"100 Elliott St, Haverhill, MA 01830",Book store,alford,http://www.bkstr.com/webapp/wcs/stores/servlet/HelpStoreInfoView?langId=-1&catalogId=10001&storeId=298406&demoKey=d,,,,,,
Isaiah Thomas Books and Prints,"4632 Falmouth Rd, Cotuit, MA 02635",Used book store,alford,http://isaiahthomasbooks.com/,,,,,https://www.isaiahthomasbooks.com/?page=shop/contactus,Contact Us
Harvard Coop,,Book store,alford,,,,,,,
B Mango & bird,"74 Main St, Lenox, MA 01240",Gift shop,alford,,,,,,,
Red Door,"3 Railroad St, Great Barrington, MA 01230",Gift shop,alford,https://www.thereddoor.com/,,,,,,
Market Street Bookshop Inc,"31 Market St, Mashpee, MA 02649",Book store,alford,,,,,,,
Mitchell's Book Corner,"54 Main St, Nantucket, MA 02554",Book store,alford,http://www.mitchellsbookcorner.com/,,,,,http://visitor.r20.constantcontact.com/manage/optin?v=001di37zJsNt7TPHnlD7YVLBy8RPFt-Jx5aOfEoDPxWvNwEFVopX-_TCDlaRoIpQ3UfD6AFD88QPBwElXikAON84w_V9fowhXaXT2D3qR3N-TvApwAVUPbnkWSwYW-oRO87wWX13K3FVJSrycOD3DWSecvUcl32vgreRB3BXVYlk-w%3D,OUR NEWSLETTER
Indy Reads Books,"911 Massachusetts Ave, Indianapolis, IN 46202",Book store,alford,http://indyreadsbooks.org/,,,Purchase A Gift Card,https://squareup.com/gift/BS1XZ1CKCMFHT/order,http://www.indyreadsbooks.org/contact/,CONTACT
Bookbug & this is a bookstore,"3019 Oakland Dr, Kalamazoo, MI 49008",Book store,alford,http://www.bookbugkalamazoo.com/,,,Gift Cards,/bookstore-gift-cards,,Contact
Toy Soldier Games,"113 Main St, Amesbury, MA 01913",Book store,amesbury town,http://amesburygames.com/,,,,,tel:9783882512,(978) 388-2512
Jabberwocky Bookshop,"50 Water St #22, Newburyport, MA 01950",Book store,amesbury town,http://www.jabberwockybookshop.com/,,,,,,
Buddenbrooks Fine and Rare Books,"21 Pleasant St, Newburyport, MA 01950",Rare book store,amesbury town,http://www.buddenbrooks.com/,,,,,https://www.buddenbrooks.com/contact.php,Contact Us
The Paper Store,"100 Macy St Unit B, Amesbury, MA 01913",Book store,amesbury town,https://locations.thepaperstore.com/amesbury-100-macy-st-01913,,"Retail chain specializing in greeting cards, gift wrap, ornaments & gifts for all occasions.",,,https://thepaperstore.freshdesk.com/support/tickets/new,Contact Us
Be A Blessing Christian Book,"10 Upper Collins Street, Seabrook, NH 03874",Book store,amesbury town,,,,,,,
Destiny Publishers,"43 Grove St, Merrimac, MA 01860",Religious book store,amesbury town,http://destinypublishers.com/,,,,,/store/contact,Contact
Christian Science Reading Room,"1575 Albatross Dr, Sunnyvale, CA 94087",Book store,amesbury town,http://www.christiansciencesunnyvale.org/reading-room,,,,,/contact-us,Contact Us
Universal Visions,"72 Newburyport Turnpike, Newbury, MA 01951",Book store,amesbury town,http://www.universalvisions.net/,,,,,,
Chris's Comics,"919 Lafayette Rd, Seabrook, NH 03874",Comic book store,amesbury town,http://www.chriscardscomics.com/,,,,,,
Eighteen Friend Street,"18 Friend St, Amesbury, MA 01913",Gift shop,amesbury town,,,,,,,
Andover Bookstore Inc,"74 Main St, Andover, MA 01810",Book store,amesbury town,http://hugobookstores.com/,,,Order gift cards here!,http://hugobookstores.com/hugobooks-giftcard,/contact,Contact Us
Water Street Bookstore,"125 Water St, Exeter, NH 03833",Book store,amesbury town,http://www.waterstreetbooks.com/,,,,/gift-card,,
Leeward Light Thrift Store,"126 Bridge Rd, Salisbury, MA 01952",Thrift store,amesbury town,http://www.leewardindustries.org/,,,,,/contact.html,"
				CONTACT
			"
Barnes & Noble,"Northshore Mall, 210 Andover St, Peabody, MA 01960",Book store,amesbury town,https://stores.barnesandnoble.com/store/2993,,"Bookseller chain stocking housebrand eReader, plus a broad selection of titles for adults & kids.",,,,
The Dragon's Nest,"31 Market Square, Newburyport, MA 01950",Toy store,amesbury town,http://www.dragonsnesttoys.com/,,,,,,
Goodwill Store Seabrook,"21 Chevy Chase Rd, Seabrook, NH 03874",Thrift store,amesbury town,https://goodwillnne.org/,,"Long-standing nonprofit chain with a range of pre-owned clothing, furniture, housewares & more.",,,,
Henry Bear's Park,"685 Massachusetts Ave, Arlington, MA 02476",Toy store,amesbury town,http://www.henrybear.com/,,"Longtime independent shop filled with a wide variety of children's toys, books & games.", Gift Cards ,/Electronic-Gift-Card,lead-form,Contact Us
