name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt
Franquil Nails,"86 Pond St, Weymouth, MA 02190",Nail salon,abington,,,,,,,
Queen Spa,"1255 Main St, South Weymouth, MA 02190",Nail salon,abington,,,,,,,
Glamour Nails,"758 Centre St, Brockton, MA 02302",Nail salon,abington,,,,,,,
Hair & Now,"638 Crescent St, Brockton, MA 02302",Beauty salon,abington,,,,,,,
MC Nails & Essentials,"764B S Franklin St, Holbrook, MA 02343",Nail salon,abington,https://mcnailsholbrook.com/,,,,,https://mcnailsholbrook.com/contact-us/,Contact Us
Angel Nails,"781 S Franklin St, Holbrook, MA 02343",Nail salon,abington,https://www.facebook.com/AngelNailsStar/,,,,,#,Contact Angel Nails on Messenger
Natural Nails,"157 Union St, Rockland, MA 02370",Nail salon,abington,https://website-7086503315023410527130-nailsalon.business.site/,,,,,,Contact
Nails From The Heart,"341 Union St, Rockland, MA 02370",Nail salon,abington,,,,,,,
Dji Dji's Hair Styling,"821 N Main St, Brockton, MA 02301",Beauty salon,abington,,,,,,,
Salon DiCarlo Weymouth,"1025 Main St, South Weymouth, MA 02190",Beauty salon,abington,,,,,,,
Hollywood Styles,"554 Centre St, Brockton, MA 02302",Beauty salon,abington,https://www.hollywoodstylesbrockton.com/,,,,,contact.html,Contact
Capelli Unisex,"1032 N Montello St, Brockton, MA 02301",Beauty salon,abington,,,,,,,
Expo Spa,"1031 Main St, Weymouth, MA 02190",Nail salon,abington,,,,,,,
Indulgence Salon & Barber Shop,,Beauty salon,abington,,,,,,,
R G's Hair Design,"104 Pleasant St, Weymouth, MA 02190",Beauty salon,abington,http://rgshairdesign.com/,,"Relaxed beauty salon featuring women's cuts, coloring & styling, plus waxing services.",,,,
Advanced Hair Design,"536 Columbian St, Weymouth, MA 02190",Beauty salon,abington,http://advancedhairdesign536.com/,,,,,https://maps.google.com/maps?q=United States,Find us on the map
All About V Unisex Salon,"756 N Main St, Brockton, MA 02301",Beauty salon,abington,,,,,,,
Future Styles & Design Unisex Salon,,Beauty salon,abington,,,,,,,
Attractions Hair Design,"87 Pleasant St, Weymouth, MA 02190",Beauty salon,abington,,,,,,,
Nail Bar & Spa,"748 Crescent St, Brockton, MA 02302",Nail salon,abington,,,,,,,
Bella Hair Design,"43 N Franklin St, Holbrook, MA 02343",Beauty salon,abington,,,,,,,
Great Waves Inc,"649 Oak St, East Bridgewater, MA 02333",Beauty salon,abington,,,,,,,
Stilettos Hair & Spa Holbrook,"40 Union St, Holbrook, MA 02343",Beauty salon,abington,http://www.stilettosholbrook.com/,,,,,Contact-Us.html,
Hair Action,"171 Brockton Ave # C, Abington, MA 02351",Beauty salon,abington,,,,,,,
Exclusive Styles Unisex Hair Salon,"91 Main St, Brockton, MA 02301",Beauty salon,abington,,,,,,,
Anaisa's Hair Salon,,Beauty salon,abington,,,,,,,
SmartStyle Hair Salon,"Inside Walmart #1107, 90 Dundas St E, Waterdown, ON L0R 2H2, Canada",Beauty salon,abington,https://www.smartstyle.com/en-us/locations/on/waterdown/located-inside-walmart-1107-haircuts-52296.html,,,Gift Cards,/en-us/gift-cards.html,#,Store Contact Number
Ocean massage center,"1614 Main St, Weymouth, MA 02190",Beauty salon,abington,,,,,,,
Mellispa,"10 South Ave, Whitman, MA 02382",Beauty,abington,,,,,,,
Olinda's Hair Salon,"773 Main St, Brockton, MA 02301",Hair salon,abington,,,,,,,
Christina's Hair Salon,"478 N Franklin St, Holbrook, MA 02343",Beauty salon,abington,,,,,,,
Tranquil Nails,"86 Pond St, Weymouth, MA 02190",Nail salon,abington,,,,,,,
Domingas Hair Salon,"690 Warren Ave, Brockton, MA 02301",Beauty salon,abington,,,,,,,
Black White Beauty Salon,"333 Warren Ave #5284, Brockton, MA 02301",Beauty salon,abington,,,,,,,
Bamboo Hair Studio,"121 E 8th St #9, Jacksonville, FL 32206",Beauty salon,abington,http://bamboothesalon.com/,,,,,https://www.bamboohairstudio.com,Contact
Millennium Hair Salon,"6040 Main St Ste 144, American Canyon, CA 94503",Beauty salon,abington,https://www.greatclips.com/salons/9787?utm_source=google&utm_medium=organic&utm_campaign=gmb,,Casual salon offering haircuts for adults & kids along with professional styling products for sale.,Gift Card Balance,https://www.greatclips.com/gift-card-balance,https://www.greatclips.com/about-us/contact-us,Contact Us
Alma Beauty Salon,"28 E Main St, Los Gatos, CA 95030",Beauty salon,abington,http://www.mainstannexsalon.com/,,,,,http://www.mainstannexsalon.com/contact/,Contact
Nails Club & Spa,"35 Pleasant St #3118, South Weymouth, MA 02190",Nail salon,abington,http://nailsclubspa.webstarts.com/,,,,,contact_us.html,Contact Us
Rose Nail Salon,"180 Oak St, Brockton, MA 02301",Nail salon,abington,,,,,,,
Braids & Glam,"81 Court St, Brockton, MA 02301",Beauty salon,abington,http://www.braidsnglam.com/,,,,,https://www.braidsnglam.com,CONTACT
Vasco's Hair Design,"8 Chauncy St # 1, Weymouth, MA 02190",Beauty salon,abington,,,,,,,
Looking Good Salon,"140 B St #2, Davis, CA 95616",Beauty salon,abington,,,,,,,
Lisa Nails & Skin Care,"592 N Main St, Brockton, MA 02301",Nail salon,abington,,,,,,,
Alina's Hair Design,"461 Montello St, Brockton, MA 02301",Beauty salon,abington,,,,,,,
Nails Club & Spa,"35 Pleasant St #3118, South Weymouth, MA 02190",Nail salon,abington,http://nailsclubspa.webstarts.com/,,,,,contact_us.html,Contact Us
House Of Beauty,,Beauty salon,abington,,,,,,,
Green Light Unisex Beauty Sln,"553 Main St, Brockton, MA 02301",Beauty salon,abington,,,,,,,
Man Trap Nails,"823 N Main St, Brockton, MA 02301",Nail salon,abington,,,,,,,
Amazing Nails & Spa,"102 S Franklin St, Holbrook, MA 02343",Beauty salon,abington,,,,,,,
Precise Hair & Beauty Studio,"284 Main St, Brockton, MA 02301",Beauty salon,abington,,,,,,,
Mario's Hair Salon,"12 Perkins Ave, Brockton, MA 02301",Beauty salon,abington,,,,,,,
Kings and Queens Reflections,"410 Pleasant St, Brockton, MA 02303",Beauty salon,abington,http://www.kqreflections.com/,,,,,contacts.html,Contacts
MT Nails Inc,"39 N Franklin St, Holbrook, MA 02343",Nail salon,abington,,,,,,,
Upper Cut Hair Salon,"1525 Hanover St, Hanover, MA 02339",Beauty salon,abington,https://www.theuppercutsalonhanover.com/,,,,,/contact," Contact

"
Djalo African Hair Braiding,"706 Main St A, Brockton, MA 02301",Beauty salon,abington,,,,,,,
Luv My Natural Curls,"185 Main St, Avon, MA 02322",Beauty salon,abington,http://www.luvmynaturalcurls.com/,,,,,http://www.luvmynaturalcurls.com/contact-us/,Contact Us
Hair's Maria,"9 N Central St, East Bridgewater, MA 02333",Beauty salon,abington,,,,,,,
Lucky Nails,"988 Bedford St, Abington, MA 02351",Nail salon,abington,,,,,,,
StarLines Hair Salon,"472 E Ashland St, Brockton, MA 02302",Hair salon,abington,http://www.starlineshairsalon.com/,,,,,https://www.starlineshairsalon.com/contact,CONTACT
Waiting To Escape,,Massage therapist,abington,,,,,,,
Magic Touch Salon  Hair & Beauty Salon Wedding Braids Makeup Service and Professional Makeup Artist in Brockton MA,"25 Perkins Ave suite b, Brockton, MA 02301",Beauty salon,abington,https://magictouchsalonma.com/,,,,,https://magictouchsalonma.com/#contact-section,Get a free estimate
Allure Nails & Spa,"454 N Franklin St, Holbrook, MA 02343",Nail salon,abington,http://allurenailsandspainholbrook.com/,,,,,,
The Wendy Nails And Spa,"445 Blossom Hill Rd, San Jose, CA 95123",Nail salon,abington,,,,,,,
New England Nail & Spa,"10 Union St, South Weymouth, MA 02190",Nail salon,abington,https://new-england-nail-spa.business.site/?utm_source=gmb&utm_medium=referral,,,,,,Contact
Monique's A Family Hair Salon,"Whitman, MA 02382",Hair salon,abington,,,,,,,
Avon Nail,"543 2nd St, San Francisco, CA 94107",Nail salon,abington,http://www.zazaspa.com/,,,Gift Certificates,http://zazaspa.com/zaza-gift-cards-the-perfect-gift/,,
As You Like It Hair Salon,"452 Great Rd, Acton, MA 01720",Beauty salon,acton,http://www.asyoulikeithairsalon.com/,,,,,,
Sean Nicole Salon,"77 Great Rd # 2, Acton, MA 01720",Beauty salon,acton,http://www.seannicole.com/,,,,,contact.html,Contact
Salon 62,"100 Powder Mill Rd, Acton, MA 01720",Hair salon,acton,http://salon62acton.com/,,,,,,
Salon Tuan Design Studio,"481 Great Rd, Acton, MA 01720",Beauty salon,acton,http://salontuan.com/,,,,,https://www.salontuan.com,CONTACT
Moodz Day Spa & Salon,"556 Massachusetts Ave, Acton, MA 01720",Beauty salon,acton,http://www.moodz.com/,,,,,Contact.html,"





Contact


"
Supercuts,"293 Main St, Acton, MA 01720",Hair salon,acton,https://www.supercuts.com/locations/ma/acton/route-27-haircuts-8828.html,,,"
												Gift Cards ",/gift-cards.html,#,Store Contact Number
wendyo Salon,"572 Massachusetts Ave, Acton, MA 01720",Beauty salon,acton,http://wendyosalon.com/,,,,,http://wendyosalon.com/contact-us/,Contact
A Cut Above Inc The Salon,"584 Massachusetts Ave, Acton, MA 01720",Nail salon,acton,http://www.acutaboveinc.com/,,,,,/contact-us," Contact Us

"
Touche Hair Salon,"485 Great Rd #3, Acton, MA 01720",Beauty salon,acton,http://www.touchesalon.com/,,,,,,
JonClaud Salon,"157 Great Rd, Acton, MA 01720",Beauty salon,acton,http://www.jonclaudsalon.com/,,,,,https://policies.google.com/privacy,Privacy Policy
Le Petit Salon,"260 Arlington St, Acton, MA 01720",Hair salon,acton,http://lpsalon.com/,,,,,,
salon v acton ma,"485 Great Rd, Acton, MA 01720",Beauty salon,acton,http://www.salonv.co/contact.htm,,,,,javascript:;,"


"
Feathers Hair Salon,"826 W Dana St, Mountain View, CA 94041",Beauty salon,acton,https://essencesalon.com/,,,,,,
Mindy's Family Hair Care,"160 Great Rd, Acton, MA 01720",Beauty salon,acton,http://www.mindyfamilyhair.com/,,,,,/location-n-contact," Location & Contact

"
Synergia Hair Studio,"505 Nagog Park #A, Acton, MA 01720",Beauty salon,acton,https://www.synergiahairstudio.com/,,,,,https://www.synergiahairstudio.com/contact,Contact
NuYu Aveda Salon and Spa,"268 Great Rd, Acton, MA 01720",Beauty salon,acton,https://www.nuyu-naturallyyou.com/,,,,,https://www.nuyu-naturallyyou.com,Contact
Tayla Nails,"133 Great Rd STE 3, Acton, MA 01720",Nail salon,acton,,,,,,,
Exotic Nails and Spa Acton,"100 Powder Mill Rd, Acton, MA 01720",Nail salon,acton,http://www.exoticnailsacton.com/,,,,,contact,Contact
Q Nails,"562 Massachusetts Ave, Acton, MA 01720",Nail salon,acton,http://www.q-nails-acton.com/,,,,,/lien-he,Contact Us
Unique Nails,"13325 Main St #103, Hesperia, CA 92344",Nail salon,acton,,,,,,,
Acton Nails & Spa,"167 Great Rd, Acton, MA 01720",Nail salon,acton,https://www.facebook.com/pages/category/Nail-Salon/Acton-Nails-Spa-204656366579957/,,,,,#,Contact Acton Nails & Spa on Messenger
Nail Studio,"218 Main St, Acton, MA 01720",Nail salon,acton,,,,,,,
Q nails,"562 Massachusetts Ave, Acton, MA 01720",Nail salon,acton,http://www.q-nails-acton.com/,,,,,/lien-he,Contact Us
Nature's Nails,"481 Great Rd Ste 16, Acton, MA 01720",Nail salon,acton,https://natures-nails.business.site/?utm_source=gmb&utm_medium=referral,,,,,,Contact
Dellaria Salon,"268b Great Rd, Acton, MA 01720",Hair salon,acton,http://www.dellaria.com/,,,Gift Cards,https://dellaria-egiftcards.salontarget.com/egift/?guestonly=guestonly,https://www.dellaria.com/contacts/,Contact Corporate Office
Hair In Harmony,"86 Powder Mill Rd, Maynard, MA 01754",Beauty salon,acton,http://hairinharmony.com/,,"Happening, local hair salon in a strip mall performing cuts along with color & smoothing treatments.",,,,
Margo's Hair Design,"253 Arlington St, Acton, MA 01720",Hair salon,acton,http://www.margosdesign.com/,,,,,https://www.salonbuilder.com/website/152688/contact.asp,Contact
Nouveaux Skin & NailsBEMER Energy Center,"2505 Samaritan Dr STE 310, San Jose, CA 95124",Skin care clinic,acton,http://www.beauty-redefined.com/,,,,,/contact_us,Contact Us
Elizabeth Grady,"145 Great Rd, Acton, MA 01720",Beauty salon,acton,http://www.elizabethgrady.com/,,,Gift Cards,https://www.elizabethgrady.com/product-category/gift-cards/,https://www.elizabethgrady.com/contact-us/,Contact Us
Luxe Nails and Spa Acton,"340 Great Rd, Acton, MA 01720",Nail salon,acton,http://www.luxenailnspa.com/,,,buy,/product/gift-card/,http://www.luxenailnspa.com/contacts/,Contacts
Salon V,"485 Great Rd, Acton, MA 01720",Hair salon,acton,,,,,,,
1 on 1 Self Indulgence Spa,"457 Great Rd, Acton, MA 01720",Spa,acton,http://1on1spa.com/,,,Gift Cards,https://www.vagaro.com/Users/BusinessWidget.aspx?enc=MMLjhIwJMcwFQhXLL7ifVNQsEtxTEkvh5JUCKYFdD7PXgF2px6JMfObtV891yUyRZeLFLdA2reaEIKxRAUOqT+f/V9FG+FbAHbEWtS38y9MhtzxtLK1UZrPT4yC+8AOJ2taTOtDs2to6TojGx1Fm7u1EakzXRilL0Qqh9WNOgHzGskADxFkZg4cu6R+PWbCBGCT8NzH1j+rBj0MswgdtCwIHRoEd/CafNaPO+fsLBEYPvNXVZyigFo34HouhbLZV/a30CxjmNVkuv/vMiBV7yIOWTxOyjkscv91bvckSpX/A6nxsGl7JD/t1r8o5qbi+WXpW49xsoiYfR3a65LTQ8Q==&c_type=tab,https://www.1on1spa.com/contact,Visit Us
Brittany Kate Hair,"260 Arlington St, Acton, MA 01720",Hair salon,acton,http://brittanykatehair.com/,,,,,,
Line Nails & Spa,"Acton, MA 01720",Beauty salon,acton,,,,,,,
Shilpa's Threading & Spa,"481 Great Rd Suite #104A, Acton, MA 01720",Day spa,acton,http://shilpasthreadingandspa.com/,,,,,http://shilpasthreadingandspa.com/contact-us/,Contact Us
Kid Klips,"160 Great Rd, Acton, MA 01720",Hair salon,acton,http://www.mykidklips.com/,,,,,,
Laser MD MedSpa,"436 Great Rd, Acton, MA 01720",Laser hair removal service,acton,http://www.lasermdmedspa.com/,,,,,/contact-laser-md-med-spa-boston/#boston,Boston Clinic
Birch Tree Esthetics,"525 Massachusetts Ave, Acton, MA 01720",Skin care clinic,acton,,,,,,,
Alexandre Electrology,"481 Great Rd # 13, Acton, MA 01720",Hair removal service,acton,,,,,,,
Naturally You Aveda Salon and Spa,"9 Church St, Concord, MA 01742",Beauty salon,acton,https://www.nuyu-naturallyyou.com/,,,,,https://www.nuyu-naturallyyou.com,Contact
Innovations Hair Salon,"629 Massachusetts Ave # 6, Boxborough, MA 01719",Beauty salon,acton,http://innovationshair.homestead.com/,,,,,/contact.html,MAKE AN APPOINTMENT
Revelations By Robyn,"37 Nason St, Maynard, MA 01754",Beauty salon,acton,,,,,,,
Studio 42 Unisex Hair & Nail,"42 CA-26, Valley Springs, CA 95252",Beauty salon,acton,,,,,,,
Starz Salon,"120 Commonwealth Ave, Concord, MA 01742",Hair salon,acton,http://www.starzsalon.com/,,,,,,
V&V Cutters,"1 Pleasant St, Maynard, MA 01754",Beauty salon,acton,,,,,,,
Diane Grogan Hairstylist,"260 Arlington St, Acton, MA 01720",Hair salon,acton,,,,,,,
Toast 'n Shine Tan and Spa,"191 Main St, Maynard, MA 01754",Nail salon,acton,http://www.toastnshine.com/,,,,,https://www.toastnshine.com/contact-us-1,CONTACT US
Crystal Nail & Spa,"39 Main St, Maynard, MA 01754",Nail salon,acton,,,,,,,
Mane Escape Salon & Spa,"37 Thoreau St, Concord, MA 01742",Beauty salon,acton,http://themaneescape.com/,,,Gift Cards,/hair-salon-thoreau-ma-gift-cards.html,,
Compulsive Salon,"99 Main St, Acushnet, MA 02743",Beauty salon,acushnet,http://www.compulsivesalon.com/,,,GIFT CARDS,http://compulsivesalon.com/new-bedford-hair-salon-hair-cut-acushnet-gift-cards/,,CONTACT
Avalon Hair Studio,"132 S B St, San Mateo, CA 94401",Beauty salon,acushnet,http://revolutionhairstudio.org/,,,,,,
Tomasina's Hair Salon,"12 White St, Acushnet, MA 02743",Beauty salon,acushnet,,,,,,,
Friends Hair Salon,"32 Bardsley St, Acushnet, MA 02743",Beauty salon,acushnet,,,,,,,
Nice Cuts,"7 Tarkiln Hill Rd, Acushnet, MA 02743",Beauty salon,acushnet,,,,,,,
Nuance Salon,"4400 Acushnet Ave, New Bedford, MA 02745",Beauty salon,acushnet,http://nuancesalon.org/,,,Gift Cards,"
https://nuancesalon.salontarget.com/egift/?guestonly=guestonly",,"








 

Menu  


Home
Services

Hair 
Nails
Skin
Massage 
Weddings
Hair Extensions
Spray Tan

Gallery
Products
Book Online
Gift Cards
Health and Wellness
Oliveira Art














  














 
        We are a full service salon located in 
          New Bedford, MA. 
          We provide the 
          following beauty services:  
          Hair Cuts     Hair Color
Manicures     Pedicures
Nail Services     Waxing
Massage     Skin Care
and more! We offer special rates on weddings and 
          other special events.  Please call us at
          508.995.2205 to schedule an 
          appointment today, or click ""Book Appointment"" above!
Sundays.............closed
          Mondays............closed
          Tuesdays..............10-8
          Wednesdays...........9-8
          Thursdays.............10-8
          Fridays..................10-6
          Saturdays................9-3


















  Return To Top 


Contact Information
Nuance Salon 4400 Acushnet Avenue New Bedford, MA 508.995.2205 
All Rights Reserved. Website designed by WG Design. 




"
Rosa's Hairstylist,"65 W Main St, Los Gatos, CA 95030",Beauty salon,acushnet,http://nimbussalon.com/,,,Gift Cards,about-us/gift-cards.html,about-us/contact.html,Contact
Salon V Beauty Lounge,"2396 Acushnet Ave, New Bedford, MA 02745",Beauty salon,acushnet,https://salonvbeautylounge.com/,,,,,javascript:void(0);,Contact Us
Hair Gallery,"4 Wilbur Ave, Acushnet, MA 02743",Beauty salon,acushnet,,,,,,,
Hair Group,"39 Ludlow St, Acushnet, MA 02743",Beauty salon,acushnet,,,,,,,
Advanced Nail Solutions,"12 Lynn Ellen Dr, Acushnet, MA 02743",Nail salon,acushnet,,,,,,,
Joseph's Hair Design,"54 Wood St, New Bedford, MA 02745",Beauty salon,acushnet,http://josephshairdesign.net/,,,,,http://josephshairdesign.net/?page_id=780,Contact Us
Melanie's Hair To Envy,"94 Tarkiln Hill Rd, New Bedford, MA 02745",Beauty salon,acushnet,,,,,,,
P & T Nails,"2115 Acushnet Ave, New Bedford, MA 02745",Nail salon,acushnet,,,,,,,
The Hair Studio,"672 N 1st St, San Jose, CA 95112",Hair salon,acushnet,http://www.jojohairstudio.com/,,,,,#contact,Contact Us
Modern Hair Designers,"375 Alden Rd, Fairhaven, MA 02719",Beauty salon,acushnet,,,,,,,
Delicate Touch Salon,"118 Tarkiln Hill Rd, New Bedford, MA 02745",Beauty salon,acushnet,http://www.delicatetouchsalon.com/,,,,,/location-n-contact," Location & Contact

"
Mane Designs,"414 Main St, Fairhaven, MA 02719",Nail salon,acushnet,,,,,,,
Avant Garde Hair Design,"4189 Acushnet Ave, New Bedford, MA 02745",Beauty salon,acushnet,,,,,,,
Stephanie's Beauty Salon,"1404 Acushnet Ave, New Bedford, MA 02746",Beauty salon,acushnet,,,,,,,
Paul's Hair Stylist,"2834 Acushnet Ave, New Bedford, MA 02745",Beauty salon,acushnet,,,,,,,
Sensations Salon,"1809 Acushnet Ave, New Bedford, MA 02746",Beauty salon,acushnet,http://www.sensations1809.com/,,,,,/Contact,Contact
Glitz & Glamour Salon,"2803 Acushnet Ave, New Bedford, MA 02745",Beauty salon,acushnet,,,,,,,
Candi's Corner,"2883 Acushnet Ave, New Bedford, MA 02745",Nail salon,acushnet,,,,,,,
Tina's Mane Obsession,"129 Doreen St, New Bedford, MA 02745",Beauty salon,acushnet,,,,,,,
European Hair Stylists,"1349 Acushnet Ave, New Bedford, MA 02746",Beauty salon,acushnet,,,,,,,
Raposo's Hair Design & Tanning,"1104 Acushnet Ave, New Bedford, MA 02746",Beauty salon,acushnet,,,,,,,
Shear Sensations,"1980 Acushnet Ave, New Bedford, MA 02745",Beauty salon,acushnet,,,,,,,
Claribarbi's Design,"1713 Acushnet Ave, New Bedford, MA 02746",Beauty salon,acushnet,,,,,,,
Meena Eyebrow Threading,"2117 Acushnet Ave, New Bedford, MA 02745",Hair removal service,acushnet,http://meenaeyebrowthreading.com/,,,,,,
South Coast Skin Care,"192 S Main St, Acushnet, MA 02743",Beauty salon,acushnet,,,,,,,
Cuticles Nail Salon,"38 Howland Rd, Fairhaven, MA 02719",Beauty salon,acushnet,https://www.cuticlesnailsalon.com/,,,,,https://www.cuticlesnailsalon.com/contact,Contact
Victoria's Nail Salon,"710 Ashley Blvd, New Bedford, MA 02745",Nail salon,acushnet,http://victorianailsnewbedford.com/,,,,,,
The Polished Look,"865 Ashley Blvd, New Bedford, MA 02745",Hair salon,acushnet,http://www.thepolishedlooksalon.com/,,,,,,
Shine,"950 Ashley Blvd, New Bedford, MA 02745",Beauty salon,acushnet,http://shinesalon.biz/,,,,,http://shinesalon.biz/contact-us/,Contact Us
Dermaculture Skin Spa,"192 S Main St suite b, Acushnet, MA 02743",Facial spa,acushnet,https://www.dermacultureskinspa.com/,,,,,#contact,Contact
Alterity Hair Design,"1280 Ashley Blvd, New Bedford, MA 02745",Beauty salon,acushnet,,,,,,,
The Girls,,Hair salon,acushnet,,,,,,,
Great Clips,"81 Coggeshall St Unit C, New Bedford, MA 02746",Beauty salon,acushnet,https://www.greatclips.com/salons/2400?utm_source=google&utm_medium=organic&utm_campaign=gmb,,Casual salon offering haircuts for adults & kids along with professional styling products for sale.,Gift Card Balance,https://www.greatclips.com/gift-card-balance,https://www.greatclips.com/about-us/contact-us,Contact Us
StyleLab Hair Studio,"395 Belleville Ave, New Bedford, MA 02746",Beauty salon,acushnet,,,,,,,
