name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched
JCPenney,"14370 Bear Valley Rd, Victorville, CA 92392",Clothing store,adelanto,"Chain department store selling a wide selection of brand-name clothing, footwear, furniture & more.",https://stores.jcpenney.com/ca/victorville/clothing-stores-victorville-ca-0217.html,,https://www.jcpenney.com/m/gift-card-m2?pageId=pg40053400007&cm_re=S1-_-M2-_-GIFTCARDS_DESKTOP,https://www.jcpenney.com/m/customer-service?pageId=pg100053,Gift Cards,Contact Us,1
Torrid,"14400 Bear Valley Rd Ste 813, Victorville, CA 92392",Plus size clothing store,adelanto,"Women's clothing chain known for its trendy plus-size cocktail dresses, jeans, lingerie & footwear.",https://www.torrid.com/?utm_source=GMBlisting&utm_medium=organic,,https://www.torrid.com/giftcertpurchase,/help/,Gift Cards,Contact Us,1
Aeropostale,"14400 Bear Valley Rd, Victorville, CA 92392",Clothing store,adelanto,Trendy retail chain selling casualwear & accessories for young adults (some focus on kids' apparel).,https://www.aeropostale.com/storedetails/?StoreID=667&utm_source=gmb&utm_medium=organic,,/gift-card-main/egift-card-lp.html/?content=footer,https://www.aeropostale.com/customer-service/contact-us/contact-us-main.html,Gift Cards,Contact Us,1
Target,"2700 5th St, Alameda, CA 94501",Clothing store,alameda,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.",https://www.target.com/sl/alameda/2829,,/c/gift-cards/-/N-5xsxu,,Gift Cards,,1
Lauren's Closet,"1420 Park St, Alameda, CA 94501",Used clothing store,alameda,"Consignment store selling gently used children's clothes, toys & accessories, plus ladies' apparel.",,,,,,,1
Aphrodite's Closet,"930 Central Ave, Alameda, CA 94501",Clothing store,alameda,,http://www.aphroditesclosetalameda.com/,,,,,,1
Ross Dress for Less,"2130 S Shore Center, Alameda, CA 94501",Clothing store,alameda,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.",http://www.rossstores.com/,,/gift-cards,/contact-us,Gift Cards,Contact Us,1
Lanvie Inc,"1419 Park St, Alameda, CA 94501",Clothing store,alameda,,http://www.lanvieusa.com/,,,,,,1
To Herb with Love,"1336A Park St, Alameda, CA 94501",Clothing store,alameda,,https://m.facebook.com/ToHerbWithLove/,,,,,,1
Lanvie Outlet,"1501 Webster St, Alameda, CA 94501",Women's clothing store,alameda,,http://www.lanvieusa.com/,,,,,,1
Old Navy,"2212-A S Shore Center, Alameda, CA 94501",Clothing store,alameda,"Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.",https://oldnavy.gap.com/stores/ca/alameda/oldnavy-5024.html,,"/customerService/info.do?cid=35433&mlink=5151,8562444,3&clink=8562444",,Check Gift Card Balances,,1
Alameda Vintage Fashion Faire,"2701 Monarch St, Alameda, CA 94501",Vintage clothing store,alameda,,http://www.vintagefashionfaire.com/,,,,,,1
Lilac Dress Boutique,"1918 Encinal Ave, Alameda, CA 94501",Boutique,alameda,"Designer bridalwear, dresses & accessories share space at this chic, miniature boutique.",http://www.lilacdressboutique.com/,,,,,,1
TJ Maxx,"2250 S Shore Center, Alameda, CA 94501",Clothing store,alameda,"Retail chain featuring stylish brand-name apparel, shoes & accessories, plus housewares.",https://tjmaxx.tjx.com/store/index.jsp,,,,,,1
Carter's,"2202 S Shore Center Suite A, Alameda, CA 94501",Children's clothing store,alameda,"Baby & kids' apparel brand known for its colorful, basic clothing & accessories.",https://www.carters.com/find-a-store?cm_mmc=Carters_Local-_-Google-_-977-_-All,,https://www.carters.com/gc-cashstar-092816.html,https://www.carters.com/contact-us?id=carters,Gift Cards,Email Us,1
J Couture,"1513 Webster St, Alameda, CA 94501",Women's clothing store,alameda,,http://jcouturealameda.com/,,,,,,1
Micaela Greg,"1202 Lincoln Ave, Alameda, CA 94501",Women's clothing store,alameda,,http://micaelagreg.com/,,,/pages/contact,,Contact,1
Bogattah,"2149 Otis Dr #337, Alameda, CA 94501",Clothing store,alameda,,,,,,,,1
Therapy Stores,"1428 Park St, Alameda, CA 94501",Boutique,alameda,,https://www.therapystores.com/,,/products/gift-card,/pages/contact-us,"
GIFT CARDS
","
                          Contact Us
                        ",1
Mastick Senior center thrift store,"Alameda, CA 94501",Clothing store,alameda,,http://mastickcenter.com/,,,/contact-us,,"

                    contact us                                                            
",1
Janene's Bridal Boutique,"2226 S Shore Center, Alameda, CA 94501",Bridal shop,alameda,"Cozy full-service salon with dresses from a range of designers, plus alterations, jewelry & more.",http://janenesbridal.com/,,,/contact,,Contact,1
Offhand Designs,"918 Central Ave, Alameda, CA 94501",Clothing store,alameda,,http://www.offhanddesigns.com/,,,/pages/contact-info,,Contact Us,1
Fire Tiki,"1716 Lincoln Ave, Alameda, CA 94501",Clothing store,alameda,,,,,,,,1
Dubsack,,Clothing store,alameda,,,,,,,,1
Tot Tank,"1413 Park St, Alameda, CA 94501",Baby store,alameda,"Family-owned retailer carrying high-end childrenswear, traveling gear, toys & nursing supplies.",http://www.tottank.com/,,/store/cat/G+CARD/GIFT+CARD,,GIFT CARD,,1
Vidorra,"100 E Main St #120, Alhambra, CA 91801",Women's clothing store,alhambra,,http://www.shopvidorra.com/,,,https://www.shopvidorra.com/service/,,Contact,1
Maria's Fashions,"134 Valley Blvd, Alhambra, CA 91801",Women's clothing store,alhambra,,http://www.mariasfashiononline.com/,,,,,,1
Main Street Attraction,"218 W Main St, Alhambra, CA 91801",Used clothing store,alhambra,,,,,,,,1
Honibay Fashion,"34 W Main St, Alhambra, CA 91801",Clothing store,alhambra,,http://honibay.com/,,,,,,1
Ross Dress for Less,"201 E Main St, Alhambra, CA 91801",Clothing store,alhambra,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.",http://www.rossstores.com/,,/gift-cards,/contact-us,Gift Cards,Contact Us,1
Burlington,"150 E Main St, Alhambra, CA 91801",Clothing store,alhambra,,https://www.burlington.com/,,/gift-cards,," 
buy gift cards
",,1
In Motion Sports,"121 W Main St, Alhambra, CA 91801",Clothing store,alhambra,,,,,,,,1
Asian Wood Co,"332 S Palm Ave, Alhambra, CA 91803",Children's clothing store,alhambra,,,,,,,,1
Gardy Corporation,"313 S Raymond Ave, Alhambra, CA 91803",Clothing store,alhambra,,http://gardyusa.com/,,,,,,1
Amertex International Inc,"2108 Orange St, Alhambra, CA 91803",Clothing store,alhambra,,http://www.amertex.net/,,,,,,1
Second Time Around Antiques Vintage & Thrift Shop,"2801 W Valley Blvd ste a, Alhambra, CA 91803",Thrift store,alhambra,"Enduring, family-run business stocking antique furniture & vintage clothing, plus odds & ends.",https://www.secondtimearoundca.com/,,,/contact,,"
            Contact
          ",1
Target,"2120 W Main St, Alhambra, CA 91801",Clothing store,alhambra,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.",https://www.target.com/sl/alhambra/184,,/c/gift-cards/-/N-5xsxu,,Gift Cards,,1
Code Play Fashion,,Clothing store,alhambra,,,,,,,,1
Century Sewing Co,"421 S Raymond Ave, Alhambra, CA 91803",Women's clothing store,alhambra,,,,,,,,1
Lucy Paris,"999 S Meridian Ave, Alhambra, CA 91803",Women's clothing store,alhambra,,https://www.lucyparis.com/,,,/pages/contact,,"
                        Contact Us
                      ",1
Sky Hosiery Inc,"1088 Westminster Ave, Alhambra, CA 91803",Women's clothing store,alhambra,,https://musiclegs.com/,,,https://www.musiclegs.com/contacts/,,Contact Us,1
Frye Knitting Mills The House Of Dish Cloths,"2117 Lemon St, Alhambra, CA 91803",Clothing store,alhambra,,,,,,,,1
TK Garment Supply Inc,"515 S Palm Ave #5, Alhambra, CA 91803",Vintage clothing store,alhambra,,http://tkgarmentsupply.com/,,,/contact/,,CONTACT,1
Cataria International Inc,"3033 W Mission Rd, Alhambra, CA 91803",Clothing store,alhambra,,,,,,,,1
The One Factory,"1015 Benito Ave #10, Alhambra, CA 91803",Clothing store,alhambra,,,,,,,,1
Clothing Store,"138E E Garvey Ave, Monterey Park, CA 91755",Clothing store,alhambra,,,,,,,,1
Style On U,"Alhambra, CA 91801",Clothing store,alhambra,,,,,,,,1
Dynashape Intima Corporation,"2121 Orange St, Alhambra, CA 91803",Clothing store,alhambra,,http://dynashapeintima.com/Home_Page.html,,,Contact_Us.html,,Contact Us,1
Tillast,"34 W Main St, Alhambra, CA 91801",Clothing store,alhambra,,http://www.tillast.com/,,,,,,1
Gypsy Heart,"322 Date Ave, Alhambra, CA 91803",Clothing store,alhambra,,http://www.gypsyheartbrand.com/contact-us,,,,,,1
V O Fung Fashion Inc,"963 S Meridian Ave, Alhambra, CA 91803",Clothing store,alhambra,,,,,,,,1
Nickel and Dime Los Angeles Clothing store,"5422 Alhambra Ave, Los Angeles, CA 90032",Clothing store,alhambra,,http://www.nickelanddimela.com/,,,,,,1
The Salvation Army Family Store & Donation Center,"1010 E Main St, Alhambra, CA 91801",Thrift store,alhambra,,http://pasadenaarc.salvationarmy.org/,,,,,,1
Tom's Uniforms,"301 E Main St, Alhambra, CA 91801",Uniform store,alhambra,"Clothing store selling police, fire, postal & school uniforms, plus scrubs & lab coats.",http://www.tomsuniforms.com/,,,,,,1
Justin Plus size clothing store,,Plus size clothing store,alhambra,,,,,,,,1
Sanfery,,Clothing store,alhambra,,,,,,,,1
Vans,"420 S Garfield Ave, Alhambra, CA 91801",Shoe store,alhambra,Retail store featuring the brand's surfing & skateboarding-inspired shoes & casualwear.,http://www.vans.com/,,https://www.vans.com/gift-card.html,/utility/contact-us.html,Gift Card,Contact Us,1
SolracDealscom,,Clothing store,alhambra,,,,,,,,1
Monterey Park Outlet,"214 S Garfield Ave, Monterey Park, CA 91755",Clothing store,alhambra,,http://montereyparkoutlet.weebly.com/,,,/contact.html,,"
				Contact
			",1
la zoe exchange inc,"36 W Main St, Alhambra, CA 91801",Clothing store,alhambra,,,,,,,,1
Eagle Blue Jean Co,"1135 Westminster Ave a, Alhambra, CA 91803",Men's clothing store,alhambra,,,,,,,,1
Jolie Fashion Group,"5410 Valley Blvd, Los Angeles, CA 90032",Clothing store,alhambra,,,,,,,,1
Big 5 Sporting Goods  Alhambra,"620 E Valley Blvd, Alhambra, CA 91801",Clothing store,alhambra,"Chain retailer providing a full range of sporting & outdoor equipment, shoes & apparel.",http://www.big5sportinggoods.com/,,/store/details/Big%205+Gift-Card/6910990040050/_/A-5076831#.W38NV5NKjWY,/store/global/contact.jsp,"
									Gift Cards",Contact Us,1
Miss Q Fashion,"227 Valley Blvd, San Gabriel, CA 91776",Clothing store,alhambra,,,,,,,,1
Mad River Apparel,,Clothing store,alhambra,,https://madriverapparel.com/,,,,,,1
SAUCER,,Clothing store,alhambra,,,,,,,,1
Anarchy Clan,,Clothing store,alhambra,,,,,,,,1
Divine Femi9,,Clothing store,alhambra,,https://teespring.com/stores/divine-femi9,,,https://teespring.com/contact,,Help,1
ZOFO,,Clothing store,alhambra,,,,,,,,1
Cosics,,Clothing store,alhambra,,,,,,,,1
People's Place,"140 W Valley Blvd Ste 104, San Gabriel, CA 91776",Clothing store,alhambra,,,,,,,,1
Red Apple Co,"200 E Garvey Ave # 102, Monterey Park, CA 91755",Women's clothing store,alhambra,,,,,,,,1
Radio Futura,"2881 Valley Blvd, Alhambra, CA 91803",Clothing store,alhambra,,http://www.radiofuturamusic.com/,,,,,,1
Just Box,"1306 S Garfield Ave, Alhambra, CA 91801",Clothing store,alhambra,,,,,,,,1
VEES,"1012 N Garfield Ave, Alhambra, CA 91801",Lingerie store,alhambra,,,,,,,,1
Mujer Moderna Inc,"508 Monterey Pass Rd, Monterey Park, CA 91754",Women's clothing store,alhambra,,http://www.mujermodernausa.com/,,,https://www.mujermodernausa.com/contacto/,,CONTACTO,1
Sofia S Anderson Fashion Designer,,Fashion designer,alhambra,,,,,,,,1
E  Wear Store,"234 N Lincoln Ave #158, Monterey Park, CA 91755",Clothing store,alhambra,,,,,,,,1
R & G Fashion Inc,"721 W Santa Anita St, San Gabriel, CA 91776",Clothing store,alhambra,,,,,,,,1
Hallloween House,"2500 W Commonwealth Ave, Alhambra, CA 91803",Costume store,alhambra,"Retail chain stocking a wide range of themed party supplies, plus costumes & holiday decorations.",https://stores.partycity.com/us/ca/alhambra/party-store-pc544.html?extcmp=GMBlisting_CA_PC544_organic,,,,,,1
Brand Shop Paris,"1300 S Garfield Ave, Alhambra, CA 91801",Boutique,alhambra,,,,,,,,1
Dynasty Uniforms Inc,"426 S Palm Ave, Alhambra, CA 91803",Uniform store,alhambra,,,,,,,,1
LA Moda Pin Chao Shi Shang Guan ,,Clothing store,alhambra,,,,,,,,1
Serafina,"2670 Mission St, San Marino, CA 91108",Clothing store,alhambra,"Polished boutique with designer apparel, jewelry, housewares & accessories for women & children.",https://www.shopserafina.com/,,,/pages/contact-us-1,,Contact Us,1
Ivan's ae corp,"220 W Valley Blvd #102, San Gabriel, CA 91776",Clothing store,alhambra,,,,,,,,1
Heatherbloom,"2491 Mission St, San Marino, CA 91108",Women's clothing store,alhambra,,,,,,,,1
White Mountain,"1703 W Valley Blvd, Alhambra, CA 91803",Clothing store,alhambra,,https://whitemountainsmoke.business.site/,,,,,Contact Us,1
iCollection,"3038 W Valley Blvd, Alhambra, CA 91803",Lingerie store,alhambra,,http://icollectionlingerie.com/,,,/contact.html,,"
				Contact
			",1
JMcLaughlin,"2533 Mission St, San Marino, CA 91108",Clothing store,alhambra,"Clothing chain stocking classic fashions for men & women, plus accessories such as belts & bags.",https://www.jmclaughlin.com/,,https://www.jmclaughlin.com/gift-cards.html,/contact,Gift Cards,Contact Us,1
Target,"26932 La Paz Rd, Aliso Viejo, CA 92656",Clothing store,aliso viejo,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.",https://www.target.com/sl/aliso-viejo/259,,/c/gift-cards/-/N-5xsxu,,Gift Cards,,1
TJ Maxx & HomeGoods,"26781 Aliso Creek Rd, Aliso Viejo, CA 92656",Clothing store,aliso viejo,"Retail chain featuring stylish brand-name apparel, shoes & accessories, plus housewares.",https://tjmaxx.tjx.com/store/index.jsp,,,,,,1
Hatched Market,,Baby clothing store,aliso viejo,,http://www.hatchedmarket.com/,,,/pages/contact-us,,Contact Us,1
Old Navy,"27130 Alicia Pkwy, Laguna Niguel, CA 92677",Clothing store,aliso viejo,"Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.",https://oldnavy.gap.com/stores/ca/lagunaniguel/oldnavy-5536.html,,"/customerService/info.do?cid=35433&mlink=5151,8562444,3&clink=8562444",,Check Gift Card Balances,,1
Laguna Niguel Goodwill Donation Truck,"27745 Alicia Pkwy, Laguna Niguel, CA 92677",Clothing store,aliso viejo,,,,,,,,1
Trioni Boutique,,Women's clothing store,aliso viejo,,https://trioniboutique.com/,,,,,,1
I AM ADDICTED TO YOU,"27068 La Paz Rd #800, Aliso Viejo, CA 92656",Clothing store,aliso viejo,,https://www.iamaddictedtoyou.com/,,,,,,1
Tillys,"27150 Alicia Pkwy, Laguna Niguel, CA 92677",Clothing store,aliso viejo,"SoCal-born chain stocking surf- & skate-inspired brand-name clothing, shoes & accessories.",https://www.tillys.com/store?StoreID=0008,,https://www.tillys.com/gift-cards-landing.html,/help-contact,Gift Cards,Contact Us,1
Green Tots,,Baby clothing store,aliso viejo,,,,,,,,1
Soultique,"23976 Aliso Creek Rd, Laguna Niguel, CA 92677",Clothing store,aliso viejo,,http://soultique.net/,,,contact.html,,Contact,1
Bamboo Baby Store,,Baby clothing store,aliso viejo,,,,,,,,1
Dusty Crew,,Clothing store,aliso viejo,,,,,,,,1
Nectar Clothing Laguna,"23952 Aliso Creek Rd, Laguna Niguel, CA 92677",Clothing store,aliso viejo,,https://nectarclothing.com/,,/products/gift-card,/pages/contact-us,"
              Gift Card
              
            ","




Find A Store Nearest You

",1
Chico's,"23966 Aliso Creek Rd, Laguna Niguel, CA 92677",Clothing store,aliso viejo,"Clothing chain offering women's fashions including careerwear, dressy separates & more.",https://stores.chicos.com/s/aliso-village-shopping-center,,https://www.chicos.com/store/page.jsp?id=114109276,https://www.chicos.com/store/page.jsp?id=37,Gift Cards,Contact Us,1
Toy Collectors Exchange,"1 Argonaut, Aliso Viejo, CA 92656",Baby store,aliso viejo,,,,,,,,1
Express,"27000 Crown Valley Pkwy, Mission Viejo, CA 92691",Clothing store,aliso viejo,Fashion chain supplying contemporary house-label clothing & accessories for day & night.,https://stores.express.com/us/ca/mission-viejo/27000-crown-valley-pkwy?CID=Yext,,https://www.express.com/clothing/giftcards/sec/giftCards,https://www.express.com/service/contactus.jsp,Buy Gift Cards,Contact Us,1
Anaheim Thrift Store,"2131 W Lincoln Ave, Anaheim, CA 92801",Used clothing store,anaheim,"Unassuming store featuring gently-used clothing, shoes, books, accessories & housewares.",http://www.facebook.com/anaheimthriftstore,,,#,,Contact Anaheim Thrifstore on Messenger,1
Fashion Q,"460 S Euclid St, Anaheim, CA 92801",Women's clothing store,anaheim,,,,,,,,1
Alicia,"2058 E Lincoln Ave, Anaheim, CA 92806",Clothing store,anaheim,,http://www.anaheimtownsquare.com/,,,https://www.anaheimtownsquare.com/contact-us/,,Contact Us,1
Basic Clothing and Uniform Anaheim,"528 S State College Blvd #101, Anaheim, CA 92806",Uniform store,anaheim,,https://basicclothinganduniform.com/basic-anaheim/,,,,,,1
Brick Market Boutique,"6358 E Santa Ana Canyon Rd, Anaheim, CA 92807",Clothing store,anaheim,,http://brickmarketboutique.com/,,/products/gift-card,/pages/about-us,GIFT CARD,Contact Us,1
Blackcraft HQ,"2890 E Vía Martens, Anaheim, CA 92806",Clothing store,anaheim,"Offbeat clothing store specializing in goth–themed casualwear, furniture, caps & coffee mugs.",http://www.blackcraftcult.com/,,/products/gift-card,/pages/contact-us,Gift Cards,Contact Us,1
Ross Dress for Less,"560 N Euclid St, Anaheim, CA 92801",Clothing store,anaheim,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.",http://www.rossstores.com/,,/gift-cards,/contact-us,Gift Cards,Contact Us,1
Old Navy,"570 N Euclid St, Anaheim, CA 92801",Clothing store,anaheim,"Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.",https://oldnavy.gap.com/stores/ca/anaheim/oldnavy-4549.html,,"/customerService/info.do?cid=35433&mlink=5151,8562444,3&clink=8562444",,Check Gift Card Balances,,1
Red Apparel Inc,"321 W Katella Ave #151, Anaheim, CA 92802",Women's clothing store,anaheim,"Long-running store selling California-style sun dresses, including wrap & maxi styles.",http://www.redapparelonline.com/,,,,,,1
The Disney Dress Shop,"1540 Disneyland Dr #103, Anaheim, CA 92802",Clothing store,anaheim,"Boutique stocking whimsical, vintage-inspired apparel & accessories for adults & children.",https://www.shopdisney.com/collections/the-dress-shop-collection,,https://www.shopdisney.com/gift-cards.html,https://help.shopdisney.com/hc/en-us/articles/115015912428-Contact-Us,"

                    
                    
                        Gift Cards
                    
                
",Contact Us,1
Taleen Islamic Fashion,"710 S Brookhurst St ste w, Anaheim, CA 92804",Clothing store,anaheim,,,,,,,,1
O'Neill Gardenwalk,"321 W Katella Ave, Anaheim, CA 92802",Clothing store,anaheim,,http://us.oneill.com/,,,,,,1
Tere's Fashion,"620 W La Palma Ave, Anaheim, CA 92801",Women's clothing store,anaheim,,,,,,,,1
AlAnwar Islamic Fashion,"802 S Brookhurst St, Anaheim, CA 92804",Clothing store,anaheim,,http://www.alanwarfashion.com/,,,http://www.alanwarfashion.com/index.php?main_page=contact_us&zenid=0inoiubipt6mllt557elce3qg0,,Contact Us,1
ValueMaxx,"2316 S Harbor Blvd, Anaheim, CA 92802",Clothing store,anaheim,Strip-mall outlet offering an array of brand-name clothing for children & adults at discount prices.,http://shopvaluemaxx.com/,,,/pages/contact-us,,Contact us,1
Tillys,"8176 E Santa Ana Canyon Rd, Anaheim, CA 92808",Clothing store,anaheim,"SoCal-born chain stocking surf- & skate-inspired brand-name clothing, shoes & accessories.",https://www.tillys.com/store?StoreID=0019,,https://www.tillys.com/gift-cards-landing.html,/help-contact,Gift Cards,Contact Us,1
Men's Wearhouse,"5789 Lone Tree Way, Antioch, CA 94531",Men's clothing store,antioch,"Menswear chain offering brand-name formal & casual attire, shoes & accessories, plus tuxedo rentals.",https://www.menswearhouse.com/store-locator/2192?utm_source=google&utm_medium=listing&utm_content=2192&utm_campaign=CA,,https://www.menswearhouse.com/gift-cards,https://www.menswearhouse.com/support,Gift Cards,Contact Us,1
JCPenney,"4951 Slatten Ranch Rd, Antioch, CA 94531",Clothing store,antioch,"Chain department store selling a wide selection of brand-name clothing, footwear, furniture & more.",https://stores.jcpenney.com/ca/antioch/clothing-stores-antioch-ca-2955.html,,https://www.jcpenney.com/m/gift-card-m2?pageId=pg40053400007&cm_re=S1-_-M2-_-GIFTCARDS_DESKTOP,https://www.jcpenney.com/m/customer-service?pageId=pg100053,Gift Cards,Contact Us,1
Old Navy,"5869 Lone Tree Way, Antioch, CA 94531",Clothing store,antioch,"Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.",https://oldnavy.gap.com/stores/ca/antioch/oldnavy-3775.html,,"/customerService/info.do?cid=35433&mlink=5151,8562444,3&clink=8562444",,Check Gift Card Balances,,1
Fresh N Fitted,"2550 Somersville Rd, Antioch, CA 94509",Clothing store,antioch,,http://www.thefreshnfitted.com/,,,,,,1
The Rose Time of Day,"204 G St, Antioch, CA 94509",Clothing store,antioch,,,,,,,,1
Lane Bryant,"5759 Lone Tree Way Ste B, Antioch, CA 94531",Plus size clothing store,antioch,"Women's clothing chain with fashionable plus-size clothing, lingerie, shoes & accessories.",https://stores.lanebryant.com/ca/antioch/5759-lone-tree-way?sid=NS:Google:GMB,,https://www.lanebryant.com/account/giftcard-landing-page.jsp,,Gift Cards,,1
Ishine Global LLC African Clothing,"620 W 2nd St, Antioch, CA 94509",Clothing store,antioch,,,,,,,,1
American One,"2550 Somersville Rd #46, Antioch, CA 94509",Clothing store,antioch,,,,,,,,1
Plaza Consignment,"5421 Lone Tree Way #140, Antioch, CA 94531",Women's clothing store,antioch,,,,,,,,1
Off Top,"2550 Somersville Rd # 32, Antioch, CA 94509",Clothing store,antioch,,,,,,,,1
Ross Dress for Less,"2520 Sand Creek Rd, Brentwood, CA 94513",Clothing store,antioch,"Retail chain selling brand-name clothing, shoes, accessories & housewares at discount prices.",http://www.rossstores.com/,,/gift-cards,/contact-us,Gift Cards,Contact Us,1
Carter's,"5759 Lone Tree Way, Antioch, CA 94531",Children's clothing store,antioch,"Baby & kids' apparel brand known for its colorful, basic clothing & accessories.",https://www.carters.com/find-a-store?cm_mmc=Carters_Local-_-Google-_-807-_-All,,https://www.carters.com/gc-cashstar-092816.html,https://www.carters.com/contact-us?id=carters,Gift Cards,Email Us,1
Fashion Outlet,"21580 Bear Valley Rd, Apple Valley, CA 92308",Clothing store,apple valley,,https://consiglidimodapertutti.blogspot.it/,,,,,,1
rue21,"19023 Bear Valley Rd Suite 1, Apple Valley, CA 92308",Clothing store,apple valley,Retail brand offering fashion-forward clothing & accessories for young men & women.,https://stores.rue21.com/ca/apple-valley/19023-bear-valley-rd.html/?utm_source=gmb&utm_medium=localsearch&utm_campaign=849,,https://www.rue21.com/store/gift-cards?ici=footer_global&icn=GiftCardsEGiftCards,https://www.rue21.com/store/jump/static/Contact-Us/contact?ici=footer_global&icn=ContactUs, Gift Cards,Contact Us,1
Lane Bryant,"19157 Bear Valley Rd Ste B, Apple Valley, CA 92308",Plus size clothing store,apple valley,"Women's clothing chain with fashionable plus-size clothing, lingerie, shoes & accessories.",https://stores.lanebryant.com/ca/apple-valley/19157-bear-valley-rd?sid=NS:Google:GMB,,https://www.lanebryant.com/account/giftcard-landing-page.jsp,,Gift Cards,,1
