name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,searched,state,zipcode,store_type
Wash House Salon,"207 Popes Island, New Bedford, MA 02740",Beauty salon,New Bedford,http://washhousesalon.net/,,,,,https://washhousesalonma.com/contact-us/,Contact Us,1,MA,02740,beauty_salon
Carousel Cuts,"880 Boston Rd, Billerica, MA 01821",Beauty salon,Billerica,http://www.carouselcutshair.com/,,,,,http://www.carouselcutshair.com/httpwww-carouselcutshair-combeauty-salon-locat," Location & Contact

",1,MA,01821,beauty_salon
Salon Tres Chic,"340 Washington St #3, Norwell, MA 02061",Beauty salon,Norwell,http://www.salontreschicnorwell.com/,,,,,http://www.salontreschicnorwell.com/contact-us.html,Contact Us,1,MA,02061,beauty_salon
Avanti Hair Salon,"85 Bass Ave, Gloucester, MA 01930",Beauty salon,Gloucester,http://www.avantisalongloucester.com/,,,,,http://www.avantisalongloucester.com/contact.html,Contact,1,MA,01930,beauty_salon
Personal Best Ltd,"270 Washington St, Pembroke, MA 02359",Beauty salon,Pembroke,http://www.utopiaplace.net/,,,,,http://www.utopiaplace.net/hair-salon-pembroke-ma-utopia-place-contact-us.html,Contact us,1,MA,02359,beauty_salon
Creative Cuts Plus,"331 Cotuit Rd, Sandwich, MA 02563",Beauty salon,Sandwich,http://www.creativecutsplus.com/,,,,,http://www.creativecutsplus.com/contact-us,Contact Us,1,MA,02563,beauty_salon
Sarpi Salon & Spa,"5 Broadway, Saugus, MA 01906",Beauty salon,Saugus,https://www.sarpisalon.com/,,,,,https://www.sarpisalon.com/contact," Contact

",1,MA,01906,beauty_salon
Margo's Hair Design,"253 Arlington St, Acton, MA 01720",Hair salon,Acton,http://www.margosdesign.com/,,,,,https://www.salonbuilder.com/website/152688/contact.asp,Contact,1,MA,01720,beauty_salon
Noelle Day Spa & Salon,"421 E Central St, Franklin, MA 02038",Beauty salon,Franklin,http://www.noelledayspa.com/,,,,,http://www.noelledayspa.com/contact.html,"

			Contact
		
",1,MA,02038,beauty_salon
La Salon Sorella,"293 Washington St, Norwell, MA 02061",Hair salon,Norwell,https://salonsorellanorwell.com/,,,,,https://salonsorellanorwell.com/contact,Contact,1,MA,02061,beauty_salon
GYPSY LASH,"10 Prince Pl, Newburyport, MA 01950",Beauty salon,Newburyport,http://gypsylashma.com/,,,,,https://gypsylashma.com/contact-us/,CONTACT US,1,MA,01950,beauty_salon
Royal Nails SB LLC,"779 Lafayette Rd, Seabrook, NH 03874",Nail salon,Seabrook,http://royalnailsseabrook.com/,,,,,http://royalnailsseabrook.com/contact,Contact Us,1,NH,03874,beauty_salon
Brian Simpson's Salon,"21 Pleasant St, Newburyport, MA 01950",Hair salon,Newburyport,http://briansimpsonssalon.com/,,,,,http://briansimpsonssalon.com/contact.html,Contact,1,MA,01950,beauty_salon
Ana's Hair Studio Inc,"10 Prince Pl #109, Newburyport, MA 01950",Hair salon,Newburyport,https://anashairstudio.net/,,,,,https://anashairstudio.net/contact-us/,Contact,1,MA,01950,beauty_salon
Soul Serenity Beauty & Wellness,"24 Vernon St, Newburyport, MA 01950",Spa,Newburyport,http://soulserenitywellness.com/,,,,,https://www.soulserenitywellness.com/contact,Book Appointment,1,MA,01950,beauty_salon
Amelia's Salon,"66 W Main St, Merrimac, MA 01860",Hair salon,Merrimac,http://www.ameliassalon.com/,,,,,http://www.ameliassalon.com/?page/416956/contact-us,Contact Us,1,MA,01860,beauty_salon
French Twist Salon,"3 Water St, Newburyport, MA 01950",Hair salon,Newburyport,http://www.frenchtwisthairsalon.com/,,,,,https://frenchtwisthairsalon.com/contact/,Contact,1,MA,01950,beauty_salon
The Parlor,"50 Water St #136, Newburyport, MA 01950",Hair salon,Newburyport,http://www.the-parlor.com/,,,,,http://www.the-parlor.com/contact.html,Contact,1,MA,01950,beauty_salon
Merle Norman Cosmetic Studio,"855 Lafayette Rd, Seabrook, NH 03874",Beauty salon,Seabrook,http://www.merlenorman.com/,,,,,https://www.merlenorman.com/on/demandware.store/Sites-merlenorman-Site/default/CustomerService-ContactUs,Contact Us,1,NH,03874,beauty_salon
Transformations Salon & Day Spa,"123 E Main St, Merrimac, MA 01860",Day spa,Merrimac,http://www.transformationsdayspa.com/,,,,,https://www.transformationsdayspa.com/contact-us/,Contact Us,1,MA,01860,beauty_salon
Gennie Grady Facial Spa,"83 Lafayette Rd, Hampton Falls, NH 03844",Facial spa,Hampton Falls,http://genniegrady.com/,,,,,http://genniegrady.com/contact/,Contact,1,NH,03844,beauty_salon
Suite Six Medical Aesthetics,"6 Winter St #6d, Newburyport, MA 01950",Medical spa,Newburyport,http://www.suitesixmedspa.com/,,,,,http://www.suitesixmedspa.com/contact-us/,,1,MA,01950,beauty_salon
Makeup Artistry by Liz,"609 Northampton St, Holyoke, MA 01040",Beauty salon,Holyoke,http://www.bridalbyliz.com/,,,,,https://www.bridalbyliz.com/contact/,Contact,1,MA,01040,beauty_salon
Salon O Hair Salon,"50 Green St, Northampton, MA 01060",Hair salon,Northampton,http://www.salononorthampton.com/,,"Quaint, cozy shop offering cuts, color & treatments for men, women & children, plus retail.",,,http://www.salononorthampton.com/#contact_us,Contact Us,1,MA,01060,beauty_salon
Willoughby,"11C Bridge St, Sunderland, MA 01375",Hair salon,Sunderland,https://willoughbyhair.com/,,,,,https://willoughbyhair.com/find-us,"
            Find / Contact Us
          ",1,MA,01375,beauty_salon
Salon Advantages,"15 College Hwy # H1, Southampton, MA 01073",Beauty salon,Southampton,http://www.salonadvantages.com/,,,,,https://www.salonadvantages.com/contact/,Contact,1,MA,01073,beauty_salon
Salon 180 East,"180 Pleasant St #210, Easthampton, MA 01027",Beauty salon,Easthampton,http://www.salon180east.com/,,"Beauty salon offering hair styling & coloring, plus face waxing, mani-pedis, spray tans & more.",,,https://www.salon180east.com/contact,Book an appointment,1,MA,01027,beauty_salon
Purele Waxing Salon,"44 Harkness Avenue, Second Floor, East Longmeadow, MA 01028",Beauty salon,East Longmeadow,http://www.purelewaxing.com/,,,,,https://www.purelewaxing.com,CONTACT,1,MA,01028,beauty_salon
Hair's The Thing,"21 Locust St STE 1, Northampton, MA 01060",Hair salon,Northampton,http://hairsthething.net/,,,,,http://hairsthething.net/tel:4135860485,(413) 586-0485,1,MA,01060,beauty_salon
SKINCARE BY JULIEANNE,"2 Conz St #60th, Northampton, MA 01060",Facial spa,Northampton,https://skincarebyjulieanne.com/,,,,,https://skincarebyjulieanne.com/#74419856-8ff9-43ed-8cd1-1e08b00fa5eb,Contact Us,1,MA,01060,beauty_salon
Katherine Kennedy Makeup,"151 Main St Downstairs, Northampton, MA 01060",Beauty salon,Northampton,http://www.katherinekennedymakeup.com/,,,,,http://www.katherinekennedymakeup.com/contact-us,"
                Contact Us
              ",1,MA,01060,beauty_salon
Hands On Healing Massage and Skincare,"49 Milton St, Northampton, MA 01062",Massage therapist,Northampton,https://handsonhealingnoho.com/,,,,,https://handsonhealingnoho.com/contact/,Contact,1,MA,01062,beauty_salon
New Beginnings Hair Design,"56 Water St, North Andover, MA 01845",Beauty salon,North Andover,http://www.newbeginningshd.com/,,,,,http://www.newbeginningshd.com/#contact,Contact Us,1,MA,01845,beauty_salon
Hair by Charbel,"1 Dundee Park Dr #4, Andover, MA 01810",Hair salon,Andover,http://www.hairbycharbel.com/,,,,,https://www.hairbycharbel.com/contact,Contact,1,MA,01810,beauty_salon
Andover Electrology & Laser,"16 Haverhill St, Andover, MA 01810",Skin care clinic,Andover,http://www.andoverelectrologylaser.com/,,,,,http://andoverelectrologylaser.com/contact-us/,CONTACT US,1,MA,01810,beauty_salon
Lily Nails and Lash,"3 Elm St, Andover, MA 01810",Nail salon,Andover,http://lilynailsandlash.com/,,,,,http://lilynailsandlash.com/contact-us/,CONTACT US,1,MA,01810,beauty_salon
Simplicity salon,"43 High Street 3rd Fl. Suite #320, North Andover, MA 01845",Beauty salon,North Andover,http://www.simplicitysalon.com/,,,,,http://www.simplicitysalon.com/contact-us,Contact Us,1,MA,01845,beauty_salon
All Care Laser Center,"820 a Turnpike St, North Andover, MA 01845",Medical spa,North Andover,http://allcarelasercenter.com/,,,,,https://allcarelasercenter.com/contact/,Contact,1,MA,01845,beauty_salon
Vida Wellness,"451 Andover Street suite #G4, North Andover, MA 01845",Health spa,North Andover,http://www.vidawellnesscenter.com/,,,,,http://www.vidawellnesscenter.com/contact/,Contact,1,MA,01845,beauty_salon
D'Carola Beauty Salon,"530 Broadway, Lawrence, MA 01841",Beauty salon,Lawrence,http://dcarolasalon.com/,,,,,http://dcarolasalon.com/contact-us/,BOOK NOW,1,MA,01841,beauty_salon
Passion Nails and Spa,"1060 Osgood St, North Andover, MA 01845",Beauty salon,North Andover,http://www.passionnailsandspa.com/,,,,,http://www.passionnailsandspa.com/contact/,Contact,1,MA,01845,beauty_salon
Tran Tran Nails,"1077 Osgood St, North Andover, MA 01845",Nail salon,North Andover,http://www.trantrannails.com/,,"Established outpost for pampering of the hands & feet, plus waxing hair removal for body & face.",,,http://www.trantrannails.com/contact.html,Contact Us/Directions,1,MA,01845,beauty_salon
Stephanie Cogliano Laser & Electrology Assoc,"280 Main St, North Reading, MA 01864",Laser hair removal service,North Reading,http://www.laserandelectrology.com/,,,,,http://www.laserandelectrology.com/contact.html,Contact,1,MA,01864,beauty_salon
Level Up Med Spa,"27 Main St, Andover, MA 01810",Medical spa,Andover,http://www.levelupmedspa.com/,,,,,http://www.levelupmedspa.com/contact-us,Schedule Appointment,1,MA,01810,beauty_salon
Vecina Beauty,"4 Hampshire St, Lawrence, MA 01840",Beauty salon,Lawrence,http://www.athenabeauty.com/,,,,,http://www.athenabeauty.com/contact.html,Contact Us,1,MA,01840,beauty_salon
Wildflower Hair Studio,"27 Main St, Andover, MA 01810",Hair salon,Andover,http://wildflowerhairstudio26.com/,,,,,https://www.wildflowerhairstudio26.com/contact-us,CONTACT US,1,MA,01810,beauty_salon
Dovetail Apothecary of Beauty,"46 Main St, Andover, MA 01810",Beauty supply store,Andover,https://www.dovetailapothecary.com/,,,,,https://www.dovetailapothecary.com/contact-us,"
              Contact Us
            ",1,MA,01810,beauty_salon
MJJM Salons,"MJJM Salons, 37 Walker Rd, North Andover, MA 01845",Hair salon,North Andover,http://mjjmsalons.com/,,,,,https://www.mjjmsalons.com/contactus/,Contact,1,MA,01845,beauty_salon
Karen de Steuben Esthetician,"1820 Turnpike St, North Andover, MA 01845",Makeup artist,North Andover,http://deanzasalon.com/,,,,,https://deanzasalon.com/contact/,Book Now,1,MA,01845,beauty_salon
Pura Vida Color & Extension Lounge,"27 Main St Suite 2, Andover, MA 01810",Hair salon,Andover,http://www.puravidahairlounge.com/,,,,,https://www.puravidahairlounge.com,Contact,1,MA,01810,beauty_salon
Bella Fiore Salon,"226 Merrimack St, Methuen, MA 01844",Beauty salon,Methuen,http://www.bellafiore.salon/,,,,,http://bellafiore.salon/contact/,Contact,1,MA,01844,beauty_salon
Brush Nails & Supply LLC,"191 Essex St, Lawrence, MA 01841",Beauty product supplier,Lawrence,http://www.brushnailssupply.com/,,,,,https://www.brushnailssupply.com/contacto-1,Contacto: ,1,MA,01841,beauty_salon
Euphoria Organic Hair Salon,"305 Main St, Falmouth, MA 02540",Hair salon,Falmouth,http://www.euphoriaorganicsalon.com/,,,,,http://www.euphoriaorganicsalon.com/Hair-Stylist-Contact.html,Contact,1,MA,02540,beauty_salon
La Cave II,"1182 S Main St, Attleboro, MA 02703",Beauty salon,Attleboro,http://www.lacavesuzannesalon.com/,,,,,https://lacavesuzannesalon.com/contact/,Contact,1,MA,02703,beauty_salon
Hot Locks Salon Plymouth,"20 Home Depot Dr, Plymouth, MA 02360",Beauty salon,Plymouth,http://www.hotlockssalon.com/,,,,,http://www.hotlockssalon.com/contactdirections," Contact/Directions

",1,MA,02360,beauty_salon
Salon Ell,"647 Dartmouth St, South Dartmouth, MA 02748",Hair salon,South Dartmouth,http://www.salonell.com/,,,,,https://www.salonell.com,Contact,1,MA,02748,beauty_salon
Revolutions Styling Salon,"265 Bedford St, Bridgewater, MA 02324",Beauty salon,Bridgewater,http://revolutionssalon.com/,,,,,http://revolutionssalon.com/mailto:contact@revolutionssalon.com,contact@revolutionssalon.com,1,MA,02324,beauty_salon
Image Makers,"410 W Falmouth Hwy, West Falmouth, MA 02574",Hair salon,West Falmouth,http://www.imagemakersma.com/,,,,,http://www.imagemakersma.com/contact,Contact Us,1,MA,02574,beauty_salon
Dlalys Beauty Salon,"6 Columbia Rd, Boston, MA 02121",Beauty salon,Boston,http://www.dlalysbeautysalon.com/,,,,,http://dlalysbeautysalon.com/contact-us/,Contact,1,MA,02121,beauty_salon
Infinity Beauty Salon & Spa,"164 Massachusetts Ave, Arlington, MA 02474",Beauty salon,Arlington,https://www.infinitysalonarlington.com/,,,,,https://www.infinitysalonarlington.com,CONTACT,1,MA,02474,beauty_salon
Heather's Hair Port,"585 MA-28, Harwich Port, MA 02646",Nail salon,Harwich Port,http://www.heatherssalonandspa.com/,,,,,http://www.heatherssalonandspa.com/##,Contact Us,1,MA,02646,beauty_salon
Brush Salon,"634 N Falmouth Hwy #11, North Falmouth, MA 02556",Hair salon,North Falmouth,http://www.brushsalonfalmouth.com/,,,,,http://www.brushsalonfalmouth.com/contact.html,Contact,1,MA,02556,beauty_salon
Sage Salon,"648 Old West Central St, Franklin, MA 02038",Beauty salon,Franklin,http://www.sage4you.com/,,,,,http://www.sage4you.com/contact.html,Contact,1,MA,02038,beauty_salon
Vanity Hair Salon,"979 Main St, Wakefield, MA 01880",Beauty salon,Wakefield,http://vanityhairwakefield.com/,,,,,http://vanityhairwakefield.com/contact/,Contact,1,MA,01880,beauty_salon
Avanti Salon,"20 Newbury St #4, Boston, MA 02116",Beauty salon,Boston,http://www.avantisalonboston.com/,,,,,http://avantisalonboston.com/contact/,Contact,1,MA,02116,beauty_salon
L'Equipe Personalized Hairdressing,"276 Franklin Village Drive, Franklin, MA 02038",Beauty salon,Franklin,http://lequipesalon.com/,,,,,http://lequipesalon.com/contact-us.html,"
				Contact
			",1,MA,02038,beauty_salon
Megan Graham Beauty,"115 Newbury St #401, Boston, MA 02116",Beauty salon,Boston,http://www.megangrahambeauty.com/,,,,,http://www.megangrahambeauty.com/contact-us,Contact,1,MA,02116,beauty_salon
Lisa James Salon,"573 Washington St, Wellesley, MA 02482",Beauty salon,Wellesley,https://www.lisajamessalon.com/,,,,,https://www.lisajamessalon.com/contact," Contact

",1,MA,02482,beauty_salon
Salon CU,"698 Broadway, Somerville, MA 02144",Beauty salon,Somerville,http://saloncu.com/,,,,,http://saloncu.com/contact,CONTACT ,1,MA,02144,beauty_salon
Salon Giovanni,"34 South Rd, Bedford, MA 01730",Beauty salon,Bedford,http://salongiovanni.com/,,,,,http://salongiovanni.com/contact.htm,,1,MA,01730,beauty_salon
Lulu's Family Cuts,"2323 Massachusetts Ave, Cambridge, MA 02140",Beauty salon,Cambridge,http://www.luluskidscuts.com/,,,,,http://www.luluskidscuts.com/contact.html,,1,MA,02140,beauty_salon
Rumors Salon,"500 Boston Post Rd E, Marlborough, MA 01752",Hair salon,Marlborough,http://www.rumorsonline.net/,,,,,https://www.instagram.com/p/B9zfLfonHpu/,"

",1,MA,01752,beauty_salon
D'Iorio's,"335 Plantation St, Worcester, MA 01604",Beauty salon,Worcester,http://dioriossalon.com/,,,,,http://dioriossalon.com/contact.html,,1,MA,01604,beauty_salon
Salon Pure,"99 Chelmsford Rd Unit 6, North Billerica, MA 01862",Beauty salon,North Billerica,http://www.salonpureusa.com/,,,,,https://www.salonpureusa.com/cancel-contact,-cancellation policy-,1,MA,01862,beauty_salon
Katelyn Webb Beauty,"662 State Rd, North Dartmouth, MA 02747",Makeup artist,North Dartmouth,http://www.katelynwbeauty.com/,,,,,https://www.katelynwbeauty.com/contact-us,CONTACT,1,MA,02747,beauty_salon
Aspire Dermatology  Barrington Medical Center,"1525 Wampanoag Trail UNIT 203, Riverside, RI 02915",Skin care clinic,Riverside,https://www.aspiredermatology.com/,,,,,https://aspiredermatology.com/medical-contact-dermatitis.php,Contact Dermatitis,1,RI,02915,beauty_salon
Your Hair Salon,"27 Mt Auburn St #6031, Cambridge, MA 02138",Beauty salon,Cambridge,http://yourhairsalononline.com/,,,,,https://www.yourhairsalononline.com,Contact,1,MA,02138,beauty_salon
Michael Marina Salon,"2 Main St, Woburn, MA 01801",Beauty salon,Woburn,http://michaelmarinasalon.net/,,,,,http://michaelmarinasalon.net/contactus.htm,Contact Us,1,MA,01801,beauty_salon
Alfred Harvard Square Salon,"8 Eliot St, Cambridge, MA 02138",Beauty salon,Cambridge,http://www.alfredharvardsquare.com/,,,,,http://www.alfredharvardsquare.com/#contact,Contact,1,MA,02138,beauty_salon
Tea Nails,"237 Highland Ave B, Somerville, MA 02143",Nail salon,Somerville,http://www.teanailssomerville.com/,,,,,http://www.teanailssomerville.com/contact,Contact US,1,MA,02143,beauty_salon
Georgia's,"10 Skillings Rd, Winchester, MA 01890",Beauty salon,Winchester,https://www.georgiasown.org/,,,,,https://www.georgiasown.org/contact-us/,Contact Us,1,MA,01890,beauty_salon
HairTheory Studio,"5 Arrow St, Cambridge, MA 02138",Beauty salon,Cambridge,http://hairtheorystudio.com/,,,,,https://www.hairtheorystudio.com/contact,Contact,1,MA,02138,beauty_salon
Plan B Cut and Color Boutique,"99 Mt Auburn St # 2, Cambridge, MA 02138",Beauty salon,Cambridge,http://planbsalon.com/,,,,,https://www.planbsalon.com/location,,1,MA,02138,beauty_salon
Leo's Hair Place  Leos barbershop,"312 Main St, Medford, MA 02155",Beauty salon,Medford,http://www.leoshairplace.com/,,,,,http://www.leoshairplace.com/contact, Contact,1,MA,02155,beauty_salon
Skin & Body Works,"77 Holland St, Somerville, MA 02144",Spa,Somerville,http://www.skinandbodyworks.net/,,,,,http://www.skinandbodyworks.net/contact.html,"
				Contact
			",1,MA,02144,beauty_salon
Horizons Salon &The Barbershop,"1340 Massachusetts Ave, Arlington, MA 02476",Day spa,Arlington,http://horizonssalon.com/,,,,,http://horizonssalon.com/contact/,Contact,1,MA,02476,beauty_salon
EASE hair studio,"15 Cambridge St, Burlington, MA 01803",Beauty salon,Burlington,http://www.easehairstudio.com/,,,,,http://www.easehairstudio.com/contact-us.html,Contact Us,1,MA,01803,beauty_salon
T Spa,"362 Trapelo Rd, Belmont, MA 02478",Nail salon,Belmont,http://www.tspanails.com/,,,,,http://www.tspanails.com/contact.php,Contact Us,1,MA,02478,beauty_salon
