name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,state,zipcode,store_type
Frog & Toad  East,"795 Hope St, Providence, RI 02906",Gift shop,Providence,http://www.frogandtoadstore.com/,,,Gift Cards,https://www.frogandtoadstore.com/gift-cards/,,,RI,02906,book_store
Craftworks,"243 W Main St, Northborough, MA 01532",Gift shop,Northborough,http://www.craftworkscoop.com/,,,,http://www.craftworkscoop.com/gift-card.htm,,,MA,01532,book_store
Trident Booksellers & Cafe,"338 Newbury St, Boston, MA 02115",Book store,Boston,http://www.tridentbookscafe.com/,https://www.tridentbookscafe.com/menu,"Indie bookstore & cafe with a big all-day breakfast menu, veggie options & a linger-friendly vibe.",Gift Cards,http://www.tridentbookscafe.com/trident-books-cafe-gift-card,https://visitor.r20.constantcontact.com/manage/optin?v=0012su5kPS-3mudm2Dr7GDMl0Ij1l6H7D_5fmo0APjQKBKvhTlJZfOOWoeZDDGywNx7Yt7repiiOo0y7qX06Zvak6ohVWCGrb96TO-Z0K6ba4he-ZwWG5535Dzas1CGsBAjiUK0eILlbNukMBmk_o_NoUqSpKLgQQQyfuImvkuTDuY%3D,Get our Newsletter!,MA,02115,book_store
Bank Square Books,"53 W Main St, Mystic, CT 06355",Book store,Mystic,http://www.banksquarebooks.com/,,,Purchase a Gift Card,http://www.banksquarebooks.com/purchase-gift-card,http://www.banksquarebooks.com/contact-us,Contact Us,CT,06355,book_store
The Lazy Frog,"42 Circuit Ave, Oak Bluffs, MA 02557",Game store,Oak Bluffs,http://www.lazyfrogmv.com/,,,Gift Card,http://www.lazyfrogmv.com/collections/lazy-frog-gear/Gift-Card,http://www.lazyfrogmv.com/pages/contact-us,Contact Us,MA,02557,book_store
Sadie Green's Curiosity Shop,"283 Main St, Sturbridge, MA 01566",Gift shop,Sturbridge,http://www.sadiegreens.com/,,,Gift Cards,http://www.sadiegreens.com/product-category/gift-cards/,http://www.sadiegreens.com/contact-us/,Contact Us,MA,01566,book_store
Joanne Rossman  Purveyor of the unnecessary & the irresistible,"6 Birch St, Roslindale, MA 02131",Gift shop,Roslindale,https://joannerossman.com/,,Playful gift shop specializing in unusual items from scarves to candies plus occasional live events.,"

from $25.00
      
      
      
    

",https://joannerossman.com/products/25-gift-certificate,http://joannerossman.com/contact,contact,MA,02131,book_store
St Lawrence University Brewer Bookstore,"92 Park St, Canton, NY 13617",Book store,Canton,http://www.brewerbookstore.com/,,,Gift Certificates,http://www.brewerbookstore.com/category/gift-certificates,http://www.brewerbookstore.com/contact-us,Contact Us,NY,13617,book_store
St Raphael Center,"4365 Fulton Dr NW, Canton, OH 44718",Book store,Canton,http://www.catholicbook.net/,,,Gift Certificates,http://catholicbook.net/giftcertificates.php,http://catholicbook.net/contact/,Contact Us,OH,44718,book_store
Maziply Toys,"101 Kingston Collection Way Ste B101, Kingston, MA 02364",Toy store,Kingston,http://www.maziply.com/,,,Buy Gift Cards,http://www.maziply.com/products/gift-card,http://www.maziply.com/pages/contact,Contact,MA,02364,book_store
Where the Sidewalk Ends Bookstore,"432 Main St, Chatham, MA 02633",Book store,Chatham,http://www.booksonthecape.com/,,,Gift Certificates,http://www.booksonthecape.com/gift-certificates,http://www.booksonthecape.com/contact,Contact,MA,02633,book_store
Mockingbird Baby & Kids,"219 Main St, Charlestown, MA 02129",Childrens store,Charlestown,http://mockingbirdbabyandkids.com/,,,"




GIFT CARDS
Let them choose that special something

",https://mockingbirdstore.com/products/gift-card?_pos=1&_sid=9e2af96b4&_ss=r,http://mockingbirdbabyandkids.com/pages/contact,Our Store,MA,02129,book_store
Printed Matter Inc,"231 11th Ave, New York, NY 10001",Book store,New York,http://www.printedmatter.org/,,Eclectic nonprofit bookstore & gallery offering a large selection of publications by artists.,"

Buy a gift certificate
",http://www.printedmatter.org/support/gift-certificates,http://www.printedmatter.org/contact-us,Contact us,NY,10001,book_store
Mast Books,"72 Avenue A, New York, NY 10009",Book store,New York,http://www.mastbooks.com/,,Straightforward book store stocking used & rare volumes on a variety of topics.,GIFT CERTIFICATE,https://paypal.me/mastbooks?locale.x=en_US,,,NY,10009,book_store
Charis Books & More,"184 S Candler St, Decatur, GA 30030",Book store,Decatur,http://www.charisbooksandmore.com/,,"Cozy bookstore in a purple house specializing in feminist & cultural studies titles, plus kids' lit.",Order Gift Certificate,http://www.charisbooksandmore.com/gift-card,,,GA,30030,book_store
Phoenix Books Rutland,"2 Center St, Rutland, VT 05701",Book store,Rutland,http://www.phoenixbooks.biz/,,,Gift Cards,http://www.phoenixbooks.biz/phoenix-books-gift-card,https://www.phoenixbooks.biz/contact,Contact Us,VT,05701,book_store
Wellington Square Bookshop,"549 Wellington Square, Exton, PA 19341",Book store,Exton,http://www.wellingtonsquarebooks.com/,,,Gift Cards,https://wellingtonsquarebooks.indielite.org/gift-cards,https://wellingtonsquarebooks.indielite.org/contact-us,Contact,PA,19341,book_store
Heritage Books,"225 College Hwy, Southampton, MA 01073",Used book store,Southampton,http://www.heritagebks.com/,,,Gift Cards,https://squareup.com/gift/4TA4XTJK3RGP6/order,http://www.heritagebks.com/contact.html,"
                        Contact Us",MA,01073,book_store
Rainy Day,"66 Main St, Vineyard Haven, MA 02568",Gift shop,Vineyard Haven,http://rainydaymv.com/,,,"


              Purchase a Gift Card!
            
",https://rainydaymv.com/collections/gift-cards,http://rainydaymv.com/pages/a-walking-guide,Find Us!,MA,02568,book_store
Wesleyan RJ Julia Bookstore,"413 Main St, Middletown, CT 06457",Book store,Middletown,http://wesleyan.edu/,,,Gift Cards,http://wesleyan.edu/shop_product_detail.asp?catalog_group_id=NQ&catalog_group_name=QXBwYXJlbA&catalog_id=14&catalog_name=R2lmdHM&pf_id=717ffd4fd2ba486&product_name=V2VzbGV5YW4gUmogSnVsaWEgR2lmdCBDYXJk&type=1&target=shop_product_list.asp,https://www.wesleyanrjjulia.com/site_about_us.asp?,Store Hours / Contact Us,CT,06457,book_store
Greenlight Bookstore PLG,"632 Flatbush Ave, Brooklyn, NY 11225",Book store,Brooklyn,http://www.greenlightbookstore.com/,,,Sometimes the best gift is the gift of choice. Click here for Greenlight gift cards in any amount!,http://www.greenlightbookstore.com/gift-cards,https://visitor.r20.constantcontact.com/manage/optin?v=0011QHrsLot1-fuwy6yHujVS6WvZ09o_5dtJA6sRWUS7SXS2JdIVGxwMee37Vye9DJfwGPPC7Z-C2p9OEpmnf4NkTgb0L-_eGEPQaNE0DicMVjn34_jYxSgvrDbNZbkcS0tTGplb1um6lOo8edujUA49JwZcyZDcYZnKR-m1EnMyYA%3D,,NY,11225,book_store
White Birch Books,"2568 White Mountain Hwy, North Conway, NH 03860",Book store,North Conway,http://www.whitebirchbooks.com/,,,,http://www.whitebirchbooks.com/gift-cards.html,http://www.whitebirchbooks.com/find-us.html,"2568 White Mountain Highway (Rt. 16) North Conway, NH",NH,03860,book_store
Books,"265 State St, Los Altos, CA 94022",Book store,Los Altos,http://www.lindentreebooks.com/,,"Long-running indie bookseller offering a range of reading materials, music & gifts for all ages.",Gift Cards,https://www.lindentreebooks.com/gift-cards/,https://www.lindentreebooks.com/service/,Contact Us/FAQ,CA,94022,book_store
LaBelle's General Store,"662 Main St, Dennis Port, MA 02639",Gift shop,Dennis Port,http://www.dennisportgeneralstore.com/,,,Gift Cards,https://www.dennisportgeneralstore.com/category_s/2001.htm,http://www.dennisportgeneralstore.com/Articles.asp?ID=257,Contact Us,MA,02639,book_store
Watermark Books & Cafe,"4701 E Douglas Ave, Wichita, KS 67218",Book store,Wichita,http://www.watermarkbooks.com/,,,Gift Cards,http://www.watermarkbooks.com/watermark-gift-cards,http://www.watermarkbooks.com/contact-us,Contact,KS,67218,book_store
The Book Nook,"108 S Douglas St, Brenham, TX 77833",Used book store,Brenham,http://www.brenhambooknook.com/,,,,https://www.brenhambooknook.com/?q=p.gift_cards,,,TX,77833,book_store
Literati Bookstore,"124 E Washington St, Ann Arbor, MI 48104",Book store,Ann Arbor,http://literatibookstore.com/,,,Gift Cards,http://literatibookstore.com/literati-gift-cards,http://literatibookstore.com/find-us-bookshop,Find us on Bookshop,MI,48104,book_store
Seminary Coop Bookstore,"5751 S Woodlawn Ave, Chicago, IL 60637",Book store,Chicago,http://www.semcoop.com/,,Well-known independent campus bookstore selling textbooks & other literature since 1961.,Gift Cards,https://www.semcoop.com/category/gift-cards,http://www.semcoop.com/hours-contact-information,Hours & Contact Information,IL,60637,book_store
Discover Books,"830 N Westwood Ave, Toledo, OH 43607",Used book store,Toledo,http://www.discoverbooks.com/,,,Gift Certificates,https://www.discoverbooks.com/product-p/gft.htm,http://www.discoverbooks.com/Articles.asp?ID=256,Contact Us,OH,43607,book_store
Gift Barn,"4180A State Highway, North Eastham, MA 02651",Gift shop,North Eastham,http://www.capecodgiftbarn.com/,,,Gift Cards,https://capecodgiftbarn.com/gift-cards/,,,MA,02651,book_store
Dan's BooksnSuch,"913 W El Camino Real, Sunnyvale, CA 94087",Comic book store,Sunnyvale,http://www.comicsconspiracy.biz/,,"Compact neighborhood store offering a large selection of comic books, action figures & more.","
                Gift Certificate

            ",https://www.comicsconspiracy.biz/Category/AdvanceFilter/Gift_Cards,http://www.comicsconspiracy.biz/ContactUs,Contact,CA,94087,book_store
Spotty Dog Books & Ale,"440 Warren St, Hudson, NY 12534",Book store,Hudson,http://www.thespottydog.com/,,,Gift Certificates & Merchandise,https://www.thespottydog.com/the-store/gift-certificates-merchandise/,https://www.thespottydog.com/contact/,Contact,NY,12534,book_store
Monroe Street Books,"1485 US-7, Middlebury, VT 05753",Used book store,Middlebury,http://www.monroestreetbooks.com/,,,Gift Certificates,https://www.monroestreetbooks.com/category/Gift-Certificates-844,https://www.monroestreetbooks.com/contact/,Contact,VT,05753,book_store
UCCS Bookstore,"1420 Austin Bluffs Pkwy, Colorado Springs, CO 80918",Book store,Colorado Springs,http://www.uccsbookstore.com/,,,Gift Cards,https://uccsbookstore.com/ePOS?store=634&form=shared3%2fcardcenter%2fmain%2ehtml&design=634,,,CO,80918,book_store
PRO Chemical & Dye Inc,"126 Shove St, Fall River, MA 02724",Art supply store,Fall River,https://prochemicalanddye.net/,,,Check Gift Card,https://prochemicalanddye.net/giftvoucher/index/check/,https://prochemicalanddye.net/contacts, ,MA,02724,book_store
Mysterious Galaxy Bookstore,"3555 Rosecrans St Suite 107, San Diego, CA 92110",Book store,San Diego,http://www.mystgalaxy.com/,,,Gift Certificates,http://www.mystgalaxy.com/mysterious-galaxy-gift-certificate,https://www.mystgalaxy.com/Contact-MG,,CA,92110,book_store
Sundog Books,"89 Central Square, Santa Rosa Beach, FL 32459",Book store,Santa Rosa Beach,http://www.sundogbooks.com/,,,Gift Certificates,http://www.sundogbooks.com/gift-card-01-0,http://visitor.r20.constantcontact.com/d.jsp?llr=vx8zfumab&p=oi&m=1113073708789&sit=vo9nfkyhb&f=0ca1fc20-02ab-480c-a1c4-791c72f0a31e,Join Our Email List,FL,32459,book_store
Florida College Bookstore,"119 N Glen Arven Ave, Temple Terrace, FL 33617",Book store,Temple Terrace,http://bookstore.floridacollege.edu/,,, Gift Card ,https://bookstore.floridacollege.edu/department/44/Children%27s-Books/,https://bookstore.floridacollege.edu/contact-us/, Contact Us ,FL,33617,book_store
Copperfish Books,"103 W Marion Ave, Punta Gorda, FL 33950",Book store,Punta Gorda,http://www.copperfishbooks.com/,,,,http://www.copperfishbooks.com/copperfish-books-gift-certificate,http://www.copperfishbooks.com/contact,Contact,FL,33950,book_store
Newbury Comics,"The Westchester Mall, 125 Westchester Ave, White Plains, NY 10601",Comic book store,White Plains,https://www.newburycomics.com/,,"Source for music, movies, comics & other pop culture goods, with an emphasis on independent artists.",Store Gift Cards,https://www.newburycomics.com/collections/gift-card,https://www.newburycomics.com/pages/contact-us/,"              
              Contact Us
            ",NY,10601,book_store
Hickory Stick Book Shop,"2 Green Hill Rd #1201, Washington Depot, CT 06793",Book store,Washington Depot,https://www.hickorystickbookshop.com/,,,,https://www.hickorystickbookshop.com/gift-card-02,http://visitor.r20.constantcontact.com/d.jsp?llr=ji998scab&p=oi&m=1102292281609&sit=xhjdatudb&f=8ab448a7-6d55-491b-bcf0-67906c885b70,Click here,CT,06793,book_store
Bauman Rare Books,"1608 Walnut St floor 19, Philadelphia, PA 19103",Rare book store,Philadelphia,https://www.baumanrarebooks.com/,,"Upscale source for antiquarian, rare & collectible volumes & manuscripts, open by appointment only.",Gift Certificates,https://www.baumanrarebooks.com/gift-certificates.aspx,https://www.baumanrarebooks.com/contact-us.aspx,contact,PA,19103,book_store
Tattered Cover Book Store Colfax,"2526 E Colfax Ave, Denver, CO 80206",Book store,Denver,http://www.tatteredcover.com/,,"This longstanding indie bookstore offers a newsstand, new & used books, plus a cafe with free WiFi.",Gift Cards,http://www.tatteredcover.com/tattered-cover-giftcard,http://www.tatteredcover.com/contact-us,Contact Us,CO,80206,book_store
Atomic Books,"3620 Falls Rd, Baltimore, MD 21211",Book store,Baltimore,http://atomicbooks.com/,,Relaxed venue specializing in comic books as well as books on art & design.,"

",http://atomicbooks.com/products/gift-card,,,MD,21211,book_store
Good Vibrations Oakland,"3219 Lakeshore Ave, Oakland, CA 94610",Book store,Oakland,http://www.goodvibes.com/,,, EGIFT CARD,http://www.goodvibes.com/s/egift-card,http://www.goodvibes.com/customer-service/,Contact Us,CA,94610,book_store
The Sanctuary Healing Therapies and Gifts,"1069 Main St, Brewster, MA 02631",Gift shop,Brewster,http://www.thesanctuarycapecod.com/,,,"
							Gift Cards
						",http://www.thesanctuarycapecod.com/gift-cards.html,http://www.thesanctuarycapecod.com/contact-us.html,"

			Contact Us
		
",MA,02631,book_store
Book Revue,"313 New York Ave, Huntington, NY 11743",Book store,Huntington,http://www.bookrevue.com/,,,Gifts,http://www.bookrevue.com/gift-cards,http://www.bookrevue.com/contact-hours,Contact & Hours,NY,11743,book_store
Turn The Page Bookstore,"18 N Main St, Boonsboro, MD 21713",Book store,Boonsboro,http://ttpbooks.com/,,,Gifts and Gift Certificates,https://www.ttpbooks.com/gift-certficates-ideas.html,https://www.ttpbooks.com/contact-us.html,Contact Us,MD,21713,book_store
Betsy Frost Design,"4 Market St, Ipswich, MA 01938",Gift shop,Ipswich,http://www.betsyfrostdesign.com/,,,DIGITAL GIFT CARDS,http://www.betsyfrostdesign.com/gift-certificates,http://www.betsyfrostdesign.com/contact-us,CONTACT,MA,01938,book_store
URI Campus Store,"Memorial Union, 50 Lower College Rd #132, Kingston, RI 02881",Book store,Kingston,http://campusstore.uri.edu/,,,Gift Cards,http://ramszone.uri.edu/MerchList.aspx?ID=12900,https://campusstore.uri.edu/Contact,Contact Us,RI,02881,book_store
Rough Draft Bar & Books,"82 John St, Kingston, NY 12401",Book store,Kingston,http://roughdraftny.com/,,"Rustic tavern/shop offering draft beer & cider, coffee, wine, baked goods & books for all ages.",Gift Cards,http://roughdraftny.com/gift-cards,http://roughdraftny.com/contact,Contact,NY,12401,book_store
The Dusty Bookshelf  Lawrence,"708 Massachusetts St, Lawrence, KS 66044",Used book store,Lawrence,http://www.thedustybookshelf.com/,,,"
              Gift Cards
            ",https://squareup.com/gift/671RR0A3ESMD9/order,,,KS,66044,book_store
Francie & Finch Bookshop,"130 S 13th St, Lincoln, NE 68508",Book store,Lincoln,http://francieandfinch.com/,,,Gift Certificate,https://francieandfinch.indielite.org/francie-finch-gift-certificate,https://francieandfinch.com/contact/,Contact,NE,68508,book_store
Met Opera Shop,"140 W 65th St, New York, NY 10023",Gift shop,New York,http://www.metoperashop.org/,,"Official gift shop of the Metropolitan Opera, offering CDs, DVDs, jewelry, apparel & kids' items.",Learn More,https://www.metoperashop.org/gift-cards,,,NY,10023,book_store
MockingBird Music and Recording Studio,"25 Robert Dr, South Easton, MA 02375",Music store,South Easton,http://www.mockingbirdweb.com/,,,GIFT CARDS,https://www.mockingbirdweb.com/gift-card,https://www.mockingbirdweb.com/contact-us,CONTACT US,MA,02375,book_store
The Christian Store Of Cedar Rapids IA,"4112 Center Point Rd NE, Cedar Rapids, IA 52402",Christian book store,Cedar Rapids,http://www.thechristianstorecr.com/,,,Gift Certificates,http://www.thechristianstorecr.com/GC_Splash.asp,http://www.thechristianstorecr.com//ContactUsForm.asp,Customer Service,IA,52402,book_store
The Bookstall,"811 Elm St, Winnetka, IL 60093",Book store,Winnetka,http://www.thebookstall.com/,,"Veteran, acclaimed independent shop draws book lovers for a unique range of titles & subjects.",Buy a Gift Card,http://www.thebookstall.com/book-stall-gift-card,,,IL,60093,book_store
Harbor Light Toy Company,"146 Front St, Scituate, MA 02066",Toy store,Scituate,http://www.scituateharborma.com/,,,Scituate Harbor Gift Cards,http://www.scituateharborma.com/scituate-harbor-gift-cards.html,http://www.scituateharborma.com/contact.html,Contact,MA,02066,book_store
vinyl index,"1 Bow Market Way #25, Somerville, MA 02143",Record store,Somerville,http://www.vinylindex.com/,,,gift card,https://www.google.com/url?q=https%3A%2F%2Fwww.bowmarketsomerville.com%2Fbow-mini-mart-items%2Fvinyl-index&sa=D&sntz=1&usg=AFQjCNHkNF-jUbOU87wrESGBleXj-J6XAw,,,MA,02143,book_store
Eight Cousins Books,"189 Main St, Falmouth, MA 02540",Book store,Falmouth,http://www.eightcousins.com/,,,Eight Cousins Gift Card,http://www.eightcousins.com/eight-cousins-gift-card,https://visitor.r20.constantcontact.com/manage/optin?v=001UYKiRe5OVrmYA35pzf5aONB6qk1Rth-dT9cRPduXFD_eyXf-O3PLM3WaFEmmG1eKO5wbJ98RajusbJI3JimHrL-pqm1GPsJX6bF59SrwdJ4%3D,SIGN UP FOR NEWSLETTERS,MA,02540,book_store
Pinecones & Needles,"385 Trapelo Rd, Belmont, MA 02478",Toy store,Belmont,http://pineconesandneedles.com/,,,Gift Certificates ,http://pineconesandneedles.com/pages/gift-certificates,http://pineconesandneedles.com/pages/contact-us,Contact Us ,MA,02478,book_store
PATCH NYC,"46 Waltham St, Boston, MA 02118",Gift shop,Boston,https://www.patchnyc.com/,,"Seller of designer home decor & fashion accessories, including costume jewelry, scarves & wall art.",Gift Cards,https://www.patchnyc.com/collections/gift-cards,,,MA,02118,book_store
Main St Books Monroe,"110 E Main St #100, Monroe, WA 98272",Used book store,Monroe,https://mainstbooksmonroe.com/,,,Currently 20% off Gift Cards,https://squareup.com/gift/5CE693EW9RZ9K/order,https://mainstbooksmonroe.com/tel:3607942976,(360) 794-2976,WA,98272,book_store
Mystery to Me,"1863 Monroe St, Madison, WI 53711",Book store,Madison,http://www.mysterytomebooks.com/,,,Gift Cards,http://www.mysterytomebooks.com/gift-cards,http://www.mysterytomebooks.com/complete-information-below-be-our-mailing-list-or-simply-send-us-brief-note,Contact,WI,53711,book_store
Monroe Community College Bookstore,"1000 E Henrietta Rd, Rochester, NY 14623",Book store,Rochester,http://brightonbookstore.monroecc.edu/,,,Gift Cards,http://brightonbookstore.monroecc.edu/MerchList.aspx?ID=31875,http://brightonbookstore.monroecc.edu/Contact,Contact Us,NY,14623,book_store
Old Monterey Book Co,"136 Bonifacio Pl, Monterey, CA 93940",Book store,Monterey,https://www.oldmonterey.org/,,,,https://www.oldmonterey.org/giftcards,https://www.oldmonterey.org/contact-us-0,Contact Us,CA,93940,book_store
Copperfield's Books,"775 Village Ct, Santa Rosa, CA 95405",Book store,Santa Rosa,http://copperfieldsbooks.com/,,,Gift Cards,http://copperfieldsbooks.com/gift-cards,http://copperfieldsbooks.com/mailto:webhelp@copperbook.com?subject=Contact%20from%20Copperfield's%20Website,CONTACT US ,CA,95405,book_store
1977 Books,"39 Dexter Ave Suite #209, Montgomery, AL 36104",Book store,Montgomery,http://1977books.com/,,,"
            Buy a Gift Card
          ",http://1977books.com/gift-card,http://1977books.com/mailto:contact@1977books.com,contact@1977books.com,AL,36104,book_store
