name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,state,zipcode,store_type
Nancy Bishop Floral Design Studio,"4676 VT-7A, Arlington, VT 05250",Florist,Arlington,http://www.nancysvermontflowers.com/,,,,,http://www.nancysvermontflowers.com/contact,Contact,VT,05250,florist
Florals of Haven Hill Farm,"20 Stevenson Rd, Greenwich, NY 12834",Florist,Greenwich,http://floralsofhavenhillfarm.com/,,,,,http://floralsofhavenhillfarm.com/contact-us/,Contact Us,NY,12834,florist
Designers Choice LLC,"80 Eastern Ave, Chelsea, MA 02150",Wholesale florist,Chelsea,http://www.designerschoiceinc.com/,,,,,https://www.designerschoiceinc.com/contact,CONTACT,MA,02150,florist
RJ Carbone Wholesale Floral Distributors,"New England Flower Exchange, 260 2nd St, Chelsea, MA 02150",Wholesale florist,Chelsea,https://www.rjcarbone.com/,,,,,https://www.rjcarbone.com/contactus.html,Contact Us,MA,02150,florist
Lambert's Marketplace,"140 Tremont St, Boston, MA 02111",Florist,Boston,http://www.lambertsmarket.com/,http://www.lambertsmarket.com/,This traditional supermarket features a popular deli offering classic sandwiches & soups.,,,http://www.lambertsmarket.com/contact.html,Contact us,MA,02111,florist
Ashleigh's Garden,"500 Main St #4, Deep River, CT 06417",Florist,Deep River,http://www.ashleighsgarden.com/,,,,,http://www.ashleighsgarden.com/contact-us.html,Contact Us,CT,06417,florist
Blooming Buds,"58 Halstead Ave, Harrison, NY 10528",Florist,Harrison,http://www.bloomingbudsflowers.com/,,,,,https://bloomingbudsflowers.com/contacts,"
Local Delivery
",NY,10528,florist
Edison Plants & Flowers,"1845 NJ-27, Edison, NJ 08817",Florist,Edison,https://www.edisonplantsandflowers.net/,,,,,https://www.edisonplantsandflowers.net/contact_us.php,Contact Us,NJ,08817,florist
Vintage Floral,"46 Main St, Chester, MT 59522",Florist,Chester,http://www.vintagefloralchester.com/,,,,,https://www.vintagefloralchester.com/contact_us.php,Contact Us,MT,59522,florist
Lorgus Flower Shop,"704 W Nields St A, West Chester, PA 19382",Florist,West Chester,http://www.lorgusflowers.com/,,,,,https://www.facebook.com/lorgusflowers/," 
",PA,19382,florist
Naomi's Regional Floral Fulfillment Service,"20 E 5th St #101, Chester, PA 19013",Florist,Chester,http://1888gonaomi.com/,,,,,https://www.1888gonaomi.com/contact_us.php,CONTACT US,PA,19013,florist
Hunter's Creative Florist,"182 Saluda St, Chester, SC 29706",Florist,Chester,http://www.hunterscreative.com/,,,,,https://www.hunterscreative.com/contact_us.php,Contact Us,SC,29706,florist
Island Flowers,"1630 Postal Rd, Chester, MD 21619",Florist,Chester,http://www.islandflowers.net/,,,,,https://www.facebook.com/Island-Flowers-139453686089593/?ref=ts," 
",MD,21619,florist
Appleblossoms,"2807 Telegraph Ave, Oakland, CA 94609",Florist,Oakland,https://www.floristinoaklandca.com/,,"Flower shop preparing a variety of modern & traditional arrangements, plus plants & gift baskets.",,,https://www.floristinoaklandca.com/contact-us,Contact Us,CA,94609,florist
Baysore's Flower Shop,"301 Reading Rd, Mason, OH 45040",Florist,Mason,http://www.baysoresflowershop.com/,,,,,//www.baysoresflowershop.com/contactus.html,Contact Us,OH,45040,florist
Petals & Bows Florist,"6503 Centralia Rd, Chesterfield, VA 23832",Florist,Chesterfield,http://petalsva.com/,,,,,https://www.google.com/maps/place/?q=place_id:ChIJxYQcL7wLsYkR05LtfSmEbHg,Find us,VA,23832,florist
Petals & Bows Flowers & Events,"6505 Centralia Rd #6586, Chesterfield, VA 23832",Florist,Chesterfield,http://www.flowerschesterva.com/,,,,,https://www.flowerschesterva.com/contact_us.php,Contact Us,VA,23832,florist
Cross Creek Florist & Gifts,"501 Courthouse Rd, Richmond, VA 23236",Florist,Richmond,http://www.crosscreekflorist.com/,,,,,https://crosscreekflorist.com/contact-us-2/,Contact Us,VA,23236,florist
ZENGEL FLOWERS AND GIFTS,"14872 Clayton Rd, Chesterfield, MO 63017",Florist,Chesterfield,http://zengelflowersandgifts.com/,,,,,https://www.zengelflowersandgifts.com/contact_us.php,Contact Us,MO,63017,florist
Mary Tuttle's Floral and Gifts,"17021 Baxter Rd, Chesterfield, MO 63005",Florist,Chesterfield,https://www.marytuttlesflowers.com/,,,,,https://www.facebook.com/marytuttles/," 
",MO,63005,florist
Carey's Flowers Inc,"300 Newton St, South Hadley, MA 01075",Florist,South Hadley,http://www.careysflowers.com/,,,,,https://www.facebook.com/Careys-Flowers-Inc-217398244957609/," 
",MA,01075,florist
Flowers Flowers,"758 Sumner Ave, Springfield, MA 01108",Florist,Springfield,http://flowersflowersonline.com/,,,,,http://flowersflowersonline.com/contactus/,Contact Us,MA,01108,florist
Oliverio's Florist,"241 E Main St, Bridgeport, WV 26330",Florist,Bridgeport,http://oliverioflorist.com/,,,,,//www.oliverioflorist.com/contactus.html,Contact Us,WV,26330,florist
