name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,state,zipcode,store_type
Sisters Hair and Skin Care,"67 County Rd, Mattapoisett, MA 02739",Beauty salon,Mattapoisett,http://www.sistershairsalon.com/,,,Gift cards,http://www.sistershairsalon.com/hair-salon-mattapoisett-ma-sisters-gift-cards.html,http://www.sistershairsalon.com/hair-salon-mattapoisett-ma-sisters-contact-us.html,Contact us,MA,02739,beauty_salon
Amy's Salon,"1179 Massachusetts Ave, Arlington, MA 02476",Hair salon,Arlington,http://amyssalonarlington.com/,,,Buy Gift Card,https://amyssalon.salontarget.com/egift/?guestonly=guestonly,https://amyssalonarlington.com/contact/,Contact,MA,02476,beauty_salon
J&L Hair Studio,"1371 Massachusetts Ave, Arlington, MA 02476",Hair salon,Arlington,http://jandlhairstudio.com/,,,Gift Cards,https://jandlhairstudio.salontarget.com/egift/?guestonly=guestonly,https://jandlhairstudio.com/contact-arlington-hair-salon/,Contact,MA,02476,beauty_salon
Bella Capelli West Salon,"505 High St, Medford, MA 02155",Beauty salon,Medford,http://www.bellacapellibymaria.com/,,,instant gift certificates,https://bellacapelli.boomtime.com/lgift,http://www.bellacapellibymaria.com/contact-us,Contact Us,MA,02155,beauty_salon
Park West Salon,"90 Lowell St, Arlington, MA 02476",Hair salon,Arlington,http://www.parkwestsalon.com/,,,Purchase a Gift card From Park West Salon,https://clients.mindbodyonline.com/asp/main_shop.asp?pMode=2&tabID=3,http://www.parkwestsalon.com/contact,"
                Contact
              ",MA,02476,beauty_salon
Sedona Sun Day Spa,"1241 Massachusetts Ave, Arlington, MA 02476",Day spa,Arlington,http://www.sedonasunspa.com/,,,,http://www.sedonasunspa.com/giftcertificates.htm,,,MA,02476,beauty_salon
Trinity Salon,"1113 Burlingame Ave, Burlingame, CA 94010",Beauty salon,Burlingame,http://www.onyxsalonburlingame.com/,,,Gift Certificates,https://onyxsalon.millenniumegift.com/,http://www.onyxsalonburlingame.com/contact/,Contact,CA,94010,beauty_salon
The Village on Main,"213 Main St, Northampton, MA 01060",Beauty salon,Northampton,http://www.thevillageonmain.com/,,,BUY GIFT CERTIFICATES,https://dayspawomen.boomtime.com/lgift,http://www.thevillageonmain.com/information.html,GET IN TOUCH,MA,01060,beauty_salon
Glow Beauty Bar,"40 Main St STE 102, Florence, MA 01062",Day spa,Florence,http://glowbridalmakeup.com/,,,Buy a Gift Card! ,https://squareup.com/gift/ED0TV99YCJ7GD/order,http://glowbridalmakeup.com/contact-us,"
            Contact
          ",MA,01062,beauty_salon
Bella Sisters Salon & Spa,"321 Speen St, Natick, MA 01760",Beauty salon,Natick,https://www.bellasisters.net/,,"Plaza-based salon with an extensive menu of skin & hair treatments, like facials, waxing & styling.","  

Buy Gift Certificates
",https://www.thegiftcardcafe.com/cart/index.php?storeID=12512,https://www.bellasisters.net/contact," Contact

",MA,01760,beauty_salon
Phillip DePalma Salon of Massachusetts,"1154 Worcester Rd, Framingham, MA 01702",Beauty salon,Framingham,http://depalmasalon.com/,,,Gift Cards,http://depalmasalon.com/framingham/gift-cards/,http://depalmasalon.com/framingham/contact-us/,Contact Us,MA,01702,beauty_salon
Jeffrey Robert Salon,"732 Southbridge St, Auburn, MA 01501",Beauty salon,Auburn,http://www.jeffreyrobertsalon.com/,,,Gift Cards,https://jeffreyrobertsalon.com/gift-cards/,https://jeffreyrobertsalon.com/contact/,Contact Us,MA,01501,beauty_salon
Orange Salon,"70 Worcester-Providence Turnpike, Millbury, MA 01527",Beauty salon,Millbury,http://www.orangesalon.com/,,,Purchase Gift Card,https://orange.salonultimate.com/clientWeb/login?z=1528307838,https://orangesalon.com/contact-us/,Contact Us,MA,01527,beauty_salon
African hair braiding by aua,"5530 E US Hwy 36 #240, Avon, IN 46123",Beauty salon,Avon,https://www.aveda.com/,,,egift card,https://www.aveda.com/gift-cards,https://www.aveda.com/customer-service-contact-us-page,EMAIL US,IN,46123,beauty_salon
Chameleon Salon,"7374 Business Center Dr, Avon, IN 46123",Beauty salon,Avon,https://www.cassandcompanysalon.com/,,,"  

Purchase Gift Cards
",https://cassandcompanysalon.millenniumegift.com/,https://www.cassandcompanysalon.com/contact," CONTACT

",IN,46123,beauty_salon
Owen Jacobs Salon and Day Spa,"49 Main St, Ayer, MA 01432",Hair salon,Ayer,http://owenjacobs.com/,,,Gift Card,https://squareup.com/gift/B35H25CJYJB4N/order,https://owenjacobs.com/contact/,Contact,MA,01432,beauty_salon
Body Mind Spirit Salon & Day Spa,"134 Main St unit b, Groton, MA 01450",Spa,Groton,http://bodymindspiritsalonanddayspa.com/,,"Warm, relaxed salon/spa with haircuts & color treatments, plus massages, facials & mani/pedicures.",Buy a Gift Card,https://www.mytime.com/gift-cards/body-mind-spirit-salon-and-day-spa-95183?referrer=from_marketplace,https://www.bodymindspiritsalonanddayspa.com/contact-us,Contact Us,MA,01450,beauty_salon
Youtopia Day Spa,"228 Great Rd, Shirley, MA 01464",Skin care clinic,Shirley,http://www.youtopiaspa.com/,,,gift certificates,http://www.youtopiaspa.com/giftcert.htm,http://www.youtopiaspa.com/contact.htm,contact us,MA,01464,beauty_salon
Spavia Day Spa  Littleton,"615 Constitution Ave, Littleton, MA 01460",Day spa,Littleton,https://spaviadayspa.com/,,,Gift Cards,http://clients.mindbodyonline.com/ws.asp?studioid=791888&stype=42,https://spaviadayspa.com/littleton-ma/contact-us/,Contact Us,MA,01460,beauty_salon
Atmosphere Salon,"288 Littleton Rd, Westford, MA 01886",Hair salon,Westford,http://atmospheresalonwestford.com/,,,Purchase Gift Certificate,https://atmospheresalonwestford.com/corona-virus/,https://atmospheresalonwestford.com/contact/,Contact,MA,01886,beauty_salon
Invidia Salon and Spa,"736 Boston Post Rd, Sudbury, MA 01776",Beauty salon,Sudbury,http://www.invidiasalon.com/,,,On-line Gift Card,https://invidia.formstack.com/forms/giftcard,https://www.invidiasalon.com/contact,Contact Details,MA,01776,beauty_salon
Arte Salon and SPA,"16 Boston Post Rd, Wayland, MA 01778",Beauty salon,Wayland,http://www.artesalonandspa.com/,,,"
            Gift Cards New
",https://salonarte.salonultimate.com/checkout/giftCard?store_id=1,http://www.artesalonandspa.com/#contact,CONTACT,MA,01778,beauty_salon
Daryl Christopher Lifestyle Salon & Spa,"1265 Main St #115, Waltham, MA 02451",Beauty salon,Waltham,http://www.dchristopher.com/,,,GIFT CARDS,https://www.dchristopher.com/gift-cards,https://www.dchristopher.com/contact,CONTACT,MA,02451,beauty_salon
Hair Mechanix,"22 Summer St, North Brookfield, MA 01535",Beauty salon,North Brookfield,http://www.hairmechanixhairsalon.com/,,,E-Gift Card,https://hairmechanix.salontarget.com/egift/?guestonly=guestonly,,,MA,01535,beauty_salon
Simply Natural Nails,"119 Great Rd, Bedford, MA 01730",Day spa,Bedford,http://www.simplynaturalnails.com/,,,,https://www.secure-booker.com/simplynaturalnails/ShopOnline/GiftCertificate.aspx,http://www.simplynaturalnails.com/contact," Contact Us

",MA,01730,beauty_salon
Renzo Salon,"428 North Rd, Bedford, MA 01730",Hair salon,Bedford,http://renzohairsalon.com/,,,GIFT CARDS,http://renzohairsalon.com/gift-cards,http://renzohairsalon.com/contact,CONTACT,MA,01730,beauty_salon
B Luxe,"165 Main St #208, Medway, MA 02053",Beauty salon,Medway,http://bluxehairandmakeup.com/,,,click to buy a b.LUXE gift certificate,http://bLUXE.snapcerts.com,https://bluxehairandmakeup.com/contact-us/,contact us,MA,02053,beauty_salon
MacMed Salon,"127 E Main St, Milford, MA 01757",Beauty salon,Milford,http://macmedspa.com/,,,Gift Cards,https://macmedspa.com/gift-cards/,,,MA,01757,beauty_salon
La Beautique,"329 Watertown St, Newton, MA 02458",Beauty salon,Newton,http://www.labeautiquesalon.com/,,,Online Booking & Gift Cards,https://phorest.com/book/salons/labeautiquesalon,http://labeautiquesalon.com/contact/,Contact,MA,02458,beauty_salon
Trend Setters,"380 Washington St, Taunton, MA 02780",Beauty salon,Taunton,http://www.trendsettershairsalon.com/,,,,http://www.trendsettershairsalon.com/hair-salon-taunton-ma-gift-cards.html,http://www.trendsettershairsalon.com/hair-salon-taunton-ma-contact-us.html,Contact Us,MA,02780,beauty_salon
Cala Renee Salon,"309 Rantoul St, Beverly, MA 01915",Beauty salon,Beverly,http://www.calareneesalon.net/,,,Purchase Gift Certificates Online,https://calarenee.salontarget.com/egift/?guestonly=guestonly,,,MA,01915,beauty_salon
Salon Noir,"1555 Main St, Tewksbury, MA 01876",Beauty salon,Tewksbury,http://www.salon-noir.com/,,,EGiftCards,https://squareup.com/gift/0VRFY7DDCXMPM/order,http://www.salon-noir.com/contact-us,Contact Us,MA,01876,beauty_salon
Evolution Hair Design & Day Spa,"1075 Westford St, Lowell, MA 01851",Beauty salon,Lowell,http://www.comeevolvewithus.com/,,," 
Purchase Gifts",https://www.salonbuilder.com/website/170718/giftcert.asp?func=R,https://www.salonbuilder.com/website/170718/contact.asp,Contact,MA,01851,beauty_salon
Tender Touch Massage & Holistic Therapy,"181 Main St, Blackstone, MA 01504",Massage therapist,Blackstone,http://www.tendertouchmassage.massagetherapy.com/,,,Gift Certificates,http://www.tendertouchmassage.massagetherapy.com/gift-certificates,http://www.tendertouchmassage.massagetherapy.com/contact-information,Contact Information,MA,01504,beauty_salon
Face To Nails Etc Day Spa,"600 Springfield St, Chicopee, MA 01013",Beauty salon,Chicopee,https://www.facetonails.com/,,,,https://www.facetonails.com/catalog/gift-certificates,https://www.facetonails.com/contact,Contact,MA,01013,beauty_salon
SkinCatering Spa,"1500 Main St #220, Springfield, MA 01115",Beauty salon,Springfield,http://www.skincatering.com/,,,GIFTS,https://www.secure-booker.com/skincatering2/ShopOnline/GiftCertificate.aspx,http://skincatering.com/our-team/contact-info/,HOURS/DIRECTIONS,MA,01115,beauty_salon
Amaci Salon,"230 Stuart Street South Cove Plaza, Boston, MA 02116",Beauty salon,Boston,http://www.amacisalon.com/,,,E-Gift Cards,https://amaci.salontarget.com/egift/?guestonly=guestonly,https://amacisalon.com/contact-us/,Contact,MA,02116,beauty_salon
Headquarters Hair Salon,"545 E Broadway, Boston, MA 02127",Beauty salon,Boston,http://www.headquartershairsalon.com/,,,,https://www.headquartershairsalon.com/wp-content/uploads/2014/05/hq-gift-card3.jpg,https://www.headquartershairsalon.com/contact/,Contact,MA,02127,beauty_salon
Adela's Hair Studio,"92b Pinckney St, Boston, MA 02114",Beauty salon,Boston,http://www.adelashairstudio.com/,,"Walk-ins are welcome at this bright, compact salon offering on-trend cuts, color & styles.",Schedule  Appointment / Buy Gift Card,http://www.AdelasHairStudio.com/appointment,http://www.adelashairstudio.com/locationdirections/,Contact Us/Directions,MA,02114,beauty_salon
Stilisti Salon,"116 Newbury St, Boston, MA 02116",Beauty salon,Boston,http://www.stilistiboston.com/,,,Gift Certificates,https://clients.mindbodyonline.com/classic/ws?studioid=276519&stype=42,http://www.stilistiboston.com/contact/,Contact Us,MA,02116,beauty_salon
RevealU Studio,"2277 State Rd h2, Plymouth, MA 02360",Beauty salon,Plymouth,http://www.revealustudio.com/,,,Gift Cards,https://squareup.com/gift/E63FR4T7J5YHJ/order,https://www.revealustudio.com/contact-us/,Contact Us,MA,02360,beauty_salon
The Beauty Lounge,"97 Great Rd, Acton, MA 01720",Hair salon,Acton,http://thebeautyloungeacton.com/,,,Gift Card,http://thebeautyloungeacton.com/gift-card,,,MA,01720,beauty_salon
Kentrina's Aesthetic Salon,"939 Salem St UNIT 9, Groveland, MA 01834",Beauty salon,Groveland,http://www.georgetownmassage.com/,,,Gift Cards,https://www.massagebook.com/Groveland~Massage~GeorgetownMassage?src=external#gift-certificates,http://www.georgetownmassage.com/contact/,Contact,MA,01834,beauty_salon
Simply You Salon,"1335 Englewood Dr, Slidell, LA 70458",Beauty salon,Slidell,http://www.simplyyousalon.net/,,,Gift Cards,https://go.booker.com/location/SimplyYouSalon/buy/gift-certificate,,,LA,70458,beauty_salon
Family Affair Salon & Barber Shop,"292 Main St, Groveland, MA 01834",Beauty salon,Groveland,http://www.familyaffairgroveland.com/,,,Gift Cards,https://familyaffairgroveland.millenniumegift.com/,https://www.familyaffairgroveland.com/contact-us-1,CONTACT US,MA,01834,beauty_salon
1604 Salon,"671 Washington St, Braintree, MA 02184",Beauty salon,Braintree,http://1604salonandspa.com/,,,"

PURCHASE A GIFT CERTIFICATE
",https://1604salonandspa.com/gift-certificates,https://1604salonandspa.com/contact,Contact,MA,02184,beauty_salon
The Salon 16 West,"16 West Rd, Orleans, MA 02653",Beauty salon,Orleans,http://www.thesalon16west.com/,,,Gift Card,https://www.thesalon16west.com/gift-card,https://www.thesalon16west.com/contact,Contact,MA,02653,beauty_salon
NYHair Co & Spa,"32 Main St, Orleans, MA 02653",Beauty salon,Orleans,http://nyhaircoandspa.com/,,,Gift Cards,https://nyhaircoandspa.com/gift-cards/,https://nyhaircoandspa.com/contact/,Contact,MA,02653,beauty_salon
Razoux and Co,"488 W Center St, West Bridgewater, MA 02379",Hair salon,West Bridgewater,http://www.razoux.com/,,,Gift Certificates,http://www.razoux.com/gift-certificates/,http://www.razoux.com/contact/,Contact,MA,02379,beauty_salon
SmartStyle Hair Salon,"3766 Broadway, New York, NY 10032",Beauty salon,New York,https://www.smartstyle.com/,,,Gift Cards,https://www.smartstyle.com/en-us/gift-cards.html,https://www.smartstyle.com/#,contact number link,NY,10032,beauty_salon
Simple Indulgence Day Spa,"598 Main St, Fiskdale, MA 01518",Day spa,Fiskdale,http://www.simpleindulgencedayspa.com/,,,GIFT CERTIFICATES,https://www.simpleindulgencedayspa.com/gift-certificates,https://www.simpleindulgencedayspa.com/contact,CONTACT,MA,01518,beauty_salon
Shan Hair,"169 Amory St, Brookline, MA 02446",Beauty salon,Brookline,http://www.shanhair.com/,,,BUY E-GIFT CARD,https://squareup.com/gift/DYJ2693H4DWJK/order,https://shanhair.com/contact/,Where?,MA,02446,beauty_salon
Deep Blue Hair Studio,"397 Washington St, Brookline, MA 02445",Hair salon,Brookline,http://www.deepbluehairstudio.com/,,,"
GIFT CARDS
",http://www.deepbluehairstudio.com/giftcards,http://www.deepbluehairstudio.com/contact,CONTACT,MA,02445,beauty_salon
Bellacquer,"1389 Beacon St, Brookline, MA 02446",Nail salon,Brookline,http://www.bellacquer.com/,,,eGift,https://go.booker.com/#/location/Bellacquer/buy/gift-certificate,https://bellacquer.com/contact-us,CONTACT US,MA,02446,beauty_salon
Salon 47,"675 Lowell St UNIT 10, Lexington, MA 02420",Hair salon,Lexington,http://www.salon47.org/,,,Buy Now,https://squareup.com/gift/Y2584FNT5Q1RH/order,http://www.salon47.org/tel:7818165147,(781) 816-5147,MA,02420,beauty_salon
Katana Salon & Spa,"618 Main St, Winchester, MA 01890",Beauty salon,Winchester,http://www.katanasalonandspa.com/,,,GIFT CARDS,http://www.katanasalonandspa.com/mind.html,http://www.facebook.com/KatanaSalonSpa,,MA,01890,beauty_salon
Hairmates Salon,"291 Main St, Stoneham, MA 02180",Beauty salon,Stoneham,http://www.hairmatesstoneham.com/,,,Gift Cards,https://booking.salonultimate.com/main/3f8c7d28-8621-4673-9cb9-8193618c630e#gift-cards?store=2810,https://hairmatesstoneham.com/contact/,Contact,MA,02180,beauty_salon
To Make Beautiful Skin Lashes Makeup,"468 Main St, Stoneham, MA 02180",Beauty salon,Stoneham,http://www.tomakebeautiful.com/,,,Retail Products – Gift Certificates,https://blog.tomakebeautiful.com/online-shopping/,https://blog.tomakebeautiful.com/contact-us-book-now-blog/,Contact Us /Book Now,MA,02180,beauty_salon
Revela Salon,"614 Main St, Cambridge, MA 02139",Beauty salon,Cambridge,https://www.revelasalon.com/,,,"
Gift Cards
",https://revelasalon.zenoti.com/webstoreNew/giftcards/1bff72e1-92f3-41fc-8273-4de72d42e421,,,MA,02139,beauty_salon
Corbu Cambridge,"5 Bennett St, Cambridge, MA 02138",Beauty salon,Cambridge,http://corbuspa.com/,,,"
        Gift Cards
      ",https://corbu.salonultimate.com/checkout/giftCard?store_id=8,http://corbuspa.com/contact-us,"
            Contact Us
          ",MA,02138,beauty_salon
Salon Michael Domenic,"1426 Cambridge St #1, Cambridge, MA 02139",Hair salon,Cambridge,http://www.salonmichaeldomenic.com/,,,Gift Card,https://squareup.com/gift/0PVSRW1SE7RPY/order,http://salonmichaeldomenic.com/contact/,Contact,MA,02139,beauty_salon
Estetika Spa,"370 Huron Ave #6828, Cambridge, MA 02138",Day spa,Cambridge,http://estetikaspa.com/,,,ORDER eGIFT CARD (NEW),https://squareup.com/gift/7DH83EMCS5RQ0/order,,,MA,02138,beauty_salon
Visions Salon,"16 Washington St, Canton, MA 02021",Nail salon,Canton,https://visionshaircanton.com/,,,,https://www.thegiftcardcafe.com/cart/index.php?storeID=11034,https://visionshaircanton.com/find-us/,find us,MA,02021,beauty_salon
Renew Skincare Centre & Spa,"1032 Turnpike St STE 302, Canton, MA 02021",Medical spa,Canton,http://renewskincarecentre.com/,,,Gift Cards,https://renewskincarecentre.com/gift-cards/,https://renewskincarecentre.com/contact-renew-skincare-centre-spa/,Contact,MA,02021,beauty_salon
Rejuvenis Spa,"50 Elm St, Southbridge, MA 01550",Massage spa,Southbridge,http://www.rejuvenisspa.com/,,,,https://www.rejuvenisspa.com/services/gift-cards-available/,,,MA,01550,beauty_salon
Spa at Chatham Bars Inn,"203 Seaview St, Chatham, MA 02633",Spa,Chatham,https://www.chathambarsinn.com/,,,"
									Gift Cards								",https://wwws-usa2.givex.com/cws4.0/chathambarsinn/,https://www.chathambarsinn.com/#,Contact Us,MA,02633,beauty_salon
Sol Spa,"212c Orleans Rd, North Chatham, MA 02650",Massage spa,North Chatham,http://www.solspacapecod.com/,,,CLICK HERE TO BUY GIFT CERTIFICATES  ONLINE,http://www.capecodgiftcertificate.com/merchant.php?id=108169863700002,http://www.solspacapecod.com/contact-us,Contact Us,MA,02650,beauty_salon
Indigo Salon & Day Spa,"7 Summer St, Chelmsford, MA 01824",Beauty salon,Chelmsford,http://www.indigosalon-dayspa.com/,,,  Gift Card,http://www.indigosalon-dayspa.com/index.php/giftcards.html/,http://www.indigosalon-dayspa.com/index.php/contacts/,  PRODUCTS,MA,01824,beauty_salon
Spa Victoria,"73 Princeton St, North Chelmsford, MA 01863",Waxing hair removal service,North Chelmsford,http://www.spavictoria.skincaretherapy.net/,,,Gift Certificates,http://www.spavictoria.skincaretherapy.net/gift-certificates,http://www.spavictoria.skincaretherapy.net/contact-information,Contact Information,MA,01863,beauty_salon
A Spa To Remember By Marsha Camillieri,"3 Littleton Rd, Westford, MA 01886",Beauty salon,Westford,http://www.aspatoremember.com/,,,Gift Cards,https://www.aspatoremember.com/gift-card,,,MA,01886,beauty_salon
InStyle Hair Designs Inc,"175 Littleton Rd, Westford, MA 01886",Beauty salon,Westford,http://www.instylehd.com/,,,E Gift Cards,http://www.instylehd.com/e-gift-cards,http://www.instylehd.com/contact-us,Contact Us,MA,01886,beauty_salon
EYEFUL Beauty,"33 Middle St, Lowell, MA 01852",Beauty salon,Lowell,http://eyefulbeauty.com/,,,Purchase Gift Certificates,https://www.eyefulbeauty.com/book-now,https://www.eyefulbeauty.com,CONTACT,MA,01852,beauty_salon
QuickBeauty,"617 Broadway, Everett, MA 02149",Beauty salon,Everett,http://www.quickbeautysalon.com/,,,,http://www.quickbeautysalon.com/gift-cards.html,http://www.quickbeautysalon.com/contact-us.html,Contact Us,MA,02149,beauty_salon
Skin For All Seasons,"351 Revere St, Revere, MA 02151",Beauty salon,Revere,http://www.skinforallseasons.com/,,,Gift Certificates,https://www.skinforallseasons.com/gift-certificates-2/,https://www.skinforallseasons.com/contact-us/,Contact Us,MA,02151,beauty_salon
Essencials Day Spa Inc,"75 North St, Pittsfield, MA 01201",Hair salon,Pittsfield,http://berkshirespas.com/,,,PURCHASE GIFTCARDS &  PRODUCTS HERE,https://mycloud.prosoinc.com/psgconline/gcmain.asp?cl=13672,https://www.berkshirespas.com/contact,CONTACT,MA,01201,beauty_salon
Roosters Men's Grooming Center,"5800 Northgate Dr #134, San Rafael, CA 94903",Beauty salon,San Rafael,http://www.roostersmgc.com/,,,GIFT CARDS,http://www.roostersmgc.com/gift-cards.html,http://www.roostersmgc.com/contact-us.html,CONTACT US,CA,94903,beauty_salon
Tuscan Sun Spa & Salon  Clarksburg,"482 Emily Dr, Clarksburg, WV 26301",Beauty salon,Clarksburg,http://tuscanspaandsalon.com/,,,Buy Gift Cards,https://tuscansunspa.millenniumegift.com,https://tuscanspaandsalon.com/contact-us/,,WV,26301,beauty_salon
MassageLuXe,"1581 Sloat Blvd, San Francisco, CA 94132",Massage spa,San Francisco,http://massageluxe.com/,,,Gift Certificates,https://massageluxe.com/giftcertificates/,https://massageluxe.com/contact-2/,Contact Us,CA,94132,beauty_salon
Salon 131,"13049 Park Blvd N, Seminole, FL 33776",Beauty salon,Seminole,http://www.salon131.com/,,,Buy a Gift Card,https://salon131fl.salontarget.com/egift,https://salon131.com/contacts/,Contact,FL,33776,beauty_salon
Drift Away Hair Studio,"28 New Driftway, Scituate, MA 02066",Beauty salon,Scituate,http://www.driftawayhairstudio.com/,,,GIFT CARDS,https://www.driftawayhairstudio.com/gift-card,https://www.driftawayhairstudio.com/contact,CONTACT,MA,02066,beauty_salon
Ambrosia Salon and Day Spa,"2053 Washington St, Hanover, MA 02339",Beauty salon,Hanover,http://www.ambrosiasalonnorwell.com/,,,Purchase an EGift Card,https://na0.meevo.com/EgiftApp/home?tenantId=101186,http://www.ambrosiasalonnorwell.com/contact,Contact,MA,02339,beauty_salon
NV The Salon,"335 Main St, Stoneham, MA 02180",Beauty salon,Stoneham,http://www.nvthesalon.com/,,,"
                Gift Cards
              ",https://na0.meevo.com/EgiftApp/home?tenantId=10114,,,MA,02180,beauty_salon
steller salon & apothecary,"206 Main St, Norfolk, MA 02056",Beauty salon,Norfolk,http://stellersalon.com/,,,"
            giftcards
          ",http://stellersalon.com/giftcards,http://stellersalon.com/contact-1,"
            contact
          ",MA,02056,beauty_salon
Hidden Gem Spa,"300 Baker Ave #300, Concord, MA 01742",Beauty salon,Concord,http://hiddengemspaconcord.com/,,,Buy Gift Card,https://go.booker.com/location/hiddengemspa/buy/gift-certificate,https://go.booker.com/location/hiddengemspa/contact,Book an Appointment,MA,01742,beauty_salon
ASkin Care Salon,"120 Seminole Ave, Waltham, MA 02451",Beauty salon,Waltham,http://www.a-salon.com/,,,Gift Certificates,http://www.a-salon.com/gift-certificates/,http://www.a-salon.com/contact-us/,Contact Us,MA,02451,beauty_salon
Whole Beauty Salon,"74 Langley Rd, Newton, MA 02459",Beauty salon,Newton,https://wholebeautysalon.com/,,,WE ARE PARTNERS WITH SPAWEEK.COM AND SPAFINDER.COM ACCEPTING  GIFT CARDS  ,https://wholebeautysalon.com/services-1,https://wholebeautysalon.com/contact-us,Contact Us,MA,02459,beauty_salon
Ma Jolie Salon & Spa,"2416 San Ramon Valley Blvd #200, San Ramon, CA 94583",Beauty salon,San Ramon,http://www.majoliesalon.com/,,,GIFT CARDS,https://burtonphillipsco.boomtime.com/lgift,https://www.majoliesalon.com/contact,CONTACT,CA,94583,beauty_salon
Ireland Beauty,"2 Cliveden St, Quincy, MA 02169",Beauty salon,Quincy,http://www.irelandbeautyspa.com/,,,Gift Card,https://irelandbeautyspa.com/gift-card/,https://irelandbeautyspa.com/contact/,Contact,MA,02169,beauty_salon
