name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,state,zipcode,store_type
The Sober Camel,"27 Bird St, Foxborough, MA 02035",Book store,Foxborough,http://camelrecoverystore.com/,,,,,http://camelrecoverystore.com/contact/4593324366,Contact,MA,02035,book_store
Illuminating Light Healing Center,"407 Old Colony Rd, Norton, MA 02766",Book store,Norton,http://illuminating-light.com/,,,,,http://illuminating-light.com/tel:5088180675,508-818-0675,MA,02766,book_store
The Art Experience,"6 Kiddie Dr, Avon, MA 02322",Art supply store,Avon,http://www.theartexperience.com/,,,,,http://www.theartexperience.com/contactus.html,CONTACT US,MA,02322,book_store
Whitelam Books,"610 Main St, Reading, MA 01867",Book store,Reading,http://www.whitelambooks.com/,,,,,https://www.whitelambooks.com/contact,CONTACT,MA,01867,book_store
The Yard Sale Store,"24 North St, Randolph, MA 02368",Thrift store,Randolph,http://theyardsalestore.org/,,,,,http://theyardsalestore.org/contact-us,Contact Us,MA,02368,book_store
The Minor Chord,"80 King St, Littleton, MA 01460",Music store,Littleton,http://www.theminorchord.com/,,,,,http://www.theminorchord.com/./videos.html,"


Minor Chord Video Library

			We've produced videos on a range of topics including shopping guides,
			product reviews, and how-to instructions. Check out our video library!
			more >>>





 Want to be first to notified on the latest gear that has arrived to the store? Send us a 
			message here 
		to get on the newletter distribution list.




Like us on Facebook and be first to hear about cool new stuff!
		more >>>






",MA,01460,book_store
Flip Over Records Inc,"274 Great Rd #10, Acton, MA 01720",Record store,Acton,http://webuyvinylrecords.com/,,,,,http://webuyvinylrecords.com/#5cbae238-f1ce-486b-b70a-557502b3b914,Contact Us,MA,01720,book_store
Cornerstone Thrift Shop Acton,"12 Concord Rd, Acton, MA 01720",Thrift store,Acton,https://actonc.org/,,,,,https://actonc.org/contact_us,Contact Us,MA,01720,book_store
Cape Abilities Thrift Shop,"316 MA-28, West Yarmouth, MA 02673",Thrift store,West Yarmouth,http://www.capeabilities.org/,,,,,https://www.capeabilities.org/contact-us/,Contact Us,MA,02673,book_store
Just Picked,"13 Willow St, Yarmouth Port, MA 02675",Gift shop,Yarmouth Port,http://www.justpickedgifts.com/,,,,,http://www.justpickedgifts.com/contact,Contact Us,MA,02675,book_store
Counterplay Comics Collectibles & Cosplay,"279 Cambridge St #9, Burlington, MA 01803",Comic book store,Burlington,http://counterplaycomics.com/,,,,,http://pub13.bravenet.com/emailfwd/show.php?formid=3902&usernum=1042830129,Contact Us,MA,01803,book_store
Computer Fulfillment Inc,"24 Cook St, Billerica, MA 01821",Book store,Billerica,https://www.computerfulfillment.com/,,,,,https://www.computerfulfillment.com/contact,Contact,MA,01821,book_store
Alma Mater,"442 Marrett Rd #7, Lexington, MA 02421",Book store,Lexington,http://www.almamaterstudio.org/,,,,,https://www.almamaterstudio.org/contact-us,Contact Us,MA,02421,book_store
Leonards Music,"128 Great Rd, Bedford, MA 01730",Music store,Bedford,http://www.leonardsmusic.com/,,,,,https://www.leonardsmusic.com/aerntschoolselect.aspx,,MA,01730,book_store
Annie's Book Stop,"65 James St, Worcester, MA 01603",Book store,Worcester,http://anniesbooksworcester.com/,,,,,http://anniesbooksworcester.com/Annies_Book_Stop_Contact_Us_Worcester_MA.html,Contact Us,MA,01603,book_store
Booklovers' Gourmet,"#A, 55 East Main Street, Webster, MA 01570",Book store,Webster,http://www.bookloversgourmet.com/,,,,,http://bookloversgourmet.com/contact-us/,Contact Us,MA,01570,book_store
Enchanted Fox,"174 Main St, Medway, MA 02053",Gift shop,Medway,http://enchantedfox.com/,,,,,http://enchantedfox.com/contact-us,Contact Us,MA,02053,book_store
Mayflower Book Store,"2645 Twelve Mile Rd, Berkley, MI 48072",Book store,Berkley,http://mayflowerbookshop.com/,,,,,https://mayflowerbookshop.com/contact/,Contact,MI,48072,book_store
Revolution Books,"2444 Durant Ave, Berkeley, CA 94704",Book store,Berkeley,http://revolutionbooks.org/,,"Shelf-lined communist bookstore presenting political reads, Spanish literature & guest speakers.",,,https://www.revolutionbooks.org/contact,Email,CA,94704,book_store
Short Courses,"16 Preston Beach Rd, Marblehead, MA 01945",Book store,Marblehead,http://shortcourses.com/,,,,,http://www.constantcontact.com/safesubscribe.jsp,,MA,01945,book_store
The Bookstore of Gloucester,"61 Main St #5783, Gloucester, MA 01930",Book store,Gloucester,http://www.thebookstoreofgloucester.com/,,,,,http://www.thebookstoreofgloucester.com/contact,"
                Contact
              ",MA,01930,book_store
St Joseph the Worker Shrine,"37 Lee St, Lowell, MA 01852",Gift shop,Lowell,https://www.stjosephshrine.org/,,,,,https://www.stjosephshrine.org/contact, Find us on a map,MA,01852,book_store
Blackstone's of Beacon Hill,"46 Charles St, Boston, MA 02114",Gift shop,Boston,http://www.blackstonesbeaconhill.com/,,"Eclectic haunt offering a wide & whimsical array of collectible figurines, home decor & more.",,,http://www.blackstonesbeaconhill.com/pages/contact-us-1,Contact Us,MA,02114,book_store
The WaterFire Arts Center,"475 Valley St, Providence, RI 02908",Book store,Providence,https://artscenter.waterfire.org/,,,,,https://artscenter.waterfire.org/contact-us/,Contact Us,RI,02908,book_store
Book Case,"809 Blackstone Rd, Connellsville, PA 15425",Book store,Connellsville,http://bookcbks.alibrisstore.com/,,,,,http://bookcbks.alibrisstore.com/javascript:void(0);,E-mail The Book Case,PA,15425,book_store
The Book End,"102 Maple St, Blackstone, VA 23824",Used book store,Blackstone,http://www.nottlib.org/,,,,,http://www.nottlib.org/contactmenu.htm,Contact,VA,23824,book_store
Adventist Book Center,"34 Sawyer St, South Lancaster, MA 01561",Book store,South Lancaster,https://www.adventistbookcenter.com/,,,,,https://adventistbookcenter.com/contact-us,,MA,01561,book_store
The One Stop Shop,"10 High St, Clinton, MA 01510",Video game store,Clinton,http://theonestopshopgames.com/,,,,,https://theonestopshopgames.com/contact-us/,Contact Us,MA,01510,book_store
Gaming Outfitters,"14 Kane Industrial Dr, Hudson, MA 01749",Gift shop,Hudson,http://www.gamingoutfitters.com/,,,,,http://www.gamingoutfitters.com/pages/contact-us,Contact Us,MA,01749,book_store
Massachusetts Center for the Book,"300 The Fenway, Simmons Gslis, Boston, MA 02115",Book store,Boston,http://www.massbook.org/,,,,,http://www.massbook.org/contact-us,"
            Contact Us
          ",MA,02115,book_store
North Falmouth Congregational Shop,"149 Old Main Rd, North Falmouth, MA 02556",Thrift store,North Falmouth,http://www.northfalmouthucc.com/,,,,,http://www.northfalmouthucc.com/Contact,Contact/Directions,MA,02556,book_store
Hand in hand Thrift Shop,"141 Sandwich Rd, East Falmouth, MA 02536",Thrift store,East Falmouth,http://www.falmouthservicecenter.org/,,,,,http://www.falmouthservicecenter.org/contact-and-directions.html,Contact ,MA,02536,book_store
Coco Brown,"293 Washington St, Haverhill, MA 01832",Book store,Haverhill,http://cocobrowns.org/,,,,,https://www.cocobrowns.org,Contact,MA,01832,book_store
Welfare Records,"58 River St, Haverhill, MA 01832",Music store,Haverhill,http://www.welfarerecords.net/,,,,,http://www.welfarerecords.net/contact.htm,,MA,01832,book_store
Wexford House Irish Imports,"9 Crescent St, West Boylston, MA 01583",Gift shop,West Boylston,http://www.wexfordhouse.com/,,,,,http://www.wexfordhouse.com/directions/,Contact & Directions,MA,01583,book_store
Brewster Book Store Inc,"2648 Main St, Brewster, MA 02631",Book store,Brewster,http://www.brewsterbookstore.com/,,,,,http://www.brewsterbookstore.com/contactus,Contact Us,MA,02631,book_store
Playful Parenting,"1693 Beacon St, Brookline, MA 02445",Book store,Brookline,http://www.playfulparenting.com/,,,,,http://www.playfulparenting.com/a-contactus.htm,"

CONTACT US    
",MA,02445,book_store
Shelburne Falls Booksellers,"1 Deerfield Ave, Shelburne Falls, MA 01370",Used book store,Shelburne Falls,http://www.shelburnefallsbooks.com/,,,,,http://www.shelburnefallsbooks.com/contact_us,Contact Us,MA,01370,book_store
The Village Toy Shop,"95 Washington St, Canton, MA 02021",Toy store,Canton,http://www.villagetoy.com/,,,,,http://www.villagetoy.com/index.php?option=com_artbannersplus&task=clk&id=16,,MA,02021,book_store
On the Road Bookshop,"50 Depot St, Canton, CT 06019",Used book store,Canton,http://www.ontheroadbookshop.com/,,,,,http://www.ontheroadbookshop.com/tel:8606936029,(860) 693-6029,CT,06019,book_store
The Thrift Shop of Boston,"33 Corinth St, Roslindale, MA 02131",Thrift store,Roslindale,http://www.thriftshopofboston.org/,,,,,https://thriftshopofboston.org/contact/,Contact,MA,02131,book_store
Pomfret Street Books,"21 E Pomfret St, Carlisle, PA 17013",Used book store,Carlisle,http://www.pomfretstreetbooks.com/,,,,,http://www.pomfretstreetbooks.com/page/contact-us, Contact Us,PA,17013,book_store
Cumberland Valley Bible Book Service  CVBBS,"133 N Hanover St, Carlisle, PA 17013",Christian book store,Carlisle,http://www.cvbbs.com/,,,,,http://www.cvbbs.com/pages/contact-us,Contact us,PA,17013,book_store
Mechanicsburg Mystery Bookshop,"6 Clouser Rd, Mechanicsburg, PA 17055",Book store,Mechanicsburg,http://mysterybooksonline.com/,,,,,https://www.mysterybooksonline.com/contact-us,Contact Us,PA,17055,book_store
Organic Books,"111 Carlisle Blvd SE, Albuquerque, NM 87106",Book store,Albuquerque,https://organicbooks.net/,,,,,https://organicbooks.net/contact,,NM,87106,book_store
Round Table Games,"128 Main St, Carver, MA 02330",Game store,Carver,http://www.roundtablegamesma.com/,,,,,http://www.roundtablegamesma.com/mailto:roundtablegamesma@gmail.com?subject=Website Contact,Email Us,MA,02330,book_store
Closet Classics,"131 E Main St, Webster, MA 01570",Thrift store,Webster,http://life-skillsinc.org/,,,,,https://life-skillsinc.org/contact/,Contact,MA,01570,book_store
Thomas A Goldwasser Rare Books,"5 3rd St #530, San Francisco, CA 94103",Rare book store,San Francisco,https://www.goldwasserbooks.com/,,"Established shop offers rare books, manuscripts & collectibles, plus appraisal services.",,,https://www.goldwasserbooks.com/contact.php,Contact,CA,94103,book_store
Yellow Umbrella Books,"501 Main St, Chatham, MA 02633",Book store,Chatham,http://yellowumbrellabooks.net/,,,,,http://yellowumbrellabooks.net/contact-us/1951172,CONTACT US,MA,02633,book_store
Bearly Read Books,"320 Boston Post Rd, Sudbury, MA 01776",Rare book store,Sudbury,http://www.bearlyreadbooks.com/,,,,,http://www.bearlyreadbooks.com/contact_us.htm,,MA,01776,book_store
Polly Becker illustration,"258 Shawmut Ave #5, Boston, MA 02118",Magazine store,Boston,http://www.pollybecker.com/,,,,,http://www.pollybecker.com/about,Contact & About,MA,02118,book_store
Posman Books,"75 9th Ave, New York, NY 10011",Book store,New York,http://www.posmanbooks.com/,,"A wide variety of books, plus games, toys & greeting cards, from a store inside Chelsea Market.",,,http://www.posmanbooks.com/contact,"
            concierge
          ",NY,10011,book_store
Baldwin's Book Barn,"865 Lenape Rd, West Chester, PA 19382",Book store,West Chester,http://www.bookbarn.com/,,,,,http://www.bookbarn.com/contact/contact.html,CONTACT US,PA,19382,book_store
The Book Barn,"41 W Main St, Niantic, CT 06357",Used book store,Niantic,https://www.bookbarnniantic.com/,,,,,https://www.bookbarnniantic.com/contact-us,CONTACT US,CT,06357,book_store
Book Barn Midtown,"291 Main St D, Niantic, CT 06357",Used book store,Niantic,http://www.bookbarnniantic.com/,,,,,https://www.bookbarnniantic.com/contact-us,CONTACT US,CT,06357,book_store
West Chester University Campus Store,"110 W Rosedale Ave, West Chester, PA 19383",Book store,West Chester,http://www.wcucampusstore.com/,,,,,https://www.wcucampusstore.com/contact,Contact,PA,19383,book_store
Saucony Book Shop,"71 Mill Creek Rd, Kutztown, PA 19530",Used book store,Kutztown,http://www.sauconybookshop.com/,,,,,http://www.sauconybookshop.com/page/contact-us, Contact Us,PA,19530,book_store
The Raven Book Store,"6 E 7th St, Lawrence, KS 66044",Book store,Lawrence,https://www.ravenbookstore.com/,,,,,https://www.ravenbookstore.com/contact-raven,,KS,66044,book_store
Look at Autism,"MA-2, Williamstown, MA 01267",Book store,Williamstown,http://www.lookatautism.com/,,,,,http://www.lookatautism.com/contact-author,Contact Author,MA,01267,book_store
Bartleby's Books,"17 W Main St, Wilmington, VT 05363",Book store,Wilmington,http://www.myvermontbookstore.com/,,,,,https://myemail.constantcontact.com/Bartleby-s-Recommends--Armchair-Adventures.html?soid=1101694526015&aid=VnSJsNFxR_Y,,VT,05363,book_store
MASS MOCA by Design,"50 Spring St, Williamstown, MA 01267",Gift shop,Williamstown,https://shop.massmoca.org/,,,,,https://shop.massmoca.org/pages/contact-us,CONTACT US,MA,01267,book_store
The Bookloft,"332 Stockbridge Rd, Great Barrington, MA 01230",Book store,Great Barrington,http://www.thebookloft.com/,,,,,http://www.thebookloft.com/contact-us,Contact Us,MA,01230,book_store
Carlson & Turner Antiquarian,"241 Congress St, Portland, ME 04101",Rare book store,Portland,http://www.carlsonturnerbooks.com/,,"Enduring dealer offering over 40,000 rare & out-of-print books, plus bookbinding services.",,,http://www.carlsonturnerbooks.com/contact,"
            Contact
          ",ME,04101,book_store
ACE University Bookstore Inc,"615 SC-544, Conway, SC 29526",Used book store,Conway,http://www.aceuniversitybookstore.com/,,,,,http://www.aceuniversitybookstore.com/contact,Contact Us,SC,29526,book_store
The UCA Bookstore,"201 Donaghey Ave, Conway, AR 72034",Book store,Conway,http://theucabookstore.com/,,,,,http://theucabookstore.com/contact_us,Info,AR,72034,book_store
Chanticleer Store,"104 Founders Dr, Conway, SC 29526",Book store,Conway,http://coastal.bncollege.com/,,,,,http://coastal.bncollege.com/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=88271,Contact Us,SC,29526,book_store
Central Berkshire Habitat For Humanity ReStore,"399 Hubbard Ave, Pittsfield, MA 01201",Thrift store,Pittsfield,https://berkshirehabitat.org/,,,,,https://berkshirehabitat.org/about-us/contact-us,Contact Us,MA,01201,book_store
Guiding Light Christian Bookstore,"1475 US-76 #1, Chatsworth, GA 30705",Book store,Chatsworth,https://guidinglightchristianbooks.com/,,,,,https://policies.google.com/privacy,Privacy Policy,GA,30705,book_store
Georgia Northwestern Bookstore  Floyd,"1 Maurice Culberson Dr SW, Rome, GA 30161",Book store,Rome,http://gntcbooks.com/,,,,,http://gntcbooks.com/contact_us,Info,GA,30161,book_store
Mermaids on Cape Cod Boutique,"Main Street, 855 MA-28, West Dennis, MA 02670",Gift shop,West Dennis,http://www.mermaidsoncapecod.com/,,,,,http://www.mermaidsoncapecod.com/pages/contact-us,Contact Us,MA,02670,book_store
Fisherman's House Thrift Shop,"324 Old Main St, South Yarmouth, MA 02664",Thrift store,South Yarmouth,http://syumc.org/,,,,,http://syumc.org/contact-us/,Contact Us,MA,02664,book_store
Daffodil's Gift Shop,"1728 Williams St, Dighton, MA 02715",Gift shop,Dighton,http://daffodilsgiftshop.com/,,,,,https://daffodilsgiftshop.com/contact/,Contact Us,MA,02715,book_store
Cards Plus,"207 Swansea Mall Dr, Swansea, MA 02777",Greeting card shop,Swansea,http://www.cardsplusgiftshop.com/,,,,,https://cardsplusgiftshop.com/contact/,Contact Us,MA,02777,book_store
Vaillancourt Folk Art,"9 Main St #1h, Sutton, MA 01590",Gift shop,Sutton,https://valfa.com/,,,,,https://valfa.com/corporate/collector-services/,Contact Us,MA,01590,book_store
Great Stories Inc,"2 S Main St STE 202, Uxbridge, MA 01569",Game store,Uxbridge,http://www.greatstoriesinc.com/,,,,,https://greatstoriesinc.com/contact-us/,Contact us,MA,01569,book_store
Jen's Books,"102 N 2nd St, Douglas, WY 82633",Used book store,Douglas,http://fb.com/,,,,,http://fb.com/#,Contact Jen's Books on Messenger,WY,82633,book_store
Douglasville Books,"6643 Church St, Douglasville, GA 30134",Used book store,Douglasville,http://douglasvillebooks.com/,,,,,https://www.douglasvillebooks.com/contact,CONTACT,GA,30134,book_store
Forever & Ever Books,"1 Hollis St #233, Wellesley, MA 02482",Book store,Wellesley,http://foreverandeverbooks.com/,,,,,http://foreverandeverbooks.com/contact-forever-and-ever-books/,Contact,MA,02482,book_store
Stalk & Beans,"5 Appleton Rd, Natick, MA 01760",Book store,Natick,https://www.stalkandbeans.com/,,,,,https://www.stalkandbeans.com/contact-us,Contact Us,MA,01760,book_store
A Freethinker's Corner books & more,"652 Central Ave ste a, Dover, NH 03820",Book store,Dover,http://www.freethinkerscorner.com/,,,,,http://www.freethinkerscorner.com/contact.html,"
				Contact
			",NH,03820,book_store
RiverRun Bookstore,"32 Daniel St, Portsmouth, NH 03801",Book store,Portsmouth,http://www.riverrunbookstore.com/,,,,,https://riverrunbookstore.com/contact/,Contact,NH,03801,book_store
Antiquarian Bookstore,"1070 Lafayette Rd, Portsmouth, NH 03801",Book store,Portsmouth,http://www.antiquarianbookstore.com/,,,,,http://www.antiquarianbookstore.com/contact.html,Contact,NH,03801,book_store
Dracut Music Centre,"465 Nashua Rd, Dracut, MA 01826",Music store,Dracut,http://www.dracutmusic.com/,,,,,http://www.dracutmusic.com/Music-Store-Location-Contact-Dracut-MA.html,Location & Contact,MA,01826,book_store
Ur Time Depot,"1 Tara Blvd #200, Nashua, NH 03062",Magazine store,Nashua,http://urtimedepot.com/,,,,,http://urtimedepot.com/contactus.html,Contact Us,NH,03062,book_store
Pilgrim Church Thrift Shop,"4 Watson St, Nashua, NH 03064",Thrift store,Nashua,https://www.pilgrimchurchnashua.org/,,,,,https://www.pilgrimchurchnashua.org/contact-us/,Contact Us,NH,03064,book_store
Hafta Havit,"160 Schoosett St, Pembroke, MA 02359",Gift shop,Pembroke,http://www.haftahavit.com/,,,,,http://www.haftahavit.com/pages/about-us-contact,"
              About Us & Contact
            ",MA,02359,book_store
Math MTEL Prep,"653 Maple Rd, Longmeadow, MA 01106",Book store,Longmeadow,http://mathmtelprep.com/,,,,,https://www.mathmtelprep.com/contactuspage/,Contact and Directions,MA,01106,book_store
Bookstore & Restaurant,"50 Kendrick Ave, Wellfleet, MA 02667",Book store,Wellfleet,http://www.wellfleetoyster.com/,http://wellfleetoyster.com/,Quirky family-run eatery with a bookstore attached serves casual seafood & inventive cocktails.,,,https://www.wellfleetoyster.com/contact/,Contact,MA,02667,book_store
St Joan of Arc ChurchThrift Shop,"Canal Rd, Orleans, MA 02653",Thrift store,Orleans,http://joanarc.org/,,,,,http://www.joanarc.org/contact_us.htm,"Contact 
Us",MA,02653,book_store
Cape Cod Photo Art & Framing,"60 MA-6A, Orleans, MA 02653",Art supply store,Orleans,http://www.capecodphotoandart.com/,,,,,https://capecodphotoandart.com/contacts/,Contact Us,MA,02653,book_store
Books By the Sea,"1600 Falmouth Rd #19, Centerville, MA 02632",Book store,Centerville,http://www.booksbythesea.net/,,,,,https://www.booksbythesea.net/contact/,Contact,MA,02632,book_store
Periwinkle,"25 Bank St, Wellfleet, MA 02667",Gift shop,Wellfleet,http://periwinklewellfleet.com/,,,,,http://periwinklewellfleet.com/contact.html,Contact,MA,02667,book_store
Periodyssey,"151 Crescent St, Northampton, MA 01060",Used book store,Northampton,http://periodyssey.com/,,,,,http://periodyssey.com/contact/,Contact,MA,01060,book_store
Howard S Mott Inc Rare Books and Manuscripts,"170 S Main St, Sheffield, MA 01257",Book store,Sheffield,https://www.hsmottrarebooks.com/,,,,,https://www.hsmottrarebooks.com/contact," CONTACT

",MA,01257,book_store
Chatham Bookstore,"27 Main St, Chatham, NY 12037",Book store,Chatham,https://chathambookstore.com/,,,,,https://chathambookstore.com/contact/,Contact,NY,12037,book_store
Johnnycake Books,"12 Academy St, Salisbury, CT 06068",Used book store,Salisbury,https://www.johnnycakebooks.com/,,,,,https://www.johnnycakebooks.com/contact.php,Contact,CT,06068,book_store
John Doe Records and Books,"434 Warren St, Hudson, NY 12534",Book store,Hudson,http://www.johndoehudson.com/,,,,,https://www.johndoehudson.com/locationcontact.htm,LOCATION|CONTACT,NY,12534,book_store
Barnes & Noble at Roger Williams University Bookstore,"The Commons, 1 Old Ferry Rd, Bristol, RI 02809",Book store,Bristol,http://rwu.bncollege.com/,,,,,http://rwu.bncollege.com/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=31552,Contact Us,RI,02809,book_store
Linden Place,"500 Hope St, Bristol, RI 02809",Book store,Bristol,http://www.lindenplace.org/,,,,,http://www.lindenplace.org/about-us/contact-us,Contact Us,RI,02809,book_store
Silver Willow,"54 Fall River Ave, Rehoboth, MA 02769",Gift shop,Rehoboth,http://www.thesilverwillow.com/,,,,,http://www.thesilverwillow.com/Contact/,Contact,MA,02769,book_store
Eddy's Music Co,"18 Mill St, Fitchburg, MA 01420",Music store,Fitchburg,http://www.eddysmusic.com/,,,,,http://visitor.r20.constantcontact.com/d.jsp?llr=p4mtbcdab&p=oi&m=1102801646575&sit=p4dps8seb&f=2ef3ceed-962f-471f-9682-1c11660be916,Sign Up for Newsletter,MA,01420,book_store
Chronicle Books,"165 4th St, San Francisco, CA 94103",Book store,San Francisco,http://www.chroniclebooks.com/,,"This modern bookstore sells adult & children's titles published by Chronicle Books, plus gifts.",,,http://www.chroniclebooks.com/pages/contact-us,Contact Us,CA,94103,book_store
SFMOMA Museum Store,"151 3rd St, San Francisco, CA 94103",Book store,San Francisco,https://museumstore.sfmoma.org/,,,,,https://museumstore.sfmoma.org/customer-service,Contact Info + Hours,CA,94103,book_store
The Book Loft,"1680 Mission Dr, Solvang, CA 93463",Book store,Solvang,http://www.bookloftsolvang.com/,,,,,http://www.bookloftsolvang.com/contact,Contact,CA,93463,book_store
Bookmark,"220 First St, Neptune Beach, FL 32266",Book store,Neptune Beach,http://bookmarkbeach.com/,,,,,http://bookmarkbeach.com/contact-us.html,,FL,32266,book_store
Florida Tech Bookstore,"150 W University Blvd, Melbourne, FL 32901",Book store,Melbourne,https://fit.bncollege.com/,,,,,https://fit.bncollege.com/webapp/wcs/stores/servlet/BNCBLocationAndContactView?catalogId=10001&langId=-1&storeId=23551,Contact Us,FL,32901,book_store
St Boniface Catholic Church,"8330 Johnson St, Pembroke Pines, FL 33024",Religious book store,Pembroke Pines,http://saintboniface.us/,,,,,http://saintboniface.us/en/contact,Contact,FL,33024,book_store
