name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,state,zipcode,store_type
Red Carpet Flower Shop,"308 Durham Rd, Dover, NH 03820",Florist,Dover,https://myredcarpetflorist.com/,,,"






                                    $25 Gift Card                                

                                    $25 Gift Card                                




                                                $20.00                                            










Next Day Delivery


ADD TO FAVORITES





",https://myredcarpetflorist.com/dover-in-bloom-weddings-and-events-llc/25-gift-card.html,,,NH,03820,florist
Carlone's Florist,"16 Dexter St, Portsmouth, RI 02871",Florist,Portsmouth,http://www.carlonesflorist.com/,,,Gift Cards,https://carlonesflorist.com/product-category/gift-cards/,https://carlonesflorist.com/about/contact-us/,Contact Us,RI,02871,florist
Medway Garden Center & Nursery,"34 Summer St, Medway, MA 02053",Garden center,Medway,http://www.medwaygardens.com/,,,"



",http://www.medwaygardens.com/join-our-loyalty-program,http://www.medwaygardens.com/#contact,"
              Contact
            ",MA,02053,florist
Class Glass Garden Center,"140 W State St Rt 202, Granby, MA 01033",Garden center,Granby,https://www.classgrass.com/,,," Gift Certificates

",https://www.classgrass.com/gift-certificates,https://www.classgrass.com/contact," Contact

",MA,01033,florist
Wilson's Garden Center,"10923 Lambs Ln, Newark, OH 43055",Garden center,Newark,http://www.gardencenterohio.com/,,"Family-owned nursery since 1958 with display gardens & an ample selection of plants, trees & shrubs."," 
",https://store.gardencenterohio.com/product-category/gift/,,,OH,43055,florist
Rogers Spring Hill Garden Center,"1269 Boston Rd, Haverhill, MA 01835",Garden center,Haverhill,http://rogersspringhill.com/,,"Locally–owned garden center carrying a variety of plants & trees, plus fertilizers & pottery.","Join our Sensational Savings Club for exclusive promotions, discounts and more. Get a gift card, perfect for any occasion. Sign up for our weekly email for gardening tips, info on events and promotions, and the store news.",https://rogersspringhill.com/gifts-savings/,https://rogersspringhill.com/contact-us/,Contact,MA,01835,florist
Genesee Valley Florist,"60 Main St, Geneseo, NY 14454",Florist,Geneseo,http://www.geneseevalleyflorist.com/,,,Gift Certificates,http://www.geneseevalleyflorist.com/giftcertificates.php,https://www.geneseevalleyflorist.com/contact/,Contact,NY,14454,florist
Don's Flowers & Gifts,"217 E Main Ave, Zeeland, MI 49464",Florist,Zeeland,http://www.dons-flowers.com/,,,Click to view gift cards! ,https://www.dons-flowers.com/specialty/cat6840096,http://www.facebook.com/DonsFlowers," 
",MI,49464,florist
Ward's Nursery & Garden Center,"600 S Main St, Great Barrington, MA 01230",Garden center,Great Barrington,http://www.wardsnursery.com/,,,Gift Cards,http://www.wardsnursery.com/product/gift-card,https://wardsnursery.com/contact/,Contact,MA,01230,florist
Country Flower Farms,"320 Baileyville Rd, Middlefield, CT 06455",Florist,Middlefield,http://www.countryflowerfarms.org/,,,Gift Cards,http://www.countryflowerfarms.org/gift-certificates,http://www.countryflowerfarms.org/find-us,"
Find Us
",CT,06455,florist
Town & Country Nurseries,"1036 Saybrook Rd, Haddam, CT 06438",Florist,Haddam,http://townandcountryhaddam.com/,,,Gift Cards,http://www.townandcountryhaddam.com/about-us/gift-cards/,http://visitor.r20.constantcontact.com/d.jsp?llr=zqx9cgdab&p=oi&m=1102937153049&sit=6ckxywyeb&f=c47c44c0-1bbd-496a-8f0b-0f8875002fd0,Sign Up Now,CT,06438,florist
Logee's Greenhouses,"141 North St, Danielson, CT 06239",Florist,Danielson,http://www.logees.com/,,,Gift Certificates,https://www.logees.com/gift-certificate.html,https://www.logees.com/contacts,Contact Us,CT,06239,florist
Schaefer Greenhouses Inc,"120 S Lake St, Montgomery, IL 60538",Florist,Montgomery,https://www.schaefergreenhouses.com/,,,Gift Cards,https://www.schaefergreenhouses.com/gift-cards.html,https://www.schaefergreenhouses.com/630-896-1936.html,Contact Us,IL,60538,florist
Oberer's Flowers  Cincinnati,"7675 Cox Ln, West Chester Township, OH 45069",Florist,West Chester Township,http://www.oberers.com/,,"Full-service florist for flowers, plants & gift baskets as well as special-event arrangements.",Gift Certificates,http://www.oberers.com/giftcertificates.php,https://www.oberers.com/contact-us/,Contact Us,OH,45069,florist
Peoples Flower Shops Far North Location,"9625 Montgomery Blvd NE, Albuquerque, NM 87111",Florist,Albuquerque,https://www.peoplesflowers.com/,,,Gift Cards,https://www.peoplesflowers.com/gifts/gift-cards/,,,NM,87111,florist
Flowerkraut,"722 Warren St, Hudson, NY 12534",Florist,Hudson,http://www.flowerkrauthudson.com/,,,"

Flowerkraut Gift Certificate


$10.00

",http://www.flowerkrauthudson.com/collections/flowers/products/gift-card,http://www.flowerkrauthudson.com/pages/contact,"
              EVENTS
            ",NY,12534,florist
Le Bouquet Flower Shop,"2205 Union St, San Francisco, CA 94123",Florist,San Francisco,http://www.le-bouquet.com/,,Veteran florist stocking blooms fresh from the flower market daily to create seasonal arrangements.,GIFT CARDS,https://squareup.com/gift/YAXM2AHJPV5QT/order,,,CA,94123,florist
John Scheepers Inc,"23 Tulip Dr, Bantam, CT 06750",Garden,Bantam,https://www.johnscheepers.com/,,,Gift Certificates,https://www.johnscheepers.com/gift-certificates,https://www.johnscheepers.com/contact-us,Contact Us,CT,06750,florist
HyVee Floral,"2700 Dekalb Ave, Sycamore, IL 60178",Florist,Sycamore,http://www.hy-vee.com/,,,Gifts & Gift Cards,http://www.hy-vee.com/shop/Gifts-C4.aspx,http://www.hy-vee.com/contact.aspx,Help,IL,60178,florist
Pelham Manor Florist,"1 Fifth Ave, Village of Pelham, NY 10803",Florist,Village of Pelham,https://pelhammanorflorist.com/,,,"






                                    Gift Certificate                                

                                    Gift Certificate                                




                                                $50.00                                            










Next Day Delivery


ADD TO FAVORITES





",https://pelhammanorflorist.com/pelham-pelham-manor-florist/gift-certificate.html,,,NY,10803,florist
Berkeley Florist,"1420 University Ave, Berkeley, CA 94702",Florist,Berkeley,http://www.leesfloristandnursery.com/,,"Long-running, family-owned retailer of flower arrangements, bouquets, plants, cards & gifts.","






                                    Gift Certificate                                

                                    Gift Certificate                                




                                                $25.00                                            








In-Store Pickup Only


ADD TO FAVORITES





",https://leesfloristandnursery.com/berkeley-lees-florist-nursery/gift-certificate.html,,,CA,94702,florist
Bud & Bloom Florist & Gifts,"22 E Main St, Mooresville, IN 46158",Florist,Mooresville,http://www.budandbloomflorists.net/,,,,https://www.budandbloomflorists.com/product/573e0f92edea0/gift-certificates,https://www.budandbloomflorists.com/contact_us.php,Contact Us,IN,46158,florist
Flowers by Valerie,"8053 Madison Ave, Indianapolis, IN 46227",Florist,Indianapolis,http://www.flowersbyvalerie.com/,,,Gift Cards,http://www.flowersbyvalerie.com/../shop/custom.asp?recid=21,http://www.flowersbyvalerie.com/../shop/custom.asp?recid=4,Contact,IN,46227,florist
WG Miller Creations Florist & Gifts Shop,"6211 Lakeside Ave, Richmond, VA 23228",Florist,Richmond,http://www.wgmillercreations.com/,,,"


",https://www.wgmillercreations.com/product/dc1000220/send-a-gift-certificate,https://www.wgmillercreations.com/contact_us.php,Contact Us,VA,23228,florist
Fabulous Flowers and Gifts,"217 W Ridge Rd, Rochester, NY 14615",Florist,Rochester,http://www.fabulousflowersandgifts.com/,,," 

Gift Certificate's

                            $25.00
Buy Now >
",http://www.fabulousflowersandgifts.com/flower-arrangement/gift-certificates/prod7460468,https://www.facebook.com/FabulousFlowersRochester/," 
",NY,14615,florist
Domenic Graziano Flowers,"60 James Way #3, Southampton, PA 18966",Florist,Southampton,http://www.domenicgraziano.com/,,"Stalwart florist offering arrangements & bouquets, corsages, gift baskets & floral-design classes.",GIFT CARDS,http://www.domenicgraziano.com/giftcards/cat4970033,,,PA,18966,florist
Crocker Nurseries,"1132 MA-137, Brewster, MA 02631",Garden center,Brewster,https://crockernurseries.com/,,,Gift Card,https://crockernurseries.com/product/a-gift-card-select-your-amount/,https://crockernurseries.com/contact/,Contact Us,MA,02631,florist
The Rhoads Garden,"570 Dekalb Pike, North Wales, PA 19454",Florist,North Wales,https://rhoadsgarden.com/,,"Charming store featuring flowers, plants & garden accessories, plus home decor & gifts, since 1939.","






                                    Gift Certificate $75                                

                                    Gift Certificate $75                                




                                                $75.00                                            










Next Day Delivery


ADD TO FAVORITES





",https://rhoadsgarden.com/north-wales-the-rhoads-garden/gift-certificate-75.html,,,PA,19454,florist
Stems Brooklyn,"96 Knickerbocker Ave #109, Brooklyn, NY 11237",Florist,Brooklyn,http://www.stemsbrooklyn.com/,,,"
✨GIVEAWAY✨

I’ve been thinking about how I c

",https://www.instagram.com/p/B_NFAt1DTyN/,https://www.stemsbrooklyn.com/contact/,Contact,NY,11237,florist
