name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched
Babico's Cafe,"35 Nason St, Maynard, MA 01754",Restaurant,acton,,,,,,,,1
Little Pusan,"83 Main St, Maynard, MA 01754",Korean,acton,"Simple setting offering kimchi, bibimbop & other Korean eats for dine-in or takeout.",,http://places.singleplatform.com/little-pusan/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,,1
Club Car Cafe,"20 Commonwealth Ave, Concord, MA 01742",American,acton,,https://www.facebook.com/ClubCarCafeConcord/,,,,,,1
Helen's Restaurant,"17 Main St, Concord, MA 01742",Diner,acton,"Casual bistro offering a variety of American eats for breakfast, lunch & dinner.",http://www.helensrestaurant.net/,http://www.helensrestaurantconcord.com/menu/22016,,,,,1
Red Ginger,"117 Great Rd, Stow, MA 01775",Asian,acton,,http://redgingermass.com/,http://redgingermass.com/,,,,,1
Blue Coyote Grille,"137 Main St, Maynard, MA 01754",Grill,acton,"Classic tavern offering American pub food, including burgers with full bar & periodic live music.",https://m.facebook.com/bluecoyotegrille/,,,,,,1
Maynard Pizza House,"149 Main St, Maynard, MA 01754",Pizza,acton,,,https://www.maynardpizzahouse.com/menu,,,,,1
Pizza Express,"62 Main St, Maynard, MA 01754",Pizza,acton,,http://www.pizzaexpressmaynard.com/,,,Pizza-Delivery-Contact-Maynard-MA.html,,Contact,1
Great Road Kitchen,"613 Constitution Ave, Littleton, MA 01460",Oyster Bar,acton,"Modern oyster bar & American grill with cocktails, craft beer, shuffleboard tables & several TVs.",http://www.greatroadkitchen.com/,http://www.greatroadkitchen.com/p/drinks.html,,https://www.greatroadkitchen.com/p/contact.html,,Connect,1
Smack Noodle,"45 Main St, Maynard, MA 01754",Ramen,acton,,https://www.smacknoodle.com/,https://www.smacknoodle.com/#menu,,/main#scroll-1418,,Contact,1
Fuse Bistro Westford,"2 Powers Rd, Westford, MA 01886",Restaurant,acton,,http://www.fusebistro.com/,,https://www.toasttab.com/fusebistro/giftcards,https://www.fusebistro.com/connect/,,CONTACT US,1
99 Restaurants,"13 Commonwealth Ave, Concord, MA 01742",Restaurant,acton,"Kid-friendly pub chain for classic American fare like burgers, wings & salads.",http://www.99restaurants.com/,https://www.99restaurants.com/menu,/gift-cards,/contact-us,Gift Cards,Contact Us,1
Evviva Trattoria,"7 Cornerstone Square, Westford, MA 01886",Italian,acton,"Airy, contemporary Italian spot serving inventive, thin-crust pizza, pasta classics & craft beers.",https://evvivatrattoria.com/,https://evvivatrattoria.com/,https://110grill.cardfoundry.com/giftcards.php,https://evvivatrattoria.com/contact/, Purchase Gift Cards ,Contact,1
Bamboo Fine Asian Cuisine & Sushi Bar,"1 Lan Dr, Westford, MA 01886",Asian,acton,Chain outpost offering a wide variety of Chinese & Japanese favorites with a bustling lunch buffet.,http://www.bamboowestford.com/,https://www.bamboowestford.com/wp-content/uploads/2018/11/bamboo_menu_2018.pdf,,https://www.bamboowestford.com/contact/,,Contact & Directions,1
Sorrento's Brick Oven Pizzeria,"58 Thoreau St, Concord, MA 01742",Pizza,acton,"A local chain outpost for brick-oven pies, salads & Italian mains, including gluten-free options.",http://www.sorrentospizzeria.com/,https://order.labrador.ai/store/sorrento-s-pizzeria-concord-leominster,,,,,1
Thai on the Fly,"439 Littleton Rd, Westford, MA 01886",Thai,acton,Classic Thai eats in a basic cafe space with a handful of tables & a patio plus takeout & delivery.,http://www.thaiontheflycuisine.com/,http://www.thaiontheflycuisine.com/menu.html,,,,,1
Asian Plus Noodle & Rice,"313 Littleton Rd, Westford, MA 01886",Asian,acton,,http://www.asianplusrestaurant.com/,http://places.singleplatform.com/asian-plus-0/menu?ref=google,,,,,1
Merchants Row,"48 Monument St, Concord, MA 01742",American,acton,"Historic American restaurant with formal afternoon tea & Sunday brunch buffet, at the Colonial Inn.",http://www.concordscolonialinn.com/,,,,,,1
Azucar Tapas Bar,"51 Main St, Maynard, MA 01754",Tapas,acton,,http://azucarofmaynard.com/,http://azucarofmaynard.com/menu-2/,,,,,1
Five Guys,"10 Cornerstone Square, Westford, MA 01886",Hamburger,acton,"Fast-food chain with made-to-order burgers, fries & hot dogs, plus free peanuts while you wait.",https://order.fiveguys.com/menu/five-guys-westford/,http://www.fiveguys.com/Menu,,/help/contact,,Contact Us,1
Il Forno Restaurant & Catering,"529 King St, Littleton, MA 01460",Italian,acton,"Classic Italian fare with outdoor seating, lunch specials, brunch, catering options & event space.",http://www.il-forno.com/,,/gift-cards,#," Gift Cards

"," Contact Us

",1
The Sunset Tiki Bar,"79 Powers Rd, Westford, MA 01886",Grill,acton,Kid-friendly bar & grill with swimming hole offering summery drinks & beach menu plus live music.,http://www.sunset-tiki.com/,http://sunset-tiki.com/menus/specialty-drink-menu/,https://www.skinashoba.com/product-p/tiki-gift-card.htm,,Get Your Tiki Bar Gift Card HERE,,1
Fuse Bistro,"45 Palmer St, Lowell, MA 01852",Restaurant,acton,"Cool, brick-lined bistro with a small patio featuring seasonal American eats & local beers on tap.",http://www.fusebistro.com/,http://fusebistro.com/#menu,https://www.toasttab.com/fusebistro/giftcards,https://www.fusebistro.com/connect/,,CONTACT US,1
Karma,"105 Thoreau St, Concord, MA 01742",Asian Fusion,acton,Restaurant serving Pan-Asian fare & French-influenced sushi in a trendy space with a bar.,http://www.karmaconcord.com/,http://places.singleplatform.com/karma-155/menu?ref=google,,https://www.karmaconcord.com/contact-us,,Contact Us,1
Max and Leo's Artisan Pizza,"470 North Rd, Sudbury, MA 01776",Pizza,acton,,http://www.maxandleospizza.com/sudbury,,,#7a11841dd17e87202,,Contact,1
Subway,"95 Main St, Maynard, MA 01754",Sandwich,acton,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",https://order.subway.com/en-us/restaurant/41017/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=41017&utm_campaign=evergreen-2020,https://order.subway.com/en-us/restaurant/41017/menu/?utm_source=yxt-goog&utm_medium=local&utm_term=acquisition&utm_content=41017&utm_campaign=yxt-restaurant-listing-allyear-2020&cid=0:tx:0:swy-web:0:0&segment_code=0,,,,,1
Rangoli Grill,"8 Cornerstone Square, Westford, MA 01886",Indian,acton,"Unassuming counter-serve offering make-your-own Indian wraps, rice bowls & salad bowls.",http://www.rangoligrill.com/,http://www.rangoligrill.com/full-menu.html,https://squareup.com/gift/FHVAZSH3CV518/order,/contact-us.html,"
BUY A RANGOLI GRILL eGIFT CARD
","
				CONTACT US
			",1
Fiorella's Concord,"24 Walden St, Concord, MA 01742",Italian,acton,"Upscale destination features a range of gourmet Italian dishes in a rustic, yet elegant atmosphere.",http://www.fiorellascucina.com/,https://www.fiorellascucina.com/dinner/,https://www.fiorellascucina.com/gift-cards/,http://www.fiorellascucina.com/#container-1018,Gift Cards,Contact Us,1
The Outlook at Nashoba Valley,"79 Powers Rd, Westford, MA 01886",American,acton,"Rustic lodge featuring classic American meals, draft brews & local live music amid mountain views.",http://www.dineoutlook.com/,http://dineoutlook.com/menu/,,,,,1
Boston Bean House,"102 Main St, Maynard, MA 01754",Restaurant,acton,"Coffee, tea, sandwiches & baked goods offered in a simple, roomy cafe with sidewalk seating.",,,,,,,1
Serendipity Cafe,"1 Nason St, Maynard, MA 01754",Restaurant,acton,"Chill hangout providing espresso drinks, tea, sandwiches & crêpes, plus free Wi-Fi & live music.",http://www.serendipitycafemaynard.com/,https://www.serendipitycafemaynard.com/menu.html,,,,,1
Yangtze River,"584 King St, Littleton, MA 01460",Chinese,acton,"Sit-down option offering traditional Chinese & Polynesian dishes, plus a buffet at lunch & dinner.",,http://places.singleplatform.com/yangtze-river-restaurant-2/menu?ref=google,,http://www.singleplatform.com/menu-lp?ref=google&sp_source=publisher&sp_campaign=google&sp_channel=viral,,,1
Masala Bay,"501 Constitution Ave, Littleton, MA 01460",Indian,acton,"Traditional Indian cuisine, imported beers & a daily lunch buffet in an airy, contemporary space.",http://www.masalabayik.com/,http://masalabayik.com/,,#business_info,,CONTACT,1
The Family Delicatessen,"129 Main St, Maynard, MA 01754",Restaurant,acton,,https://familydelicatessen.com/,,,tel:9782985147,,(978) 298-5147,1
Stow House of Pizza,"156 Great Rd, Stow, MA 01775",Pizza,acton,,http://stowhouseofpizza.com/,,,http://stowhouseofpizza.com/contact/,,Contact,1
Anthony's Coal Fired Pizza,"201 Constitution Ave, Littleton, MA 01460",Pizza,acton,"Casual chain serving charred-crust pies, plus wings, subs & Italian plates in a modern setting.",https://acfp.com/location/littleton/,https://acfp.com/menu/,https://acfp.com/rewards-gift-cards/,https://acfp.com/locations,Pizza Gift Cards,FIND US,1
Bravo Pizza,"1233 Massachusetts Ave, Boxborough, MA 01719",Pizza,acton,,http://bravopizzaboxboro.com/,,,/contact/4212131,,CONTACT,1
99 Restaurants,"333 Littleton Rd, Westford, MA 01886",Restaurant,acton,"Kid-friendly pub chain for classic American fare like burgers, wings & salads.",http://www.99restaurants.com/,https://www.99restaurants.com/menu,/gift-cards,/contact-us,Gift Cards,Contact Us,1
Seoul Kitchen Restaurant,"142 Littleton Rd, Westford, MA 01886",Korean,acton,"Korean favorites, sushi & craft cocktails in a contemporary space with a patio & Asian lunch buffet.",http://www.eatseoulkitchen.com/,https://www.eatseoulkitchen.com/,/store/gift-cards/,,Gift Cards,,1
Rapscallion Kitchen & Bar,"208 Fitchburg Turnpike, Concord, MA 01742",Restaurant,acton,,http://drinkrapscallion.com/concord/,http://places.singleplatform.com/rapscallion-kitchen--bar/menu?ref=google,,http://drinkrapscallion.com/contact-concord-restaurant/,,Contact Us,1
McDonald's,"55 Great Rd, Acton, MA 01720",Fast Food,acton,"Classic, long-running fast-food chain known for its burgers, fries & shakes.",https://www.mcdonalds.com/us/en-us/location/MA/ACTON/55-GREAT-ROAD/31731.html?cid=RF:YXT:GMB::Clicks,https://www.mcdonalds.com/us/en-us/full-menu.html?cid=RF:YXT_LS:SI::MGBM,,/us/en-us/contact-us.html,,Contact Us,1
Liberty at the Colonial Inn,"48 Monument Square, Concord, MA 01742",Restaurant,acton,,http://www.concordscolonialinn.com/restaurants/liberty/,,,,,,1
Littleton Cafe,"341 King St, Littleton, MA 01460",Restaurant,acton,,http://littletoncafema.weebly.com/uploads/1/6/5/1/16517102/littleton_cafemenu_v.5a.pdf,,,,,,1
Concord New London Style Pizza,"71 Thoreau St, Concord, MA 01742",Pizza,acton,"Longtime family-run pizzeria serves up thick-crust slices, pies & casual eats in a laid-back venue.",http://www.newlondonstylepizza.com/,http://www.newlondonstylepizza.com/subsgrinders/,,/contact,,"
                Contact
              ",1
Kimball Farm Westford,"400 Littleton Rd, Westford, MA 01886",Ice Cream,acton,"Outdoor fun with mini-golf, bumper boats & batting cages, plus homemade ice cream & a country store.",https://kimballfarm.com/,https://kimballfarm.com/,https://kimballfarmstore.com/home.php,https://kimballfarm.com/contact-us/,Gift Cards,Contact Us,1
Taka Asian Cuisine,"602 Constitution Ave, Littleton, MA 01460",Asian,acton,,http://www.takalittleton.com/,http://www.takalittleton.com/,,,,,1
Moe's Southwest Grill,"607 Constitution Ave, Littleton, MA 01460",Mexican,acton,Counter-serve chain dishing up Southwestern staples from burritos to nachos in lively environs.,https://www.moes.com/find-a-moes/massachusetts/littleton/100475?utm_source=google&utm_medium=organic&utm_campaign=localmaps,http://www.moes.com/menu?utm_source=google&utm_medium=organic&utm_campaign=menu,/gift-cards,https://feedback.inmoment.com/websurvey/2/begin?gateway=moesCFM&OC=CFM777777&SetSurveyType=2,gift cards,Contact Us,1
Sally Anns Bakery & Food Shop,"73 Main St, Concord, MA 01742",Bakery,acton,"Quaint bakery crafting custom cakes & desserts, plus a light lunchtime menu of sandwiches & soups.",http://sallyannsbakery.com/,,,contact.html,,CONTACT,1
Tavern in the Square Littleton,"810 Constitution Ave, Littleton, MA 01460",American,acton,,http://www.taverninthesquare.com/,http://taverninthesquare.com/littleton/menu,https://www.taverninthesquare.com,,,,1
Comella's Restaurants,,Restaurant,acton,,,,,,,,1
Trail's End Cafe,"97 Lowell Rd, Concord, MA 01742",Restaurant,acton,"Elevated eatery offering New American comfort fare & house-baked goods, plus occasional live music.",http://www.thetrailsendcafe.com/,,https://squareup.com/gift/C9K9BEAGAETGV/order,/contact,"
        PURCHASE A GIFTCARD
      ","
              Contact
            ",1
One Monarch Cafe,"1 Monarch Dr, Littleton, MA 01460",American,acton,,http://www.cci299.com/,http://www.cci299.com/,,/contact-us/,,Contact Us,1
Chipotle Mexican Grill,"174 Littleton Rd Ste 1, Westford, MA 01886",Mexican,acton,"Fast-food chain offering Mexican fare, including design-your-own burritos, tacos & bowls.",https://locations.chipotle.com/ma/westford/174-littleton-rd?utm_source=google&utm_medium=yext&utm_campaign=yext_listings,https://www.chipotle.com/menu,https://chipotle.com/gifts-and-gear.html,https://chipotle.com/contact-us.html,Gift Cards,Contact Support,1
Hubba's Real Pit BBQ,"129 Littleton Rd, Westford, MA 01886",Barbecue,acton,,http://www.hubbasbbq.com/,,,/contact.html,,"
				Contact
			",1
Acton Coffee House,"525 Massachusetts Ave #103, Acton, MA 01720",Cafe,acton,"Relaxed gathering spot featuring locally roasted coffee, tea & pastries, along with art exhibitions.",http://www.actoncoffeehouse.com/,https://www.actoncoffeehouse.com/our-menu,,,,,1
Di Napoli Pizzeria,"439 Littleton Rd, Westford, MA 01886",Pizza Delivery,acton,,http://www.dinapolipizzeria.com/,https://order.labrador.ai/store/di-napoli-pizzeria-westford,,contact.html,,Contact,1
Nashoba brook parking,"56 Winthrop St, Concord, MA 01742",Restaurant,acton,,,,,,,,1
BixBite Restaurant,"175 Littleton Rd, Westford, MA 01886",Breakfast,acton,"Local staple for comfort cooking, from omelets to burgers, plus a full bar in compact, homey digs.",http://www.bixbiterestaurant.com/,http://www.bixbiterestaurant.com/BixBite%20Breakfast%20Menu.pdf,GiftCertificates.htm,mailto:bixbiterestaurant@gmail.com,Gift Certificates,,1
Stratus,"21 Thompson St, Maynard, MA 01754",Restaurant,acton,,,,,,,,1
Nashoba Valley Ski Area,,Ski resort,acton,"Ski area with restaurant, 17 trails & various lifts offers lessons, rentals & giant snowtubing park.",http://www.skinashoba.com/,,/product-p/gift-card.htm,/Articles.asp?ID=83,Gift Cards,Contact Us,1
Ixtapa Mexican Grill & Cantina,"765 Boston Rd, Groton, MA 01450",Mexican,acton,"Family-friendly spot for burritos, enchiladas & other standards, plus margaritas for the grown-ups.",https://www.ixtapacantina.com/,https://ixtapacantina.com/menus/groton/,,https://www.ixtapacantina.com/contact-us/,,Contact Us,1
Dunkin',,Coffee shop,acton,,,,,,,,1
Clover Food Lab,"160 Littleton Rd, Westford, MA 01886",Fast Food,acton,,https://www.cloverfoodlab.com/,https://www.cloverfoodlab.com/locations/location/?l=cloverwst,/share-clover-with-someone-you-love,/about/contact/,Gift Cards,Contact Us,1
Dunkin',,Coffee shop,acton,,,,,,,,1
Rossini's Pizzeria & Restaurant  Concord,"206 Fitchburg Turnpike, Concord, MA 01742",Pizza,acton,"Old-school ristorante offering salads, sandwiches & many pizza, pasta & calzone options, plus wine.",http://rossiniseasy.com/,,,,,,1
Rufina's,"170 Concord Rd, Chelmsford, MA 01824",Italian,acton,"Casual, neighborhood mainstay offering Italian dishes & nightly specials, plus desserts & cocktails.",http://www.rufinas.com/,,,Contact_Us.html,,Contact Us,1
Backstage Lounge & Bistro,"1208 Constitution Ave, Littleton, MA 01460",Restaurant,acton,,https://oneilcinemas.com/littleton-ma/backstage-lounge-bistro/,https://oneilcinemas.com/site/assets/files/1101/littleton-ma-food-menu.pdf,/littleton-ma/programs/gift-cards/,/littleton-ma/contact/,Gift Cards,Contact,1
Bagels Plus,"93 Great Rd, Acton, MA 01720",Bagel shop,acton,,https://www.facebook.com/BagelsPlusActonMassachusetts/,,,#,,Contact Bagels Plus on Messenger,1
Paul's Diner,"6 Carlisle Rd, Westford, MA 01886",Diner,acton,"Homespun neighborhood joint serving omelets, waffles & sandwiches in unpretentious surrounds.",http://www.paulsdiner.com/,http://www.paulsdiner.com/Menu/Menus.aspx,,/Pages/ContactUs.aspx,,Contact Us,1
Nashoba Brook Bakery,"152 Commonwealth Ave # 3, Concord, MA 01742",Bakery,acton,Bakery & cafe specializing in artisan breads & sandwiches in a cozy space with a waterside patio.,http://www.slowrise.com/,https://slowrise.com/catering,,/contact-us,,Contact Us,1
Panera Bread,"2 Cornerstone Square, Westford, MA 01886",Sandwich,acton,"Counter-serve bakery/cafe chain serving sandwiches, salads & more, known for its bread & free WiFi.",https://locations.panerabread.com/ma/westford/2-cornerstone-square.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search,,https://panerabread.ourgiftcards.com/,https://panera.custhelp.com,,Contact Us,1
The Vinyl Vault,"482 King St, Littleton, MA 01460",Restaurant,acton,,http://vinylvaultma.com/,,,,,,1
Dunkin',"25 King St, Littleton, MA 01460",Coffee shop,acton,"Long-running chain serving signature donuts, breakfast sandwiches & a variety of coffee drinks.",https://smart.link/abu8tr12sc1y6?utm_source=google&utm_medium=local&utm_campaign=gmbwebsiteorder&utm_content=342441,https://www.dunkindonuts.com/en/food-drinks?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=342441,/en/dd-cards,/en/about/contact-us/faqs,"
DD CARD
Gift Cards, Register Card & Add Value
>
","
                            Contact Us
                        ",1
Westward Orchards Inc,"178 Mass Ave, Harvard, MA 01451",Produce market,acton,,https://www.westwardorchards.com/,,,https://www.westwardorchards.com/wo-contact-form/,,CONTACT,1
Holi,"20 North Rd, Bedford, MA 01730",Indian,acton,"This relaxed choice with contemporary flair offers traditional Indiana dishes, along with cocktails.",https://www.holibedford.com/,https://www.holibedford.com/,,https://www.holibedford.com/support/,,Contact Us,1
Thai Jasmine,"313 Littleton Rd, Chelmsford, MA 01824",Thai,acton,"Relaxed Thai spot with a traditional menu & booth seating, plus a full bar with specialty cocktails.",http://www.thaijasminema.com/,http://www.thaijasminema.com/,,,,,1
Slater's,"356 Main St, Bolton, MA 01740",Pizza,acton,"Chill haunt serving wood-fired pizza, BBQ & beers in cozy digs with a fireplace & open mike events.",http://www.eatatslaters.com/,https://www.slatersma.com/#menu,,https://www.eatatslaters.com/contact,,CONTACT,1
Reasons To Be Cheerful,"110 Commonwealth Ave, Concord, MA 01742",Cafe,acton,"Cheery cafe for creative flavors of house-churned ice cream, plus coffee, cookies & other treats.",http://www.cheerful-reasons.com/,http://www.cheerful-reasons.com/menu-1,https://images.squarespace-cdn.com/content/v1/581a54a9e6f2e1ad8e06a084/1584748344034-JFHWGA1472AY2PWYS7BV/ke17ZwdGBToddI8pDm48kHem505q6McQd8XRhQc9zkRZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpxpEURhgSBEh9ILe0HKIG3CcOCklsxWwam3CdWF6Xw7jwVv5P97BEtB5XaVnmvMtTA/image-asset.jpeg,/contact,"

",Contact,1
Roche Bros Acton,"387 Massachusetts Ave, Acton, MA 01720",Caterer,acton,,https://www.rochebros.com/,,https://www.cardbalance.net/mini.asp,/contact-us/,Gift Card Balance,CONTACT US,1
NESSP Sai Canteen,"99 Shirdi Way, Groton, MA 01450",Restaurant,acton,,http://www.nessp.org/,,,http://www.nessp.org/contactus,, Contact Us ,1
Kate's Corner,"321 Acton Rd, Chelmsford, MA 01824",Sandwich,acton,,http://katescornerstore.yolasite.com/,,,,,,1
Soul of India,"103 Boston Post Rd, Sudbury, MA 01776",Indian,acton,"Tidy, comfortable restaurant & bar providing traditional & modern Indian dishes, plus a buffet.",http://soulofindiasudbury.com/,http://www.soulofindiasudbury.com/menu.html,,contact.html,,Contact,1
Lucias Tavola,"31 Main St, Ayer, MA 01432",Italian,acton,"Charming trattoria offering a big menu creative Italian eats in a relaxed, pared-down setting.",http://www.luciastavola.com/,http://places.singleplatform.com/lucias-tavola-0/menu?ref=google,https://swipeit.com/product/936/lucias-tavola,/Pages/ContactUs.aspx,Gift Cards,Contact Us,1
Starbucks,"411 Massachusetts Ave, Acton, MA 01720",Coffee shop,acton,"Seattle-based coffeehouse chain known for its signature roasts, light bites and WiFi availability.",http://www.starbucks.com/store/15302/,http://www.starbucks.com/menu,,,,,1
Dunkin',,Coffee shop,acton,,,,,,,,1
Papa Gino's,"104 Boston Post Rd, Sudbury, MA 01776",Pizza,acton,"Standard, family-oriented chain for pizzas, pastas & subs.",https://locations.papaginos.com/ma/sudbury/104-boston-post-road.html?utm_source=yext&utm_medium=local&utm_campaign=listings,https://www.papaginos.com/menu?utm_source=yext&utm_medium=local&utm_campaign=listings,,,,,1
Tc Landos Sub Pizzeria,"25 Central St, Leominster, MA 01453",Pizza,acton,,http://thecheesesteakguys.com/landos/,http://places.singleplatform.com/tc-landos-sub-pizzeria-1/menu?ref=google,,,,,1
Lotus Blossom,"394 Boston Post Rd, Sudbury, MA 01776",Chinese,acton,"Chinese & Japanese staples, including sushi, are offered at this modern eatery with a lunch buffet.",http://www.lotuscuisine.com/,,,/contact,,Contact Us,1
Gene's Chinese Flatbread Cafe,"175 Littleton Rd, Westford, MA 01886",Noodle Shop,acton,,http://www.genescafe.com/,,,,,,1
An Nam Vietnamese Grill,"222 E Main St, Marlborough, MA 01752",Pho,acton,,http://annamgrill.com/,https://www.annamgrill.com/s/order,,,,,1
Fishbones,"34 Central Square, Chelmsford, MA 01824",Restaurant,acton,Rollicking seafood eatery & fish market featuring dishes such as lobster topped filet & a small bar.,http://fishbonesofchelmsford.com/,http://www.fishbonesofchelmsford.com/menu.pdf,https://fishbonesofchelmsford.com/wp/shop/,https://fishbonesofchelmsford.com/wp/contact-us/,Gift Cards,CONTACT US,1
Da Vinci Bistro,"457 Boston Post Rd, Sudbury, MA 01776",Italian,acton,,http://www.davincibistro.com/,http://www.davincibistro.com/menu.html,,contact.html,,Contact,1
Andiamo Restaurant  Bar,"18 Boston Rd #100, Chelmsford, MA 01824",Italian,acton,,http://andiamo-restaurant.com/,http://andiamo-restaurant.com/andiamo-chelmsford/menu/,,,,,1
Rail Trail Flatbread Co,"33 Main St, Hudson, MA 01749",Pizza,acton,"Laid-back tavern offering an upscale pub menu alongside craft beers, wine & cocktails.",http://www.railtrailflatbread.com/,http://www.railtrailflatbread.com/menu,/gift-card-purchases,/contact,"
            GIFT CARDS
          ","
            contact
          ",1
Dunkin',,Coffee shop,acton,,,,,,,,1
Bawarchi Indian Cuisine,"313 Littleton Rd, Chelmsford, MA 01824",Indian,acton,,http://www.bawarchichelmsford.com/,http://www.bawarchichelmsford.com/Menu,,/ContactUs,,"
Contact Us
",1
Dunkin',,Coffee shop,acton,,,,,,,,1
Royal India Bistro,"7 Meriam St, Lexington, MA 02420",Indian,acton,"Tandoori specialties, curries & other traditional Indian fare are dished up in a red-hued room.",http://www.bistroroyalindia.com/,https://www.ediningexpress.com/live20/181/325/,,,,,1
Paani,"530 A Boston Post Rd, Sudbury, MA 01776",Indian,acton,Refined renditions of Indian staples served in a cheery dining room with orange walls.,http://www.paani-restaurant.com/,http://paani-restaurant.com/menu/,,#contact,,CONTACT,1
Purple Bamboo Restaurant,"265 Boston Rd, North Billerica, MA 01862",Chinese,acton,"Simply appointed restaurant offering Chinese cuisine, including meat, seafood & veggie hot pots.",http://purplebamboorestaurant.com/,http://www.purplebamboonorthbillerica.com/menu.aspx,,,,,1
Red Heat Tavern,"152 Great Rd, Bedford, MA 01730",American,acton,,http://www.redheattavern.com/,http://places.singleplatform.com/red-heat-tavern-0/menu?ref=google,https://redheattavern.securetree.com,https://redheattavern.com/find-us/find-us/,Gift Cards,Contact,1
Brazilian Steak Grill,"416 Boston Post Rd E, Marlborough, MA 01752",Brazilian,acton,"Low-key outpost serving an all-you-can-eat buffet of Brazilian BBQ meats, rice, beans & salads.",,,,,,,1
Dunkin',,Coffee shop,acton,,,,,,,,1
