name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,searched
Garage,"250 Granite St # 1022D, Braintree, MA 02184",Clothing store,abington,http://www.garageclothing.com/us/locator/us/ma/braintree/376-South-Shore-Plaza?utm_medium=local&utm_source=google&utm_campaign=listings+GMB,,"Clothing retailer offering trendy apparel, swimwear & accessories for teenage girls.",,,,,1
Express,"250 Granite St, Braintree, MA 02184",Clothing store,abington,https://stores.express.com/us/ma/braintree/250-granite-street?CID=Yext,,Fashion chain supplying contemporary house-label clothing & accessories for day & night.,Buy Gift Cards,https://www.express.com/clothing/giftcards/sec/giftCards,https://www.express.com/service/contactus.jsp,Contact Us,1
Look Boutique,"188 Washington St, Weymouth, MA 02188",Clothing store,abington,,,,,,,,1
H&M,"250 Granite St, Braintree, MA 02184",Clothing store,abington,https://www2.hm.com/en_us/index.html,,"Chain retailer supplying on-trend clothing, swimwear, accessories & shoes.","
                            Gift Cards",/en_us/women/gift-cards/gift-card.html,/en_us/customer-service/contact.html,Contact,1
JMcLaughlin,,Clothing store,abington,,,,,,,,1
Merry Go Rounds,"49 Belmont St, South Easton, MA 02375",Children's clothing store,abington,http://www.shopmerrygorounds.com/,,"Colorful children's consignment shop carrying popular brands of apparel & accessories, plus books.",purchase a gift card,/collections/gifts,/pages/contact,Contact,1
Old Navy,"250 Granite St Space 1060, Braintree, MA 02184",Clothing store,abington,https://oldnavy.gap.com/stores/ma/braintree/oldnavy-4453.html,,"Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.",,,,,1
kloTH,,Women's clothing store,abington,,,,,,,,1
Family Dollar,,Clothing store,abington,,,,,,,,1
Target,"250 Granite St Suite 121, Braintree, MA 02184",Clothing store,abington,https://www.target.com/sl/braintree/2693,,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.",Gift Cards,/c/gift-cards/-/N-5xsxu,,,1
JCrew,"250 Granite St, Braintree, MA 02184",Clothing store,abington,https://stores.jcrew.com/en/southshore,,"Chain for classic, stylish apparel, shoes & accessories for men & women (some have kids' clothes).",,,,,1
Tillys,"250 Granite St, Braintree, MA 02184",Clothing store,abington,https://www.tillys.com/store?StoreID=0174,,"SoCal-born chain stocking surf- & skate-inspired brand-name clothing, shoes & accessories.",Gift Cards,https://www.tillys.com/gift-cards-landing.html,/help-contact,Contact Us,1
Superdry(tm),"250 Granite St Unit 1083B, Braintree, MA 02184",Clothing store,abington,https://superdry.com/us,,Fashion chain for men & women blending vintage Americana with Japanese & British inspirations.,,,/us/help-centre#helpcentre-home-contact-form,Contact Us,1
Marshalls,"400 Lincoln St, Hingham, MA 02043",Clothing store,abington,https://www.marshalls.com/,,"Retail chain offering brand-name clothing, accessories, shoes & housewares.",,https://marshalls.cashstar.com/store/recipient?locale=en-us,https://www.marshalls.com/us/store/jump/topic/Contact-Us/3200004,Contact Us,1
Exo,"250 Granite St, Braintree, MA 02184",Clothing store,abington,https://www.simon.com/mall/south-shore-plaza/stores/exo,,,Simon Giftcard®,https://www.simon.com/giftcard,https://www.simon.com/contact?mallId=147,CONTACT,1
Windward Trading Group,"77 SPARK St, Brockton, MA 02302",Clothing wholesaler,abington,http://windwardtrading.com/,,,,,http://windwardtrading.com/contact-us/,Contact Us,1
TJ Maxx,"100 Granite St, Quincy, MA 02169",Clothing store,abington,https://tjmaxx.tjx.com/store/index.jsp,,"Retail chain featuring stylish brand-name apparel, shoes & accessories, plus housewares.",,,,,1
Nordstrom South Shore Plaza,"250 Granite St, Braintree, MA 02184",Clothing store,abington,https://shop.nordstrom.com/store-details/nordstrom-south-shore-plaza?utm_source=google&utm_medium=organic&utm_campaign=fls&utm_content=534&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=fls,,,,,,,1
Volume Apparel,"49 Rose St, Stoughton, MA 02072",Clothing store,abington,https://www.volumeapparel.com/,,,,,mailto:info@volumeapparel.com?subject=Contact%20Us,Contact,1
Aeropostale,"250 Granite St, Braintree, MA 02184",Clothing store,abington,https://www.aeropostale.com/storedetails/?StoreID=476&utm_source=gmb&utm_medium=organic,,Trendy retail chain selling casualwear & accessories for young adults (some focus on kids' apparel).,Gift Cards,/gift-card-main/egift-card-lp.html/?content=footer,https://www.aeropostale.com/customer-service/contact-us/contact-us-main.html,Contact Us,1
The Children's Place,"250 Granite St, Braintree, MA 02184",Children's clothing store,abington,https://www.childrensplace.com/us/store/southshore-braintree-MA-110707,,"Upbeat retail chain carrying a range of trendy clothing, accessories & footwear for babies & kids.",,,,,1
Charlotte Russe,"250 Granite St #1058a, Braintree, MA 02184",Clothing store,abington,https://charlotterusse.com/pages/store-locator,,"Retail chain carrying trendy clothing, shoes, intimate apparel & accessories aimed at young women.",Check Gift Card Balance,/pages/gift-card-balance,/pages/contact-us,"




Contact Us

",1
Lucie's Fashion & Alterations,"375 Union St, Rockland, MA 02370",Tailor,abington,,,,,,,,1
Miltons,"250 Granite St, Braintree, MA 02184",Men's clothing store,abington,http://www.miltons.com/,,,"




PURCHASE GIFT CARDS





",https://miltons.localgiftcards.com/,/pages/contact,Contact Us,1
Gap,"250 Granite Street Space #2025, Braintree, MA 02184",Clothing store,abington,https://www.gap.com/stores/ma/braintree/gap-8963.html,,,Check Gift Card Balances,"/customerService/info.do?cid=2116&mlink=39813,8846349,GiftCard&clink=8846349",,,1
Banana Republic,"250 Granite St Suite 2016, Braintree, MA 02184",Clothing store,abington,https://bananarepublic.gap.com/stores/ma/braintree/banana-republic-8270.html,,"Clothing chain featuring classic, stylish pieces for men & women, plus shoes & accessories.",Check Gift Card Balances,"/customerService/info.do?cid=61830&mlink=5001,9222156,quickgift&clink=9222156",,,1
Abercrombie & Fitch,"250 Granite St Ste 154, Braintree, MA 02184",Clothing store,abington,https://www.abercrombie.com/shop/us/clothing-stores/US/Braintree/MA/10637,,American fashion brand known for its trendy & collegiate-inspired casualwear & accessories.,,,,,1
Lane Bryant,"250 Granite St, Braintree, MA 02184",Plus size clothing store,abington,https://stores.lanebryant.com/ma/braintree/250-granite-street?sid=NS:Google:GMB,,"Women's clothing chain with fashionable plus-size clothing, lingerie, shoes & accessories.",Gift Cards,https://www.lanebryant.com/account/giftcard-landing-page.jsp,,,1
JJill,"250 Granite St, Braintree, MA 02184",Women's clothing store,abington,http://locations.jjill.com/ma/braintree/43/,,"Womenswear chain for stylish, casual clothing in a wide range of sizes, plus accessories & shoes.",E-Gift Cards,https://www.jjill.com/e-gift-card,https://www.jjill.com/jjill-contact-us,Contact Us,1
Windsor,"250 Granite St #2003, Braintree, MA 02184",Women's clothing store,abington,https://www.windsorstore.com/blogs/store-locator/ma-braintree-braintree-south-shore-plaza,,"Trendy apparel & accessories for young women, including special-occasion dresses, jeans & basics.","
                    Gift Cards
                  ",/blogs/support/gift-cards,/pages/contact-us,"
                    Contact Us
                  ",1
Torrid,"250 Granite St Spc 2050, Braintree, MA 02184",Plus size clothing store,abington,https://www.torrid.com/?utm_source=GMBlisting&utm_medium=organic,,"Women's clothing chain known for its trendy plus-size cocktail dresses, jeans, lingerie & footwear.",Gift Cards,https://www.torrid.com/giftcertpurchase,/help/,Contact Us,1
Alan Bilzerian,"34 Newbury St, Boston, MA 02116",Clothing store,abington,http://www.alanbilzerian.com/,,Edgy shop known for dressing rock stars in its high-end men's & women's designer wear & accessories.,Gift Certificates,/giftcertificates.php,https://www.alanbilzerian.com/contact-us/,Contact Us,1
Lucky Brand,"250 Granite St Space 1220, Braintree, MA 02184",Clothing store,abington,https://stores.luckybrand.com/lucky-brand-da36832db019?utm_source=google&utm_medium=organic&utm_campaign=local,,"Trendy chain known for house-label jeans, a variety of casualwear & accessories for adults & kids.",Gift Cards,https://www.luckybrand.com/gift-cards,https://www.luckybrand.com/CustomerService,Contact Us,1
LOFT,"250 Granite St, Braintree, MA 02184",Women's clothing store,abington,https://stores.loft.com/us/ma/braintree/250-granite-street.html,,"Women's apparel brand known for its careerwear, dresses & separates in contemporary styles.",,,,,1
Zumiez,"250 Granite St #2065b, Braintree, MA 02184",Clothing store,abington,http://www.zumiez.com/storelocator/store/index/id/1055/us/ma/braintree/south-shore-plaza?utm_source=google+my+business&utm_medium=organic&utm_content=south+shore+plaza&utm_campaign=store+locations,,"Chain retailer offering trendy, brand-name clothing & shoes, plus gear for skate- & snowboarders.","
                            Gift Cards                        ",https://www.zumiez.com/gift-cards.html,https://www.zumiez.com/help/contact-us/,Contact Us,1
Old Navy,"5 Shipyard Dr, Hingham, MA 02043",Clothing store,abington,https://oldnavy.gap.com/stores/ma/hingham/oldnavy-5427.html,,"Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.",,,,,1
G by GUESS,"250 Granite St Space 1240, Braintree, MA 02184",Clothing store,abington,https://stores.guess.com/en/gbyguess/ma/braintree/250-granite-st/7066/?cmp=maps+-+google+places&utm_medium=maps&utm_source=google+places&utm_content=gbyguess_7066,,"Clothing retailer known for its house-brand designer jeans, clothing & accessories for men & women.",Gift Cards,https://shop.guess.com/GiftCard/,https://shop.guess.com/CustomerCare/ContactUs/,Contact Us,1
Janie and Jack,"250 Granite St, Braintree, MA 02184",Children's clothing store,abington,https://www.janieandjack.com/stores?lang=en_US,,Children's apparel chain featuring high-quality clothing & accessories in sizes from newborn to 12.,"





GIFT CARDS
For every special occasion

",https://www.janieandjack.com/gift-cards?lang=en_US,https://www.janieandjack.com/contactus?lang=en_US,Contact Us,1
Richard Lewis Formal wear & Kevin Michaels Men's Fine Clothing,"626 Washington St, Canton, MA 02021",Men's clothing store,abington,http://rltux.com/,,,,,https://richardlewisformalwear.com/contact/,Contact Us!,1
Carolann's,"31-35 Main St, Hingham, MA 02043",Clothing store,abington,http://www.carolannsonline.com/,,,,,,,1
BCBGMAXAZRIA at Lord & Taylor,"250 Granite St, Braintree, MA 02184",Clothing store,abington,https://locations.bcbg.com/us/ma/braintree/250-granite-st.html?utm_source=yext&utm_medium=listings,,Women's clothing chain featuring designer collections ranging from chic workwear to evening gowns.,,,http://www.bcbg.com/en/contactus/?campaign=306&utm_campaign=306&utm_content=footer_contactus&utm_medium=pages&utm_source=yext,Contact Us,1
Justice,"250 Granite St Space 3214, Braintree, MA 02184",Children's clothing store,abington,https://stores.shopjustice.com/ma/braintree/250-granite-street,,"Apparel chain supplying on-trend clothing, accessories & more for tweens.",Gift Cards,#Footer-giftCardsLinks,,,1
Forever 21,"250 Granite St #1300, Braintree, MA 02184",Clothing store,abington,https://www.forever21.com/us/shop,,"Chain for the latest fads in clothes, accessories & shoes for young women (some have menswear).",Gift Cards,/us/shop/catalog/giftcard,/us/shop/info/contactus,Contact Us,1
OshKosh B'gosh,"250 Granite St #2370, Braintree, MA 02184",Children's clothing store,abington,https://www.oshkosh.com/find-a-store?cm_mmc=OshKosh_Local-_-Google-_-233-_-All,,Long-standing retail chain selling casual apparel & accessories for babies & kids.,Gift Cards,https://www.oshkosh.com/gc-cashstar-okbg-092816.html,https://www.oshkosh.com/contact-us?id=oshkosh,Email Us,1
abercrombie kids,"250 Granite St #42, Braintree, MA 02184",Children's clothing store,abington,https://www.abercrombie.com/shop/us/clothing-stores/US/Braintree/MA/20334,,"Trendy chain selling its own preppy & logoed apparel, accessories, shoes & more for kids/tweens.",,,,,1
Hot Topic,"250 Granite St #2002, Braintree, MA 02184",Clothing store,abington,http://www.hottopic.com/store-details?StoreID=0419,,"Teen-oriented chain known for rock/pop-culture-inspired T-shirts, plus accessories & body jewelry.",Gift Cards,https://www.hottopic.com/giftcertpurchase,https://www.hottopic.com/contactus,"



Customer Service
",1
Leon Levin,"300 Oak St # 240, Pembroke, MA 02359",Women's clothing store,abington,http://www.leonlevin.com/,,,,,,,1
Brazilian Store,,Clothing store,abington,,,,,,,,1
Doughboy Uniforms,"295 Union St, Rockland, MA 02370",Uniform store,abington,http://doughboyuniforms.com/,,,,,ContactUs,Contact Us,1
PacSun,"250 Granite St, Braintree, MA 02184",Clothing store,abington,https://www.pacsun.com/,,"Chain supplying casual, California-inspired, brand-name clothing, swimwear & accessories.",Gift Cards,https://www.pacsun.com/giftcards,,,1
Men's Wearhouse,"215 University Ave, Westwood, MA 02090",Men's clothing store,abington,https://www.menswearhouse.com/store-locator/5128?utm_source=google&utm_medium=listing&utm_content=5128&utm_campaign=MA,,"Menswear chain offering brand-name formal & casual attire, shoes & accessories, plus tuxedo rentals.",Gift Cards,https://www.menswearhouse.com/gift-cards,https://www.menswearhouse.com/support,Contact Us,1
The Paper Store,"35 Pleasant St Ste 3111, South Weymouth, MA 02190",Clothing store,abington,https://locations.thepaperstore.com/south-weymouth-35-pleasant-st-ste-3111-02190-2312,,"Retail chain specializing in greeting cards, gift wrap, ornaments & gifts for all occasions.",,,https://thepaperstore.freshdesk.com/support/tickets/new,Contact Us,1
LOFT,"95 Washington St, Canton, MA 02021",Women's clothing store,abington,https://stores.loft.com/us/ma/canton/95-washington-street.html,,"Women's apparel brand known for its careerwear, dresses & separates in contemporary styles.",,,,,1
Talbots Inc,"175 Beal St, Hingham, MA 02043",Women's clothing store,abington,http://www.talbots.com/,,"Women's apparel chain offering workwear, dresses, casual clothes & accessories in classic styles.","

Gift Cards
",https://www.talbots.com/gift-card/PGIFTCARD.html?intcmp=20200316_mommenuimage_giftcard,https://www.talbots.com/contactus,Contact Us,1
Chico's Outlets,"250 Granite St #1051, Braintree, MA 02184",Women's clothing store,abington,https://stores.chicosofftherack.com/s/south-shore-plaza-off-the-rack,,"Clothing chain offering women's fashions including careerwear, dressy separates & more.",Gift Cards,//www.chicosofftherack.com/store/page.jsp?id=80,//www.chicosofftherack.com/store/page.jsp?id=70,Contact Us,1
BCBGeneration,,Clothing store,abington,,,,,,,,1
White House Black Market,"250 Granite St #1370, Braintree, MA 02184",Clothing store,abington,https://www.whitehouseblackmarket.com/store/,,"Women's apparel chain supplying modern dresses, separates & workwear, primarily in black & white.",Gift Cards,/store/page/the-perfect-gift-white-house-black-market/117509275,/store/page/contact-us/22,Contact Us,1
Merian Brothers,"137 Main St, Brockton, MA 02301",Tuxedo shop,abington,http://www.merianbrothers.com/,,,,,,,1
Ports & Company,"23 S Main St, Cohasset, MA 02025",Women's clothing store,abington,http://www.portsandcompany.com/,,,,,contacts.html,Contact Us,1
REI,"98 Old Derby St Suite 470, Hingham, MA 02043",Clothing store,abington,https://www.rei.com/stores/hingham.html,,"Retail chain carrying gear, apparel & footwear for a wide range of outdoor & fitness activities.",,,,,1
VeeFashions,"17 N Main St, Avon, MA 02322",Clothing store,abington,,,,,,,,1
Derby Street Shops,"100 Derby St, Hingham, MA 02043",Clothing store,abington,http://www.derbystshops.com/,,"Outdoor mall with a coastal New England vibe featuring shops, restaurants & open space for events.",,,https://derbystshops.com/contact/,Contact,1
Nordstrom Rack University Station,"231 University Ave, Westwood, MA 02090",Clothing store,abington,https://stores.nordstromrack.com/us/ma/westwood/231-university-avenue?utm_source=google&utm_medium=organic&utm_campaign=rack&utm_content=541&utm_channel=low_nd_seo_local&sp_source=google&sp_campaign=rack,,,Gift Cards,https://rack.giftcard.nordstrom.com/,https://www.nordstromrack.com/contactus,Contact Us,1
Rose Therese Caps & Gown Co,"59 Pleasant St, Brockton, MA 02301",Uniform store,abington,http://www.rosetherese.com/,,,,,http://rosetherese.com/contact-us/,Contact Us,1
Champagne Fragrance,,Perfume store,abington,,,,,,,,1
Marshalls,"300 New State Hwy, Raynham, MA 02767",Clothing store,abington,https://www.marshalls.com/,,"Retail chain offering brand-name clothing, accessories, shoes & housewares.",,https://marshalls.cashstar.com/store/recipient?locale=en-us,https://www.marshalls.com/us/store/jump/topic/Contact-Us/3200004,Contact Us,1
Children's Orchard Norwood,"1001 Boston-Providence Turnpike, Norwood, MA 02062",Children's clothing store,abington,http://www.childrensorchard.com/stores/norwood-ma/,,"Resale retail chain offering pre-owned children's brand-name clothing, toys, books & furniture.",,,http://visitor.r20.constantcontact.com/d.jsp?llr=9zqpqrtab&p=oi&m=1120500433722&sit=6mgaojrjb&f=5bf0e888-4f02-4e6c-b0c7-bf63752e52d8, Join Our Email List ,1
Target,"221 University Ave, Westwood, MA 02090",Clothing store,abington,https://www.target.com/sl/westwood/2649,,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.",Gift Cards,/c/gift-cards/-/N-5xsxu,,,1
Savers,"2035 Washington St, Hanover, MA 02339",Thrift store,abington,https://stores.savers.com/ma/hanover/savers-thrift-store-1188.html,,"Thrift store chain offering secondhand clothing, footwear, furniture, books & household items.",Gift Cards,https://www.savers.com/shop/gift-cards,,,1
DICK'S Sporting Goods,"435 Westgate Dr, Brockton, MA 02301",Clothing store,abington,https://stores.dickssportinggoods.com/ma/brockton/236/?seo=localpack,,"Sporting goods chain with equipment, apparel & footwear for athletics, outdoor recreation & fitness.",Buy Gift Cards,https://www.dickssportinggoods.com/s/gift-cards,https://www.dickssportinggoods.com/s/help-desk,Contact Customer Service,1
Chico's,"98 Derby St Suite 409, Hingham, MA 02043",Clothing store,abington,https://stores.chicos.com/s/chico-s-derby-street-shoppes,,"Clothing chain offering women's fashions including careerwear, dressy separates & more.",Gift Cards,https://www.chicos.com/store/page.jsp?id=114109276,https://www.chicos.com/store/page.jsp?id=37,Contact Us,1
PerfumeHubNet,,Perfume store,abington,,,,,,,,1
vineyard vines,"528 Legacy Pl, Dedham, MA 02026",Clothing store,abington,http://www.vineyardvines.com/,,"Preppy chain for the whole family, inspired by Martha's Vineyard, including signature print ties.",gift cards,/giftcards,https://www.vineyardvines.com/contact,Contact,1
Work 'N Gear,"757 Gallivan Blvd, Dorchester, MA 02122",Work clothes store,abington,http://www.workngear.com/,,"Retailer of workwear, shoes & more for use in security, industrial & health-care environments.",,,/contactus,"



									Need
								
								    Help
								

",1
McKinley School,,Clothing store,abington,,,,,,,,1
Everything But Water,"Derby Street Shoppes, 92 Derby St, Hingham, MA 02043",Swimwear store,abington,http://www.everythingbutwater.com/,,"Women's resortwear shop for swimsuits, cover-ups, sundresses, sandals, hats & other accessories.",Gift Cards,/product/gift-card.aspx?pid=13996,/company/contact-us.html,Contact Us,1
H&M,"206 Legacy Pl, Dedham, MA 02026",Clothing store,abington,https://www2.hm.com/en_us/index.html,,"Chain retailer supplying on-trend clothing, swimwear, accessories & shoes.","
                            Gift Cards",/en_us/women/gift-cards/gift-card.html,/en_us/customer-service/contact.html,Contact,1
Lane Bryant,"60 Providence Hwy, East Walpole, MA 02032",Plus size clothing store,abington,https://stores.lanebryant.com/ma/east-walpole/60-providence-highway?sid=NS:Google:GMB,,"Women's clothing chain with fashionable plus-size clothing, lingerie, shoes & accessories.",Gift Cards,https://www.lanebryant.com/account/giftcard-landing-page.jsp,,,1
francesca's,"92 Derby St #113, Hingham, MA 02043",Boutique,abington,https://www.francescas.com/,,"Women's clothing chain with an array of casual, playful clothing, plus bags, shoes & gifts.",Gift Cards,/category/gifts/gift-cards.do,/category/customer+service/contact+us.do,CONTACT US,1
The Yard Sale Store,"24 North St, Randolph, MA 02368",Thrift store,abington,http://theyardsalestore.org/,,,,,http://theyardsalestore.org/contact-us,Contact Us,1
Alan Bilzerian,"34 Newbury St, Boston, MA 02116",Clothing store,abington,http://www.alanbilzerian.com/,,Edgy shop known for dressing rock stars in its high-end men's & women's designer wear & accessories.,Gift Certificates,/giftcertificates.php,https://www.alanbilzerian.com/contact-us/,Contact Us,1
Trunk Club,"501 Boylston St #3102, Boston, MA 02116",Clothing store,abington,https://www.trunkclub.com/clubhouse/boston?c=RM_GMB_Boston_LocalListing&utm_source=RM&utm_medium=GMB&utm_content=boston&utm_campaign=LocalListing,,Personal stylists assist customers in choosing designer casualwear at this upscale outfitter.,"
                  Gift Cards
                ",/gift-cards,/contact,"

Contact

",1
Finish Line,"200 Westgate Dr, Brockton, MA 02301",Clothing store,abington,https://stores.finishline.com/ma/brockton/westgate-mall.html?utm_source=googlemybusiness&utm_medium=organic,,"Retail chain carrying a large selection of athletic footwear, apparel & accessories, plus fan gear.",,,,,1
Madewell,"524 Legacy Pl, Dedham, MA 02026",Clothing store,abington,https://stores.madewell.com/en/madewell-legacy-place,,"Chain featuring stylish apparel for women, including denim jeans, plus accessories, shoes & bags.",Gift Card,https://www.madewell.com/giftcard,https://www.madewell.com/contact-us.html,Contact Us,1
