name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched
Great Clips,"12274 Palmdale Rd Ste 104, Victorville, CA 92392",Beauty salon,adelanto,Casual salon offering haircuts for adults & kids along with professional styling products for sale.,https://www.greatclips.com/salons/8176?utm_source=google&utm_medium=organic&utm_campaign=gmb,,https://www.greatclips.com/gift-card-balance,https://www.greatclips.com/about-us/contact-us,Gift Card Balance,Contact Us,1
Youtiful Nails Lounge,"14130 Bear Valley Rd #201, Victorville, CA 92392",Beauty salon,adelanto,,,,,,,,1
Generations The Salon,"17973 Bear Valley Rd #2, Hesperia, CA 92345",Beauty salon,adelanto,,,,,,,,1
Miracles Hair Studio,"14270 7th St #1st, Victorville, CA 92395",Hair salon,adelanto,,,,,,,,1
Chatter Box Salon,"10770 I Ave STE 105, Hesperia, CA 92345",Beauty salon,adelanto,,http://www.chatterboxsalon.com/,,,,,,1
Xquiz It Hairdressersalon,"15550 Main St B-8, Hesperia, CA 92345",Beauty salon,adelanto,,http://xquizithairsalon.com/,,,Contact.html,,Contact Us,1
Pure Beauty By Jean,"18654 CA-18 Suite 201-114, Apple Valley, CA 92307",Beauty salon,adelanto,,http://www.purebeautybyjean.com/,,,https://purebeautybyjean.com/contact-our-apple-valley-location/,,Contact,1
Valeria's Beautty Salon,,Beauty salon,adelanto,,,,,,,,1
Clara's Beauty Transformations,,Beauty salon,adelanto,,http://www.facebook.com/clarasbeautytransformations,,,#,,Contact Clara's Beauty transformations on Messenger,1
Eclipse Beauty Salon,"15885 Main St #260, Hesperia, CA 92345",Beauty salon,adelanto,,,,,,,,1
Shear Images Hair Designs,"10904 Hesperia Rd UnitB, Hesperia, CA 92345",Beauty salon,adelanto,,,,,,,,1
Studio N Salon,"18838 Outer Hwy 18 N #7, Apple Valley, CA 92307",Beauty salon,adelanto,,,,,,,,1
Great Clips,"17080 Bear Valley Rd Ste D2, Victorville, CA 92395",Beauty salon,adelanto,Casual salon offering haircuts for adults & kids along with professional styling products for sale.,https://www.greatclips.com/salons/8144?utm_source=google&utm_medium=organic&utm_campaign=gmb,,https://www.greatclips.com/gift-card-balance,https://www.greatclips.com/about-us/contact-us,Gift Card Balance,Contact Us,1
Happy Nails Salon,"413 S Shore Center, Alameda, CA 94501",Nail salon,alameda,,http://happynailsalameda.com/,,,,,,1
Padova's Salon,"2008 Franciscan Way UNIT 210, Alameda, CA 94501",Beauty salon,alameda,,,,,,,,1
Benefit Cosmetics BrowBar Beauty Counter,"Ulta Beauty, 2245 S Shore Center, Alameda, CA 94501",Beauty salon,alameda,Chain retailer with beauty products including makeup & skincare (plus some kiosks & Brow Bars).,https://www.ulta.com/beautyservices/benefitbrowbar/,,,,,,1
CROP salon,"945 Marina Village Pkwy, Alameda, CA 94501",Hair salon,alameda,,http://www.cropsalonalameda.com/location/,,,/location,,Contact Us,1
Kim's Nails,"3215 Encinal Ave, Alameda, CA 94501",Nail salon,alameda,,,,,,,,1
Beautified Studio,"1709 Lincoln Ave, Alameda, CA 94501",Beauty salon,alameda,,https://beautified-studio.business.site/,,,,,Contact,1
Jeffcoat Lori,"1500 Encinal Ave, Alameda, CA 94501",Beauty salon,alameda,,,,,,,,1
Hi Tech Nails,"1909 Encinal Ave, Alameda, CA 94501",Nail salon,alameda,,,,,,,,1
Sessions Salon,"2323 Santa Clara Ave, Alameda, CA 94501",Hair salon,alameda,,https://m.facebook.com/sessionssalonca/,,,,,,1
Nailbar,"1229 Park St, Alameda, CA 94501",Nail salon,alameda,,http://alamedanailbar.com/,,https://www.alamedanailbar.com/gift-card,https://www.alamedanailbar.com,GIFT CARD,CONTACT,1
Kristine's Salon,"1419 Broadway, Alameda, CA 94501",Beauty salon,alameda,,https://m.facebook.com/Kristines-for-fabulous-hair-133218170111386/,,,,,,1
Lee's Nails,"2416 Santa Clara Ave, Alameda, CA 94501",Nail salon,alameda,,http://leesnailsalameda.com/,,,http://leesnailsalameda.com/contact/,,Contact us,1
Ulta Beauty,,Beauty salon,alameda,,,,,,,,1
Nail Shop,"1351 Park St, Alameda, CA 94501",Nail salon,alameda,,http://www.thenailshop.com/,,,,,,1
Rex salon,"1615 Pacific Ave, Alameda, CA 94501",Beauty salon,alameda,,,,,,,,1
LunchboxWax Alameda,"2650 5th St f, Alameda, CA 94501",Waxing hair removal service,alameda,,https://www.lunchboxwax.com/alameda/,,http://www.secure-booker.com/lunchboxholdings/ShopOnline/GiftCertificate.aspx,/alameda/contact-us/,Gift Certificates,Contact Us,1
Avalon School of Cosmetology Alameda,"2318 Central Ave, Alameda, CA 94501",Beauty salon,alameda,,http://avalon.edu/locations/alameda-ca/,,,,,,1
Grace Beauty,"475 Central Ave, Alameda, CA 94501",Beauty salon,alameda,,,,,,,,1
Shorepoint Hair Design,"420 Westline Dr, Alameda, CA 94501",Beauty salon,alameda,,,,,,,,1
Fruitvale Beauty Salon,"1524 Fruitvale Ave, Oakland, CA 94601",Beauty salon,alameda,,,,,,,,1
New Style Salon,"1219 Park St, Alameda, CA 94501",Beauty salon,alameda,,,,,,,,1
Saisha Threading and Beauty Care,"1509 Webster St, Alameda, CA 94501",Beauty salon,alameda,,,,,,,,1
merle norman cosmetic and baythreading beauty,"1419 Park St, Alameda, CA 94501",Facial spa,alameda,,https://baythreading.business.site/,,,,,Contact,1
Beautiful Women Salon,"2705 Encinal Ave, Alameda, CA 94501",Beauty salon,alameda,,https://www.nefertitibeautysalon.com/,,,,,,1
Ken Darrell's Hair Design,"3215 Encinal Ave, Alameda, CA 94501",Beauty salon,alameda,,,,,,,,1
Beauty Island Spa,"322 7th St, Oakland, CA 94607",Beauty salon,alameda,,http://www.beautyislandspa.org/,,,https://www.beautyislandspa.org/contact,,CONTACT,1
Sabai Salon & Blow Dry Bar,"2515 Santa Clara Ave #102, Alameda, CA 94501",Hair salon,alameda,,http://sabaisalon.net/,,,contact.html,,Contact,1
The Leo's Beauty Salon,"3015 Foothill Blvd, Oakland, CA 94601",Beauty salon,alameda,,,,,,,,1
Nails & More,,Nail salon,alameda,,,,,,,,1
Honey Salon,"2516 Santa Clara Ave, Alameda, CA 94501",Hair salon,alameda,,http://www.honeyalameda.com/,,,,,,1
Mimi Beauty Salon,"1107 International Blvd, Oakland, CA 94606",Beauty salon,alameda,,,,,,,,1
Milagro Salon,"201 3rd St suite 101, Oakland, CA 94607",Beauty salon,alameda,,http://www.milagrosalon.net/,,,https://www.milagrosalon.net/contact-location,,Location,1
Miky's Beauty Salon,"3258 International Blvd, Oakland, CA 94601",Beauty salon,alameda,,,,,,,,1
CoCo Beauty Cut,"1614 Webster St, Alameda, CA 94501",Hair salon,alameda,,,,,,,,1
Kim's beauty Salon,"1149 International Blvd, Oakland, CA 94606",Beauty salon,alameda,,,,,,,,1
Best Beauty Bar,"2544 Santa Clara Ave, Alameda, CA 94501",Makeup artist,alameda,,https://best-beauty-bar.business.site/,,,,,Contact,1
Escandalo Hair Salon,"3529 International Blvd, Oakland, CA 94601",Beauty salon,alameda,,,,,,,,1
Merle Norman Cosmetic Studio,"1419 Park St, Alameda, CA 94501",Beauty salon,alameda,,http://www.merlenormanstudio.com/ca/alameda/mn-10346/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,,,#,,Contact Us,1
Dose of Lashes,"1343 Park St, Alameda, CA 94501",Beauty salon,alameda,,,,,,,,1
Olivia's Hair Design,"3505 International Blvd, Oakland, CA 94601",Beauty salon,alameda,,,,,,,,1
European Wax Center,"2224 S Shore Center, Alameda, CA 94501",Waxing hair removal service,alameda,,https://locations.waxcenter.com/ca/alameda/alameda-0125.html?utm_source=google&utm_medium=search&utm_content=local-listing&utm_campaign=gmb-listing&utm_term=ewc-gmb,,,https://www.waxcenter.com/pages/contact,,"
          Contact Us",1
camellia beauty,"2002 Encinal Ave, Alameda, CA 94501",Beauty salon,alameda,,http://www.camelliabeautysalon.com/,,,https://www.camelliabeautysalon.com,,CONTACT,1
Lupe's Beauty Salon,"2270 International Blvd, Oakland, CA 94606",Beauty salon,alameda,,,,,,,,1
The Dreadlocks Salon,"341 7th St, Oakland, CA 94607",Beauty salon,alameda,,http://www.dreadlockssalon.com/,,,http://dreadlockssalon.wixsite.com/mysite,,Contact,1
Kang's Beauty Salon,"2208 Fruitvale Ave, Oakland, CA 94601",Beauty salon,alameda,,,,,,,,1
Rock & Polish,"127 2nd St, Oakland, CA 94607",Nail salon,alameda,,http://www.rockandpolish.com/,,,,,,1
Lily Tomo & Company,"1403 Park St, Alameda, CA 94501",Hair salon,alameda,,,,,,,,1
Mini Beauty Salon,"1231 6th Ave, Oakland, CA 94606",Beauty salon,alameda,,,,,,,,1
Sport Clips Haircuts of Alameda Landing,"2640 5th St Suite #C, Alameda, CA 94501",Hair salon,alameda,,https://haircutmenalamedaca.com/?utm_source=Rio&utm_medium=GMB,,,https://www.sportclips.com/about-us/contact-us,,Contact Us,1
The Salon by Robert Lupo,"1004 Central Ave, Alameda, CA 94501",Hair salon,alameda,,http://www.thesalonalameda.com/,,,https://www.thesalonalameda.com/contact,,CONTACT,1
Thanh's Salon,,Beauty salon,alameda,,,,,,,,1
Pearl Salon,"3131 Fernside Blvd, Alameda, CA 94501",Hair salon,alameda,,,,,,,,1
Aa Beauty Salon,"440 7th St, Oakland, CA 94607",Beauty salon,alameda,,,,,,,,1
D' Carlo Hair Salon,"4016 D, International Blvd, Oakland, CA 94601",Beauty salon,alameda,,http://www.thedcarlohairsalon.com/,,,,,,1
Hair Be Gone,"2447 Santa Clara Ave #301, Alameda, CA 94501",Hair removal service,alameda,,http://www.hair-be-gone.com/,,,http://hair-be-gone.com/contact/,,Contact,1
WAX By Courtney Guadamuz,"1136 Ballena Blvd b, Alameda, CA 94501",Waxing hair removal service,alameda,,http://www.waxbycocoguadamuz.com/,,,,,,1
Miracle Beauty Salon,"1541 International Blvd, Oakland, CA 94606",Beauty salon,alameda,,,,,,,,1
The Gorgeous Lady,"1826 Clement Ave #204, Alameda, CA 94501",Facial spa,alameda,,http://www.thegorgeouslady.net/,,,,,,1
21 Hair Salon,"1038 Webster St, Oakland, CA 94607",Beauty salon,alameda,,,,,,,,1
Hair Image Design,"322 8th St, Oakland, CA 94607",Beauty salon,alameda,,,,,,,,1
Skin Deep,"3211 Encinal Ave suite d, Alameda, CA 94501",Skin care clinic,alameda,,https://skindeepprofessional.com/,,,https://skindeepprofessional.com/contact/,,Contact,1
Laser Skin Source,"2100 Otis Dr, Alameda, CA 94501",Laser hair removal service,alameda,,http://laserskinsource.com/,,,/contactus,,"
Contact
",1
Xin Da Di Salon,"Oakland, CA 94607",Beauty salon,alameda,,,,,,,,1
Elite Hair Salon,"339 10th St, Oakland, CA 94607",Beauty salon,alameda,,,,,,,,1
Danny's Hair Studio,"600 International Blvd, Oakland, CA 94606",Beauty salon,alameda,,http://dannytruong.com/,,,,,,1
Lakeside Hair Salon,"148 International Blvd, Oakland, CA 94606",Beauty salon,alameda,,,,,,,,1
Ice Beauty Salon and Spa,"1236 2nd Ave, Oakland, CA 94606",Beauty salon,alameda,,http://www.icebeautysalonandspa.com/,,,contact-1.html,,Contact,1
Brow & Line,"2059 Clinton Ave # 3, Alameda, CA 94501",Eyebrow bar,alameda,,http://www.browandline.com/,,,,,,1
Eclipse Hair Studio,"3960 International Blvd, Oakland, CA 94601",Beauty salon,alameda,,,,,,,,1
Laser Skin Source Richard Nolan MD,"2100 Otis Dr suite b, Alameda, CA 94501",Laser hair removal service,alameda,,http://www.laserskinsource.com/?utm_source=gmb_auth,,,/contactus,,"
Contact
",1
Miguel Angel Beauty Salon,"4204 Foothill Blvd, Oakland, CA 94601",Beauty salon,alameda,,,,,,,,1
Le Rebelle Hair Team,"730 Washington St, Oakland, CA 94607",Beauty salon,alameda,,,,,,,,1
Salon Hair House,"373 12th St, Oakland, CA 94607",Beauty salon,alameda,,,,,,,,1
Beauty Legend,"988 Broadway #151, Oakland, CA 94607",Beauty salon,alameda,,https://www.beautylegend.net/contact.html,,,/contact.html,,"
								Contact
							",1
Fashion Line,"446 7th St, Oakland, CA 94607",Beauty salon,alameda,,,,,,,,1
Simply Magic Extension & Beauty Bar,"337 13th St #202, Oakland, CA 94612",Beauty salon,alameda,,http://simplymagicbeautybar.business.site/,,,,,Contact,1
Miracles Hair Salon,"316 17th St, Oakland, CA 94612",Beauty salon,alameda,,https://m.facebook.com/MiracleExcluNw8/,,,,,,1
Topps Salon Day Spa,"713 Washington St, Oakland, CA 94607",Beauty salon,alameda,,http://www.toppssalondayspa.com/,,,,,,1
Joena's Salon,"429 9th St, Oakland, CA 94607",Beauty salon,alameda,,,,,,,,1
Family Hair Salon,"1912 Park Blvd, Oakland, CA 94606",Beauty salon,alameda,,,,,,,,1
Heidy Beauty Salon,"4423 Foothill Blvd, Oakland, CA 94601",Beauty salon,alameda,,,,,,,,1
Black Image,"1801 Park Blvd, Oakland, CA 94606",Beauty salon,alameda,,,,,,,,1
Diouma's Senegales Hair Boarding,"417 E 18th St, Oakland, CA 94606",Beauty salon,alameda,,,,,,,,1
About Beauty Nails,"324 E 18th St, Oakland, CA 94606",Nail salon,alameda,,,,,,,,1
SalonCentric,"833 Marina Village Pkwy, Alameda, CA 94501",Beauty supply store,alameda,,http://www.saloncentric.com/,,,/requestsalesconsultant,,Request a sales consultant,1
Beauty Nail,"339 17th St, Oakland, CA 94612",Nail salon,alameda,,,,,,,,1
Posh Polish Organic Nail Spa,"815 Washington St, Oakland, CA 94607",Nail salon,alameda,,,,,,,,1
MIO Spa & Salon,"387 Grand Ave, Oakland, CA 94610",Beauty salon,alameda,,http://www.salonetsalons.com/,,,https://www.salonetsalons.com,,CONTACT,1
La Nana salon & flowers,"4224 Park Blvd, Oakland, CA 94602",Beauty salon,alameda,,http://www.lananasalonflower.com/,,,contact-us.html,,contact us,1
Lucia's Health & Beauty,"2421 Telegraph Ave Main Conference Room, Oakland, CA 94612",Beauty salon,alameda,,http://www.luciahb.com/,,,http://www.luciahb.com/contact/,,Contact,1
Aya Salon & Spa,"1880 Solano Ave, Berkeley, CA 94707",Hair salon,alameda,,https://ayasalon.com/locations/berkeley/,,,https://ayasalon.com/contact-us/,,Contact Us,1
Hair Merritt,"3410 Lakeshore Ave # 2, Oakland, CA 94610",Beauty salon,alameda,,,,,,,,1
Gregg's Grand Salon,"538 Grand Ave, Oakland, CA 94610",Beauty salon,alameda,,,,,,,,1
Bounce Blowdry Bar,"3342 Lakeshore Ave, Oakland, CA 94610",Beauty salon,alameda,,http://www.bounceblowbar.com/,,,/findus,,"
            FIND US
          ",1
The Studio Barber Lounge,"1521 Webster St, Alameda, CA 94501",Hair salon,alameda,,,,,,,,1
justin lorenz hairstylist,"1500 Encinal Ave, Alameda, CA 94501",Hairdresser,alameda,,,,,,,,1
Avalon Salon,"6117 La Salle Ave, Piedmont, CA 94611",Beauty salon,alameda,,http://www.avalonmontclair.com/,,,,,,1
The Nail Shop,"3326 Grand Ave, Oakland, CA 94610",Nail salon,alameda,,http://www.thenailshop.com/,,,,,,1
CosmoProf,"2651 Blanding Ave #G, Alameda, CA 94501",Beauty supply store,alameda,,https://stores.cosmoprofbeauty.com/ca/alameda/salon-supply-alameda-ca-8828.html?utm_source=GMBlisting&utm_medium=organic,,,/contact-us,,ContactUs,1
Sally Beauty,"2610 5th St B-2A, Alameda, CA 94501",Beauty supply store,alameda,"Cosmetics chain offering brand-name beauty products & supplies, including salon equipment.",https://www.sallybeauty.com/store-details/?showMap=true&horizontalView=true&lat=37.786036&long=-122.281014_utm_source=GMBlisting&utm_medium=organic,,/hair/gift-cards/,https://www.sallybeauty.com/customer-service/email-sally/,Gift Cards,Contact Us,1
Perfect Hair Cut,"406 7th St, Oakland, CA 94607",Hair salon,alameda,,,,,,,,1
Natural Nails Plus,"3527 Grand Ave, Oakland, CA 94610",Nail salon,alameda,,http://www.naturalnailsplus.com/,,,contact.aspx,,CONTACT US,1
Simply Green Day Spa,"630 Grand Ave, Oakland, CA 94610",Day spa,alameda,,http://simplygreendayspa.com/,,http://simplygreendayspa.com/gift-certificates/,,Gift Certificates,,1
Supercuts,"2068 Antioch Ct, Oakland, CA 94611",Beauty salon,alameda,,https://www.supercuts.com/locations/ca/oakland/montclair-village-haircuts-81556.html,,/gift-cards.html,#,"
												Gift Cards ",Store Contact Number,1
Monalisa Hair Design,"135 S San Gabriel Blvd C, San Gabriel, CA 91776",Beauty salon,alhambra,,,,,,,,1
Tinzee Nail Salon,"436 Fair Oaks Ave, South Pasadena, CA 91030",Nail salon,alhambra,,http://www.tinzeenailsalon.com/,,,/contact-us,,CONTACT US,1
Han's Beauty Stor,"700 Fair Oaks Ave, South Pasadena, CA 91030",Beauty salon,alhambra,,,,,,,,1
L'Meida A Salon,"208 W Main St, Alhambra, CA 91801",Cosmetics store,alhambra,,,,,,,,1
C & L Beauty,"123 E Valley Blvd Ste 211, San Gabriel, CA 91776",Facial spa,alhambra,,,,,,,,1
Anavlis Hair Salon,"2492 Huntington Dr, San Marino, CA 91108",Beauty salon,alhambra,,,,,,,,1
Uki Hair Studio,"300 S Atlantic Blvd, Monterey Park, CA 91754",Hair salon,alhambra,,,,,,,,1
Pink Nails,"711 Fair Oaks Ave L, South Pasadena, CA 91030",Nail salon,alhambra,,,,,,,,1
Nail Lounge,"700 Fair Oaks Ave, South Pasadena, CA 91030",Nail salon,alhambra,,http://www.nailloungepasadena.com/,,,/contact.html,,"
				Contact
			",1
Pro Nails,"123 E Las Tunas Dr, San Gabriel, CA 91776",Nail salon,alhambra,,,,,,,,1
Catherine Alexandria  Electrolysis Hair Removal,"1965 Huntington Dr, South Pasadena, CA 91030",Electrolysis hair removal service,alhambra,,https://catherinealexandriaelectrolysis.wordpress.com/,,,,,,1
AJ Beauty Salon,"410 E Valley Blvd, San Gabriel, CA 91776",Hair salon,alhambra,,,,,,,,1
Sam's Barber Shop,"1103 E Main St, Alhambra, CA 91801",Hair salon,alhambra,,http://samsbarbershopalhambra.com/,,,https://samsbarbershopalhambra.com/contact/,,CONTACT,1
Hair Club 20,"705 W Las Tunas Dr, San Gabriel, CA 91776",Hair salon,alhambra,,https://app.shedul.com/online_bookings/42659/link,,,,,,1
The Art of Hair & Makeup by Rachelle,"2319 Huntington Dr, San Marino, CA 91108",Hair salon,alhambra,,,,,,,,1
I E NAILS INC,"1032 MISSION STREET, CA-1, South Pasadena, CA 91030",Nail salon,alhambra,,,,,,,,1
Supercuts,"5417 Rosemead Blvd, San Gabriel, CA 91776",Hair salon,alhambra,,https://www.supercuts.com/locations/ca/san-gabriel/next-to-pep-boys-haircuts-8096.html,,/gift-cards.html,#,"
												Gift Cards ",Store Contact Number,1
Season Beauty Inc,"1050 E Las Tunas Dr, San Gabriel, CA 91776",Nail salon,alhambra,,,,,,,,1
Beauty in Motion Studio,"317 N San Marino Ave #B, San Gabriel, CA 91775",Beauty salon,alhambra,,http://www.beautyims.com/,,,/contact-us.html,,Contact Us,1
Rey Hair Salon,"1828 Fremont Ave, South Pasadena, CA 91030",Hair salon,alhambra,,http://reyhairsalon.com/,,,,,,1
Pro Beauty of South Pasadena,"1123 Fair Oaks Ave, South Pasadena, CA 91030",Beauty salon,alhambra,,https://pro-beauty-of-south-pasadena.business.site/?utm_source=gmb&utm_medium=referral,,,,,Contact,1
J C Salon,"7705 Garvey Ave, Rosemead, CA 91770",Hair salon,alhambra,,https://salonsbyjc.com/,,,https://salonsbyjc.com/contact/,,Contact,1
Sport Clips Haircuts of South Pasadena  Fair Oaks,"1124 Fair Oaks Ave, South Pasadena, CA 91030",Hair salon,alhambra,,https://haircutmensouthpasadenaca.com/?utm_source=Rio&utm_medium=GMB,,,https://www.sportclips.com/about-us/contact-us,,Contact Us,1
Longmi Lashes,"27221 La Paz Rd suite d, Laguna Niguel, CA 92677",Beauty salon,aliso viejo,,http://longmilashes.com/,,,,,,1
Great Clips,"27901 La Paz Rd Ste B, Laguna Niguel, CA 92677",Beauty salon,aliso viejo,Casual salon offering haircuts for adults & kids along with professional styling products for sale.,https://www.greatclips.com/salons/8101?utm_source=google&utm_medium=organic&utm_campaign=gmb,,https://www.greatclips.com/gift-card-balance,https://www.greatclips.com/about-us/contact-us,Gift Card Balance,Contact Us,1
Skin Renewal Facials and Skin Care Treatment,"23121 Aliso Creek Rd, Aliso Viejo, CA 92656",Skin care clinic,aliso viejo,,http://www.myskinrenewal.com/,,https://squareup.com/gift/5QDH1K7DCAGBD/order,http://www.myskinrenewal.com/contact,BUY GIFT CARD NOW,"
        Contact
    ",1
Nails by Mimi,,Nail salon,aliso viejo,,,,,,,,1
The Nail Story,"27881 La Paz Rd B, Laguna Niguel, CA 92677",Nail salon,aliso viejo,,http://www.thenailstory.com/,,,https://www.thenailstory.com,,CONTACT,1
Wild Iris Waxing  Wellness,"77 Vantis Dr, Aliso Viejo, CA 92656",Waxing hair removal service,aliso viejo,,http://wildiriswax.com/,,,http://wildiriswax.com/contact/,,contact,1
Platinum Medical Spa,"6 Journey #145, Aliso Viejo, CA 92656",Medical spa,aliso viejo,,http://www.platinummedicalspa.com/,,,http://platinummedicalspa.com/contact/,,Platinum Medical Spa,1
The Eyebrow Parlour,"Laguna Hills, CA 92653",Hair removal service,aliso viejo,,,,,,,,1
The Right Hair Salon,"23691 Via Linda, Mission Viejo, CA 92691",Beauty salon,aliso viejo,,http://www.therighthairsalon.com/,,,https://therighthairsalon.com/mission-viejo-ladera-ranch-hair-salon-contact/,,Contact,1
Hair By Alexis,"27131 Aliso Creek Rd, Aliso Viejo, CA 92656",Hair salon,aliso viejo,,https://www.hairbyalexis.salon/location/,,,,,,1
Salon Haven,"95 Enterprise, Aliso Viejo, CA 92656",Hair salon,aliso viejo,,https://www.solasalonstudios.com/salon-professional/anne-marie-ellstrom1,,,/contact-us,,Contact Us,1
Chez Fa Fa Hair Salon Inc,"26990 Crown Valley Pkwy # A, Mission Viejo, CA 92691",Beauty salon,aliso viejo,,,,,,,,1
Ulta Beauty,"27080 Alicia Pkwy Ste B, Laguna Niguel, CA 92677",Beauty salon,aliso viejo,"Chain with a diverse selection of cosmetics & other beauty products, plus on-site salon services.",http://www.ulta.com/stores/laguna-niguel-ca-1485,,,,,,1
Peatree Make Up Artist,,Beauty salon,aliso viejo,,http://www.peatreemakeupartist.com/,,,/contactus.htm,,Contact Us,1
The House Salon,"23981 Alicia Pkwy STE 170, Mission Viejo, CA 92691",Beauty salon,aliso viejo,,http://www.thehousesalon.com/,,,/info,,"
                contact
              ",1
The Salon,"25991 La Paz Rd, Mission Viejo, CA 92691",Beauty salon,aliso viejo,,http://www.thesalononline.com/,,,contact-and-location,,"

			Contact",1
Velvet Skincare,"31 Vantis Dr, Aliso Viejo, CA 92656",Skin care clinic,aliso viejo,,http://velvetskincare.net/,,,mailto:contact@velvetskincare.net,,contact@velvetskincare.net,1
European Wax Center,"27261 La Paz Rd Suite E, Laguna Niguel, CA 92677",Waxing hair removal service,aliso viejo,,https://locations.waxcenter.com/ca/lagunaniguel/laguna-niguel-0135.html?utm_source=google&utm_medium=search&utm_content=local-listing&utm_campaign=gmb-listing&utm_term=ewc-gmb,,,https://www.waxcenter.com/pages/contact,,"
          Contact Us",1
