name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,searched,state,zipcode,store_type
Dress Boston,"70 Charles St, Boston, MA 02114",Women's clothing store,Boston,http://www.dressboston.com/,,"Chic, high-end women's boutique focusing on wardrobe essentials plus home decor & furniture.",Gift Cards,http://www.dressboston.com/products/gift-card,https://dressboston.com/pages/contact-us,VENDOR INQUIRIES,1,MA,02114,clothing_store
SAULT New England,"577 Tremont St, Boston, MA 02118",Men's clothing store,Boston,http://www.saultne.com/,,"Hip boutique offering classic & vintage apparel, accessories, grooming products & gifts for men.","




Gift Card's 


",http://www.saultne.com/collections/sault-new-england-gift-card,http://www.saultne.com/pages/contact,Contact Us,1,MA,02118,clothing_store
Stellar Apparel  Screen Printing Embroidery Promotional Items,"14 Newton St, Southborough, MA 01772",Clothing store,Southborough,http://www.stellarapparel.com/,,,Gift Certificates,"http://www.stellarapparel.com/store/stellar-apparel-gift-certificate,category.asp",http://www.stellarapparel.com/custom-screenprinting-contactus.asp,Contact Us,1,MA,01772,clothing_store
Pure Hockey,"739 Donald Lynch Blvd, Marlborough, MA 01752",Sporting goods store,Marlborough,https://www.purehockey.com/,,"Specialist retailer offering hockey gear & apparel, including inline & ice skates, sticks & pads.",Gift Certificates,https://www.purehockey.com/giftcards.aspx,https://www.purehockey.com/support.aspx,Contact Us,1,MA,01752,clothing_store
Sundance Clothing,"497 Main St, Chatham, MA 02633",Women's clothing store,Chatham,http://www.sundanceclothing.com/,,,"
                    Gift Cards
                  ",http://www.sundanceclothing.com/collections/gift-cards,,,1,MA,02633,clothing_store
Merry Go Rounds,"285 Washington St, North Easton, MA 02356",Children's clothing store,North Easton,http://www.shopmerrygorounds.com/,,,purchase a gift card,http://www.shopmerrygorounds.com/collections/gifts,http://www.shopmerrygorounds.com/pages/contact,Contact,1,MA,02356,clothing_store
Fringe Boutique,"193 Rockland St, Hanover, MA 02339",Women's clothing store,Hanover,https://fringeclothingboutique.com/,,,"



  

  #ProductImage-14345109471294 {
    max-width: 335px;
    max-height: 199.79978925184403px;
  }
  #ProductImageWrapper-14345109471294 {
    max-width: 335px;
  }











Gift Card

        
          From $25.00
        
      
",https://fringeclothingboutique.com/products/gift-card,https://fringeclothingboutique.com/pages/contact-us,"
            Contact Us
          ",1,MA,02339,clothing_store
Rainbow Connection,"128 Main St, Monson, MA 01057",Clothing store,Monson,http://www.rainbowconnection.com/,,,GIFT CERTIFICATES,http://www.rainbowconnection.com/cart.php?m=gift_certificates,https://www.rainbowconnection.com/Contact-Us-5.html,Contact Us,1,MA,01057,clothing_store
Tiny Hanger,"314 Harvard St, Brookline, MA 02446",Children's clothing store,Brookline,http://www.tinyhanger.com/,,Stylish children's clothing boutique carrying handmade pieces from local designers & creative gifts.,"

",https://www.tinyhanger.com/50-gift-card.html,https://www.tinyhanger.com/service/,Locations & Contact,1,MA,02446,clothing_store
Wild Goose Chase,"1355 Beacon St, Brookline, MA 02446",Clothing store,Brookline,http://www.wildgoosechasegifts.com/,,,Gift Cards,https://www.wildgoosechasegifts.com/gift-cards.htm,http://www.wildgoosechasegifts.com/contact.htm, CONTACT US,1,MA,02446,clothing_store
Baseballism Boston,"71 Lansdowne St, Boston, MA 02215",Clothing store,Boston,https://www.baseballism.com/,,,"
                            Gift Cards
                          ",https://www.baseballism.com/collections/gift-cards,https://www.baseballism.com/pages/contact-us,Contact,1,MA,02215,clothing_store
Queenia,"100 Cambridgeside Pl, Cambridge, MA 02141",Clothing store,Cambridge,http://queenia.net/,,,"
            Gift Cards
          ",http://queenia.net/gift-cards,http://queenia.net/contact-3,"
            Contact
          ",1,MA,02141,clothing_store
Marine Layer,"37 Brattle St, Cambridge, MA 02138",Clothing store,Cambridge,http://www.marinelayer.com/,,,Gift Cards!,http://www.marinelayer.com/products/marine-layer-e-gift-card,http://www.marinelayer.com/pages/contact-us,Contact Us,1,MA,02138,clothing_store
The Stone Flower,"100 Cambridgeside Pl 1 - 31, Cambridge, MA 02141",Jewelry store,Cambridge,http://www.thestoneflower.com/,,"This pink-themed boutique is filled with jewelry, accessories, handbags & trendy, casual dresses.",Gift Card,http://www.thestoneflower.com/products/gift-card,http://www.thestoneflower.com/pages/contact,Contact Us,1,MA,02141,clothing_store
the clothesVine,"134 W High St, Carlisle, PA 17013",Women's clothing store,Carlisle,http://www.theclothesvine.com/,,,"
                    Gift Cards
                ",http://www.theclothesvine.com/collections/gift-cards,http://www.theclothesvine.com/pages/contact,"
            Visit Us
        ",1,PA,17013,clothing_store
Safety Smart Gear,"240 Sturbridge Rd, Charlton, MA 01507",Protective clothing supplier,Charlton,https://safetysmartgear.com/,,,Gift Certificates,https://www.safetysmartgear.com/giftcertificates.php,https://safetysmartgear.com/contact/,,1,MA,01507,clothing_store
Hot Costumes,"175 Main St, Webster, MA 01570",Costume store,Webster,http://hotcostumes.com/,,,Gift Certificates,http://hotcostumes.com/giftcertificates.php,http://hotcostumes.com/colored-contacts/,Colored Contacts,1,MA,01570,clothing_store
Bella of Cape Cod,"585 Main St, Chatham, MA 02633",Fashion accessories store,Chatham,http://www.bellaofcapecod.com/,,,Gift Cards,https://www.bellaofcapecod.com/category_s/115.htm,http://www.bellaofcapecod.com/#column-3,"
                        Contact Us
                        
",1,MA,02633,clothing_store
Orvis,"1017 Galleria Blvd, Roseville, CA 95678",Clothing store,Roseville,http://www.orvis.com/,,,"
Shop Gifts & Gift Cards
                        ",https://m.orvis.com/subject/gifts,http://www.orvis.com/#,Contact Orvis,1,CA,95678,clothing_store
Garnet Hill Outlet Store,"231 Main St, Franconia, NH 03580",Women's clothing store,Franconia,https://www.garnethill.com/,,,Gift Cards,https://garnethill.cashstar.com/store/recipient?locale=en-us,https://www.garnethill.com/GarnetHill/US/Global/contactus/landing-path, Contact Us,1,NH,03580,clothing_store
Jane Chalfant Inc,"123 N High St, West Chester, PA 19380",Boutique,West Chester,http://www.janechalfant.com/,,,Gift Certificates,https://janechalfant.com/?product=gift-cards,https://janechalfant.com/?page_id=168,Contact Us,1,PA,19380,clothing_store
Nochi,"29 Main St, Vineyard Haven, MA 02568",Clothing store,Vineyard Haven,http://www.nochimv.com/,,,GIFT CERTIFICATES,https://www.nochimv.com/gift-card,https://www.nochimv.com/contact,CONTACT,1,MA,02568,clothing_store
The Black Dog General StoreCLOSED,"11 Main St, Edgartown, MA 02539",Clothing store,Edgartown,https://www.theblackdog.com/,,"Retailer selling casualwear, accessories & gifts with its signature dog logo for men, women & kids.",Gift Card Balance,https://www.theblackdog.com/pages/gift-card-balance,https://www.theblackdog.com/pages/contact-us,Contact Us,1,MA,02539,clothing_store
Healing Hands Bodywork & Massage,"Beach Rd, Edgartown, MA 02539",Clothing store,Edgartown,http://www.healinghandsmv.com/,,,"

			Promotions & Gift Certificates
		
",http://www.healinghandsmv.com/promotions--gift-certificates.html,,"
				BOOK / CONTACT
			",1,MA,02539,clothing_store
Sawyer Brook Distinctive Fabrics,"1031 Boston Post Rd E #101, Marlborough, MA 01752",Fabric store,Marlborough,http://www.sawyerbrook.com/,,,Gift Cards,https://www.sawyerbrook.com/product/preset-gift-cards/,http://www.sawyerbrook.com/contact-us/,"#mpcth_icon_column_fuqkI .mpc-vc-icon-column-icon i {color:#b163a3;}#mpcth_page_wrap #mpcth_icon_column_fuqkI:hover .mpc-vc-icon-column-icon .mpc-vc-icon-column-arrow {border-top-color:#b163a3;}#mpcth_page_wrap #mpcth_icon_column_fuqkI:hover .mpc-vc-icon-column-icon {background:#b163a3;}Sewist Support ServicesWill it match? Will it drape right? Will this fabric work with this pattern?
Call us and we'll help you get your project off to a great start! »",1,MA,01752,clothing_store
Cattivo,"344 Gannett Rd, Scituate, MA 02066",Clothing store,Scituate,https://shopcattivo.com/,,,Gift Cards,https://shopcattivo.com/products/gift-card,https://shopcattivo.com/pages/contact,Contact Us,1,MA,02066,clothing_store
Pretty Little Things,"812 Chief Justice Cushing Hwy, Cohasset, MA 02025",Boutique,Cohasset,https://www.prettylittlethings02066.com/,,,"
				Egift Cards
			",https://www.prettylittlethings02066.com/egift-cards.html,,,1,MA,02025,clothing_store
Chel Bella,"66 South St, Hingham, MA 02043",Women's clothing store,Hingham,http://www.chelbella.com/,,,"
                    Gift Card
                ",http://www.chelbella.com/products/gift-card-1,http://www.chelbella.com/pages/contact-us,"
            Contact Us
        ",1,MA,02043,clothing_store
Equipe Sport Mtn Riders,"21 S Access Rd, West Dover, VT 05356",Sportswear store,West Dover,http://www.equipesport.com/,,,Gift Cards,http://www.equipesport.com/collections/equipe-sport,,,1,VT,05356,clothing_store
Giblees Menswear & Tuxedos,"85 Andover St, Danvers, MA 01923",Clothing store,Danvers,http://www.giblees.com/,,"Menswear resource carrying casual shirts & jeans as well as suits, sport coats & tuxedo rentals.","
        Gift Cards
      ",http://www.giblees.com/collections/gift-card,,,1,MA,01923,clothing_store
Mass Vintage,"45 Boltwood Walk, Amherst, MA 01002",Vintage clothing store,Amherst,http://massvintage.com/,,,"
Gift Cards
",http://massvintage.com/products/massvintage-gift-card,,,1,MA,01002,clothing_store
Ted's Shoe & Sport,"115 Main St, Keene, NH 03431",Shoe store,Keene,http://www.tedsports.com/,,Local sporting goods retailer since 2000 selling brand-name athletic & specialty footwear & apparel.,Gift Card,https://www.tedsports.com/product-category/mwb_wgm_giftcard/,,Contact,1,NH,03431,clothing_store
Summer Shop,"16R Telegraph Rd, Dennis Port, MA 02639",Boutique,Dennis Port,http://bit.ly/,,,Gift Cards,https://www.dennisportgeneralstore.com/category_s/2001.htm,http://bit.ly/Articles.asp?ID=257,Contact Us,1,MA,02639,clothing_store
Littlenecks,"620 Main St, Dennis, MA 02638",Clothing store,Dennis,http://www.littleneckscapecod.com/,,,"
              Gift Certificates
            ",https://squareup.com/gift/SR7KWMNKAEZZ8/order,http://www.littleneckscapecod.com/contact,"
                Contact
              ",1,MA,02638,clothing_store
Annie's Unique Boutique,"1049 County St, Somerset, MA 02726",Women's clothing store,Somerset,https://anniesuniqueboutique.com/,,,Buy Annie's EGift Card,https://squareup.com/gift/VJW1BABAMB61C/order,https://www.anniesuniqueboutique.com/contact,About Us,1,MA,02726,clothing_store
Sick Boy Motorcycles,"11 Pine Knolls Dr, Dayville, CT 06241",Clothing store,Dayville,https://www.sickboy.com/,,,"
GIFT CARDS
",https://www.sickboy.com/hats-accessories-clothing-apparel-gear/gift-cards.html,https://www.sickboy.com/contact/,Contact Us,1,CT,06241,clothing_store
De Grandpre Jewelers Inc,"54 Cottage St, Easthampton, MA 01027",Jewelry store,Easthampton,http://degrandprejewelers.com/,,,"
Gift Cards
",http://degrandprejewelers.com/products/gift-card,,,1,MA,01027,clothing_store
Chatham T Company,"583 Main St, Chatham, MA 02633",Clothing store,Chatham,https://www.chathamtco.com/,,,"
            Click here
          ",https://www.chathamtco.com/products/gift-card,https://www.chathamtco.com/pages/contact-us,"
              Contact 
            ",1,MA,02633,clothing_store
LaBelle's General Store,"662 Main St, Dennis Port, MA 02639",Clothing store,Dennis Port,http://www.dennisportgeneralstore.com/,,,Gift Cards,https://www.dennisportgeneralstore.com/category_s/2001.htm,http://www.dennisportgeneralstore.com/Articles.asp?ID=257,Contact Us,1,MA,02639,clothing_store
Blouse House,"23 Commercial Way, Hanson, MA 02341",Clothing store,Hanson,https://www.blousehouse.com/,,,Gift Cards,https://www.blousehouse.com/products/gift-card,https://www.blousehouse.com/pages/contact-us,Contact us,1,MA,02341,clothing_store
AdamVintage,"145 Shaker Rd #2786, East Longmeadow, MA 01028",Gift shop,East Longmeadow,https://www.adamvintage.com/,,,Official Gift Certificate,https://www.adamvintage.com/digital-gift-cards.html,https://www.adamvintage.com/contact-adamvintage.html,"

			Contact
		
",1,MA,01028,clothing_store
Marketplace at The Sweater Venture,"700 Columbia Turnpike # 2, East Greenbush, NY 12061",Clothing store,East Greenbush,http://sweaterventure.com/,,,"

",https://www.sweaterventure.com/gift-card-web.html,,,1,NY,12061,clothing_store
fashion lounge clothing boutique,"427 Winthrop St, Taunton, MA 02780",Boutique,Taunton,http://www.fashionloungeusa.com/,,,"

",//cdn.shopify.com/s/files/1/1294/8307/products/e38bd83af578077b65a31424bd24d085.png?v=1464558300,,,1,MA,02780,clothing_store
Q Teens,"1017 Central St, Leominster, MA 01453",Clothing store,Leominster,http://www.shopqteens.com/,,,"

",https://www.ecistores.com/Gift-Card-C-1173/,http://www.shopqteens.com/help.php?section=contactus&mode=update," 
contact


",1,MA,01453,clothing_store
TERRAZZA,"Franklin Village Plaza, 4005, 210 Franklin Village Drive, Franklin, MA 02038",Gift shop,Franklin,http://www.terrazzagifts.com/,,,Gift Cards,http://www.terrazzagifts.com/products/terrazza-gift-certificate,http://www.terrazzagifts.com/pages/contact-us,Contact Us,1,MA,02038,clothing_store
Lisa Scala Handmade Jewelry,"28 W Main St, Georgetown, MA 01833",Jewelry designer,Georgetown,https://thechicpeek.com/,,,Gift Card,https://thechicpeek.com/dream/sale/gift-card/,https://thechicpeek.com/fashion-jewelry-collection/,Contact Us,1,MA,01833,clothing_store
Scrub Wear House,"2275 Northampton St, Holyoke, MA 01040",Uniform store,Holyoke,https://scrubwearhouse.net/,,,"




gift cards


",http://webstore.scrubwearhouse.net/ProductPage?brand=GCD&group=none&dept=all&show=all&brandname=SWH+Gift+Cards,https://scrubwearhouse.net/Home/Contact/EN,Contact Us,1,MA,01040,clothing_store
Boho Pretty,"203 S Main St, Goshen, IN 46526",Women's clothing store,Goshen,http://www.bohopretty.com/,,,Gift Cards,http://www.bohopretty.com/products/gift-card,http://www.bohopretty.com/pages/contact-us,Contact Us,1,IN,46526,clothing_store
SLIP77,"19 Circuit Ave, Oak Bluffs, MA 02557",Clothing store,Oak Bluffs,http://www.slip77.com/,,,"
                    Gift Card
                  ",http://www.slip77.com/collections/gift-card,,,1,MA,02557,clothing_store
The Treasure Chest Company,"369 W Main St, Northborough, MA 01532",Boutique,Northborough,http://www.sassyyou.com/,,,Sassy Gift Card,http://www.sassyyou.com/products/gift-card,http://www.sassyyou.com/pages/contact-us,Contact Us,1,MA,01532,clothing_store
Good Charma,"25 Railroad St, Great Barrington, MA 01230",Jewelry designer,Great Barrington,http://www.goodcharma.com/,,,Gift Card,http://www.goodcharma.com/collections/e-gift-card,http://www.goodcharma.com/pages/contact-us,"

",1,MA,01230,clothing_store
Uncommon Threads,"60 Island St, Lawrence, MA 01840",Clothing store,Lawrence,https://uncommonthreads.org/,,,purchase a gift certificate to Uncommon Closet,https://squareup.com/gift/Y09FN7F9FFC4P/order,https://uncommonthreads.org/contact/,Contact,1,MA,01840,clothing_store
NANTUCKET KIDS,"94 Derby St #247, Hingham, MA 02043",Children's clothing store,Hingham,https://www.nantucketkids.com/,,,Gift Cards,https://www.nantucketkids.com/collections/gift-cards,https://www.nantucketkids.com/pages/contact-us,Contact Us,1,MA,02043,clothing_store
The Hempest,"36 John F. Kennedy St, Cambridge, MA 02138",Clothing store,Cambridge,http://www.hempest.com/,,"Snug shop featuring a range of hemp-based products, including apparel, body care & accessories.",Gift Certificates,http://www.hempest.com/giftcertificates.php,https://www.hempest.com/contact-us/,Contact Us,1,MA,02138,clothing_store
MBTAgifts,"1735 Massachusetts Ave, Cambridge, MA 02138",Gift shop,Cambridge,http://www.mbtagifts.com/,,,Gift Cards,http://www.mbtagifts.com/products/gift-card,http://www.mbtagifts.com/pages/contact-us,Contact Us,1,MA,02138,clothing_store
Fisherman's Daughter,"521 Main St, Chatham, MA 02633",Clothing store,Chatham,http://fishermansdaughtermarket.com/,,,"



          +
        


Gift Card






from
$10.00


",http://fishermansdaughtermarket.com/products/gift-card-1,,,1,MA,02633,clothing_store
MOCEAN Cape Cod,"1150 Queen Anne Rd, Harwich, MA 02645",Outdoor clothing and equipment shop,Harwich,http://www.capecodbeachchair.com/,,,,http://www.capecodbeachchair.com/products/gift-card,http://www.capecodbeachchair.com/pages/contact-us,Contact Us,1,MA,02645,clothing_store
The Color Mint,"25 Railroad Square #205, Haverhill, MA 01832",Clothing store,Haverhill,https://www.shopthecolormint.com/,,,"
                    Gift Card
                  ",https://www.shopthecolormint.com/products/gift-card,https://www.shopthecolormint.com/pages/contact,Contact,1,MA,01832,clothing_store
I Love Boston Sports,"250 Granite St, Braintree, MA 02184",Sportswear store,Braintree,http://www.ilovebostonsports.com/,,,"
						Gift Certificates
					",http://www.ilovebostonsports.com/giftcertificates.php,https://www.ilovebostonsports.com/pages/Contact-Us.html,Contact Us,1,MA,02184,clothing_store
Portobello Road,"55 Boylston St, Chestnut Hill, MA 02467",Women's clothing store,Chestnut Hill,http://www.portobelloroadusa.com/,,"Trendy women’s boutique earns buzz for its range of stylish designer fashions, accessories & gifts.","
        Gift Card
      ",http://www.portobelloroadusa.com/gift-card/gift-card,http://www.portobelloroadusa.com/contact,Contact,1,MA,02467,clothing_store
Kleen 'n Hard Sports,"70 James St #111c , Left Rear Side, James St, Worcester, MA 01603",Sporting goods store,Worcester,http://www.kleennhardsports.com/,,,"
            Gift Cards
          ",http://www.kleennhardsports.com/collections/gift-cards,,,1,MA,01603,clothing_store
Tip Toes,"60 E 8th St, Holland, MI 49423",Children's clothing store,Holland,http://www.shoptiptoes.com/,,,Gift cards,https://www.shoptiptoes.com/gift-cards/,,,1,MI,49423,clothing_store
Cacique,"50 Holyoke St, Holyoke, MA 01040",Lingerie store,Holyoke,https://cacique.lanebryant.com/,,,Gift Cards,https://cacique.lanebryant.com/lanebryant/account/giftcard-landing-page.jsp,,,1,MA,01040,clothing_store
Holyoke Sporting Goods Co,"1584 Dwight St # 1, Holyoke, MA 01040",Sporting goods store,Holyoke,http://hsgsports.com/,,,Gift Cards Now Available On-Line,http://www.hsgsports.com/2020/03/26/gift-cards-now-available-on-line/,http://www.hsgsports.com/contact-us/,Contact Us,1,MA,01040,clothing_store
K&B Sportswear,"154 Main St, Northborough, MA 01532",Swimwear store,Northborough,https://www.kbswimandsports.com/,,,Gift Certificate,https://www.kbswimandsports.com/?post_type=product&p=57768,https://www.kbswimandsports.com/location-contact/,Contact,1,MA,01532,clothing_store
Luxe Leisure,"553 E Broadway, South Boston, MA 02127",Clothing store,South Boston,http://luxe-leisure.com/,,,Gift Cards,http://luxe-leisure.com/products/gift-card,http://luxe-leisure.com/pages/contact-us,Contact Us,1,MA,02127,clothing_store
Alice Walk,"423 W Broadway Suite 403, Boston, MA 02127",Women's clothing store,Boston,http://alicewalk.com/,,,Gift Card,http://alicewalk.com/products/physical-gift-card,http://alicewalk.com/pages/contact-us,Contact,1,MA,02127,clothing_store
alice  olivia,"166 Newbury St, Boston, MA 02116",Clothing store,Boston,https://www.aliceandolivia.com/,,,E-Gift Cards,https://www.aliceandolivia.com/e-gift-cards/,https://www.aliceandolivia.com/contact-us/,Contact Us,1,MA,02116,clothing_store
Betsy Frost Design,"4 Market St, Ipswich, MA 01938",Gift shop,Ipswich,http://www.betsyfrostdesign.com/,,,DIGITAL GIFT CARDS,http://www.betsyfrostdesign.com/gift-certificates,http://www.betsyfrostdesign.com/contact-us,CONTACT,1,MA,01938,clothing_store
Nicole Taylor Boutique,"325 N Queen St b01, Lancaster, PA 17603",Women's clothing store,Lancaster,https://nicoletaylorboutique.com/,,,GIFT CARDS,https://nicoletaylorboutique.com/products/gift-card,https://nicoletaylorboutique.com/pages/contact-us,Contact Us - Store Hours - Location,1,PA,17603,clothing_store
Albany Fashions Indian Clothing Store Albany New York Visit by Appointment only,"26 Cortland Dr, Albany, NY 12211",Clothing store,Albany,http://www.albanyfashions.com/,,,Gift Certificates,http://www.albanyfashions.com/giftcertificates.php,,,1,NY,12211,clothing_store
Hope & Henry,"75 Middlesex Turnpike #2061, Burlington, MA 01803",Children's clothing store,Burlington,https://hopeandhenry.com/,,,"

",https://hopeandhenry.com/products/giftwizard-giftcard,https://hopeandhenry.com/pages/contact-us,Contact Us,1,MA,01803,clothing_store
Crafty Yankee,"1838 Massachusetts Ave, Lexington, MA 02420",Gift shop,Lexington,http://www.craftyyankee.com/,,,,https://www.shopcraftyyankee.com/collections/gift-card/products/gift-cards,http://visitor.r20.constantcontact.com/d.jsp?llr=hcpepxn6&p=oi&m=1011178683463&sit=tjqfnzc4&f=9b837e0e-8134-4077-b1a7-f519aa822e34,,1,MA,02420,clothing_store
Olives & Grace,"623 Tremont St, Boston, MA 02118",Gift shop,Boston,http://www.olivesandgrace.com/,,"Bright nook offering small-batch locavore food products & bespoke gift items, plus tastings.",Gift Card,http://www.olivesandgrace.com/collections/gift-card,http://www.olivesandgrace.com/pages/contact,About,1,MA,02118,clothing_store
The Flower Child,"131 Essex St store 4, Salem, MA 01970",Clothing store,Salem,http://www.theflowerchild.com/,,,"
          Gift Cards
          
        ",http://www.theflowerchild.com/collections/gift-card,http://www.theflowerchild.com/pages/contact-us,"
          Contact us
          
        ",1,MA,01970,clothing_store
Chart Mugs,"12 Schooner Ridge, Marblehead, MA 01945",Boutique,Marblehead,https://chartmugs.com/,,, Gift Card,https://chartmugs.com/charts/?fwp_category=gift-card&fwp_sort=distance,https://chartmugs.com/about/#contact,Custom,1,MA,01945,clothing_store
Mahri,"156 Washington St, Marblehead, MA 01945",Jeweler,Marblehead,http://www.mahrifashion.com/,,,"
                GIFT CARD
            ",http://www.mahrifashion.com/products/mahri-gift-card,http://www.mahrifashion.com/pages/c-o-n-t-a-c-t,c o n t a c t,1,MA,01945,clothing_store
Scrubs With Style,"247B W Main St, Northborough, MA 01532",Uniform store,Northborough,http://www.scrubswithstyle.com/,,,Gift Card,https://scrubswithstyle.com/gift-card/,https://scrubswithstyle.com/contact/,Contact,1,MA,01532,clothing_store
Heart & Sole Boutique,"354 Hanover St, Boston, MA 02113",Boutique,Boston,http://www.heartandsoleboston.com/,,,GIFT CARDS,https://www.heartandsoleboston.com/copy-of-our-story,https://www.heartandsoleboston.com/contact,CONTACT,1,MA,02113,clothing_store
FabVilla,"Commons, 11 Central Square, Mashpee, MA 02649",Gift shop,Mashpee,https://www.fabvilla.net/,,,Gift Card,https://www.fabvilla.net/details.cfm/Bridge?prodid=156880,https://www.fabvilla.net/info.cfm,"
ContactCustomer Service
",1,MA,02649,clothing_store
The Lili Pad,"30 North Street, Commons At, Mashpee, MA 02649",Gift shop,Mashpee,http://thelilipad.com/,,,Gift Card,http://thelilipad.com/details.cfm/Bridge?prodid=156880,http://thelilipad.com/info.cfm,"
ContactCustomer Service
",1,MA,02649,clothing_store
Oliver's Wands and Wizarding Wares,"60 Main St, Maynard, MA 01754",Gift shop,Maynard,http://www.oliverswands.com/,,,"
GIFT CARDS
",http://www.oliverswands.com/collections/gift-cards,http://www.oliverswands.com/pages/contact-us,"
CONTACT US
",1,MA,01754,clothing_store
