name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,state,zipcode,store_type
Jack's Coal Fired Pizza,"2 Wall St, Burlington, MA 01803",Pizza,Burlington,"Contemporary, red-hued Italian eatery offering coal-fired pies, salads, pastas, craft beer & wine.",http://www.jackscfp.com/,http://jackscfp.com/food-drink/,https://jackscfp.com/product/gift-card/,https://jackscfp.com/contact-us/,Gift Cards,Contact Us,MA,01803,restaurant
Temazcal Burlington,"2 Wall St, Burlington, MA 01803",Restaurant,Burlington,Elegantly chic restaurant offering elevated Mexican cuisine along with margaritas & 250+ tequilas.,https://temazcalcantina.com/,,https://www.temazcalcantina.com/gift-cards/,https://www.temazcalcantina.com/contact/,Gift Cards,Contact,MA,01803,restaurant
Little Donkey,"505 Massachusetts Ave, Cambridge, MA 02139",Restaurant,Cambridge,"Chef-driven spot with cool vibe serving international small plates, plus craft brews & cocktails.",http://www.littledonkeybos.com/,http://www.littledonkeybos.com/menu/,https://swipeit.com/product/966/little-donkey,http://www.littledonkeybos.com/contact-events,"
        GIFT CARDS
      ","
            CONTACT & EVENTS
          ",MA,02139,restaurant
Craigie On Main,"853 Main St, Cambridge, MA 02139",French,Cambridge,"High-end restaurant with innovative, French-inspired locavore fare & seasonal tasting menus.",http://www.craigieonmain.com/,,https://www.toasttab.com/craigie-on-main-craigie-on-main/giftcards,,Gift Cards,,MA,02139,restaurant
Area Four,"500 Technology Square, Cambridge, MA 02139",Pizza,Cambridge,"Trendy cafe & bakery offering gourmet pizzas made from dough fermented for 30 hours, plus espresso.",http://www.areafour.com/,http://places.singleplatform.com/area-four/menu?ref=google,http://www.areafour.com/store/gift-cards/,http://www.areafour.com/contact/,Gift Cards,Contact,MA,02139,restaurant
The Mad Monkfish,"524 Massachusetts Ave, Cambridge, MA 02139",Sushi,Cambridge,"Creatively named sushi, including rolls inspired by fairy tales, & Pan-Asian plates in simple digs.",http://www.themadmonkfish.com/,http://www.themadmonkfish.com/,http://www.themadmonkfish.com/store/gift-cards/,http://www.themadmonkfish.com/contact/,Gift Cards,Contact,MA,02139,restaurant
Loyal Nine,"660 Cambridge St, Cambridge, MA 02141",American,Cambridge,The Colonial era is the inspiration behind this eatery serving American fare & unique cocktails.,http://www.loyalninecambridge.com/,https://www.loyalninecambridge.com/menu,https://app.upserve.com/s/loyal-nine-cambridge,http://www.loyalninecambridge.com/contact,Buy Gift Card,Contact us,MA,02141,restaurant
Grendel's Den Restaurant & Bar,"89 Winthrop St, Cambridge, MA 02138",American,Cambridge,"Staple pub that's popular with students for beer selection, happy-hour bar bites & a patio.",https://www.grendelsden.com/,https://www.grendelsden.com/,https://www.toasttab.com/grendels-den-restaurant-bar/giftcards,,Gift Cards,,MA,02138,restaurant
Waterfall Bar & Grille,"643 Washington St, Canton, MA 02021",American,Canton,,http://www.waterfallbargrille.com/,,https://www.toasttab.com/waterfall-bar-grill/giftcards,,ONLINE GIFT CARDS,,MA,02021,restaurant
Roxanne's Taqueria Mexican Street Food,"95 Sharon St, Stoughton, MA 02072",Mexican,Stoughton,,http://roxannestaqueria.com/,http://roxannestaqueria.com/ordernow,http://roxannestaqueria.com/store/gift-cards/,http://roxannestaqueria.com/contact/,Gift Cards,Contact,MA,02072,restaurant
Saltbox Kitchen,"84 Commonwealth Ave, Concord, MA 01742",New American,Concord,"Bright, barnlike spot serving globally inspired fare made with ingredients from Saltbox Farm.",http://www.saltboxkitchen.com/,,https://www.toasttab.com/saltbox-kitchen-concord/giftcards,http://www.saltboxkitchen.com/#saltbox-kitchen-contact-section,Purchase Gift Gards,"
                        Contact
                      ",MA,01742,restaurant
80 Thoreau,"80 Thoreau St, Concord, MA 01742",American,Concord,"Classy, rustic-chic eatery featuring creative, farm-to-fork New American fare, wines galore & a bar.",http://www.80thoreau.com/,,http://www.80thoreau.com/store/gift-cards/,http://www.80thoreau.com/#contact,Gift Cards,Contact,MA,01742,restaurant
Leena's Kitchen,"63 Long Pond Rd, Plymouth, MA 02360",Italian,Plymouth,Modern Italian eatery with farm-to-table fare & cocktails in sleek quarters & a bar area with TVs.,https://www.leenaskitchen.com/,,https://swipeit.com/product/971/leenas-kitchen,https://www.leenaskitchen.com/contact/,Gift Cards,Contact,MA,02360,restaurant
Chatham Wine Bar,"359 Main St #2, Chatham, MA 02633",American,Chatham,Fine wines & elevated takes on steak & seafood dishes served in a refined setting with a patio.,https://www.chathamwinebar.com/,https://cuveechatham.com/wp-content/uploads/fine-dining-menu.pdf,https://cuveechatham.com/gift-certificates,,Gift Certificates,,MA,02633,restaurant
Chatham Filling Station,"75 Old Harbor Rd, Chatham, MA 02633",Diner,Chatham,,https://chathamfillingstation.com/,https://chathamfillingstation.com/breakfast,https://www.toasttab.com/chatham-filling-station/giftcards,,Purchase Gift Cards ,,MA,02633,restaurant
Princeton Station,"147 Princeton St, North Chelmsford, MA 01863",American,North Chelmsford,"Old-school American spot serving shrimp cocktail, chicken piccata & prime rib in a plush setting.",http://www.princetonstation.com/,http://www.princetonstation.com/menu.html,https://swipeit.com/product/2006/princeton-station,,"
										Gift Cards
									",,MA,01863,restaurant
Highlands Pizza,"1290 Westford St, Lowell, MA 01851",Pizza,Lowell,,http://www.highlandpizza.com/,http://www.highlandpizza.com/Menus,http://www.highlandpizza.com/Gift,http://www.highlandpizza.com/Contact,Gift Certificate ,Contact Us ,MA,01851,restaurant
Chelsea Station Restaurant Bar & Lounge,"105 Everett Ave, Chelsea, MA 02150",Gastropub,Chelsea,"New American pub in a historic firehouse with area-sourced plates, weekend brunch & craft cocktails.",http://thechelseastation.com/,http://thechelseastation.com/dinner-menu/,http://thechelseastation.com/gift-certificates/,http://thechelseastation.com/contact-us/,Gift Certificates,Contact Us,MA,02150,restaurant
Newbridge Cafe,"650 Washington Ave, Chelsea, MA 02150",American,Chelsea,Longtime eatery doling out steak tips & other meat-focused American plates amid old-school decor.,http://www.newbridgecafe.com/,http://www.newbridgecafe.com/menu.html,http://newbridgecafe.com/gift-certificates/,http://newbridgecafe.com/contact-us/,Gift Certificates,Contact,MA,02150,restaurant
Curly's Restaurant,"150 Broadway, Chelsea, MA 02150",Salvadoran,Chelsea,Mom-&-pop establishment providing traditional Salvadoran dishes & cocktails in a lively atmosphere.,http://curlyschelsea.com/,http://www.curlyschelsea.com/,http://curlyschelsea.com/Gift,http://curlyschelsea.com/Contact,Gift Certificate ,Contact Us ,MA,02150,restaurant
HighBrow wood fired kitchen  bar,"12 Crafts Ave #1, Northampton, MA 01060",Restaurant,Northampton,"Longtime parlor featuring wood fired pizzas & typical Italian fare, plus craft brews & sangria.",http://www.highbrowrestaurant.com/,http://highbrowrestaurant.com/,https://www.toasttab.com/highbrow/giftcards,http://www.highbrowrestaurant.com/contact," eGift Card

"," Contact

",MA,01060,restaurant
The Alvah Stone,"440 Greenfield Rd, Montague, MA 01351",American,Montague,,http://www.thealvahstone.com/,https://www.thealvahstone.com/,http://www.thealvahstone.com/gift-cards,http://www.thealvahstone.com/contact,"
            Gift Cards
          ","
            Hours & Contact
          ",MA,01351,restaurant
Munich Haus Restaurant,"13 Center St, Chicopee, MA 01013",German,Chicopee,"Pork schnitzels, sausages & imported beers in a rustic, German-style room & beer garden with music.",http://www.munichhaus.com/,,http://munichhaus.com/gift-cards/,https://visitor.r20.constantcontact.com/d.jsp?llr=szbk9wyab&p=oi&m=1126047221554&sit=xc8chl5kb&f=49d928dd-a672-4d6e-86df-26f9d748a525,Gift Cards,"
Newsletter
",MA,01013,restaurant
Masse's American Bistro,"1329 Memorial Dr, Chicopee, MA 01020",Grill,Chicopee,"Comfortable seafood spot offering oysters, lobster & fish 'n' chips, plus craft beer & cocktails.",http://massesseafood.com/,http://places.singleplatform.com/masses-american-bistro/menu?ref=google,https://massesamericanbistro.com/gift-cards/,https://massesamericanbistro.com/contact/,Gift Cards,Contact,MA,01020,restaurant
Boston Bay Pizza,"515 Montgomery St, Chicopee, MA 01020",Pizza,Chicopee,,http://www.bostonbaypizza.com/,http://www.bostonbaypizza.com/Menus,http://www.bostonbaypizza.com/Gift,http://www.bostonbaypizza.com/Contact,Gift Certificate ,Contact Us ,MA,01020,restaurant
Holyoke Hummus Company,"285 High St, Holyoke, MA 01040",Restaurant,Holyoke,,http://www.holyokehummuscompany.com/,http://www.holyokehummuscompany.com/cafe-menu,https://squareup.com/gift/7AAEMC84C01YF/order,http://www.holyokehummuscompany.com/contact,Order Gift Card,Contact,MA,01040,restaurant
Alchemy Bistro & Bar,"71 Main St, Edgartown, MA 02539",American,Edgartown,"Creative New American fare served on outdoor porch or airy dining room, plus a hopping bar upstairs.",http://alchemyedgartown.com/,https://www.alchemyedgartown.com/menu/,https://swipeit.com/product/1792/alchemy,,Gift Cards,,MA,02539,restaurant
Waterside Market,"82 Main St, Vineyard Haven, MA 02568",Restaurant,Vineyard Haven,"Year-round market & cafe offering all-day breakfast, salads, lobster rolls & other sandwiches.",http://watersidemarket.com/,http://places.singleplatform.com/waterside-market/menu?ref=google,https://squareup.com/gift/XNFBW2W26JT3B/order,https://www.watersidemarket.com/contact-us,"Gift Cards




",Contact Us,MA,02568,restaurant
The Barn Bowl & Bistro,"13 Uncas Ave, Oak Bluffs, MA 02557",Familyfriendly,Oak Bluffs,"Buzzy, open bar/eatery with burgers, pizza & other bites, plus games, TVs & a 10-lane bowling alley.",http://www.thebarnmv.com/,https://thebarnmv.com/about-bistro/,https://www.toasttab.com/thebarn/giftcards,http://www.thebarnmv.com/contact,"
              Gift Certificates
            ","
                Contact
              ",MA,02557,restaurant
Mezcal Cantina,"20 Central St, Leominster, MA 01453",Mexican,Leominster,"Trendy spot offering upscale Southwestern & Mexican fare, margaritas & a long list of tequilas.",http://www.mezcalcantina.com/,http://www.mezcalcantina.com/mezcal-leominster-menu/,https://www.nichehospitality.com/gift-cards/,http://www.mezcalcantina.com/contact-us,"
        Gift Cards
      ","
            Contact Us
          ",MA,01453,restaurant
Evviva Trattoria,"142 Apex Dr, Marlborough, MA 01752",Italian,Marlborough,"Family-friendly restaurant offering Italian appetizers, entrees & pizza in a festive atmosphere.",https://evvivatrattoria.com/,https://www.evvivatrattoria.com/,https://110grill.cardfoundry.com/giftcards.php,https://evvivatrattoria.com/contact/, Purchase Gift Cards ,Contact,MA,01752,restaurant
The Corner Stop Eatery,"235 Hull St, Cohasset, MA 02025",New American,Cohasset,"Upscale-casual American cuisine joins wine & craft cocktails in a quaint, modern space with a bar.",http://www.cornerstopeatery.com/,http://places.singleplatform.com/the-cornerstop-eatery-and-bar/menu?ref=google,http://www.cornerstopeatery.com/gift-certificates/,,Gift Certificates,,MA,02025,restaurant
Atlantica on Cohasset Harbor,"44 Border St, Cohasset, MA 02025",Seafood,Cohasset,"A seafood-centric, upscale American menu, plus sweeping harbor views, at the Cohasset Harbor Resort.",http://www.atlanticacohasset.com/,https://atlanticacohasset.org/menu,https://www.instagram.com/p/B99eU8fpWEO/,http://www.atlanticacohasset.com/contact,"

","
            Contact
          ",MA,02025,restaurant
Stars On Hingham Harbor,"3 Otis St, Hingham, MA 02043",American,Hingham,"Lively waterfront staple offers comfort eats, an extensive microbrew selection & regular live music.",http://www.starshingham.com/,http://www.starshingham.com/menus/lunch-dinner/,https://shop.eatwellinc.com/products/stars-gift-card/,http://www.starshingham.com/contact,Gift Cards,Contact,MA,02043,restaurant
The Parrot,"1 Hull Shore Dr, Hull, MA 02045",Restaurant,Hull,,http://www.theparrothull.com/,https://www.theparrothull.com/menu/,https://swipeit.com/product/2015/the-parrot,http://www.theparrothull.com/contact/,Buy Your Gift Cards Here,Contact,MA,02045,restaurant
Caffe Tosca,"15 North St, Hingham, MA 02043",Italian,Hingham,Contemporary Italian fixture serves a range of familiar dishes in a cozy setting with patio seating.,http://www.caffetoscahingham.com/,http://www.caffetoscahingham.com/,http://www.caffetoscahingham.com/#section-6938,,Gift Cards,,MA,02043,restaurant
Spice Root,"23 Spring St, Williamstown, MA 01267",Indian,Williamstown,"Fresh-baked bread, tandoori dishes & more in open dining room, plus student specials & lunch buffet.",http://www.spiceroot.com/,https://www.spiceroot.com/menus.htm,http://www.spiceroot.com/../Mumbai%20Times%20NEW%202/ws_online_ordering.htm,http://www.spiceroot.com/contact.htm,"
												We Have Gift Certificates For 
												Sale","
",MA,01267,restaurant
Eastside Grill,"19 Strong Ave, Northampton, MA 01060",American,Northampton,"Steaks, seafood & American eats served in the comfy dining room, clubby bar or on the outdoor patio.",http://eastsidegrill.com/,http://places.singleplatform.com/eastside-grill-11/menu?ref=google,http://eastsidegrill.com/gift-certificates,http://eastsidegrill.com/contact,"
                Gift Cards
              ","
                Contact
              ",MA,01060,restaurant
Verrill Farm,"11 Wheeler Rd, Concord, MA 01742",Farm,Concord,,https://verrillfarm.com/,,https://verrillfarm.com/product/verrill-farm-gift-cards/,https://verrillfarm.com/about/contact-us/,Gift Cards,Contact Us,MA,01742,restaurant
Haute Coffee,"12 Walden St, Concord, MA 01742",Cafe,Concord,"Urban nook offering seasonal, select sandwiches & soups, plus baked goods & premium, organic coffee.",http://myhautecoffee.com/,,https://squareup.com/gift/1W8W668W7KHY3/order,,Gift Cards,,MA,01742,restaurant
Sylvester's,"111 Pleasant St, Northampton, MA 01060",Restaurant,Northampton,"Homey favorite for local-farm-sourced brunches, plus a counter-serve cafe & in-house bakery.",http://www.sylvestersrestaurant.com/,http://sylvestersrestaurant.com/brunch,http://sylvestersrestaurant.com#giftcards,http://sylvestersrestaurant.com#contactus,Gift Cards,Contact Us,MA,01060,restaurant
India House,"45 State St, Northampton, MA 01060",Indian,Northampton,North Indian dishes at this refined family-run mainstay outfitted with ornate furniture from India.,http://www.indiahousenorthampton.com/,http://www.indiahousenorthampton.com/menu.html,http://www.indiahousenorthampton.com/gift-cards.html,http://www.indiahousenorthampton.com/contact.html,"
				Gift Cards
			","
				Contact
			",MA,01060,restaurant
Mama Iguana's,"271 Main St, Northampton, MA 01060",Mexican,Northampton,Familiar Mexican fare & a big tequila menu are highlighted at this casual joint with colorful decor.,http://www.spoletorestaurants.com/,http://places.singleplatform.com/mama-iguanas-2/menu?ref=google,http://swipeit.com/product/401/spoleto-group,,Order Gift Cards Online Here,,MA,01060,restaurant
Ozzie's Steak & Eggs,"26 Maple St, Hinsdale, MA 01235",American,Hinsdale,,http://www.ozziessteakandeggs.com/,http://ozziessteakandeggs.com/dinner.html,http://www.ozziessteakandeggs.com/gc.html,http://www.ozziessteakandeggs.com/contact.html,Gift Cards,Contact Us,MA,01235,restaurant
Patrick's Pub,"26 Bank Row, Pittsfield, MA 01201",Restaurant,Pittsfield,"Irish-style bar offering hearty American pub eats & brews on tap in a cozy, wood-&-brick setting.",http://patrickspubpittsfield.com/,http://places.singleplatform.com/patricks-pub-17/menu?ref=google,http://patrickspubpittsfield.com/gift-cards/,http://patrickspubpittsfield.com/contact-us/,Gift Cards,Contact Us,MA,01201,restaurant
Century House Restaurant,"235 Andover St, Peabody, MA 01960",American,Peabody,Historic American eatery with a homey setup plus an on-site tavern & shop with prepared food & wine.,http://www.centuryhousepeabody.com/,https://centuryhousepeabody.com/menu/,https://centuryhousepeabody.com/gift-card-order-form/,https://centuryhousepeabody.com/contact/,Gift Cards,Contact,MA,01960,restaurant
Sea Lion Sushi,"100 Independence Way STE B10, Danvers, MA 01923",Japanese,Danvers,,http://sealionsushi.net/,,http://sealionsushi.net/Gift,http://sealionsushi.net/Contact,Gift Certificate ,Contact Us ,MA,01923,restaurant
Fay's Restaurant,"613 Dartmouth St, South Dartmouth, MA 02748",Italian,South Dartmouth,"Convivial standby for pizza, sandwiches & Italian classics in casual quarters lined with old photos.",http://www.faysrestaurant.com/,http://www.faysrestaurant.com/menu/,https://www.toasttab.com/fays/giftcards,,Gift Cards,,MA,02748,restaurant
Tia Maria's European Cafe,"42 N Water St, New Bedford, MA 02740",European,New Bedford,"Family-owned breakfast & lunch spot with dinner some nights plus beer, wine & espresso drinks.",http://www.tiamariaseuropeancafe.com/,http://www.tiamariaseuropeancafe.com/menu.html,https://www.toasttab.com/tia-marias-european-cafe/giftcards,http://www.tiamariaseuropeancafe.com/contact.html,Purchase Online Gift Cards,Contact,MA,02740,restaurant
The Black Whale Kitchen and Bar,"106 MacArthur Dr, New Bedford, MA 02740",Seafood,New Bedford,Contemporary bar & eatery serving innovative seafood dishes & raw shellfish amid harbor views.,http://theblackwhale.com/,https://theblackwhale.com/menu/,https://swipeit.com/product/1802/the-black-whale,https://theblackwhale.com/contact-us/,Gift Cards,Contact Us,MA,02740,restaurant
Oscar's,"380 Washington St, Dedham, MA 02026",Gastropub,Dedham,"Convivial bar & grill offering modern pub fare, New England craft brews on tap, wine & cocktails.",http://www.oscarsdedham.com/,http://www.oscarsdedham.com/food.html,https://www.toasttab.com/oscar-s/giftcards,http://www.oscarsdedham.com/find-us.html,Purchase Oscar's Gift Card,Find Us,MA,02026,restaurant
Sofia Italian Steakhouse,"1430 VFW Pkwy, West Roxbury, MA 02132",Steak,West Roxbury,Prime cuts are featured at this Italian eatery with fireplace-equipped lounge & clubby dining room.,http://www.sofiaboston.com/,http://www.sofiaboston.com/#dinner-section,https://www.itson.me/widget/74-2062-sofia,,"
              Gift Cards
            ",,MA,02132,restaurant
Wild Roots,"11 Bridge St, Sunderland, MA 01375",Sandwich,Sunderland,,http://wildrootseatery.com/,http://wildrootseatery.com/#menu,https://squareup.com/gift/FH62WAFNCQGCQ/order,http://wildrootseatery.com/contact,eGift Cards,Contact,MA,01375,restaurant
Bueno Y Sano South Deerfield,"2 Elm St, South Deerfield, MA 01373",Mexican,South Deerfield,,http://buenoysano.com/,http://buenoysano.com/locations-menus/,https://buenoysano.com/shop-bueno/#!/Gift-Card/p/75309006/category=0,https://buenoysano.com/contact/,,CONTACT,MA,01373,restaurant
Tito's taqueria,"145 Federal St, Greenfield, MA 01301",Restaurant,Greenfield,,https://titostaqueria.com/,https://titostaqueria.com/greenfield-1,https://titostaqueria.com/titos-gift-certificates,https://titostaqueria.com/contact-1,"
            Store
          ","
              Contact
            ",MA,01301,restaurant
The Oyster Company,"202 Depot St, Dennis Port, MA 02639",Seafood,Dennis Port,Stylish but comfy locals' go-to pairs its signature dish & other seafood fare with house martinis.,http://theoystercompany.com/,http://places.singleplatform.com/oyster-company-raw-bar--grill/menu?ref=google,https://theoystercompany.com/contact-us/,https://theoystercompany.com/contact-us/,"

",Contact Us,MA,02639,restaurant
Chapin's Bayside,"85 Taunton Ave, Dennis, MA 02638",Seafood,Dennis,"Casual restaurant serving coastal classics, pastas & grilled steaks, plus a patio & raw bar.",http://www.chapinsbayside.com/,https://www.chapinsbayside.com/Menu/MenuType/ViewType/ItemTypeID/10/Northside-Favorites-Cape-Cod-Best-Restaurant-Menu,https://chapinsrestaurant.com/,http://chapinsbayside.com/contact/,Gift Certificates,Contact Us,MA,02638,restaurant
Sea Dog Brew Pub,"23 Whites Path, South Yarmouth, MA 02664",American,South Yarmouth,"Longtime haunt for American pub classics plus pizza, tacos & draft beer in a low-key space with TVs.",http://www.seadogcapecod.com/,https://www.seadogcapecod.com/lunch-dinner-menu,http://www.seadogcapecod.com/store/gift-cards/,http://www.seadogcapecod.com/contact/,Gift Cards,Contact,MA,02664,restaurant
Ocean House Beach Bar,"Three Seasons Resort, 421 Old Wharf Rd, Dennis Port, MA 02639",Bar,Dennis Port,Outdoor bar serving specialty cocktails & light fare in a beachfront setup at Three Seasons Resort.,http://threeseasonsresort.com/,,http://www.capecodgiftcertificate.com/merchant.php?id=109899224100002,http://threeseasonsresort.com/contact-us/, / Gift Cards,Contact,MA,02639,restaurant
Liberty and Union Alehouse,"16 Trescott St, Taunton, MA 02780",Restaurant,Taunton,"Warm, brick-clad eatery serving down-home comfort cooking alongside wine, beer & mixed cocktails.",http://www.libertyandunionalehouse.com/,https://www.libertyandunionalehouse.com/menus,https://www.toasttab.com/liberty-and-union-alehouse/giftcards,http://www.libertyandunionalehouse.com/contact,Gift Cards,Join Our Team ,MA,02780,restaurant
Samuel Slater's Restaurant,"200 Gore Rd, Webster, MA 01570",American,Webster,,http://www.samuelslaters.com/,http://places.singleplatform.com/samuel-slaters-restaurant/menu?ref=google,https://rhpindian18.wpengine.com/gift-cards/,,Gift Cards ,,MA,01570,restaurant
Bistro Eighty Ates,"172 Gore Rd, Webster, MA 01570",Bistro,Webster,,http://eightyates.com/,,http://eightyates.com/gift-cards.html,http://eightyates.com/contact-us.html,Gift Cards,Contact Us,MA,01570,restaurant
Juniper,"13 Central St, Wellesley, MA 02482",Mediterranean,Wellesley,Eastern Mediterranean dishes with exotic spices in cork-floored digs with flea-market–sourced decor.,http://www.juniperwellesley.com/,http://places.singleplatform.com/juniper-33/menu?ref=google,http://www.juniperwellesley.com/#gift-cards,,Gift Cards,,MA,02482,restaurant
Bocado Tapas Wine Bar,"45 Church St, Wellesley, MA 02482",Tapas Bar,Wellesley,,http://www.bocadotapasbar.com/,https://www.bocadotapasbar.com/wellesley-menu,https://www.nichehospitality.com/gift-cards/,http://www.bocadotapasbar.com/contact-us,"
        Gift Cards
      ","
            Contact Us
          ",MA,02482,restaurant
The Cottage Wellesley,"190 Linden St, Wellesley, MA 02482",American,Wellesley,"Californian cuisine offered in a relaxed, Cape Cod-style dining room with a bar & Sunday brunch.",http://www.cottagewellesley.com/,http://www.cottagewellesley.com/,https://www.toasttab.com/cottagewellesley/giftcards,http://www.cottagewellesley.com/contact,BUY A GIFT CARD,"
            Contact
          ",MA,02482,restaurant
Cappella Restaurant,"45 Chapel St, Needham, MA 02492",Italian,Needham,,https://cappellarestaurant.com/,http://places.singleplatform.com/cappella/menu?ref=google,https://www.toasttab.com/cappella-restaurant/giftcards,https://cappellarestaurant.com/contact-cappella-needham-italian-cuisine/,Gift Cards,Location | Hours,MA,02492,restaurant
The James,"1027 Great Plain Ave, Needham, MA 02492",Restaurant,Needham,"Cozy, casual stone-clad stop serving hearty pub grub plates plus beer, wine & cocktails.",https://www.thejamespub.com/,,https://www.thejamespub.com/gift-cards,https://www.thejamespub.com/findus,"
            Gift Cards
          ","
            Find us
          ",MA,02492,restaurant
Grazie Italian Restaurant,"80 Meadow Creek Dr, Dracut, MA 01826",Italian,Dracut,,https://www.grazie.restaurant/,https://grazie.restaurant/admin/pdf_upload/MENU_Dinner.pdf,https://www.grazie.restaurant/giftcards.php,https://visitor.r20.constantcontact.com/manage/optin?v=001kFGr00cMd_HTM8M6kPRz2Hzu9CiEs_a_q2sPRDnX8R0t_7N1kSWK1rrSP6JxsRUResWhf1cjTVwx3szA-gQS0ImrlzF3InZu8YTUYmiUkjc%3D,Gift Cards,eList,MA,01826,restaurant
Dracut House of Pizza & Seafood,"1067 Lakeview Ave, Dracut, MA 01826",Restaurant,Dracut,"Everyday pies, pastas & subs, plus fried seafood plates, whipped up in easygoing surrounds.",https://www.dracuthop.com/,https://order.labrador.ai/store/dracut-house-of-pizza-seafood-dracut,https://www.dracuthop.com/store/gift-cards/,https://www.dracuthop.com/contact/,Gift Cards ,Contact ,MA,01826,restaurant
The Tavern  Lenzi's Restaurant,"810 MERRIMACK AVE, MA-110, Dracut, MA 01826",American,Dracut,,http://www.thetavernatlenzis.com/,https://lenzistavernandrestaurant.com/menu.php,http://www.thetavernatlenzis.com/gift-card.php,http://www.thetavernatlenzis.com/contact.php,GIFT CARDS,CONTACT US,MA,01826,restaurant
Suppa's Pizza & Subs,"94 University Ave, Lowell, MA 01854",Pizza,Lowell,"New York–style pizzas, calzones & hot subs turned out in no-frills, compact quarters with booths.",http://www.suppaspizza.com/,http://toasttab.com/suppas-pizza-subs/v3,https://www.toasttab.com/suppas-pizza-subs/giftcards,http://www.suppaspizza.com/tel:+19789703961,TAKE OUT,Contact Us,MA,01854,restaurant
The Farmhouse Cafe,"320 Vintage Point Ln, Wendell, NC 27591",Cafe,Wendell,,http://www.farmhousecafewendell.com/,,https://www.instagram.com/p/B9r-k9SHoio/,http://www.farmhousecafewendell.com/contactus,"

","
            Contact Us
          ",NC,27591,restaurant
Mr Mac's Macaroni & Cheese Tyngsboro,"440 Middlesex Rd, Tyngsborough, MA 01879",American,Tyngsborough,,http://mr-macs.com/,https://mr-macs.alohaorderonline.com/,http://mr-macs.com/gift-cards-and-rewards,https://visitor.r20.constantcontact.com/manage/optin?v=001l2jBILRzRVgbxDn5sJH8bg86vCAy45IzIF1YkpIIZQ1nzvLv8kiwQ7JY6g0FUllvs9CUQD6o9-R5I07BtOC22khgbowMLaEZV4sxFhmf6kSTAYd_m4hW3X_1mKLce26kSNKOfRyjn2uYDZCmDYi2Eujc7cznha8C4Mlyf1qI-p4%3D%22,Gift Cards & Rewards,Sign Up,MA,01879,restaurant
Mariano's,"105 Main St, Pepperell, MA 01463",Italian,Pepperell,,http://marianositalian.com/,http://places.singleplatform.com/marianos-ristorante/menu?ref=google,http://onelink.quickgifts.com/merchant/marianos-ristorante-ma/,http://marianositalian.com/contact,"  

Click Here to Buy Gift Cards
"," Contact

",MA,01463,restaurant
The Oysterman,"3807, 30 Railroad Ave, Duxbury, MA 02332",Gastropub,Duxbury,"Polished surf 'n' turf hangout with raw bar, comfort food & large beer selection.",http://www.anchorandoysterman.com/,,http://www.anchorandoysterman.com/store/gift-cards/,http://www.anchorandoysterman.com/contact/,Gift Cards,Contact,MA,02332,restaurant
The Sun Tavern,"500 Congress St, Duxbury, MA 02332",American,Duxbury,Colonial-era farmhouse that's now a spacious dining destination for classic American recipes.,http://www.suntavernrestaurant.com/,http://places.singleplatform.com/the-sun-tavern/menu?ref=google,https://www.suntavernrestaurant.com/gift-cards/,https://www.suntavernrestaurant.com/contact/,Gift Cards,Contact/Directions,MA,02332,restaurant
The Raw Bar at Island Creek Oyster Farm,"403-7 Washington St, Duxbury, MA 02332",Seafood,Duxbury,,http://rawbar.islandcreekoysters.com/,,https://shop.islandcreekoysters.com/products/gift-card,http://rawbar.islandcreekoysters.com/contact/,Gift Cards,Contact,MA,02332,restaurant
Carmela's Restaurant,"138 Main St, Kingston, MA 02364",Italian,Kingston,"Casual restaurant & lounge providing classic American & Italian-American fare, plus a full bar.",http://carmelas.net/,https://carmelas.net/menu/,https://carmelas.net/product/gift-card/,,Gift Cards,,MA,02364,restaurant
Solstice,"63 Summer St, Kingston, MA 02364",American,Kingston,"Gourmet New American cuisine, wine & cocktails served in a renovated 19th-century railway station.",http://www.restaurantsolstice.com/,,https://solstice-restaurant.myshopify.com/products/gift-card,,purchasing a gift cards online,,MA,02364,restaurant
Fazio's Ristorante & Pizzeria,"162 Shaker Rd, East Longmeadow, MA 01028",Italian,East Longmeadow,,http://www.faziosvilla.com/,http://www.faziosvilla.com/menus/cateringmenu/,https://faziosvilla.com/gift-cards/,https://faziosvilla.com/contact/,GIFT CARDS,CONTACT,MA,01028,restaurant
The Pizza Shoppe,"134 Shaker Rd, East Longmeadow, MA 01028",Pizza,East Longmeadow,Casual tavern & Italian eatery in operation since 1955 known for wings & sweet pizza dough.,http://www.pizza-shoppe.com/,http://www.pizza-shoppe.com/menu/,https://www.pizza-shoppe.com/gift-cards/,http://www.pizza-shoppe.com/contact/,Gift Cards,"134 Shaker Road • 
East Longmeadow, MA",MA,01028,restaurant
Friendly Fisherman Restaurant and Fish Market,"4680 US-6, Eastham, MA 02642",Seafood,Eastham,"Down-to-earth seafood stop with picnic tables for New England standards, plus fish-focused market.",http://www.friendlyfishermaneastham.com/,http://friendlyfishermaneastham.com/our-menu/,http://www.friendlyfishermaneastham.com/gift-certificates/,https://friendlyfishermaneastham.com/contact/,,Contact,MA,02642,restaurant
