name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,state,zipcode,store_type
30Boltwood,"30 Boltwood Ave, Amherst, MA 01002",Restaurant,Amherst,"New American cuisine made with local ingredients is the draw at this upscale, elegant establishment.",http://30boltwood.com/,http://30boltwood.com/menu/,,http://30boltwood.com/contact,,Contact,MA,01002,restaurant
The Lone Wolf,"63 Main St, Amherst, MA 01002",Breakfast,Amherst,Family-friendly breakfast & brunch place with plentiful portions & vegan options.,http://www.lonewolfamherst.com/,,,http://www.lonewolfamherst.com/contact/,,Contact,MA,01002,restaurant
Ginger Garden,"351 Northampton Rd, Amherst, MA 01002",Asian,Amherst,"Relaxed eatery offering Pan-Asian cuisine including sushi rolls, noodles & soups.",http://www.gingergardenamherst.com/,,,http://www.gingergardenamherst.com/contact.html,,Contact,MA,01002,restaurant
The University Club,"243 Stockbridge Rd, Amherst, MA 01003",Fine Dining,Amherst,"Historic colonial farmhouse, now a fine dining venue on the University of Massachusetts campus.",http://www.umassuclub.com/,,,http://www.umassuclub.com/#,,Contact,MA,01003,restaurant
Palmers Restaurant & Tavern,"18 Elm St, Andover, MA 01810",American,Andover,"American fare served in cozy spaces with beamed ceilings, plus live music in a 1st-floor pub.",http://palmers-restaurant.com/,http://palmers-restaurant.com/dinner.htm,,http://palmers-restaurant.com/contact.htm,,Contact Us,MA,01810,restaurant
Thai Sweet Basil,"1473 Beach Park Blvd, Foster City, CA 94404",Thai,Foster City,Pad Thai & other staples served in a bright room with colorful hanging lights & warm decor.,http://www.sweetbasilfostercity.com/,http://www.sweetbasilfostercity.com/,,http://www.sweetbasilfostercity.com/contact,,Contact us,CA,94404,restaurant
Home Port Restaurant,"512 N Rd, Chilmark, MA 02535",Seafood,Chilmark,There's a raw bar on the deck & a take-out window out back at this busy BYOB seafood mainstay.,http://www.homeportmv.com/,http://homeportmv.com/back-door/,,http://www.homeportmv.com/contact-1,,"
            Contact
          ",MA,02535,restaurant
Outermost Inn,"81 Lighthouse Rd, Aquinnah, MA 02535",Inn,Aquinnah,,http://www.outermostinn.com/,,,https://www.outermostinn.com/contact/,,CONTACT,MA,02535,restaurant
Orange Peel Bakery,"22 State Rd, Aquinnah, MA 02535",Bakery,Aquinnah,,http://orangepeelbakery.squarespace.com/,,,http://orangepeelbakery.squarespace.com/contact/,,"


contact
— view —




",MA,02535,restaurant
Magic Bites Bakery & Cafe,"916 Massachusetts Ave, Arlington, MA 02476",Cafe,Arlington,,http://www.magicbites.us/,http://www.magicbitesbakery.com/our-menu/,,http://www.magicbitesbakery.com/contact-us/,,CONTACT US,MA,02476,restaurant
Punjab,"485 Massachusetts Ave, Arlington, MA 02474",Indian,Arlington,Diverse Indian menu on offer at this posh spot featuring a giant window with a view of the kitchen.,http://www.punjabarlington.com/,http://punjabarlington.com/menu/,,https://punjabarlington.com/contact-us/,,Contact,MA,02474,restaurant
Lucky Dragon II,"2 S Pleasant St, Ashburnham, MA 01430",Chinese,Ashburnham,,http://www.luckydragon2ma.com/,http://www.luckydragon2ma.com/menu,,https://www.luckydragon2ma.com/contact,,Contact,MA,01430,restaurant
873 Cafe,"873 Main St, Ashby, MA 01431",American,Ashby,,http://www.873cafe.com/,http://www.873cafe.com/lunch/,,http://www.873cafe.com/contact,,Contact,MA,01431,restaurant
Carriage House Restaurant,"660 Spring St, Winchendon, MA 01475",American,Winchendon,,http://www.winchendoncarriagehouse.com/,,,http://www.winchendoncarriagehouse.com/contact-us,,Contact Us,MA,01475,restaurant
C & S Pizza Of Winchendon,"188 Central St, Winchendon, MA 01475",Pizza,Winchendon,,https://www.candspizza.com/,,,https://www.candspizza.com/contact,,CONTACT,MA,01475,restaurant
Marty's Ice Cream,"96 Old Turnpike Rd, Mason, NH 03048",Ice Cream,Mason,,http://www.martysofmason.com/,,,http://www.martysofmason.com/contact-page,,Contact Us,NH,03048,restaurant
The Driving Range,"96 Old Turnpike Rd Suite B, Mason, NH 03048",Golf driving range,Mason,,http://www.thedrivingrange.net/,,,http://www.thedrivingrange.net/contact-page,,Contact Us,NH,03048,restaurant
Tang Dynasty,"638 N Main St #1816, Leominster, MA 01453",Chinese,Leominster,,http://www.beyondmenu.com/,http://www.beyondmenu.com/25289/leominster/tang-dynasty-leominster-01453.aspx,,https://www.beyondmenu.com/contactus.aspx,,Contact Us,MA,01453,restaurant
West End Pub,"3840 6th Ave, Tacoma, WA 98406",Grill,Tacoma,"Neighborhood sports bar with a menu of pizza, sandwiches & burgers plus TVs, games & karaoke.",http://www.westendpubandgrill.com/,,,https://westendpubandgrill.com/contact-us/,,Contact Us,WA,98406,restaurant
Erica's Ristorante,"78 Front St, Ashland, MA 01721",Italian,Ashland,,http://www.ericasristorante.com/,http://www.ericasristorante.com/dinner.html,,http://www.ericasristorante.com/contact.html,,Contact,MA,01721,restaurant
Ashland Pizza Palace,"74 Union St, Ashland, MA 01721",Pizza,Ashland,"Bright, basic counter serve with a few tables offering pizza, calzones & subs, plus simple pastas.",http://www.ashlandpizzapalace.com/,"http://www.ashlandpizzapalace.com/_/Welcome,_And_Thank_You_For_Visiting_Ashland_Pizza_Palace_files/Ashland%20Pizza%20Palace.pdf",,https://ashlandpizzapalace.com/contacts/,,Contact Us,MA,01721,restaurant
Krua Khun Yah Thai Restaurant,"325 Pond St, Ashland, MA 01721",Thai,Ashland,"Casual eatery offering a menu of both classic & specialty Thai dishes, plus a lunch buffet.",https://order.thekruakhunyah.com/,https://order.thekruakhunyah.com/,,https://order.thekruakhunyah.com/contact,,Contact,MA,01721,restaurant
Town House Pizza & Roast Beef,"300 Eliot St, Ledgemer, Ashland, MA 01721",Pizza,Ashland,,http://townhousepizzaroastbeef.com/,,,https://townhousepizzaroastbeef.com?storeUrl=https://ashland.townhousepizzaroastbeef.com/contact,,Contact,MA,01721,restaurant
Sunnyside Cafe & Catering Co,"24 Front St, Ashland, MA 01721",Breakfast,Ashland,,http://www.sunnysidecafeandcatering.com/,,,http://www.sunnysidecafeandcatering.com/contact-us,,          Contact Us      ,MA,01721,restaurant
Dosa Temple,"59 Pond St, Ashland, MA 01721",Indian,Ashland,"Dosa & other South Indian vegetarian cuisine offered in a bright, minimalist setting with booths.",http://dosatemple.com/,http://places.singleplatform.com/dosa-temple/menu?ref=google,,http://dosatemple.com/contact.php,,Contact ,MA,01721,restaurant
Burnam's Pub House,"366 Pleasant St, Ashland, MA 01721",Grill,Ashland,,http://parkashland.com/,,,http://parkashland.com/contact-methods.html,,"
								Contact Methods
							",MA,01721,restaurant
Hanto Restaurant,"380 Union St, Ashland, MA 01721",Chinese,Ashland,A variety of Asian dishes & sushi served in laid-back surrounds with neon lighting & a full bar.,https://hantoashlandtogo.com/,https://hantoashlandtogo.com/,,https://hantoashlandtogo.com/#contact,,Contact Us,MA,01721,restaurant
Nick's Pizza and Grill,"87 Main St, Ashland, MA 01721",Pizza,Ashland,,http://www.nickspizzaandgrill.com/,http://places.singleplatform.com/nicks-house-of-pizza--seafood-2/menu?ref=google,,http://www.nickspizzaandgrill.com/index.php?link=contact,,,MA,01721,restaurant
Carbone's Restaurant,"280 Cedar St, Hopkinton, MA 01748",Restaurant,Hopkinton,"Long-running, down-to-earth standby fixing up traditional Italian entrees, plus pizzas & sandwiches.",http://carboneshopkinton.com/,,,http://carboneshopkinton.com/#section-content9ee60a242404c83ea5e274e2659461e91378781758,,Contact Us,MA,01748,restaurant
New Rose Garden Restaurant,"1 Southville Rd, Southborough, MA 01772",Chinese,Southborough,"Pared-down eatery with basic decor serving standard Chinese dishes & sushi, plus a buffet.",http://www.newrosegardenma.com/,http://www.newrosegardenma.com/menu,,https://www.newrosegardenma.com/contact,,Contact,MA,01772,restaurant
Pizzaville,"90 Southville Rd, Southborough, MA 01772",Pizza,Southborough,,http://www.pizzavilletogo.com/,http://www.pizzavilletogo.com/,,http://www.pizzavilletogo.com/#contact,,Click Here for Summer & Winter Hours,MA,01772,restaurant
KingBiBis Ashland,"119 Pond St, Ashland, MA 01721",Restaurant,Ashland,,http://kingbibis.today/,http://places.singleplatform.com/king-bibis-2/menu?ref=google,,http://kingbibis.today/contact-us,,Contact Us,MA,01721,restaurant
Chub's Blue Pig BBQ,"494 Pleasant St, Attleboro, MA 02703",Barbecue,Attleboro,,http://www.chubsbluepigbbq.com/,,,http://www.chubsbluepigbbq.com/contact-1.html,,CONTACT,MA,02703,restaurant
Hong Kong Treasures,"28 County St, Attleboro, MA 02703",Chinese,Attleboro,"Low-key Sichuan & Mandarin restaurant with a sushi bar, offering dine-in, takeout & delivery.",http://www.hongkongtreasures.com/,http://www.hongkongtreasures.com/mobile/menu.php,,http://www.hongkongtreasures.com/contact.html,,"
",MA,02703,restaurant
Sakura,"809 Washington St, South Attleboro, MA 02703",Chinese,South Attleboro,"Low-lit Asian eatery with a mix of Japanese & Chinese fare, plus sushi & full bar service.",http://www.sakuraattleboro.net/,http://www.sakuraattleboro.net/menu,,https://www.sakuraattleboro.net/contact,,Contact,MA,02703,restaurant
Generations Pizza,"6945, 636 Washington St, Attleboro, MA 02703",Takeout Restaurant,Attleboro,,http://generations-pizza.com/,http://places.singleplatform.com/generations-pizza/menu?ref=google,,https://generations-pizza.com/contact-us/,,Contact Us,MA,02703,restaurant
Barrett's Alehouse North Attleboro,"11 Robert F Toner Blvd, North Attleborough, MA 02763",Restaurant,North Attleborough,"This hangout provides casual eats, draft brews & cocktails, plus sports TVs in a lively atmosphere.",https://barrettsalehousenorthattleboro.com/,https://barrettsalehousenorthattleboro.com/menus/,,https://barrettsalehousenorthattleboro.com/contact-us/,,Contact Us,MA,02763,restaurant
Yong Shing Restaurant,"90 Auburn St, Auburn, MA 01501",Chinese,Auburn,"Airy eatery serves up Chinese & Japanese standards, including a lunch buffet, plus karaoke nights.",http://www.yongshingma.com/,http://places.singleplatform.com/yong-shing-restaurant-2/menu?ref=google,,http://www.yongshingma.com/contact-us.html,,"
										Contact Us
									",MA,01501,restaurant
Auburn Town Pizza,"69 Auburn St, Auburn, MA 01501",Pizza,Auburn,"Long-standing, family-run pizzeria serving specialty pies, subs & pasta in an unfussy setting.",http://www.auburntownpizza.com/,http://places.singleplatform.com/auburn-town-pizza/menu?ref=google,,http://www.auburntownpizza.com/a/locations/contact/25360?return_to=%2F,,"

                Email
",MA,01501,restaurant
Heritage Coffee Shoppe,"567 Southbridge St # 9, Auburn, MA 01501",Restaurant,Auburn,"Mellow, old-fashioned coffee shop turning out American breakfast & lunch diner classics.",https://heritagecoffeeshoppe.com/,http://places.singleplatform.com/heritgage-coffee-shoppe/menu?ref=google,,https://heritagecoffeeshoppe.com/tel:5088329297,,(508) 832- 9297,MA,01501,restaurant
TamBo's Kitchen,"490 W Main St, Avon, MA 02322",African,Avon,,http://www.tamboskitchen.com/,http://tamboskitchen.com/menu/,,https://tamboskitchen.com/contact-us/,,Contact us,MA,02322,restaurant
Avon Best Pizza & Grill,"17 N Main St, Avon, MA 02322",Pizza,Avon,,https://24seveneats.com/,https://24seveneats.com/menu-avon-best-pizza-amp-grill,,https://24seveneats.com/contact,,Contact,MA,02322,restaurant
Avon House of Pizza,"163 Main St, Avon, MA 02322",Pizza,Avon,,http://www.avonhouseofpizza.com/,,,http://www.avonhouseofpizza.com/contact.html,,Contact,MA,02322,restaurant
Central Street Pizzeria & Grille,"37 Dykeman Way, Stoughton, MA 02072",Pizza,Stoughton,,http://centralstreetpizzeria.com/,,,http://centralstreetpizzeria.com/contact.php,,CONTACT,MA,02072,restaurant
North End Market & Deli,"1123 N Main St, Brockton, MA 02301",Sandwich,Brockton,,http://www.northendmarketanddeli.com/,http://www.northendmarketanddeli.com/menu,,http://www.northendmarketanddeli.com/a/locations/contact/22157?return_to=%2F,,"

                Email
",MA,02301,restaurant
Mickey Malone's Tavern,"347 N Pearl St, Brockton, MA 02301",Restaurant,Brockton,Family-friendly sports bar serving casual American eats & draft beers in classic surroundings.,https://www.mickeymalonestavern.com/,,,https://www.mickeymalonestavern.com,,CONTACT & LOCATION,MA,02301,restaurant
