name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,state,zipcode,store_type
wendyo Salon,"572 Massachusetts Ave, Acton, MA 01720",Beauty salon,Acton,http://wendyosalon.com/,,,,,http://wendyosalon.com/contact-us/,Contact,MA,01720,beauty_salon
A Cut Above Inc The Salon,"584 Massachusetts Ave, Acton, MA 01720",Nail salon,Acton,http://www.acutaboveinc.com/,,,,,http://www.acutaboveinc.com/contact-us," Contact Us

",MA,01720,beauty_salon
JonClaud Salon,"157 Great Rd, Acton, MA 01720",Beauty salon,Acton,http://www.jonclaudsalon.com/,,,,,https://policies.google.com/privacy,Privacy Policy,MA,01720,beauty_salon
salon v acton ma,"485 Great Rd, Acton, MA 01720",Beauty salon,Acton,http://www.salonv.co/,,,,,http://www.salonv.co/javascript:;,"


",MA,01720,beauty_salon
Synergia Hair Studio,"505 Nagog Park #A, Acton, MA 01720",Beauty salon,Acton,https://www.synergiahairstudio.com/,,,,,https://www.synergiahairstudio.com/contact,Contact,MA,01720,beauty_salon
Exotic Nails and Spa Acton,"100 Powder Mill Rd, Acton, MA 01720",Nail salon,Acton,http://www.exoticnailsacton.com/,,,,,http://www.exoticnailsacton.com/contact,Contact,MA,01720,beauty_salon
Margo's Hair Design,"253 Arlington St, Acton, MA 01720",Hair salon,Acton,http://www.margosdesign.com/,,,,,https://www.salonbuilder.com/website/152688/contact.asp,Contact,MA,01720,beauty_salon
Nouveaux Skin & NailsBEMER Energy Center,"2505 Samaritan Dr STE 310, San Jose, CA 95124",Skin care clinic,San Jose,http://www.beauty-redefined.com/,,,,,http://www.beauty-redefined.com/contact_us,Contact Us,CA,95124,beauty_salon
Shilpa's Threading & Spa,"481 Great Rd Suite #104A, Acton, MA 01720",Day spa,Acton,http://shilpasthreadingandspa.com/,,,,,http://shilpasthreadingandspa.com/contact-us/,Contact Us,MA,01720,beauty_salon
Innovations Hair Salon,"629 Massachusetts Ave # 6, Boxborough, MA 01719",Beauty salon,Boxborough,http://innovationshair.homestead.com/,,,,,http://innovationshair.homestead.com/contact.html,MAKE AN APPOINTMENT,MA,01719,beauty_salon
Toast 'n Shine Tan and Spa,"191 Main St, Maynard, MA 01754",Nail salon,Maynard,http://www.toastnshine.com/,,,,,https://www.toastnshine.com/contact-us-1,CONTACT US,MA,01754,beauty_salon
Sensations Salon,"1809 Acushnet Ave, New Bedford, MA 02746",Beauty salon,New Bedford,http://www.sensations1809.com/,,,,,http://www.sensations1809.com/Contact,Contact,MA,02746,beauty_salon
Dermaculture Skin Spa,"192 S Main St suite b, Acushnet, MA 02743",Facial spa,Acushnet,https://www.dermacultureskinspa.com/,,,,,https://www.dermacultureskinspa.com/#contact,Contact,MA,02743,beauty_salon
Serenity Salon,"270 Huttleston Ave # 12, Fairhaven, MA 02719",Beauty salon,Fairhaven,http://www.serenitysalonma.com/,,,,,https://www.serenitysalonma.com/contact,Staff,MA,02719,beauty_salon
Wash House Salon,"207 Popes Island, New Bedford, MA 02740",Beauty salon,New Bedford,http://washhousesalon.net/,,,,,https://washhousesalonma.com/contact-us/,Contact Us,MA,02740,beauty_salon
Shear Techniques,"159 Main St, Agawam, MA 01001",Beauty salon,Agawam,http://www.cooperscommons.com/,,,,,http://www.cooperscommons.com/business-contacts,Business Contacts,MA,01001,beauty_salon
Divine Elegance Beauty Boutique,"168 Elm St #11b, Agawam, MA 01001",Beauty salon,Agawam,http://www.divineelegancebeautyboutique.com/,,,,,https://www.divineelegancebeautyboutique.com,Contact,MA,01001,beauty_salon
Debrons Full Services Salon,"242 Westfield St, West Springfield, MA 01089",Beauty salon,West Springfield,http://www.debronssalon.com/,,,,,http://www.debronssalon.com/contactus.html,Contact us,MA,01089,beauty_salon
Greta's Beauty Bar,"430 Main St Suite 208, Agawam, MA 01001",Beauty salon,Agawam,https://gretasbeautybar.com/,,,,,https://gretasbeautybar.com/contact/,Contact Us,MA,01001,beauty_salon
Express Brows Threading,"450 S Main St, Milpitas, CA 95035",Beauty salon,Milpitas,http://www.seemabeautysalon.com/,,,,,http://www.seemabeautysalon.com/Contact_us.html,Contact us,CA,95035,beauty_salon
Beaute Within Salon & Day Spa,"546 Sumner Ave, Springfield, MA 01108",Beauty salon,Springfield,http://beautewithin.com/,,,,,http://beautewithin.com/contact/,Contact,MA,01108,beauty_salon
Salon Herdis,"231 Main St, Northampton, MA 01060",Hair salon,Northampton,http://www.salonherdis.com/,,,,,https://www.salonherdis.com/contact/,Book Online,MA,01060,beauty_salon
Eclipx Salon,"72-A Haverhill Rd, Amesbury, MA 01913",Beauty salon,Amesbury,http://www.eclipxhair.com/,,,,,http://www.eclipxhair.com/eclipx-salon-contact,"
            Contact
          ",MA,01913,beauty_salon
Lawrence Allen Salon,"6 Market St, Amesbury, MA 01913",Hair salon,Amesbury,http://lawrenceallensalon.com/,,,,,http://lawrenceallensalon.com/page-3.htm,Contact us,MA,01913,beauty_salon
Cheryl Nina Salon & Day Spa,"35 University Dr, Amherst, MA 01002",Beauty salon,Amherst,http://www.cherylninasalon.com/,,,,,http://www.cherylninasalon.com/contact-us.html,Contact Us,MA,01002,beauty_salon
Sei Bella Salon,"49 Boltwood Walk, Amherst, MA 01002",Hair salon,Amherst,http://www.seibellasalon.com/,,,,,https://www.seibellasalon.com,CONTACT,MA,01002,beauty_salon
Caren's Place,"409 Main St #103, Amherst, MA 01002",Hair salon,Amherst,http://carensplace.com/,,,,,http://carensplace.com/contact.shtml,,MA,01002,beauty_salon
Amherst Hairstylists,"409 Main St #103, Amherst, MA 01002",Hair salon,Amherst,http://www.amhersthairstylists.com/,,,,,http://www.amhersthairstylists.com/contact.shtml,,MA,01002,beauty_salon
salon invi,"28 Chestnut St, Andover, MA 01810",Beauty salon,Andover,http://saloninvi.com/,,,,,http://saloninvi.com/contact/,Contact,MA,01810,beauty_salon
Salon Forza,"26 Essex St, Andover, MA 01810",Beauty salon,Andover,http://www.salonforza.com/,,,,,http://www.salonforza.com/connect.html#a,contact,MA,01810,beauty_salon
Marissa Michaels Hair Salon,"38 Florence St, Andover, MA 01810",Beauty salon,Andover,http://marissamichaels.com/,,,,,http://marissamichaels.com/contact-us/,Contact Us,MA,01810,beauty_salon
Salon Invanti,"166 N Main St, Andover, MA 01810",Beauty salon,Andover,http://saloninvanti.com/,,,,,http://saloninvanti.com/#contact,Contact,MA,01810,beauty_salon
J Christopher Hair Cutters,"65 Park St, Andover, MA 01810",Beauty salon,Andover,http://jchristopherhaircutters.com/,,,,,http://jchristopherhaircutters.com/contact.html,"
				Contact
			
			",MA,01810,beauty_salon
Beauty Solutions,"36 Main St, Andover, MA 01810",Beauty salon,Andover,http://www.beautysolutionsandover.com/,,,,,http://beautysolutionsandover.com/contact-directions/,Contact / Directions,MA,01810,beauty_salon
William Roberts Color Group & Salon,"211 N Main St, Andover, MA 01810",Beauty salon,Andover,http://www.williamrobertssalon.com/,,,,,http://www.williamrobertssalon.com/#contact,Contact Us,MA,01810,beauty_salon
Regina Weldon Hair and Makeup,"8 Main St, Andover, MA 01810",Beauty salon,Andover,http://www.reginaweldonhairandmakeup.com/,,,,,http://www.reginaweldonhairandmakeup.com/contact-regina-weldon-hair-and-makeup-artistry-andover-ma.html?dm_device=desktop,Contact,MA,01810,beauty_salon
Look Salon,"1327 Park St, Alameda, CA 94501",Beauty salon,Alameda,http://www.salononealameda.com/,,,,,http://salononealameda.com/contact-2/,Contact,CA,94501,beauty_salon
Janice LaTorre Professional Hair Care,"89 Main St, Andover, MA 01810",Beauty salon,Andover,http://www.janicelatorre.com/,,,,,http://www.janicelatorre.com/javascript:void(),Book North Jersey Shore,MA,01810,beauty_salon
Candela Hair Studio,"93 Main St, Andover, MA 01810",Hair salon,Andover,http://www.candelahairstudio.com/,,,,,https://www.candelahairstudio.com/contact,CONTACT,MA,01810,beauty_salon
Green Grotto Beauty,"100 State Rd, Dartmouth, MA 02747",Beauty salon,Dartmouth,http://www.greengrottobeauty.com/,,,,,https://www.greengrottobeauty.com/contact,Book,MA,02747,beauty_salon
Infinity Beauty Salon & Spa,"164 Massachusetts Ave, Arlington, MA 02474",Beauty salon,Arlington,https://www.infinitysalonarlington.com/,,,,,https://www.infinitysalonarlington.com,CONTACT,MA,02474,beauty_salon
Stella's Hair Salon,"110 Massachusetts Ave, Arlington, MA 02474",Beauty salon,Arlington,http://stellasarlington.com/,,,,,http://stellasarlington.com/Contact,Contact,MA,02474,beauty_salon
Sringar Hair Design,"369 Massachusetts Ave, Arlington, MA 02474",Beauty salon,Arlington,http://sringarhair.com/,,,,,http://sringarhair.com/contact-us/,Contact Us,MA,02474,beauty_salon
Horizons Salon & Day Spa,"1309 Massachusetts Ave, Arlington, MA 02476",Beauty salon,Arlington,http://www.horizonssalon.com/,,,,,http://horizonssalon.com/contact/,Contact,MA,02476,beauty_salon
Be Beautiful Hair Salon,"906 Massachusetts Ave, Arlington, MA 02474",Beauty salon,Arlington,https://www.bebeautifulhairsalon.com/,,,,,https://www.bebeautifulhairsalon.com/contact.html,"
				Contact
			",MA,02474,beauty_salon
Marchelle Salone,"820-822 Massachusetts Ave, Arlington, MA 02476",Beauty salon,Arlington,http://www.marchellesalone.com/,,,,,https://marchellesalone.com/contact/,Contact,MA,02476,beauty_salon
Novita Salon and Spa,"238 Massachusetts Ave, Arlington, MA 02474",Beauty salon,Arlington,https://www.novitasalon.com/,,,,,https://www.novitasalon.com/contact,Contact,MA,02474,beauty_salon
Hair Scene,"48 Massachusetts Ave, Lexington, MA 02420",Beauty salon,Lexington,http://www.hairscenesalon.com/,,,,,https://hairscenesalon.com/contact-us/,Contact Us,MA,02420,beauty_salon
Zana Salon & Spa,"1471 Massachusetts Ave, Arlington, MA 02476",Beauty salon,Arlington,http://zanasalon.com/,,,,,http://zanasalon.com/contact/,Contact,MA,02476,beauty_salon
IVY Hair Loft,"446 Massachusetts Ave, Arlington, MA 02474",Hair salon,Arlington,http://www.ivyhairloft.com/,,,,,http://www.ivyhairloft.com/info-location,Contact,MA,02474,beauty_salon
Classy Nail & Hair Salon,"241 Boston Ave, Medford, MA 02155",Hair salon,Medford,http://classynailhairsalon.com/,,,,,http://classynailhairsalon.com/contact,Contact,MA,02155,beauty_salon
Nails By Carly,"91 Warren St, Arlington, MA 02474",Beauty salon,Arlington,http://www.carlynails.com/,,,,,http://www.carlynails.com/contact-us,Contact Us,MA,02474,beauty_salon
Sallee's Nails,"47 Holt Rd, Ashburnham, MA 01430",Nail salon,Ashburnham,http://salleesnails.co/,,,,,https://www.salleesnails.co/contact-us,CONTACT US,MA,01430,beauty_salon
LUXE Beauty Bar,"31 Airport Rd, Fitchburg, MA 01420",Beauty salon,Fitchburg,http://www.luxebeautybar31.com/,,,,,https://www.luxebeautybar31.com,CONTACT,MA,01420,beauty_salon
Angel Salon & Spa,"Twin City Plaza next to Hannaford, 875 Merriam Ave, Leominster, MA 01453",Hair salon,Leominster,http://angelsalonandspa.com/,,,,,http://angelsalonandspa.com/contact,CONTACT,MA,01453,beauty_salon
Continuous Creations Hair Salon,"3740 Florence St, Redwood City, CA 94063",Beauty salon,Redwood City,http://www.saltandlightaveda.com/,,,,,https://www.saltandlightaveda.com,Contact,CA,94063,beauty_salon
panacea Salon,"28 Pleasant St, Northampton, MA 01060",Beauty salon,Northampton,https://www.panacea-salon.com/,,,,,https://www.panacea-salon.com/contact,Contact,MA,01060,beauty_salon
Shear Xtreme,"4 Old S St, Northampton, MA 01060",Beauty salon,Northampton,http://www.shearxtreme.com/,,,,,http://www.shearxtreme.com/tel:4135631906,413.563.1906,MA,01060,beauty_salon
JoiaBeauty,"6 Crafts Ave #3479, Northampton, MA 01060",Beauty salon,Northampton,http://www.joiabeauty.com/,,,,,http://joiabeauty.com/contact/,Contact Us,MA,01060,beauty_salon
Hair by Patrick,"56 Main St Suite 220, Northampton, MA 01060",Beauty salon,Northampton,http://hairbypatrick.com/,,,,,http://hairbypatrick.com/contact,contact,MA,01060,beauty_salon
Lucky Nail Salon,"32 Pleasant St, Northampton, MA 01060",Nail salon,Northampton,http://luckynailsnorthampton.webs.com/,,,,,https://luckynailsnorthampton.webs.com/contact-us,Contact Us,MA,01060,beauty_salon
Vallon Medispa,"163 Conz St, Northampton, MA 01060",Beauty salon,Northampton,http://www.vallonmedispa.com/,,,,,http://www.vallonmedispa.com/home/contact-us/,Contact Us,MA,01060,beauty_salon
Glam Salon and Spa,"8600 Dorchester Rd #201, North Charleston, SC 29420",Beauty salon,North Charleston,http://www.glamsalonandspasc.com/,,,,,http://www.glamsalonandspasc.com/#1148798038,"  

Contact Us
",SC,29420,beauty_salon
Hair's Lisa,"1448 Church St, San Francisco, CA 94131",Beauty salon,San Francisco,http://www.lisasbeautysalonsf.com/,,,,,http://www.lisasbeautysalonsf.com/contact-us,Contact Us,CA,94131,beauty_salon
Salon Bella Mia,"725 Camino Plaza, San Bruno, CA 94066",Beauty salon,San Bruno,http://www.salonmiabella.com/,,,,,http://www.salonmiabella.com/contact-us.html,show map,CA,94066,beauty_salon
LisaKenStudio,"42 Turnpike Rd, Southborough, MA 01772",Beauty salon,Southborough,http://www.lisakenstudio.com/,,,,,https://lisakenstudio.com/contact-us/,Contact,MA,01772,beauty_salon
Athena's Nail & Beauty Bar,"635 Waverly St #2, Framingham, MA 01702",Beauty salon,Framingham,http://athenasnailandbeautybar.com/,,,,,http://athenasnailandbeautybar.com/contact," Contact

",MA,01702,beauty_salon
Reenasalonspa,"1237 Worcester Rd, Framingham, MA 01701",Beauty salon,Framingham,http://reenasalonspa.com/,,,,,https://reenasalonspa.com/contact/,Contact,MA,01701,beauty_salon
The SKiNtique,"1400 Worcester Rd, Framingham, MA 01702",Beauty salon,Framingham,http://theskintique.com/,,,,,http://theskintique.com/contact-us,Contact Us,MA,01702,beauty_salon
True Salon & Color Cafe,"1291 Worcester Rd, Framingham, MA 01701",Beauty salon,Framingham,http://www.truesalon.com/,,,,,http://www.truesalon.com/contact,Contact,MA,01701,beauty_salon
Mirage Hair Design,"251 W Central St, Natick, MA 01760",Beauty salon,Natick,http://www.miragenatick.com/,,,,,http://www.miragenatick.com/contact/index.php,contact,MA,01760,beauty_salon
Concept One Hair Dynamics,"680 Worcester Rd, Framingham, MA 01702",Beauty salon,Framingham,http://www.concept1hair.com/,,,,,https://concept1hair.com/contact/,"Business opportunity Booth rental available, all calls confidential  call Robert 508-872-0001",MA,01702,beauty_salon
Style Salon & Spa,"246 Cochituate Rd, Framingham, MA 01701",Hair salon,Framingham,http://www.stylesalon.studio/,,,,,http://www.stylesalon.studio/contact/,Contact,MA,01701,beauty_salon
JOHN MICHAEL'S SALON,"30 Washington St, Attleboro, MA 02703",Beauty salon,Attleboro,http://www.johnmichaelssalonma.com/,,,,,https://www.johnmichaelssalonma.com/contact-us,Contact Us,MA,02703,beauty_salon
Salon 2000,"80 E Washington St, North Attleborough, MA 02760",Hair salon,North Attleborough,http://www.salon2000spa.com/,,,,,http://www.salon2000spa.com/contact-us,Contact Us,MA,02760,beauty_salon
Luxe Salon,"871 Southbridge St, Auburn, MA 01501",Hair salon,Auburn,http://luxesalon-auburn.com/,,,,,http://www.luxesalon-auburn.com/contact/,Contact Us,MA,01501,beauty_salon
Hair by Sam Untamed Salon & Spa,"781 Southbridge St, Auburn, MA 01501",Beauty salon,Auburn,http://www.samanthafaber.com/,,,,,http://www.samanthafaber.com/contact," CONTACT

",MA,01501,beauty_salon
Nichole Bacon in Untamed Salon and Spa,"4 Appleton Rd, Auburn, MA 01501",Hair salon,Auburn,http://www.thecolorfanatic.com/,,,,,https://thecolorfanatic.com/index.php/contact-me/,Contact,MA,01501,beauty_salon
Image Hair Salon,"533 Park Ave, Worcester, MA 01603",Beauty salon,Worcester,http://imagehairsalonparkave.com/,,,,,http://imagehairsalonparkave.com/contact," CONTACT

",MA,01603,beauty_salon
Renaissance Salon and Day Spa,"1613 N Main St, Walnut Creek, CA 94596",Beauty salon,Walnut Creek,http://phoenixsalonanddayspa.com/,,,,,https://www.phoenixsalonanddayspa.com,Contact,CA,94596,beauty_salon
Lash & Skin Cosmetics Boutique Inc,"324 N Main St Suite #8, Randolph, MA 02368",Beauty salon,Randolph,http://www.lashandskincosmetics.com/,,,,,https://www.lashandskincosmetics.com/contact-us,Contact Us,MA,02368,beauty_salon
Vina Nails and Spa,"326 N Main St, Randolph, MA 02368",Nail salon,Randolph,http://vinanailsandspa.com/,,,,,http://vinanailsandspa.com/contact.php,,MA,02368,beauty_salon
Angel Nails,"1532 Park St, Alameda, CA 94501",Nail salon,Alameda,http://www.myangelnails.net/,,,,,https://www.salonbuilder.com/website/184133/contact.asp,"
			Contact",CA,94501,beauty_salon
Eflow Hair Salon,"95 N Main St, Randolph, MA 02368",Beauty salon,Randolph,http://www.eflowsalon.com/,,,,,https://www.eflowsalon.com/contact-us/,"
Contact Us
",MA,02368,beauty_salon
The HairWorld,"8401 E US Hwy 36 F, Avon, IN 46123",Beauty salon,Avon,http://www.avon-beautysalon.com/,,,,,http://www.avon-beautysalon.com/contact_us.html,Contact Us,IN,46123,beauty_salon
The Hair Circuit,"1 Cabot Pl #8, Stoughton, MA 02072",Hair replacement service,Stoughton,http://www.revivemedical-spa.com/,,,,,http://revivemedical-spa.com/info/contact/,Contact,MA,02072,beauty_salon
Diamond Nails And Spa Stoughton,"740 Washington St, Stoughton, MA 02072",Nail salon,Stoughton,http://diamondnailsstoughton.com/,,,,,http://diamondnailsstoughton.com/contact,Contact Us,MA,02072,beauty_salon
Salon Katherine,"39 Torrey St, Brockton, MA 02301",Hair salon,Brockton,https://www.hairsalonsbrockton.com/,,,,,https://www.hairsalonsbrockton.com/a/locations/contact/18895?return_to=%2F,"

                Email
",MA,02301,beauty_salon
Wink Beauty  Hair Studio LLC,"195 Main St B, Groton, MA 01450",Beauty salon,Groton,http://www.winkgroton.com/,,,,,https://www.winkgroton.com,Contact,MA,01450,beauty_salon
Shazis Hair & Beauty Salon,"83 Parkhurst Rd # 6, Chelmsford, MA 01824",Beauty salon,Chelmsford,http://www.shazis.com/,,,,,http://www.shazis.com/ContactUs.html,Contact Us,MA,01824,beauty_salon
Sport Clips Haircuts of Framingham,"235 Old Connecticut Path, Framingham, MA 01701",Hair salon,Framingham,https://haircutmenframinghamma.com/,,,,,https://www.sportclips.com/about-us/contact-us,Contact Us,MA,01701,beauty_salon
Hair & Now Salon LLC,"215B Boston Post Rd, Sudbury, MA 01776",Beauty salon,Sudbury,http://hairandnowsudbury.com/,,,,,https://hairandnowsudbury.com/contact/,Contact,MA,01776,beauty_salon
Rumors Salon,"500 Boston Post Rd E, Marlborough, MA 01752",Hair salon,Marlborough,http://www.rumorsonline.net/,,,,,https://www.instagram.com/p/B9zfLfonHpu/,"

",MA,01752,beauty_salon
Balance Nails,"142 Littleton Rd #10, Westford, MA 01886",Nail salon,Westford,http://balancenails.com/,,,,,http://balancenails.com/contact-us.shtml,Contact Us,MA,01886,beauty_salon
Salon D'Elegance,"231 Boston Post Rd STE 4, Wayland, MA 01778",Nail salon,Wayland,http://xandaro.com/,,,,,http://xandaro.com/en/page/contact,Contact,MA,01778,beauty_salon
Salon 6A & Spa,"3180 Main St, Barnstable, MA 02630",Beauty salon,Barnstable,http://www.salonandspacapecod.com/,,,,,https://www.salonandspacapecod.com/contact-directions/,Contact & Directions,MA,02630,beauty_salon
Aveda,"1070 Iyannough Rd, Hyannis, MA 02601",Beauty salon,Hyannis,http://avedacapecod.com/,,,,,http://avedacapecod.com/contact/,Contact,MA,02601,beauty_salon
Hometown Tan,"558 Summer St, Barre, MA 01005",Tanning salon,Barre,http://www.hometowntan.com/,,,,,http://www.hometowntan.com/tel:9782578700,978-257-8700,MA,01005,beauty_salon
Salon 466,"46 Main Rd #6, Montgomery, MA 01085",Hair salon,Montgomery,http://salon-466.site123.me/,,,,,http://salon-466.site123.me/#section-58f90d0cca544,Contact,MA,01085,beauty_salon
Gervasi & Co,"646 Adams St, Quincy, MA 02169",Hair salon,Quincy,http://www.gco-milton.com/,,,,,http://www.gco-milton.com/#contact,Contact,MA,02169,beauty_salon
Anthony David Salon,"120 Cambridge St, Burlington, MA 01803",Beauty salon,Burlington,https://anthonydavidburlington.com/,,,,,https://anthonydavidburlington.com/contact.html," CONTACT

",MA,01803,beauty_salon
La Cave II,"1182 S Main St, Attleboro, MA 02703",Beauty salon,Attleboro,http://www.lacavesuzannesalon.com/,,,,,https://lacavesuzannesalon.com/contact/,Contact,MA,02703,beauty_salon
station8salon,"761 Centre St, Jamaica Plain, MA 02130",Beauty salon,Jamaica Plain,http://www.station8jp.com/,,"Hair services, facials, body waxing & massage in an airy space with an urbane vibe.",,,https://www.station8salon.com/contact,Contact,MA,02130,beauty_salon
Salon Giovanni,"34 South Rd, Bedford, MA 01730",Beauty salon,Bedford,http://salongiovanni.com/,,,,,http://salongiovanni.com/contact.htm,,MA,01730,beauty_salon
Salon Elegante,"3000 S Grand Ave, Los Angeles, CA 90007",Beauty salon,Los Angeles,http://www.elegantebeauty.com/,,,,,https://elegantebeauty.com/contact/,Contact,CA,90007,beauty_salon
Colasante Hair Studio,"80 Loomis St, Bedford, MA 01730",Hair salon,Bedford,http://colasantehairstudio.com/,,,,,http://colasantehairstudio.com/contact," CONTACT

",MA,01730,beauty_salon
Organix Spa & Salon,"93 Great Rd, Bedford, MA 01730",Day spa,Bedford,http://www.organixspa.com/,,,,,https://www.organixspa.com/contact-us,CONTACT US,MA,01730,beauty_salon
Blossom Nails & Spa,"169 Bedford St, Burlington, MA 01803",Nail salon,Burlington,https://blossomnailsandspama.com/,,,,,https://blossomnailsandspama.com/contact/,Contact,MA,01803,beauty_salon
T L Nails Spa,"44A North Rd, Bedford, MA 01730",Nail salon,Bedford,http://www.tlnailsbedford.com/,,,,,https://www.tlnailsbedford.com/contact,CONTACT,MA,01730,beauty_salon
Polished at the Spa,"240 Bedford St Rear, Lexington, MA 02420",Spa,Lexington,http://www.polishedatthespa.com/,,,,,http://www.polishedatthespa.com/contact-us.html,"
                        				Contact Us
                        			",MA,02420,beauty_salon
Trouve Aesthetics & Wellness,"30 South Rd, Bedford, MA 01730",Spa,Bedford,http://www.trouveaesthetics.com/,,,,,https://www.trouveaesthetics.com,CONTACT US,MA,01730,beauty_salon
Pro Touch Esthetics Spa,"50 Loomis St Unit113, Bedford, MA 01730",Skin care clinic,Bedford,http://www.protouchesthetics.com/,,,,,http://www.protouchesthetics.com/contact-us,CONTACT,MA,01730,beauty_salon
United Nails & Spa,"158 Great Rd, Bedford, MA 01730",Nail salon,Bedford,http://smartscheduling.com/,,,,,http://smartscheduling.com/en/page/contact,Contact,MA,01730,beauty_salon
headquarters,"3421, 35740 Fremont Blvd, Fremont, CA 94536",Beauty salon,Fremont,https://www.haircutheadquarter.com/,,,,,https://www.haircutheadquarter.com/contact-us-for-a-hair-appointment,"
            Contact
          ",CA,94536,beauty_salon
Krystal'S House Of Beauty Salon,"109 Chapin St, Ludlow, MA 01056",Beauty salon,Ludlow,http://krystalshouseofbeautysalon.simdif.com/,,,,,http://krystalshouseofbeautysalon.simdif.com/products-.html,CONTACTS ,MA,01056,beauty_salon
Sunny & Shears,"277 Palmer Rd, Ware, MA 01082",Beauty salon,Ware,http://www.sunnyandshears.style/,,,,,http://www.sunnyandshears.style/#bottom,Contact,MA,01082,beauty_salon
Eclips Hair & Nail Salon,"4247 Appian Way, El Sobrante, CA 94803",Beauty salon,El Sobrante,http://www.hairsalonelsobrante.com/,,,,,http://www.hairsalonelsobrante.com/contact-us/,Contact UsWhere We Are,CA,94803,beauty_salon
US Nails Spa,"234 Pulaski Blvd, Bellingham, MA 02019",Nail salon,Bellingham,http://www.usnailsnspa.com/,,,,,http://www.usnailsnspa.com/contact-us/,CONTACT,MA,02019,beauty_salon
Shear Magic,"45 Milford St, Medway, MA 02053",Beauty salon,Medway,http://www.shearmagicandco.com/,,,,,http://www.shearmagicandco.com/mailto:barberjo813@verizon.net,CONTACT,MA,02053,beauty_salon
Plaza Barber Shop & Hair Salon,"208 Main St, Milford, MA 01757",Beauty salon,Milford,http://www.plazabarbershopandhairsalon.com/,,,,,https://www.plazabarbershopandhairsalon.com/contact,CONTACT,MA,01757,beauty_salon
Salon De Paris,"447 Common St, Belmont, MA 02478",Beauty salon,Belmont,http://www.salondeparis.net/,,,,,http://www.salondeparis.net/contact-salon-de-paris-belmont-ma.htm?dm_device=desktop,Contact,MA,02478,beauty_salon
Shine On Salon,"297 Belmont St, Belmont, MA 02478",Beauty salon,Belmont,http://www.shineonsalonbelmont.com/,,,,,http://www.shineonsalonbelmont.com/contact-us.html,"
								Contact Us
							",MA,02478,beauty_salon
Haven & Hair,"117 Trapelo Rd, Belmont, MA 02478",Hair salon,Belmont,http://www.havenandhair.com/,,,,,http://www.havenandhair.com/tel:6179321926,(617) 932 1926,MA,02478,beauty_salon
Kneaded Relief Massage & Hair Salon,"468 Trapelo Rd, Belmont, MA 02478",Hair salon,Belmont,http://kneaded-relief.massagetherapy.com/,,,,,http://kneaded-relief.massagetherapy.com/contact-us,Contact Us,MA,02478,beauty_salon
salon R hair skin,"703 Mt Auburn St, Cambridge, MA 02140",Hair salon,Cambridge,http://salonrs.com/,,,,,http://salonrs.com/contact.html,Contact,MA,02140,beauty_salon
Laser Hair Removal Studio,"10 Trapelo Rd #4, Belmont, MA 02478",Laser hair removal service,Belmont,http://laserhairremoval.studio/,,,,,https://laserhairremoval.studio/contact-us/,Contact Us,MA,02478,beauty_salon
