name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
Luau Maui Hawaiian BBQ,"1060 E, Harriman Pl, San Bernardino, CA 92408",Hawaiian,San Bernardino,"Low-key counter serve with modest island decor serving classic Hawaiian eats, like poke & Spam.",http://www.mauibbqhub.com/,,,http://www.mauibbqhub.com/#contact,,Contact,1,CA,92408,restaurant
Thai Spoon 2,"25596 Barton Rd, Loma Linda, CA 92354",Thai,Loma Linda,,http://thaispoon2.com/,,,http://thaispoon2.com/#findus,,Find Us,1,CA,92354,restaurant
Napoli Italian Restaurant,"24960 Redlands Blvd, Loma Linda, CA 92354",Italian,Loma Linda,"Elegant Italian restaurant offers traditional dishes from locally-sourced cuisine, wine & cocktails.",https://www.napolilomalinda.com/,http://places.singleplatform.com/napolis-italian-restaurant-36/menu?ref=google,,https://www.napolilomalinda.com,,CONTACT,1,CA,92354,restaurant
Pacific Noodle House,"901 W Victoria St, Compton, CA 90220",Vietnamese,Compton,"Vietnamese noodle soups, rice dishes & breakfast are served in a bright, ocean-themed space.",http://www.pacificnoodlehouse.com/,http://www.pacificnoodlehouse.com/menu.html,,http://www.pacificnoodlehouse.com/contact.html,,Contact Us,1,CA,90220,restaurant
Loreto's Fried Turkey,"983 W Compton Blvd, Compton, CA 90220",Takeout Restaurant,Compton,,http://www.loretos.net/,,,http://www.loretos.net/contact.html,,,1,CA,90220,restaurant
Taqueria El Poblano,"4253 E Compton Blvd, Compton, CA 90221",Restaurant,Compton,,http://www.taqueriaelpoblano.com/,http://www.taqueriaelpoblano.com/menu,,http://www.taqueriaelpoblano.com/contact-2,,"
        
        Contact
      ",1,CA,90221,restaurant
Billionaire Burger Boyz Compton,"811 S Long Beach Blvd, Compton, CA 90221",Restaurant,Compton,,http://www.billionaireburgerboyz.com/,http://places.singleplatform.com/billionaire-burgers-boyz/menu?ref=google,,https://www.billionaireburgerboyz.com,,LOCATION & CONTACT,1,CA,90221,restaurant
Pizza Loca,"961 S Long Beach Blvd, Compton, CA 90221",Pizza,Compton,,http://www.lapizzaloca.com/,,,http://www.lapizzaloca.com/contact-us/,,Contact Us,1,CA,90221,restaurant
La Huasteca Restaurant,"3150 E Imperial Hwy #100, Lynwood, CA 90262",Mexican,Lynwood,Traditional Mexican fare served in a space with an old-world vibe & colorful mural walls.,http://www.lahuastecarestaurant.com/,http://www.lahuastecarestaurant.com/Menu.php,,https://lahuastecarestaurant.com/wp/contact-us/,,Contact us,1,CA,90262,restaurant
Johnson Brothers BBQ,"1710 E Compton Blvd, Compton, CA 90221",Barbecue,Compton,,https://www.johnsonbrothersbbq.com/,http://places.singleplatform.com/johnson-brothers-bbq/menu?ref=google,,https://www.johnsonbrothersbbq.com/contact-info,,Contact Info,1,CA,90221,restaurant
Planet Health Compton,"546 W Compton Blvd, Compton, CA 90220",Vegan,Compton,,https://www.planethealthcompton.com/,,,https://www.planethealthcompton.com/contact,,"
            Contact
          ",1,CA,90220,restaurant
Hawkins House of Burgers,"11603 Slater St, Los Angeles, CA 90059",Hamburger,Los Angeles,Perennial place providing classic burgers & other American comfort foods in an easygoing atmosphere.,http://www.hawkinsburgers.com/,,,http://www.hawkinsburgers.com/contact,,Contact,1,CA,90059,restaurant
GZ Diner,"2405 N Wilmington Ave, Compton, CA 90222",Diner,Compton,,https://www.greaterzionchurchfamily.com/,,,https://www.greaterzionchurchfamily.com/mailto:contactus@gzcf.us,,contactus@gzcf.us,1,CA,90222,restaurant
Los Eduardos,"5428 Long Beach Blvd, Long Beach, CA 90805",Mexican,Long Beach,,http://www.loseduardosrestaurant.com/,https://www.loseduardosrestaurant.com/catering,,https://www.loseduardosrestaurant.com/contact,,CONTACT,1,CA,90805,restaurant
Mariscos Mi Lindo Sinaloa,"7610 Rosecrans Ave, Paramount, CA 90723",Seafood,Paramount,"Family-owned place serving Sinaloa-style Mexican seafood, with happy hour & live music.",https://www.paramountcocktails.com/,,,https://www.paramountcocktails.com/contact,,Contact Us,1,CA,90723,restaurant
Lulu's Kitchen,"1657 Willow Pass Rd, Concord, CA 94520",Chinese,Concord,Casual Chinese fixture in a shopping center preparing generous Sichuan plates to eat in or take out.,https://luluskitchenconcordca.com/,https://luluskitchenconcordca.com/,,https://luluskitchenconcordca.com/#contact,,Contact Us,1,CA,94520,restaurant
Ohgane Korean BBQ & Cuisine,"1671 Willow Pass Rd, Concord, CA 94520",Korean,Concord,"Place for Korean BBQ cooked on tabletop mesquite grills, plus stews & other dishes.",http://www.ohgane.com/,,,https://www.ohgane.com,,CONTACT & LOCATION,1,CA,94520,restaurant
La Tapatia Mexican Restaurant and Cantina  Concord,"1802 Willow Pass Rd, Concord, CA 94520",Mexican,Concord,Colorful murals & occasional mariachi accompany a range of Mexican classics in a spacious eatery.,http://www.latapatiaconcord.com/,http://www.latapatiaconcord.com/uploads/menu/2019/La-Tapatia-Menu.pdf,,https://www.latapatiaconcord.com/contact/,,Contact,1,CA,94520,restaurant
Aung MayLiKa,"1050 Contra Costa Blvd, Concord, CA 94523",Burmese,Concord,Casual eatery with pared-down interiors dishing up hearty plates of comforting Burmese dishes.,https://www.aungmaylikaconcord.com/,http://places.singleplatform.com/aung-maylika/menu?ref=google,,https://www.aungmaylikaconcord.com,,Contact,1,CA,94523,restaurant
ButtercuP,"4301 Clayton Rd, Concord, CA 94521",American,Concord,,http://buttercupdiner.com/,https://www.buttercupdiner.com/breakfast,,https://www.buttercupdiner.com/contact_us,,CONTACT US,1,CA,94521,restaurant
Mann's Chinese Cuisine,"4115 Concord Blvd # 52, Concord, CA 94519",Chinese,Concord,Comfortable spot boasting an extensive cross-regional menu of upscale family-style Chinese cuisine.,https://mannscuisinetogo.com/,https://mannscuisinetogo.com/,,https://mannscuisinetogo.com/#contact,,Contact Us,1,CA,94519,restaurant
Salsa Verde Cuisine,"970 Detroit Ave, Concord, CA 94518",Mexican,Concord,,http://www.salsaverdecuisine.com/,http://places.singleplatform.com/salsa-verde/menu?ref=google,,http://www.salsaverdecuisine.com/contact,,Hours,1,CA,94518,restaurant
Korea House Restaurant,"1835 Willow Pass Rd, Concord, CA 94520",Korean,Concord,"Humble but comfortable venue serves up generous portions of Korean classics, including bulgogi.",http://www.koreahouseca.com/,http://www.koreahouseca.com/menu.html,,http://www.koreahouseca.com/contact.html,,Contact,1,CA,94520,restaurant
Imperial Seafood Restaurant,"1680 Willow Pass Rd, Concord, CA 94520",Dim Sum,Concord,Dim sum selections galore plus wonton soup & honey prawns cooked up in a relaxed space.,http://www.imperialconcord.com/,http://www.imperialconcord.com/menu,,https://www.imperialconcord.com/contact,,Contact,1,CA,94520,restaurant
Mai Thai 2,"4710 Clayton Rd, Concord, CA 94521",Thai,Concord,"Cozy Thai restaurant with plenty of parking serving ample portions of pad Thai, curries & more.",http://maithai2thaicuisine.com/,http://maithai2thaicuisine.com/index.php/menu/,,http://maithai2thaicuisine.com/index.php/contact/,,Contact,1,CA,94521,restaurant
Chopan Kabob,"2699 Monument Blvd, Concord, CA 94520",Afghani,Concord,"Cozy & welcoming location serving Afghan standards like tandoori chicken, kebabs, wraps & baklava.",http://chopankabob.com/,,,http://chopankabob.com/contact-us,,"
Contact Us
",1,CA,94520,restaurant
Tortilleria El Molino,"1500 Monument Blvd # F-1, Concord, CA 94520",Restaurant,Concord,Small counter-serve outlet features classic Mexican fare with housemade tortillas in a modest space.,http://www.tortillaselmolino.com/,,,http://www.tortillaselmolino.com/#contact,,Contact,1,CA,94520,restaurant
Guadalajara Grill,"5446 Ygnacio Valley Rd, Concord, CA 94521",Mexican,Concord,Airy kitchen with Southwest decor & a large patio serving classic Mexican fare & cocktails.,http://www.hotplatehotplate.com/,https://www.hotplatehotplate.com/menu,,http://www.hotplatehotplate.com/mailto:contact@hotplatehotplate.com,,"






",1,CA,94521,restaurant
Saigon Bistro,"1701 Willow Pass Rd F, Concord, CA 94520",Vietnamese,Concord,Comfy strip-mall restaurant known for their banh mi along with classic pho & modern Vietnamese eats.,http://www.saigonbistro.com/,,,//www.hugedomains.com/contact.cfm,,Contact Us,1,CA,94520,restaurant
Pasta Primavera Cafe,"4425-F Treat Blvd, Concord, CA 94521",Italian,Concord,"Pasta dishes, wine & Italian entrees are served in a low-lit space with warm, old-world decor.",http://pastaprimavera-concord.com/,http://pastaprimavera-concord.com/wine-list.html,,http://pastaprimavera-concord.com/contact.html,,Contact,1,CA,94521,restaurant
Salsa Mexican Grill,"1680 Willow Pass Rd #C, Concord, CA 94520",Mexican,Concord,,http://www.salsamexicangrillconcord.com/,http://places.singleplatform.com/salsa-fresh-mexican-grill/menu?ref=google,,http://www.salsamexicangrillconcord.com/contact,,Contact Us,1,CA,94520,restaurant
Poke Salad,"2151 Salvio St, Concord, CA 94520",Hawaiian,Concord,Low-key cafe offering build-your-own poke wraps & salad bowls with a wide variety of toppings.,http://www.pokesaladus.com/,,,http://www.pokesaladus.com/index.php/contact/,,Contact,1,CA,94520,restaurant
Parma Delicatessen,"3521 Clayton Rd, Concord, CA 94519",Sandwich,Concord,,http://www.parmadeliconcord.com/,,,https://www.parmadeliconcord.com/contact-us,,Contact Us >,1,CA,94519,restaurant
Koon Thai Kitchen,"4743 Clayton Rd Suit1, Concord, CA 94521",Thai,Concord,,http://www.koonthaifood.com/,https://koonthaikitchenca.smiledining.com/,,https://www.koonthaifood.com/contact-us,,Contact Us,1,CA,94521,restaurant
Fresh Box,"1645 Willow Pass Rd, Concord, CA 94520",Restaurant,Concord,,http://www.freshboxpoke.com/,,,http://www.freshboxpoke.com/contact.html,,"
Contact
",1,CA,94520,restaurant
El Rancho Restaurant,"1450 Monument Blvd, Concord, CA 94520",Mexican,Concord,"Upbeat establishment features Mexican cuisine & cocktails, plus a late-night club with live music.",http://www.elranchodeconcord.com/,,,//www.hugedomains.com/contact.cfm,,Contact Us,1,CA,94520,restaurant
Guacamole Authentic Mexican Grill,"790 Oak Grove Rd Suite D, Concord, CA 94518",Mexican,Concord,,http://www.guacamoleauthenticmexicangrill.com/,,,http://www.guacamoleauthenticmexicangrill.com/contact-us,,"
            Contact Us

",1,CA,94518,restaurant
Brothers' Chicken Rotisserie,"1825 Sutter St suite D, Concord, CA 94520",Peruvian,Concord,,http://brotherschickenrotisserie.com/,,,http://brotherschickenrotisserie.com/tel:9258223145,,(925) 822-3145,1,CA,94520,restaurant
Vinnie's Bar & Grill,"2045 Mt Diablo St, Concord, CA 94520",Grill,Concord,"Casual eatery offering breakfast, pub grub & drinks, plus live music on weekend nights.",http://www.vinniesbar.com/,,,https://www.vinniesbar.com,,Contact,1,CA,94520,restaurant
Cinco De Mayo,"4115 Concord Blvd #22, Concord, CA 94519",Mexican,Concord,Counter-serve Mexican joint serving hearty standards in a strip-mall setting with outdoor seating.,http://www.cincodemayoconcord.com/,,,http://www.cincodemayoconcord.com/contact.html,,"
				CONTACT
			",1,CA,94519,restaurant
Vineyards Restaurant and Bar,"45 John Glenn Dr, Concord, CA 94520",Grill,Concord,"Casual hotel restaurant for American breakfast, lunch & dinner, plus weeknight happy-hour specials.",http://www.crowneplazaconcord.com/,,,https://www.crowneplazaconcord.com/contact-directions/,,Contact & Directions,1,CA,94520,restaurant
Taqueria Los Gallos Express 1,"1747 Willow Pass Rd, Concord, CA 94520",Mexican,Concord,,http://taquerialosgallosexpress.com/,,,http://taquerialosgallosexpress.com/contact-tlge.html,,Contact,1,CA,94520,restaurant
Barney's Hickory Pit,"3446 Clayton Rd, Concord, CA 94519",Barbecue,Concord,Old-fashioned BBQ joint with cushioned booths & an open kitchen serving all the basics since 1957.,http://www.barneyshickorypit.com/,,,http://barneyshickorypit.com/contact-us/,,Contact Us,1,CA,94519,restaurant
Silverlake Ramen,"2 Diamond Blvd, Concord, CA 94520",Ramen,Concord,,https://silverlakeramen.com/,,,https://silverlakeramen.com/location.html#contact,,Contact,1,CA,94520,restaurant
Lido Bar  Grill,"Inside Clarion Hotel, 1050 Burnett Ave, Concord, CA 94520",Gastropub,Concord,,https://www.lidogrill.com/,https://www.lidogrill.com/menu,,https://www.lidogrill.com/locations,,"
            Contact Us
          ",1,CA,94520,restaurant
EJ Phair Brewing Company Concord Alehouse,"2151 Salvio St L, Concord, CA 94520",Brewpub,Concord,Atmospheric brewpub showcasing a selection of craft beers & pub grub plus events & live music.,http://www.ejphair.com/,,,https://www.ejphair.com/contact,,CONTACT,1,CA,94520,restaurant
The Hop Grenade,"2151 Salvio St Suite J, Concord, CA 94520",Restaurant,Concord,This modern taproom & bottle shop features brews on tap plus some basic eats in a bright setting.,http://www.thehopgrenade.com/,,,http://www.thehopgrenade.com/contact,,Contact,1,CA,94520,restaurant
Oyama BBQ,"1420 Contra Costa Blvd D1, Pleasant Hill, CA 94523",Barbecue,Pleasant Hill,,https://oyamabbqtogo.com/,https://oyamabbqtogo.com/,,https://oyamabbqtogo.com/#contact,,Contact Us,1,CA,94523,restaurant
Rossi's Cafe and Deli,"One Concord Center, 2300 Clayton Rd #150, Concord, CA 94520",Sandwich,Concord,,http://www.rossisdeli.com/,,,http://rossisdeli.com/contact/,,Contact,1,CA,94520,restaurant
Himalayan Cuisine Restaurant,"2118 Willow Pass Rd #400, Concord, CA 94520",Restaurant,Concord,"Relaxed eatery offering traditional Nepalese & Indian dishes, plus a lunch buffet & outdoor seating.",https://himalayancuisinetogo.com/,https://himalayancuisinetogo.com/,,https://himalayancuisinetogo.com/#contact,,Contact Us,1,CA,94520,restaurant
Restaurante El Salvador,"2118 Willow Pass Rd, Concord, CA 94520",Salvadoran,Concord,Basic destination for a variety of Salvadoran & Latin American eats including empanadas & pupusas.,http://www.restaurantselsalvador.com/,,,http://www.restaurantselsalvador.com/contact/,,CONTACT,1,CA,94520,restaurant
All Stars Dip Inc,"PO box 21579, Concord, CA 94521",Thai,Concord,,https://allstarsdips.com/,,,https://allstarsdips.com/tel:9256861005,,(925) 686-1005,1,CA,94521,restaurant
Concord Tap House,"3513 Clayton Rd, Concord, CA 94519",Bar,Concord,,http://www.concordtaphouse.com/,https://concordtaphouse.com/bites/,,https://concordtaphouse.com/contact-us/,,Contact Us,1,CA,94519,restaurant
WiseGirl  Ristorante Italiano & Cocktails,"1932 Oak Park Blvd, Pleasant Hill, CA 94523",Italian,Pleasant Hill,Dynamic cocktail lounge & Italian eatery for classic dishes served in Prohibition Era–inspired digs.,http://www.wisegirlph.com/,http://wisegirlph.com/menu/,,http://wisegirlph.com/contact/,,Contact,1,CA,94523,restaurant
Kabob Hutt,"165 Washburn Cir, Corona, CA 92882",Persian,Corona,"Lively locale with bohemian flair featuring classic Persian cooking, live music & belly dancers.",http://www.kabobhutt.com/,,,http://www.kabobhutt.com/contact-us,,Contact Us,1,CA,92882,restaurant
New York Pizza Department & Bagels,"2279 Eagle Glen Pkwy #105, Corona, CA 92883",Pizza,Corona,"Inspired by east coast eats like NY-style pizza & bagels, this casual spot boasts an outdoor patio.",http://nypdcorona.com/,http://newyorkpizzadepartment.com/menu/,,https://newyorkpizzadepartment.com/contact/,,Contact Us,1,CA,92883,restaurant
Seven Seas Thai Cuisine,"1525 E Ontario Ave #107, Corona, CA 92881",Thai,Corona,"Curries, fried rice & many other Thai specialties served in a casual, contemporary interior.",http://www.sevenseasthai.com/,,,http://www.sevenseasthai.com/contact-us.html,,CONTACT US,1,CA,92881,restaurant
Cowboy Surfer Grill,"387 Magnolia Ave #106, Corona, CA 92879",Restaurant,Corona,,http://thecowboysurfergrill.com/,,,http://thecowboysurfergrill.com/index.php/contact-us,,Contact Us,1,CA,92879,restaurant
Vito's Italian Pizza,"440 River Rd c, Corona, CA 92880",Italian,Corona,,http://vitositalianpizza.com/,,,https://www.vitositalianpizza.com/contact-reservations,,Contact,1,CA,92880,restaurant
Mi Tortilla Mexican Grill,"487 Magnolia Ave, Corona, CA 92879",Mexican,Corona,"Tacos, burritos & combination platters are prepared at this laid-back Mexican grill.",http://www.mitortillamexicangrill.com/,,,http://www.mitortillamexicangrill.com/contact-us,,"
 ",1,CA,92879,restaurant
Hong Kong Chinese Restaurant,"1370 W 6th St, Corona, CA 92882",Chinese,Corona,Time-tested Chinese institution focusing on Cantonese-style cuisine in old-school surroundings.,http://hongkongcorona.com/,http://hongkongcorona.com/wp-content/uploads/2016/11/HONG-KONG-TO-GO-MENU2016.pdf,,https://hongkongcorona.com/contact/,,Contact,1,CA,92882,restaurant
Punjabi Tandoor,"2150 California Ave #101, Corona, CA 92881",Indian,Corona,,http://www.punjabitandoor.com/,http://www.punjabitandoor.com/,,http://www.punjabitandoor.com/contact,,Contact,1,CA,92881,restaurant
Rumi's Restaurant,"718 N Main St #102, Corona, CA 92880",Persian,Corona,"Traditional Persian fare such as kebabs & lamb entrees, served in a laid-back setting.",http://rumisrestaurants.com/,,,https://www.rumisrestaurants.com/contact-us,,CONTACT US,1,CA,92880,restaurant
Thai Tuk Tuk,"725 W 6th St, Corona, CA 92882",Thai,Corona,,http://thaituktukcorona.com/,http://places.singleplatform.com/thai-tuk-tuk/menu?ref=google,,https://www.thaituktukcorona.com/contact-us,,CONTACT US,1,CA,92882,restaurant
Organic Junkie,"420 N Main St STE 109, Corona, CA 92880",Restaurant,Corona,,http://www.organicjunkie.net/,http://places.singleplatform.com/organic-junkie/menu?ref=google,,https://www.organicjunkie.net/contact-us,,Contact Us,1,CA,92880,restaurant
Tudy's Taqueria,"1027 W 6th St, Corona, CA 92882",Mexican,Corona,,http://tudystaqueria.com/,,,//www.hugedomains.com/contact.cfm,,Contact Us,1,CA,92882,restaurant
Fish O Licious,"451 Magnolia Ave, Corona, CA 92879",Seafood,Corona,,http://www.fisholicious.com/,http://places.singleplatform.com/fish-o-licious-2/menu?ref=google,,http://www.fisholicious.com/all-about-us/contact-us/,,Contact Us,1,CA,92879,restaurant
Brandon's Diner,"4714 Green River Rd, Corona, CA 92880",Diner,Corona,"Family-owned diner offering a mix of American & Mexican classics, plus all-day breakfast.",http://brandonsdiner.com/,,,http://www.brandonsdiner.com/contact-us/,,CONTACT,1,CA,92880,restaurant
Jerseys Restaurant corona,"1197 Magnolia Ave, Corona, CA 92879",Pizza,Corona,,http://www.jerseysrestaurant.com/,https://slicelife.com/restaurants/CA/Corona/92879/jersey-s-pizzeria-restaurant/menu,,http://www.jerseysrestaurant.com/contact-us,,Contact,1,CA,92879,restaurant
Thai Lotus Restaurant,"2795 Cabot Dr, Corona, CA 92883",Thai,Corona,"Relaxed eatery with sedate decor serving standard Thai dishes, plus pho & Chinese stir-fries.",http://www.thailotuscorona.com/,http://places.singleplatform.com/thai-lotus/menu?ref=google,,https://www.thailotuscorona.com/contact,,Contact,1,CA,92883,restaurant
Fuze Pizza,"135 E Ontario Ave #103, Corona, CA 92879",Pizza,Corona,,http://www.fuzepizza.com/,,,http://www.fuzepizza.com/contact-us,,Contact Us,1,CA,92879,restaurant
Maki Yaki,"635 N Main St, Corona, CA 92880",Sushi,Corona,,http://www.makiyakicorona.com/,,,http://www.makiyakicorona.com/#contact-us-section,,"
                        Contact Us
                      ",1,CA,92880,restaurant
Boondocks,"100 E Harrison St, Corona, CA 92879",Grill,Corona,"Festive Irish tavern with hearty eats as well as pool tables, live music, karaoke & sports on TV.",http://boondockspubandgrill.com/,,,http://www.boondockspubandgrill.com/#contact,,Contact,1,CA,92879,restaurant
El Chivazo Salvadorian Restaurant,"514 S Smith Ave, Corona, CA 92882",Salvadoran,Corona,,http://el-chivazo-salvadorian.top-cafes.com/,http://places.singleplatform.com/el-chivazo-salvadorian-restaurant/menu?ref=google,,http://el-chivazo-salvadorian.top-cafes.com/#contacts,,Contacts,1,CA,92882,restaurant
Samurai Kitchen,"1690 W 6th St A, Corona, CA 92882",Japanese,Corona,,http://www.samuraikitchentogo.com/,,,http://www.samuraikitchentogo.com/#about_us,,Find Us.,1,CA,92882,restaurant
Skillet's Cafe,"490 Hidden Valley Pkwy STE 101, Corona, CA 92879",Restaurant,Corona,,https://myskilletscafecorona.com/,http://ordering.app/skilletscafe,,https://myskilletscafecorona.com/contact/,,Contact,1,CA,92879,restaurant
Mariscos Las Islas Marias Corona,"1438 W 6th St, Corona, CA 92882",Mexican,Corona,Casual Mexican restaurant with elaborate oceanic decor & an emphasis on seafood dishes.,https://mexicanrestaurantcorona.com/,,,https://mexicanrestaurantcorona.com/contact_us,,"

                                Contact Us
                            
",1,CA,92882,restaurant
Thai Variety,"650 S Lincoln Ave, Corona, CA 92882",Thai,Corona,,http://thaivarietyrestaurant.com/,http://thaivarietyrestaurant.com/appetizers.html,,http://thaivarietyrestaurant.com/locations,,Contact,1,CA,92882,restaurant
Dalia's Pizza,"1411 Rimpau Ave #104, Corona, CA 92879",Restaurant,Corona,"Italian-American fast food eatery specializing in pizza pies, wings, sandwiches & pasta.",http://www.daliascorona.com/,http://www.daliascorona.com/1-1411-rimpau-ave/menu,,https://www.daliascorona.com/contact,,Contact,1,CA,92879,restaurant
Red Ginger China Bistro,"1185 Magnolia Ave #G.H.J, Corona, CA 92879",Chinese,Corona,,https://www.redgingerchinese.com/,http://www.redgingerchinese.com/,,http://www.redgingerchinese.com/index.php?main_page=report_bug&zenid=31432a25ed89e1e3aa2b06c0ddf0d6a1,,Contact Web Master,1,CA,92879,restaurant
LeanFeast  Corona CA,"540 Hidden Valley Pkwy STE 101, Corona, CA 92879",Fast Food,Corona,,https://leanfeast.com/,https://leanfeast.com/menu,,https://www.leanfeast.com/store-locator,,Contact,1,CA,92879,restaurant
Main Street Deli,"175 E Ontario Ave, Corona, CA 92879",Sandwich,Corona,,http://www.mainstreetdelicorona.com/,,,http://www.mainstreetdelicorona.com/#contact,,Contact,1,CA,92879,restaurant
Eat Chow,"1802 Newport Blvd, Costa Mesa, CA 92627",New American,Costa Mesa,Contemporary setting for casual American eats with a gourmet twist plus beer & wine.,https://www.eatchow.com/,,,https://www.eatchow.com/contact,,Contact,1,CA,92627,restaurant
Vaca,"695 Town Center Dr Suite 170, Costa Mesa, CA 92626",Spanish,Costa Mesa,"Spanish eatery providing a mix of tapas & family-style dishes in airy, contemporary digs with a bar.",http://vacarestaurant.com/,http://places.singleplatform.com/vaca/menu?ref=google,,http://www.vacarestaurant.com/location-and-contact/,,LOCATION+CONTACT,1,CA,92626,restaurant
Al Forno Caffe,"1525 Mesa Verde Dr E, Costa Mesa, CA 92626",Italian,Costa Mesa,"Roomy, relaxed eatery offering Italian standards such as pasta & salads plus wine & live music.",http://www.alfornocaffe.com/,http://www.alfornocaffe.com/menu.pdf,,http://www.alfornocaffe.com/tel:6572320100,,(657) 232-0100,1,CA,92626,restaurant
AnQi,"3333 S Bristol St, Costa Mesa, CA 92626",Asian Fusion,Costa Mesa,"Asian fusion small plates & noodles are served in a chic, clubby space with its own fashion catwalk.",http://www.houseofan.com/,http://places.singleplatform.com/anqi/,,http://www.houseofan.com/contact,,"
							CONTACT
						",1,CA,92626,restaurant
Silver Trumpet Restaurant and Bar,"3350 Avenue of the Arts, Costa Mesa, CA 92626",Gastropub,Costa Mesa,Lakeside eatery serving local cuisine in a sophisticated windowed-dining room with outdoor patio.,http://silvertrumpetrestaurant.com/,http://silvertrumpetrestaurant.com/menu-3/,,http://silvertrumpetrestaurant.com/#1092-2,,Contact,1,CA,92626,restaurant
Tabu Shabu,"3286, 333 E 17th St #19, Costa Mesa, CA 92627",Japanese,Costa Mesa,,http://tabushabu.com/,,,https://tabushabu.com/contact/,,Contact,1,CA,92627,restaurant
Pom & Olive,"1400 Bristol St C, Costa Mesa, CA 92626",Mediterranean,Costa Mesa,"Comfy, relaxed restaurant with outdoor seating dishing up baba ghanoush, lamb shawarma & more.",https://www.pomandolive.com/,https://www.pomandolive.com/menu,,https://www.pomandolive.com/contact,,"1400 Bristol Street, Costa Mesa, CA 92626",1,CA,92626,restaurant
Toast Kitchen & Bakery,"1767 Newport Blvd, Costa Mesa, CA 92627",American,Costa Mesa,,http://www.toastkitchenbakery.com/,https://linktr.ee/toastamesa,,http://www.toastkitchenbakery.com/contact.html,,"
				Contact
			",1,CA,92627,restaurant
