name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt
Stapleton Floral,Boston,Florist,acton,,,,,,,
Rouvalis Flowers,Boston,Florist,acton,,,,,,,
Olympia Flower Store,Boston,Florist,acton,,,,,,,
Birch Flower Shop,Roslindale,Florist,acton,,,,,,,
Valley Florist Greenhouses & Gift Shop,East Templeton,Florist,acton,,,,,,,
Chaba Florists,Boston,Florist,acton,,,,,,,
Coleen's Flower Shop,Dorchester,Florist,acton,,,,,,,
Lopez the Florist,Dorchester,Florist,acton,,,,,,,
Welch Florist,Lynn,Florist,acton,,,,,,,
Edible Arrangements,Framingham,Florist,acton,,,,,,,
A Natural Arrangement,Weston,Flower designer,acton,,,,,,,
Salvy the Florist,Lynn,Florist,acton,,,,,,,
Ladybug Florist Inc,Oxford,Florist,acton,,,,,,,
Evans Flowers & Greenhouse,Peabody,Florist,acton,,,,,,,
Flowers By Lorraine,Lynn,Florist,acton,,,,,,,
Clifford's,Quincy,Florist,acton,,,,,,,
Mahoney's Garden Centers,North Chelmsford,Florist,acton,,,,,,,
Green Thumb Florist,Brimfield,Florist,acton,,,,,,,
Bridgewater Florist,Bridgewater,Florist,acton,,,,,,,
Hutcheon's Flower Co,Abington,Florist,acton,,,,,,,
Macmannis Florist & Greenhouses,Athol,Florist,acton,,,,,,,
Trader Joe's,Nashua,Florist,acton,,,,,,,
Town And Country Flower Shop,Southbridge,Florist,acton,,,,,,,
Atkins Farm Flower Shop,Amherst,Florist,acton,,,,,,,
Maryniski's Flowers & Greenhouse,Palmer,Florist,acton,,,,,,,
Heritage Flowers,Lakeville,Florist,acton,,,,,,,
Mahoney's Garden Center,Tewksbury,Florist,acton,,,,,,,
Kingston Florist,Kingston,Florist,acton,,,,,,,
Mahoney's Garden Center,Winchester,Florist,acton,,,,,,,
Stevens The Florist,Plymouth,Florist,acton,,,,,,,
Carey's Flowers Inc,South Hadley,Florist,acton,,,,,,,
Floral Affairs,Greenfield,Florist,acton,,,,,,,
Nuttelman's Florists,Northampton,Florist,acton,,,,,,,
Pomfret Florist,Somerset,Florist,acton,,,,,,,
Flowers by Webster,Westfield,Florist,acton,,,,,,,
Bourne Florist,Bourne,Florist,acton,,,,,,,
Xavier's Flower Shop,Fall River,Florist,acton,,,,,,,
Main Street Florist,Fall River,Florist,acton,,,,,,,
Sowle The Florist,New Bedford,Florist,acton,,,,,,,
Petal & Stem,South Yarmouth,Florist,acton,,,,,,,
Garlington Florist,New Bedford,Florist,acton,,,,,,,
Mahoney's Garden Centers,Concord,Garden center,acton,,,,,,,
Springvale Flowers,Springvale,Florist,acton,,,,,,,
New England Nurseries Inc,Bedford,Garden center,acton,,,,,,,
Edinboro Flower Shop,Marlborough,florists,acton,,,,,,,
Stonegate Gardens,Lincoln,Garden center,acton,,,,,,,
River's Edge Garden Center,Framingham,Garden center,acton,,,,,,,
Garden Patch Silver City,Taunton,Garden center,acushnet,,,,,,,
Mahoney's Garden Centers,East Falmouth,Garden center,acushnet,,,,,,,
Qing Flowers Forever,,Flower market,acushnet,,,,,,,
Stop & Shop Florist,,Florist,amherst,,,,,,,
Alice Eventos,,Florist,andover,,,,,,,
Boston Floral Boutique,,Florist,arlington,,,,,,,
Yifat Florist,,Florist,attleboro,,,,,,,
Joyful Garden Co,,Florist,attleboro,,,,,,,
Roche Bros Quincy,Quincy,Florist,avon,,,,,,,
Roche Bros Bridgewater,Bridgewater,Florist,avon,,,,,,,
Louis Barry Florist,Boston,Florist,avon,,,,,,,
Roche Bros West Roxbury,West Roxbury,Florist,avon,,,,,,,
Provitola Design AssociatesNew England Wreath Company,Norwell,Flower designer,avon,,,,,,,
Trader Joe's,Hingham,Florist,avon,,,,,,,
Village Gardens Inc,Norwell,Flower designer,avon,,,,,,,
Edible Arrangements,West Roxbury,Florist,avon,,,,,,,
Trader Joe's,Hanover,Florist,avon,,,,,,,
Edible Arrangements,Boston,Florist,avon,,,,,,,
Trader Joe's,Brookline,Florist,avon,,,,,,,
Trader Joe's,Allston,Florist,avon,,,,,,,
Trader Joe's,Foxborough,Florist,avon,,,,,,,
Lowe's Garden Center,Brockton,Garden center,avon,,,,,,,
Haworth's Flowers & Gifts LLC,Farmington,Florist,avon,,,,,,,
Lowe's Garden Center,Abington,Garden center,avon,,,,,,,
Avon Floral World,Avon,Florist,avon,,,,,,,
Lowe's Garden Center,San Jose,Garden center,barre,,,,,,,
Fleur De Lis Florist,811 Castro St,Florist,barre,,,,,,,
La Floriya,6170 Bollinger Rd,Florist,barre,,,,,,,
Lowe's Garden Center,5550 Cottle Rd,Garden center,barre,,,,,,,
Lowe's Garden Center,811 E Arques Ave,Garden center,barre,,,,,,,
Giant Eagle Floral,,Florist,bernardston,,,,,,,
Bumblebee's Flowers & Gifts,,Flower designer,blackstone,https://bumblebeesflowersandgifts.com/,,,,,tel:4013397467,(401) 339-7467
World Class Distribution,,Florist,blandford,,,,,,,
Flora Boston,Boston,Florist,boston,,,,,,,
Boston Local Flower Shop,Boston,Florist,boston,,,,,,,
Hamilton Family Flower Shop ,Boston,Florist,boston,,,,,,,
Sympathy Flowers Delivery,Boston,Florist,boston,,,,,,,
Sunny Florists,Malden,Florist,boston,,,,,,,
Ricky's Flower Market,Somerville,Garden center,boston,,,,,,,
Nature's Flowers,Everett,Florist,boston,,,,,,,
Affairs to Remember,Melrose,Florist,boston,,,,,,,
Cambridge Florist & Delivery ,Cambridge,Florist,boston,,,,,,,
Roche Bros Downtown Crossing,Boston,Florist,boston,,,,,,,
Gifted Creations Gift BasketsFlorals,Somerville,Florist,boston,,,,,,,
Salvy the Florist,Swampscott,Florist,boston,,,,,,,
Trader Joe's,Boston,Florist,boston,,,,,,,
JNG EVENT CONSULTING LLC,,Flower designer,boston,,,,,,,
Mimosa Fresh Flower Design,Boston,Party planner,boston,,,,,,,
OBriens Farm Hill Florist & Garden Center,Stoneham,Florist,boston,,,,,,,
Little Brook Florist Farm & Garden Center,Saugus,Florist,boston,,,,,,,
Trader Joe's,Somerville,Florist,boston,,,,,,,
Salvy The Florist of East Boston,Boston,florists,boston,,,,,,,
QuinlanWasserman Inc,Boston,Wholesale florist,boston,,,,,,,
Edible Arrangements,Revere,Florist,boston,,,,,,,
Konstantina's Floral Design Studio,Middleton,Florist,boston,,,,,,,
Kelley Wholesale Florists,Chelsea,Wholesale florist,boston,,,,,,,
Merrily Blooms,,Florist,bridgewater,,,,,,,
cameron&fairbanks floral design,,Florist,brimfield,http://www.cameronandfairbanks.com/,,,,,https://www.cameronandfairbanks.com/contact,Contact
Gayle Dignam Floral Design,,Florist,brockton,,,,,,,
Delicacy Flowers & Gifts ,,Florist,brookline,,,,,,,
MyEasyFlowers,,Florist,canton,,,,,,,
Yasiris Matias Floral Designer,,Florist,chelmsford,https://www.yasirismatias.com/,,,,,/contact,CONTACT
Direct Flowers,,Flower market,chelsea,,,,,,,
Flowers On Chestnut,Nantucket,Florist,chester,,,,,,,
Fleurdelis Flowers and Gifts,Starkville,Florist,chester,,,,,,,
DVFlora,,Wholesale florist,chesterfield,,,,,,,
A Mattapoisett Florist,,Florist,dartmouth,,,,,,,
Every Bride,,Florist,dedham,,,,,,,
By Invitation Only,,Party planner,hamilton,,,,,,,
Flowers By Darlene,,Florist,marblehead,,,,,,,
EC Flowers Garden,,Florist,medway,,,,,,,
Brant Florist,"461 Brant St, Burlington, ON L7R 2G3, Canada",Florist,millville,http://www.brantflorist.com/,,,,,https://www.brantflorist.com/contact.aspx,Contact Info
Walmart Garden Center,,Garden center,monroe,,,,,,,
H & J Flowers,,Florist,monterey,http://www.handjflowers.com/,,,,,https://www.handjflowers.com/contact,Book a Consultation
HyVee Floral,,Florist,northfield,,,,,,,
HyVee Floral,,Florist,northfield,,,,,,,
HyVee Floral,,Florist,northfield,,,,,,,
Pollen Floristry Ltd,"5 High St, Oakham LE15 6AH, United Kingdom",Florist,oakham,http://www.pollenfloristry.co.uk/,,,,,https://www.facebook.com/pages/Pollen-Floristry-Oakham/532444206774668?ref=aymt_homepage_panel,Find us on Facebook
Lucy's Florist,"43 Lackey St, Summer Hill NSW 2130, Australia",Florist,petersham,http://www.lucysflorist.com/,,,,,/pages/contact-us,"
                    Contact Us
                  "
Flowers Across Sydney,"Unit 16/2 Burrows Rd S, St Peters NSW 2014, Australia",Florist,petersham,https://www.flowersacrosssydney.com.au/,,,,,/contact/,Contact Us
Flower Delivery Sydney  Urban Flower,"1 Burwood Rd, Concord NSW 2137, Australia",Florist,petersham,https://www.urbanflower.com.au/,,Compact flower shop providing bouquets & plants along with locally made teddy bears & other gifts.,,,/contact/,CONTACT US
Miss Pinks Florist,,Florist,plympton,,,,,,,
YVONNE'S FLORIST PlYMOUTH,,Florist,plympton,,,,,,,
Uniquely Michael's Florist & Gifts,,Florist,princeton,,,,,,,
Flowers By Julia,,Florist,princeton,,,,,,,
Princeton Floral & Wedding World,,Florist,princeton,,,,,,,
Blooms By The Brooke,,Florist,princeton,,,,,,,
The Perennial Sun,,Florist,rehoboth,,,,,,,
Hillcrest Florist,"9350 Yonge St, Richmond Hill, ON L4C 5G2, Canada",Florist,richmond,https://www.hillcrestflorists.com/,,"Flower store offering bouquets & arrangements for funerals, weddings & special events.",,,,
The Blue Orchid Florist,,Florist,richmond,,,,,,,
Richmond Flower Shop,,Florist,richmond,,,,,,,
LeFleuristecom,,Florist,richmond,,,,,,,
Rochester Greenhouse,,Florist,rochester,,,,,,,
Carousel Floral Gifts & Garden,,Florist,rochester,,,,,,,
Flowers by Jerry Nationwide Deliveries,,Florist,rochester,,,,,,,
Sargent's Floral,,Florist,rochester,,,,,,,
Renning's Flowers,,Florist,rochester,,,,,,,
Lauer Floral & Gift Shop,,Florist,rockport,,,,,,,
Elva's Flower Shop,,Florist,russell,,,,,,,
Country Petals Floral and Gifts INC,,Florist,stockbridge,,,,,,,
Jean's Flowers And Gifts,,Florist,truro,,,,,,,
A Floral Dynasty,,Florist,warren,,,,,,,
Charles L Adgate Florist Inc,,Florist,warren,,,,,,,
Mahoney's Garden Centers,,Garden center,watertown town,,,,,,,
Roseland Florist,,Florist,west brookfield,,,,,,,
Bel Air Florist,,Florist,williamsburg,,,,,,,
The Rustic Rose Flowers and Collectibles,,Florist,williamsburg,,,,,,,
The Flower Boutique,,Florist,williamsburg,,,,,,,
Williamsburg 1800 Flowers,,Florist,williamsburg,,,,,,,
HyVee Floral,,Florist,worthington,,,,,,,
