name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt
Bloomsbury Books,Ashland,Book store,ashland,,,,,,,
Shield Of Faith Christian Bookstore,Ashland,Christian book store,ashland,,,,,,,
Ashland University Main Campus Store,Ashland,Book store,ashland,,,,,,,
Book Exchange,Ashland,Used book store,ashland,,,,,,,
Soundpeace,Ashland,Book store,ashland,,,,,,,
Black Kat Book Exchange,Ashland,Used book store,ashland,,,,,,,
Rhode Island College Bookstore,Providence,Book store,attleboro,,,,,,,
Paperback Junction,South Easton,Book store,attleboro,,,,,,,
Riffraff bookstore and bar,Providence,Book store,attleboro,,,,,,,
Goodwill South Attleboro MA,South Attleboro,Thrift store,attleboro,,,,,,,
Newbury Comics,Providence,Comic book store,attleboro,,,,,,,
Symposium Books,Providence,Book store,attleboro,,,,,,,
M & S Rare Books Inc,Providence,Used book store,attleboro,,,,,,,
Paper Nautilus,Providence,Used book store,attleboro,,,,,,,
Twenty Stories,107 Ives St,Book store,attleboro,,,,,,,
risdstore,30 N Main St,Book store,attleboro,,,,,,,
Christian Science Reading Room,136 Westminster St,Christian book store,attleboro,,,,,,,
Bryant University Bookstore,1150 Douglas Pike,Book store,attleboro,,,,,,,
Johnson & Wales University Downcity Bookstore,30 Chestnut St,Book store,attleboro,,,,,,,
StoryBook Dolls,36 Romoli Ave,Gift shop,attleboro,,,,,,,
Stages Of Freedom,10 Westminster St,Book store,attleboro,,,,,,,
Libby,4 Richmond Square Suite 300,Used book store,attleboro,,,,,,,
I Wanna Be A,324 Waterman Ave,Childrens book store,attleboro,,,,,,,
Robert P Davis & Gadshill,245 Waterman St  400B,Book store,attleboro,,,,,,,
Go Calendars Toys & Games,999 S Washington St Space E209,Book store,attleboro,,,,,,,
Lovecraft Arts & Sciences,65 Weybosset St,Book store,attleboro,,,,,,,
Go Calendars Toys & Games,Wrentham,Book store,attleboro,,,,,,,
Storybook Cove,775 Washington St 2,Book store,attleboro,,,,,,,
Savers,201 Branch Ave,Thrift store,attleboro,,,,,,,
Henry Bear's Park,736 Hope St,Book store,attleboro,,,,,,,
Wrentham Village Outlet MA Toys,1 Premium Outlet Blvd STE 0370,Book store,attleboro,,,,,,,
Savers,1925 Pawtucket Ave,Thrift store,attleboro,,,,,,,
Edible Arrangements,679 Washington St,Gift shop,attleboro,,,,,,,
Ollie's Bargain Outlet,2000 Diamond Hill Rd,Book store,attleboro,,,,,,,
Best Buy,North Attleborough,Music store,attleboro,,,,,,,
Jewelry Box Magazine,Providence,Magazine store,attleboro,,,,,,,
Guitar Center,North Attleborough,Music store,attleboro,,,,,,,
Barnes & Noble,Warwick,Book store,attleboro,,,,,,,
The Toy Vault at Emerald Square Mall,North Attleborough,Toy store,attleboro,,,,,,,
The Salvation Army Family Store & Donation Center,Pawtucket,Thrift store,attleboro,,,,,,,
St Vincent de Paul Society,Plainville,Thrift store,attleboro,,,,,,,
Applefire Books,Attleboro,Bookbinder,attleboro,,,,,,,
New to You,Pawtucket,Thrift store,attleboro,,,,,,,
Morning Star Bookstores ,522 Amherst St,Christian book store,attleboro,,,,,,,
Spencer,999 S Washington St,Gift shop,attleboro,,,,,,,
The WardeRobe,1286 Broad St,Thrift store,attleboro,,,,,,,
Morning Star Bookstores ,120 Hale Rd,Christian book store,attleboro,,,,,,,
The Paper Store,280 School St Ste F180,Gift shop,attleboro,,,,,,,
DeColores Christian Books & Gifts,Salem,Christian book store,attleboro,,,,,,,
The Paper Store,Taunton,Gift shop,attleboro,,,,,,,
St Vincent Depaul Store,Fall River,Thrift store,attleboro,,,,,,,
Resource Books,,Book store,avon,,,,,,,
Women of Wisdom,North Easton,Gift shop,avon,,,,,,,
Books By the Sea,Centerville,Book store,avon,,,,,,,
The Library Loft,Palmer,Used book store,avon,,,,,,,
Jack Sheedy,,Book store,avon,,,,,,,
Barnes & Noble,Canton,Book store,avon,,,,,,,
KDgospel Magazine,,Magazine store,avon,,,,,,,
Heroes & Hitters,Rocky Hill,Comic book store,avon,,,,,,,
Trading Post Music,Canton,Book store,avon,,,,,,,
Half Price Books,Avon,Book store,avon,,,,,,,
Buxton Village Books,Buxton,Book store,avon,,,,,,,
Half Price Books,North Olmsted,Book store,avon,,,,,,,
Goodwill Central Coast Bookstore,Santa Cruz,Book store,avon,,,,,,,
Once Upon A Child Newark,Newark,Book store,avon,,,,,,,
Robert P Davis & Gadshill,Providence,Book store,bedford,,,,,,,
Kay's Hallmark Shop,Tewksbury,Greeting card shop,bedford,,,,,,,
Crafty Yankee,Lexington,Gift shop,bedford,,,,,,,
Knights of the Comic,,Comic book store,bedford,,,,,,,
Blast From The Past,Falmouth,Gift shop,bedford,,,,,,,
Catch a Falling Star,Lexington,Toy store,bedford,,,,,,,
Twice Told Tales,Cranston,Used book store,bedford,,,,,,,
Savers,Manchester,Thrift store,bedford,,,,,,,
Savers,Plaistow,Thrift store,bedford,,,,,,,
Ams Book Keeping,,Book store,berkley,,,,,,,
The Children's Book Garden,11310 Manklin Creek Rd 4,Book store,berlin,,,,,,,
Titcomb's Bookshop,432 MA6A,Book store,berlin,,,,,,,
Brick & Mortar Books,7430 164th Ave NE suite B105,Book store,berlin,,,,,,,
Indy Reads Books,911 Massachusetts Ave,Book store,berlin,,,,,,,
The Greyhound  An Indie Bookstore,Berlin,Book store,berlin,,,,,,,
GotBooks,,Book store,berlin,,,,,,,
Oliver Poons Children's Company,,Childrens book store,berlin,,,,,,,
Indigospirit  Cascade Shops,Banff,Book store,berlin,,,,,,,
Sherman's Maine Coast Book Shop Damariscotta,Damariscotta,Book store,berlin,,,,,,,
Argosy Book Store,New York,Book store,berlin,,,,,,,
Kolas Christian Bookstore,Highland,Book store,berlin,,,,,,,
Love Story Of Berlin,Berlin,Book store,berlin,,,,,,,
TASCHEN Store Berlin,Berlin,Book store,berlin,,,,,,,
Astronomy Books,,Book store,bernardston,,,,,,,
Boomerangs Jamaica Plain,716 Centre St,Thrift store,boston,,,,,,,
Polly Becker illustration,258 Shawmut Ave 5,Magazine store,boston,,,,,,,
Blackstone's of Beacon Hill,46 Charles St,Gift shop,boston,,,,,,,
The Book Oasis,311 Main St,Used book store,boston,,,,,,,
The Outer Limits,437 Moody St,Comic book store,boston,,,,,,,
Tres Gatos,470 Centre St,Book store,boston,,,,,,,
Matthew,90 Canal St,Book store,boston,,,,,,,
Business Coop,Spangler Center Basement Floor Batten Way,Gift shop,boston,,,,,,,
Mockingbird Baby & Kids,219 Main St,Childrens store,boston,,,,,,,
The Boston Shaker,69 Holland St,Book store,boston,,,,,,,
Pandemonium Books & Games,4 Pleasant St,Game store,boston,,,,,,,
Harry Potter Shop,272 Newbury St,Gift shop,boston,,,,,,,
Massachusetts Bay CC Bookstore,19 Flagg Dr,Book store,boston,,,,,,,
Bromfield Pen Shop,5 Bromfield St,Pen store,boston,,,,,,,
St Anne Shrine Gift Shop,,Gift shop,brimfield,,,,,,,
OboeAbode,,Book store,brookline,,,,,,,
Secondhand Prose Bookshop,Canton,Book store,canton,,,,,,,
Kern's Christian Book and Supply Store,Akron,Book store,canton,,,,,,,
BooksAMillion,Canton,Book store,canton,,,,,,,
Barnes & Noble,,Book store,dalton,,,,,,,
Writer's Block Bookstore,Winter Park,Book store,douglas,,,,,,,
Al's Old and New Book Store,Wichita,Used book store,douglas,,,,,,,
Brazos Bookstore,Houston,Book store,douglas,,,,,,,
Barnes & Noble,Roseville,Book store,douglas,,,,,,,
The Book Company Ltd,Douglas Isle of Man,Book store,douglas,,,,,,,
Volume One Books,Pembroke Pines,Used book store,douglas,,,,,,,
Churches Bookshop,Douglas Isle of Man,Book store,douglas,,,,,,,
Classical Conversations,Southern Pines,Christian book store,florida,,,,,,,
Saint Paul Religious Articles Shop,Leesburg,Gift shop,florida,,,,,,,
The Juilliard Store,New York,Book store,florida,,,,,,,
FYE,Daytona Beach,Book store,florida,,,,,,,
Libreria Florida,Florence,Book store,florida,,,,,,,
Reformed Theological Seminary Jackson,Jackson,Book store,florida,,,,,,,
Goodwill Retail & Donation Center,North Fort Myers,Thrift store,florida,,,,,,,
Jay's Hallmark Shop,Bennington,Greeting card shop,florida,,,,,,,
Veritas Catholic Books & Gifts,"30 Farnham Gate Rd, Halifax, NS B3M 4R8, Canada",Religious book store,halifax,https://www.veritasbookstore.ca/,,,Gift Cards,/products/gift-card,/pages/contact-us,Contact Us 
Tattered Cover LoDo,Denver,Book store,halifax,,,,,,,
Open Door Bookstore,Schenectady,Book store,halifax,,,,,,,
R&B Used Books,Grand Blanc,Used book store,halifax,,,,,,,
Librairie Anarchiste L'Insoumise,Montreal,Book store,halifax,,,,,,,
Root and Press LLC,Worcester,Book store,halifax,,,,,,,
Christ Church Thrift Shoppe,Plymouth,Thrift store,halifax,,,,,,,
Toy Box,,Toy store,hanover,,,,,,,
The Salvation Army Family Store & Donation Center,,Thrift store,hanover,,,,,,,
Christ Church Thrift Shop,Cambridge,Thrift store,harvard,,,,,,,
Cheap Chic,Allston,Thrift store,harvard,,,,,,,
Joie De Vivre,Cambridge,Gift shop,harvard,,,,,,,
Boomerangs,Cambridge,Thrift store,harvard,,,,,,,
Black Ink,Boston,Gift shop,harvard,,,,,,,
DanaFarber Gift Shop,Boston,Gift shop,harvard,,,,,,,
Follett Higher Education Group,,Book store,haverhill,,,,,,,
Book Store Dominicanen,"Dominicanerkerkstraat 1, 6211 CZ Maastricht, Netherlands",Book store,holland,http://www.boekhandeldominicanen.nl/,,Indie bookstore selling diverse Dutch & English titles amid the stone vaults of a medieval church.,,,/dominicanen/service-contact/,Service & Contact
Times Jelita,"293 Holland Rd, #02-16/17 Cold Storage Jelita, Singapore 278628",Book store,holland,http://www.timesbookstores.com.sg/,,,,,,
NAI Booksellers  Booksellers,"Museumpark 25, 3015 CB Rotterdam, Netherlands",Book store,holland,https://www.naibooksellers.nl/,,,,,https://www.naibooksellers.nl/contacts/,Contact
Borders,,Used book store,mansfield,,,,,,,
Strange Machine Comics,,Comic book store,mattapoisett,,,,,,,
Bunch of Grapes Bookstore,23 Main St,Book store,medford,,,,,,,
Tokai,Cambridge,Gift shop,medford,,,,,,,
Cheapo Records,Cambridge,Record store,medford,,,,,,,
Artist & Craftsman Supply Cambridge,Cambridge,Art supply store,medford,,,,,,,
Preparation Breeds Success,,Book store,milford,http://www.preparationbreedssuccess.com/,,,,,/Contact.md,Contact
Let's Eat Together,,Book store,milford,,,,,,,
Boomerangs,,Thrift store,nahant,,,,,,,
Books & More,,Book store,norwell,,,,,,,
The Comic Shop,,Comic book store,randolph,,,,,,,
Black Swan Books,3310C Rosedale Ave,Book store,richmond,,,,,,,
Barnes & Noble,5501 W Broad St,Book store,richmond,,,,,,,
Barnes & Noble,11640 W Broad St,Book store,richmond,,,,,,,
Virginia Book Company,900 W Franklin St,Book store,richmond,,,,,,,
Redemption Books,Richmond,Book store,richmond,,,,,,,
UR Spider Shop and University Bookstore,Richmond,Book store,richmond,,,,,,,
Campus Bookstore,Richmond,Book store,richmond,,,,,,,
Richmond CC Bookstore,Hamlet,Book store,richmond,,,,,,,
Gospel Book Store,Henrico,Book store,richmond,,,,,,,
Austin Book Shop,Richmond Hill,Used book store,richmond,,,,,,,
The Book Store on the Hill,Richmond Hill,Used book store,richmond,,,,,,,
Small Friend Records & Books,Richmond,Book store,richmond,,,,,,,
Brain Lair Books,South Bend,Book store,richmond,,,,,,,
University Bookstore,Buffalo,Book store,richmond,,,,,,,
St Benedict Center,Richmond,Book store,richmond,,,,,,,
RenaudBray,"3050 Boulevard De Portland, Sherbrooke, Quebec J1L 1K1, Canada",Book store,rockland,https://www.renaud-bray.com/accueil.aspx?utm_source=GMB&utm_medium=RBSherbrooke&utm_campaign=Website,,,,,Nous_contacter_par_courriel.aspx, 
RenaudBray,"2305 Rockland Rd Local 5209, Mount Royal, Quebec H3P 3E9, Canada",Book store,rockland,https://www.renaud-bray.com/accueil.aspx?utm_source=GMB&utm_medium=RBMont-Royal&utm_campaign=Website,,,,,Nous_contacter_par_courriel.aspx, 
RenaudBray,"7999 Boulevard des Galeries d'Anjou E - 002C, Anjou, Quebec H1M 1W9, Canada",Book store,rockland,https://www.renaud-bray.com/accueil.aspx?utm_source=GMB&utm_medium=RBAnjou&utm_campaign=Website,,,,,Nous_contacter_par_courriel.aspx, 
RenaudBray,"2305 Rockland Rd Local 5209, Mount Royal, Quebec H3P 3E9, Canada",Book store,rockland,https://www.renaud-bray.com/accueil.aspx?utm_source=GMB&utm_medium=RBMont-Royal&utm_campaign=Website,,,,,Nous_contacter_par_courriel.aspx, 
La Provence,,Gift shop,rockport,,,,,,,
Tuscan Designs,,Gift shop,rockport,http://www.tuscan-designs.com/,,,,,https://tuscan-designs.com/contact/,Contact
Parnassus Books,Nashville,Book store,russell,,,,,,,
Atticus Bookstore Cafe,New Haven,Book store,russell,,,,,,,
Malaprop's PopUp Bookstore,Hendersonville,Book store,russell,,,,,,,
McKay's Knoxville,Knoxville,Used book store,russell,,,,,,,
Jarndyce,London,Book store,russell,,,,,,,
York University Bookstore,North York,Book store,russell,,,,,,,
McKay's Greensboro,Greensboro,Used book store,russell,,,,,,,
The Golden Notebook,Woodstock,Book store,russell,,,,,,,
McKay's WinstonSalem,WinstonSalem,Used book store,russell,,,,,,,
Whip City Music,Westfield,Music store,russell,,,,,,,
GameStop,Westfield,Video game store,russell,,,,,,,
Barnes & Noble,,Book store,salisbury,,,,,,,
Newbury Comics,Providence Place Mall 74 Providence Pl,Comic book store,seekonk,,,,,,,
Barrington Books,Garden City Center 176 Hillside Rd,Book store,seekonk,,,,,,,
OutLash,999 Main St,Book store,seekonk,,,,,,,
Rhode Island College Bookstore,600 Mt Pleasant Ave,Book store,seekonk,,,,,,,
East Bay Comics,654 Metacom Ave,Comic book store,seekonk,,,,,,,
Dark Star Comics,1234 Broad St,Comic book store,seekonk,,,,,,,
The Book Nerd,70 Maple Ave,Used book store,seekonk,,,,,,,
Barnes & Noble at Roger Williams University Bookstore,The Commons 1 Old Ferry Rd,Book store,seekonk,,,,,,,
Twice Told Tales,2145 Broad St,Used book store,seekonk,,,,,,,
The Time Capsule,537 Pontiac Ave,Comic book store,seekonk,,,,,,,
White Light Books,1464 Park Ave,Book store,seekonk,,,,,,,
Allsport Collectibles,1448 Fall River Ave 2,Game store,seekonk,,,,,,,
Libreria Histana Fronteras,Providence,Book store,seekonk,,,,,,,
Best Buy,Seekonk,Music store,seekonk,,,,,,,
Browser Books,Seekonk,Used book store,seekonk,,,,,,,
Berkshire Book Co,"227 Sharrow Vale Rd, Sharrow, Sheffield S11 8ZE, United Kingdom",Used book store,sheffield,http://sharrowvale.co.uk/businesses/porter-book-books/,,,,,https://sharrowvale.co.uk/contact-us/,Contact
Retired Books,,Book store,sherborn,,,,,,,
Thalia Hilden,"Mittelstraße 69, 40721 Hilden, Germany",Book store,ware,https://www.thalia.de/shop/home/filialen/showDetails/5055?utm_source=google&utm_medium=gmb&utm_campaign=website&utm_content=hilden,,,"Geschenkkarte
                        
",/geschenkkarte/,tel:+492515309330,"
Fragen zum Einkauf
+49 (0) 251 / 5 30 93 30
"
Artisana,,Book store,wareham,,,,,,,
Danielle Lynn Reads,,Books wholesaler,warwick,http://www.daniellelynnreads.com/,,,,,http://www.facebook.com/daniellelynnreads,
Hermitage Bookshop,Denver,Rare book store,washington,,,,,,,
US Government Publishing Office Bookstore,Washington,Book store,washington,,,,,,,
Sister's Uptown Bookstore,New York,Book store,washington,,,,,,,
Catholic Information Center,Washington,Religious book store,washington,,,,,,,
Loyalty Bookstore,Washington,Book store,washington,,,,,,,
Loyalty Books,Silver Spring,Book store,washington,,,,,,,
Busboys and Poets,Washington,Book store,washington,,,,,,,
Rathfarnham Shopping Centre,Dublin,Book store,washington,,,,,,,
Green Aura Shop,Williamsburg,Gift shop,williamsburg,,,,,,,
