name,address,type,place,website_url,menu_url,description,gift_card_txt,gift_card_website,contact_website,contact_txt,searched
Express,"200 N Dartmouth Mall, North Dartmouth, MA 02747",Clothing store,acushnet,https://stores.express.com/us/ma/north-dartmouth/200-n-dartmouth-mall?CID=Yext,,Fashion chain supplying contemporary house-label clothing & accessories for day & night.,Buy Gift Cards,https://www.express.com/clothing/giftcards/sec/giftCards,https://www.express.com/service/contactus.jsp,Contact Us,1
Work 'N Gear,"73 Faunce Corner Mall Rd, Dartmouth, MA 02747",Work clothes store,acushnet,http://www.workngear.com/,,"Retailer of workwear, shoes & more for use in security, industrial & health-care environments.",,,/contactus,"



									Need
								
								    Help
								

",1
Guy Cotten Inc,"383 S Front St, New Bedford, MA 02744",Clothing store,acushnet,https://www.guycottenusa.com/,,,,,https://www.guycottenusa.com/contacts-us/,Contacts Us,1
The Children's Place,"125 N Dartmouth Mall, Dartmouth, MA 02747",Children's clothing store,acushnet,https://www.childrensplace.com/us/store/dartmouthmall-northdartmouth-MA-111264,,"Upbeat retail chain carrying a range of trendy clothing, accessories & footwear for babies & kids.",,,,,1
H&M,"200 N Dartmouth Mall Unit #1396, Dartmouth, MA 02747",Clothing store,acushnet,https://www2.hm.com/en_us/index.html,,"Chain retailer supplying on-trend clothing, swimwear, accessories & shoes.","
                            Gift Cards",/en_us/women/gift-cards/gift-card.html,/en_us/customer-service/contact.html,Contact,1
JCPenney,"120 N Dartmouth Mall, North Dartmouth, MA 02747",Clothing store,acushnet,https://stores.jcpenney.com/ma/northdartmouth/clothing-stores-northdartmouth-ma-2165.html,,"Chain department store selling a wide selection of brand-name clothing, footwear, furniture & more.",Gift Cards,https://www.jcpenney.com/m/gift-card-m2?pageId=pg40053400007&cm_re=S1-_-M2-_-GIFTCARDS_DESKTOP,https://www.jcpenney.com/m/customer-service?pageId=pg100053,Contact Us,1
for veda boutique,"763 Purchase St, New Bedford, MA 02740",Boutique,acushnet,,,,,,,,1
EbLens,"200 N Dartmouth Mall space 1204, Dartmouth, MA 02747",Clothing store,acushnet,http://www.eblens.com/,,Retail chain stocking brand-name streetwear & footwear for men & women.,,,,,1
Torrid,"119 N Dartmouth Mall Spc 1346, Dartmouth, MA 02747",Plus size clothing store,acushnet,https://www.torrid.com/?utm_source=GMBlisting&utm_medium=organic,,"Women's clothing chain known for its trendy plus-size cocktail dresses, jeans, lingerie & footwear.",Gift Cards,https://www.torrid.com/giftcertpurchase,/help/,Contact Us,1
This & That,,Clothing store,acushnet,,,,,,,,1
Old Navy,"130 N Dartmouth Mall SUITE 1108, North Dartmouth, MA 02747",Clothing store,acushnet,https://oldnavy.gap.com/stores/ma/northdartmouth/oldnavy-5390.html,,"Chain with a wide range of clothing for the family from jeans to loungewear, plus fun accessories.",,,,,1
Hot Topic,"200 N Dartmouth Mall Space #1142, North Dartmouth, MA 02747",Clothing store,acushnet,http://www.hottopic.com/store-details?StoreID=0600,,"Teen-oriented chain known for rock/pop-culture-inspired T-shirts, plus accessories & body jewelry.",Gift Cards,https://www.hottopic.com/giftcertpurchase,https://www.hottopic.com/contactus,"



Customer Service
",1
Folia,"354 Elm St, South Dartmouth, MA 02748",Clothing store,acushnet,http://www.folia.biz/,,,,,contact.html,CONTACT,1
PacSun,"200 N Dartmouth Mall, North Dartmouth, MA 02747",Clothing store,acushnet,https://www.pacsun.com/,,"Chain supplying casual, California-inspired, brand-name clothing, swimwear & accessories.",,,,,1
Target,"479 State Rd, North Dartmouth, MA 02747",Clothing store,acushnet,https://www.target.com/sl/north-dartmouth/2167,,"Retail chain offering home goods, clothing, electronics & more, plus exclusive designer collections.",Gift Cards,/c/gift-cards/-/N-5xsxu,,,1
Swtrz,"38 Church St # 7, Lenox, MA 01240",Vintage clothing store,adams,http://www.casablancalenox.com/swtrz/,,,,,,,1
Twigs,"51 Church St #2, Lenox, MA 01240",Clothing store,adams,http://twigsclothes.com/,,,,,,,1
Glad Rags,"66 Church St, Lenox, MA 01240",Clothing store,adams,https://gladrags.business.site/,,,,,,Contact,1
MacKimmie Co,"69 Church St, Lenox, MA 01240",Clothing store,adams,http://www.mackimmieco.com/,,,,,/contact-us,Contact Us,1
Steilmann European Fashion,"28 Walker St, Lenox, MA 01240",Clothing store,adams,https://steilmannusa.wordpress.com/,,,,,https://steilmannusa.wordpress.com/contact/,Contact,1
Berkshire Mountain Country Store,"151 Main St, Lee, MA 01238",Vintage clothing store,adams,,,,,,,,1
Zabian's Mens Clothing,"19 Main St, Lee, MA 01238",Men's clothing store,adams,,,,,,,,1
Busy Moms Closet,"1086 South St, Dalton, MA 01226",Bridal shop,adams,,,,,,,,1
LOFT Outlet,,Women's clothing store,adams,,,,,,,,1
Talbots,"17 Premium Outlet Blvd, Lee, MA 01238",Women's clothing store,adams,http://www.talbots.com/,,"Women's apparel chain offering workwear, dresses, casual clothes & accessories in classic styles.","

Gift Cards
",https://www.talbots.com/gift-card/PGIFTCARD.html?intcmp=20200316_mommenuimage_giftcard,https://www.talbots.com/contactus,Contact Us,1
American Eagle Outlet,"150 Prime Outlets Bouleva, Suite C150, Lee, MA 01238",Clothing store,adams,http://storelocations.ae.com/us/ma/lee/150-premium-outlets-boulevard.html,,"Chain selling trendy casualwear, shoes, accessories & loungewear for guys & girls.",,,,,1
Nautica,"110 Premium Outlet Blvd #110, Lee, MA 01238",Clothing store,adams,https://www.nautica.com/?utm_source=GMB&utm_medium=organic,,,"
 Gift Cards
",https://www.nautica.com/giftcard,/contactus,E-mail,1
GUESS Factory,"17 Premium Outlet Blvd Suite B055, Lee, MA 01238",Clothing store,adams,https://stores.guess.com/en/guessfactory/ma/lee/17-premium-outlet-blvd/3028/?cmp=maps+-+google+places&utm_medium=maps&utm_source=google+places&utm_content=guessfactory_3028,,"Clothing retailer known for its house-brand designer jeans, clothing & accessories for men & women.",Gift Cards,https://shop.guess.com/GiftCard/,https://shop.guess.com/CustomerCare/ContactUs/,Contact Us,1
Brooks Brothers Factory Outlet,"680 Premium Outlet Blvd suite l-680, Lee, MA 01238",Clothing store,adams,https://locations.brooksbrothers.com/ma/lee/6674/,,"Longtime label known for its classic shirts, suits, sportswear & accessories for men, women & kids.",Gift Cards,"https://www.brooksbrothers.com/Gift-Cards/giftcards,default,pg.html",,,1
Champion Outlets,"50 Water St Suite 410, Lee, MA 01238",Clothing store,adams,https://outlets.onehanesplace.com/ma/lee/50-water-street.html?utm_source=yext&utm_medium=cpv&utm_campaign=stores,,"Retail chain selling brand-name bras, lingerie & shapewear for women; some men's & children's items.",,,,,1
Under Armour Factory House,"Premium Oultets, 320 Premium Outlet Blvd, Lee, MA 01238",Clothing store,adams,http://store-locations.underarmour.com/ma/lee/29/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,,"Activewear brand known for its apparel, shoes & accessories designed for sports & fitness.",Gift Cards,https://www.underarmour.com/en-us/gift-card-landing,//underarmour.custhelp.com,Contact Us,1
Graceful Threads,"PO Box 380, Otis, MA 01253",Women's clothing store,adams,http://gracefulthreads.com/,,,,,crm.asp?action=contactus,Contact Us,1
Calvin Klein Outlet,"300 Premium Outlets Boulevard, Lee, MA 01238",Clothing store,adams,https://www.calvinklein.us/en/store-locator,,,,,,,1
Aeropostale,"250 Premium Outlet Blvd, Lee, MA 01238",Clothing store,adams,https://www.aeropostale.com/storedetails/?StoreID=935&utm_source=gmb&utm_medium=organic,,Trendy retail chain selling casualwear & accessories for young adults (some focus on kids' apparel).,Gift Cards,/gift-card-main/egift-card-lp.html/?content=footer,https://www.aeropostale.com/customer-service/contact-us/contact-us-main.html,Contact Us,1
Ann Taylor,"694 Bliss Rd, Longmeadow, MA 01106",Women's clothing store,agawam town,https://stores.anntaylor.com/ma/longmeadow/694-bliss-road.html,,"Women's apparel chain focusing on fashionable office wear, casual separates, shoes & accessories.",Gift Cards,https://www.anntaylor.com/gift-cards?cid2=yext_gift_cards,,,1
Bellamia Bikinis dba Honey Bunnies Fashions,"395 Dwight St, Springfield, MA 01103",Clothing store,agawam town,http://www.bellamiabikinis.com/,,,,,//help.shopify.com/support,contact support,1
JCrew Factory,"738 Bliss Rd, Longmeadow, MA 01106",Clothing store,agawam town,https://stores.factory.jcrew.com/en/j-crew-mercantile-longmeadow-shops,,"Chain for classic, stylish apparel, shoes & accessories for men & women (some have kids' clothes).",,,,,1
Interstellar Supply Clothing,"60 Foster St, Springfield, MA 01105",Clothing store,agawam town,,,,,,,,1
SKECHERS Warehouse Outlet,"219 Memorial Ave, West Springfield, MA 01089",Shoe store,agawam town,https://local.skechers.com/ma/west-springfield/857/?utm_source=Google&utm_medium=Maps&utm_campaign=Google_Places,,"Family footwear brand featuring athletic & casual shoes in a range of styles, plus apparel.",,,https://www.skechers.com/en-us/help-center?path=?article_id=19000005597,Contact Us,1
Adidas Alexavier's,,Sportswear store,agawam town,,,,,,,,1
Army Barracks Inc,"1053 Riverdale St D, West Springfield, MA 01089",Clothing store,agawam town,http://armybarracks.com/,,"Army/Navy surplus store carrying military-style clothing, survival gear, flags & other merchandise.",,,https://armybarracks.com/contact/,Contact Us,1
LeesBoutiquecom,,Clothing store,agawam town,,,,,,,,1
Ettezus Trendy Clothing,"603 Sumner Ave, Springfield, MA 01108",Clothing store,agawam town,http://www.ettezustrendyclothing.com/,,,,,mailto:webmaster@ettezustrendyclothing.com,Contact your hosting provider,1
New England Uniform,"355 Union St, West Springfield, MA 01089",Uniform store,agawam town,http://www.newenglanduniform.com/,,,,,#,Contact,1
Double J Western Store,"1472 Riverdale St, West Springfield, MA 01089",Western apparel store,agawam town,http://www.doublejwestern.com/,,,,,"http://maps.google.com/?q=1472%20Riverdale%20Street,%20WestSpringfield,%20MA",FInd Us on Google Maps,1
Carter's,"935 Riverdale St #8, West Springfield, MA 01089",Children's clothing store,agawam town,https://www.carters.com/find-a-store?cm_mmc=Carters_Local-_-Google-_-449-_-All,,"Baby & kids' apparel brand known for its colorful, basic clothing & accessories.",Gift Cards,https://www.carters.com/gc-cashstar-092816.html,https://www.carters.com/contact-us?id=carters,Email Us,1
Plato's Closet West Springfield,"1472 Riverdale St, West Springfield, MA 01089",Clothing store,agawam town,http://www.platosclosetwestspringfield.com/,,Chain retailer buying & selling trendy secondhand clothing for teens & young adults.,,,https://visitor.r20.constantcontact.com/d.jsp?llr=zta5iv7ab&p=oi&m=1130290414201&sit=yvu4swjmb&f=0b65a5d2-3946-45af-ada7-6c17199d171b,Get Updates,1
God First Apparel GFA,,Clothing store,agawam town,http://www.gfafashion.com/,,,"

  GFA Gift Card

",/products/gift-card,/pages/contact,"

  Contact Us

",1
Once Upon A Child West Springfield,"1458 Riverdale St, West Springfield, MA 01089",Children's clothing store,agawam town,http://www.onceuponachildwestspringfield.com/,,"Chain operation that buys & sells gently used items for children, including clothes, shoes & toys.",,,,,1
Women's World of Fashion,,Women's clothing store,agawam town,,,,,,,,1
OshKosh B'gosh,"935 Riverdale St f108, West Springfield, MA 01089",Children's clothing store,agawam town,https://www.oshkosh.com/find-a-store?cm_mmc=OshKosh_Local-_-Google-_-2142-_-All,,Long-standing retail chain selling casual apparel & accessories for babies & kids.,Gift Cards,https://www.oshkosh.com/gc-cashstar-okbg-092816.html,https://www.oshkosh.com/contact-us?id=oshkosh,Email Us,1
Rocag Wear,,Clothing store,agawam town,,,,,,,,1
Northeast Apparel Company LLC,,Clothing store,agawam town,http://northeastapparelcompany.com/,,,"
Gift Card
",/collections/frontpage/products/gift-card-1,,,1
Rainbow Shops,,Women's clothing store,agawam town,,,,,,,,1
Valkyrie Apparel,,Plus size clothing store,agawam town,http://valkyrie-apparel.com/,,,Giftin’,https://www.valkyrie-apparel.com/product-category/gift-certificates/,https://www.valkyrie-apparel.com/contact-form/,Contact Us,1
WORN Made Specifically,,Clothing store,alford,https://wornbrand.com/,,,,,/pages/contact,  CONTACT US ,1
JCrew Factory,"390 Prime Outlets Blvd #H390, Lee, MA 01238",Clothing store,alford,https://stores.factory.jcrew.com/en/j-crew-factory-lee-premium-outlets,,"Chain for classic, stylish apparel, shoes & accessories for men & women (some have kids' clothes).",,,,,1
Ann Taylor Factory Store,"170 Premium Outlets Blvd, Lee, MA 01238",Women's clothing store,alford,https://stores.anntaylor.com/factory/us/ma/lee/170-premium-outlets-blvd-.html,,"Women's apparel chain focusing on fashionable office wear, casual separates, shoes & accessories.",Gift Cards,https://www.anntaylor.com/gift-cards?cid2=yext_gift_cards,,,1
Carter's,"370 Premium Outlet Blvd, Lee, MA 01238",Children's clothing store,alford,https://www.carters.com/find-a-store?cm_mmc=Carters_Local-_-Google-_-729-_-All,,"Baby & kids' apparel brand known for its colorful, basic clothing & accessories.",Gift Cards,https://www.carters.com/gc-cashstar-092816.html,https://www.carters.com/contact-us?id=carters,Email Us,1
Hanesbrands,"400 Premium Outlet Blvd Suite 400, Lee, MA 01238",Clothing store,alford,https://outlets.onehanesplace.com/ma/lee/400-premium-outlet-blvd.html?utm_source=yext&utm_medium=cpv&utm_campaign=stores,,,,,,,1
Chico's Outlets,"470 Premium Outlets Blvd, Suite 470, Lee, MA 01238",Women's clothing store,alford,https://stores.chicosofftherack.com/s/lee-premium-outlets,,"Clothing chain offering women's fashions including careerwear, dressy separates & more.",Gift Cards,//www.chicosofftherack.com/store/page.jsp?id=80,//www.chicosofftherack.com/store/page.jsp?id=70,Contact Us,1
Nike Factory Store,"50 Water St Suite H530, Lee, MA 01238",Sportswear store,alford,https://www.nike.com/retail/s/nike-factory-store-lee?cp=84620811901_seo_,,,,,,,1
Eddie Bauer Outlet,"270 Premium Outlets Blvd., Lee, MA 01238",Clothing store,alford,http://www.eddiebauer.com/,,"Retail mainstay for house-brand outerwear, clothing, footwear & accessories for outdoor recreation.",Gift Cards,/custserv/customer-service-gift-cards.jsp,/custserv/ask-eddie-email.jsp,contact us,1
Polo Ralph Lauren Factory Store,"50 Water St Ste A010, Lee, MA 01238",Clothing store,alford,https://stores.poloralphlaurenfactorystore.com/us/ma/lee/50-water-st,,,,,,,1
Tommy Hilfiger,"200 Water St D200-210, Lee, MA 01238",Clothing store,alford,https://stores.tommy.com/ma/lee/49/,,Chain featuring the designer's classic sportswear & accessories. Some stores carry childrenswear.,,,https://usa.tommy.com/en/help-contact-us, CUSTOMER SERVICE ,1
OshKosh B'gosh,"220 Premium Outlet Blvd, Lee, MA 01238",Children's clothing store,alford,https://www.oshkosh.com/find-a-store?cm_mmc=OshKosh_Local-_-Google-_-157-_-All,,Long-standing retail chain selling casual apparel & accessories for babies & kids.,Gift Cards,https://www.oshkosh.com/gc-cashstar-okbg-092816.html,https://www.oshkosh.com/contact-us?id=oshkosh,Email Us,1
Crewcuts,"Lee, MA 01238",Clothing store,alford,https://www.jcrew.com/Girls.jsp?sidecar=true,,,,,,,1
Tommy Hilfiger Store,"200 Water St D200-210, Lee, MA 01238",Clothing store,alford,https://stores.tommy.com/ma/lee/49/,,Chain featuring the designer's classic sportswear & accessories. Some stores carry childrenswear.,,,https://usa.tommy.com/en/help-contact-us, CUSTOMER SERVICE ,1
Pacific Sunwear Outlet,"180 Premium Outlet Blvd, Lee, MA 01238",Clothing store,alford,,,"Chain supplying casual, California-inspired, brand-name clothing, swimwear & accessories.",,,,,1
Catwalk Boutique Lenox,"26 Church St, Lenox, MA 01240",Women's clothing store,alford,http://catwalkboutique.org/,,,Gift Cards,https://interland3.donorperfect.net/weblink/weblink.aspx?name=E14194&id=106,https://catwalkboutique.org/contact-us/,Contact Us,1
Tina's European Fashions,"30 State St, Newburyport, MA 01950",Clothing store,amesbury town,https://www.tinaseuropeanfashions.com/,,,,,/pages/contact-us,Contact Us,1
Hyman'sPennyworth's,"45 Storey Ave, Newburyport, MA 01950",Clothing store,amesbury town,http://www.hymanspennyworths.com/,,"Long-running retailer selling shoes for men, women & children, plus accessories, since 1972.",,,https://visitor.r20.constantcontact.com/manage/optin?v=001l4vdcbuN-kja1ppFdJ2S5FT9A2PV1yDhb-_fW-6CtAdsRTdXztULlio5Ns8JxRwvfH3KfMMv0n8QG6Ej7KLg2_wMGu3yvKp0KCuGyCXyHwE%3D,Sign Up For Email Specials,1
Ritzy Bee,"141 Bridge Rd, Salisbury, MA 01952",Clothing store,amesbury town,https://www.ritzybee.com/,,,,,,,1
Nine Streets,"5 Water St, Newburyport, MA 01950",Women's clothing store,amesbury town,http://www.ninestreetsny.com/,,,,,,,1
Wild Dove,"57 Main St #8, Amesbury, MA 01913",Boutique,amesbury town,http://www.wilddoveretail.com/,,,,,https://www.wilddoveretail.com/contact,CONTACT,1
Farley's,"47 State St, Newburyport, MA 01950",Men's clothing store,amesbury town,http://farleysofnewburyport.com/,,,,,/pages/contact,contact us,1
Maurices,"700 Lafayette Rd, Seabrook, NH 03874",Women's clothing store,amesbury town,https://locations.maurices.com/us/nh/seabrook/700-lafayette-road,,"Women's clothing chain for current fashions in a range of sizes, plus footwear & accessories.",Gift Cards,https://www.maurices.com/account/giftcard-landing-page.jsp,,,1
Torrid,,Plus size clothing store,amesbury town,,,,,,,,1
Leeward Light Thrift Store,"126 Bridge Rd, Salisbury, MA 01952",Thrift store,amesbury town,http://www.leewardindustries.org/,,,,,/contact.html,"
				CONTACT
			",1
Meraki welivelikethis,"29 State St, Newburyport, MA 01950",Women's clothing store,amesbury town,http://www.merakiwelivelikethis.com/,,,"
              Gift Card
            ",/?category=Gift+Card,/get-in-touch,"
        
        Contact Us
      ",1
Sweet Baby Jane's,"97 Lafayette Rd, Hampton Falls, NH 03844",Baby clothing store,amesbury town,http://www.sweetbabyjanes.net/?product_cat=legwarmers,,,,,,,1
Luxe For Less,,Clothing store,amesbury town,,,,,,,,1
Edit Shoe & Style Lounge,"21 Middle St, Newburyport, MA 01950",Clothing store,amesbury town,http://www.editstylelounge.vip/,,,,,mailto:editstylelounge@gmail.com,Contact Us,1
Newburyport Trading Company,"10 Garden St, Newburyport, MA 01950",Clothing store,amesbury town,https://www.newburyporttradingcompany.com/,,,,,https://newburyporttradingcompany.com/contact/,contact,1
Carter's,"700 Lafayette Rd Suite 130, Seabrook, NH 03874",Children's clothing store,amesbury town,https://www.carters.com/find-a-store?cm_mmc=Carters_Local-_-Google-_-1285-_-All,,,Gift Cards,https://www.carters.com/gc-cashstar-092816.html,https://www.carters.com/contact-us?id=carters,Email Us,1
OshKosh B'gosh,,Children's clothing store,amesbury town,,,,,,,,1
Andrea Raymond Apparel,"189 Merrimac St, Newburyport, MA 01950",Dressmaker,amesbury town,http://www.andrearaymond.com/,,,,,,,1
Southwick Factory Store,"25 Computer Dr, Haverhill, MA 01832",Men's clothing store,amesbury town,,,"Emporium selling the local men's clothing maker's suits, shirts & ties at discounted prices.",,,,,1
Graces Boutique & Gallery,"100 Macy St Unit B, Amesbury, MA 01913",Women's clothing store,amesbury town,https://locations.thepaperstore.com/amesbury-100-macy-st-01913,,"Retail chain specializing in greeting cards, gift wrap, ornaments & gifts for all occasions.",,,https://thepaperstore.freshdesk.com/support/tickets/new,Contact Us,1
