name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched
Blooming Nail&Spa,"6 Red Schoolhouse Rd, Spring Valley, NY 10977",Nail salon,airmont,,,,,,,,1
Caribbean & Dominican Unique Beauty Salon,"Spring Valley, NY 10977",Beauty salon,airmont,,,,,,,,1
Pinks Eyebrow Threading Salon,"180 Franklin Turnpike, Mahwah, NJ 07430",Beauty salon,airmont,,,,,,,,1
Kelly's Unisex Salon,"Lincoln St, Spring Valley, NY 10977",Beauty salon,airmont,,,,,,,,1
Mystic Images Salon,"74 Lafayette Ave #102, Suffern, NY 10901",Beauty salon,airmont,,http://www.mysticimagessalon.com/,,,https://mysticimagessalon.com/contact-us/,,Contact Us,1
Halo Hair Barbershop,"281 NY-59 Unit D, Suffern, NY 10901",Hair salon,airmont,,,,,,,,1
Spring Nails & Beauty,"52 NY-45, Spring Valley, NY 10977",Nail salon,airmont,,,,,,,,1
Salon Olive,"180 Franklin Turnpike, Mahwah, NJ 07430",Nail salon,airmont,,http://salonolivenj.com/,,,#,,Contacts,1
Lather Lounge Salon,"1300 NJ-17, Ramsey, NJ 07446",Beauty salon,airmont,,,,,,,,1
Revel Salon,"16A Lafayette Ave, Suffern, NY 10901",Beauty salon,airmont,,http://www.revelsalonsuffern.com/,,,contact.html,,Contact,1
Mahwah Nails,"109 Miller Rd, Mahwah, NJ 07430",Nail salon,airmont,,,,,,,,1
Flash Nail & Spa,"1300 NJ-17 # 14, Ramsey, NJ 07446",Nail salon,airmont,,http://www.flashnailspa.com/,,,https://www.flashnailspa.com/contact,,CONTACT,1
2K Nail Salon,,Nail salon,airmont,,,,,,,,1
Pro Nails,"115 Franklin Turnpike, Mahwah, NJ 07430",Nail salon,airmont,,http://pronailsmahwah.com/,,,,,,1
Miri Sebbag Wigs,"33 Olympia Ln, Monsey, NY 10952",Hair salon,airmont,,https://instagram.com/mirisebbagwigs?igshid=vqo48c4s63z1,,,,,,1
New Nail Studio,"241 NY-59, Airmont, NY 10901",Nail salon,airmont,,http://www.cindys-nails-spa.business.site/,,,,,,1
Luxe European Salon,"385 Franklin Turnpike, Ramsey, NJ 07446",Beauty salon,airmont,,http://luxesalonandspa.com/,,,https://luxesalonandspa.com/#contact,,Contact,1
Exciting Hair,"110 Chestnut Ridge Rd, Montvale, NJ 07645",Beauty salon,airmont,,http://www.excitinghair.com/about-us,,,http://www.excitinghair.com/contacts/,,Contact Us,1
Moxie Salon And Beauty Bar,"20-30 Chestnut Ridge Rd, Montvale, NJ 07645",Beauty salon,airmont,,https://www.moxiesalonandbeautybar.com/,,https://na1.meevo.com/EgiftApp/home?tenantId=200218,http://www.moxiesalonandbeautybar.com/contact/,"
Buy Gift Certificates Online!
",Contact Us,1
Hair Razors Plus Inc,"495 Franklin Turnpike # 4, Ramsey, NJ 07446",Beauty salon,airmont,,,,,,,,1
D Janina's Nails Salon,"70 Chestnut Ridge Rd, Montvale, NJ 07645",Nail salon,airmont,,http://d-janinas-nails-salon.business.site/,,,,,Contact,1
Seventeen Nails,"875 NJ-17, Ramsey, NJ 07446",Nail salon,airmont,,,,,,,,1
Belle Nail,"21 Interstate Shop Center, Ramsey, NJ 07446",Nail salon,airmont,,http://www.bellenail.net/,,,/contact,,201 825 8888,1
Avanti Salon,,Nail salon,airmont,,,,,,,,1
The Honey Pot,"165 Franklin Turnpike, Mahwah, NJ 07430",Waxing hair removal service,airmont,,http://hpwaxingsalon.com/,,,/contact-us.html,,"
            				Contact Us
            			",1
Nail Gallery,"495 Franklin Turnpike # 6, Ramsey, NJ 07446",Nail salon,airmont,,,,,,,,1
Haircut Co,,Beauty salon,airmont,,,,,,,,1
De Beaute Grand Salon & Day Spa,"103 Chestnut Ridge Rd, Montvale, NJ 07645",Spa,airmont,,http://www.debeautedayspa.com/,,https://www.debeautedayspa.com/gift-cards/,,Gift Cards,,1
Benefit Cosmetics BrowBar Beauty Counter,"Ulta Beauty, 1255 Route 17 South, Ramsey, NJ 07446",Beauty salon,airmont,,https://www.ulta.com/beautyservices/benefitbrowbar/,,,,,,1
Montvale Nail & Spa,"20 Chestnut Ridge Rd, Montvale, NJ 07645",Beauty salon,airmont,,,,,,,,1
Airmont Barber Shop,"213 NY-59, Suffern, NY 10901",Barber shop,airmont,,,,,,,,1
Benefit Cosmetics BrowBar Beauty Counter,"Ulta Beauty, 32 Farm View, Montvale, NJ 07645",Beauty salon,airmont,,https://www.ulta.com/beautyservices/benefitbrowbar/,,,,,,1
Vogue Salon,"78 S Middletown Rd, Nanuet, NY 10954",Beauty salon,airmont,,http://www.voguesalonny.com/,,,/new-page-87,,"
            Contact
          ",1
Stations 818,"116 Chestnut Ridge Rd, Montvale, NJ 07645",Beauty salon,airmont,,https://stations818.com/,,,/contact-us,,Contact Us,1
Regal Cuts By Rita,"56 E Main St, Ramsey, NJ 07446",Beauty salon,airmont,,,,,,,,1
Beauty for Ashes Salon,"237 W Rte 59 #23, Nanuet, NY 10954",Beauty salon,airmont,,http://beautyforashessalon.org/,,,https://www.beautyforashessalon.org/contact,,CONTACT,1
Woodcliff Luxury Nails  Manicure&PedicureUV GelLCN Gel SetColor Gel ManicurePowder GelSNSWaxing,"516 Chestnut Ridge Rd, Woodcliff Lake, NJ 07677",Nail salon,airmont,,https://woodcliff-luxury-nails.business.site/?utm_source=gmb&utm_medium=referral,,,,,,1
Galaxy Skin & Nail,"28 E Main St, Ramsey, NJ 07446",Nail salon,airmont,,,,,,,,1
Ligia Peluqueria Unisex,"19 S Main St, Spring Valley, NY 10977",Hair salon,airmont,,,,,,,,1
SWEETPEA LASHES,"246 Franklin Turnpike #1, Ramsey, NJ 07446",Beauty salon,airmont,,https://www.lashnj.com/,,,,,,1
Nails By Nelly,,Beauty salon,airmont,,,,,,,,1
Destiny's beauty,,Eyebrow bar,airmont,,https://destinysbeauty.wixsite.com/destinysbeauty,,,https://destinysbeauty.wixsite.com/destinysbeauty/contact,,Contact,1
Essencia spa,,Hair removal service,airmont,,,,,,,,1
Corner Cuts of Montvale,"19 S Kinderkamack Rd, Montvale, NJ 07645",Beauty salon,airmont,,,,,,,,1
L'Image,"455 NY-306, Monsey, NY 10952",Beauty salon,airmont,,,,,,,,1
Smooth Touch Laser Inc,"Spring Valley, NY 10977",Hair removal service,airmont,,,,,,,,1
Silky Smooth Laser of Pomona,"18 Zabriskie Terrace, Monsey, NY 10952",Laser hair removal service,airmont,,,,,,,,1
Ulta Beauty,,Beauty salon,airmont,,,,,,,,1
Walgreens,"209 NY-59, Suffern, NY 10901",Beauty supply store,airmont,"Drugstore chain with health & beauty aids, prescriptions & photo services, plus mini-mart basics.",https://www.walgreens.com/locator/walgreens-209+route+59-suffern-ny-10901/id=4029,,/store/c/walgreens-gift-cards/ID=362240-tier3,/store/c/contact-lenses/ID=359432-tier2clense,Walgreens Gift Cards,Contact Lenses,1
Miri Sebbag Salon,"33 Olympia Ln, Monsey, NY 10952",Hair salon,airmont,,https://instagram.com/mirisebbagwigs?igshid=vqo48c4s63z1,,,,,,1
Planet Fitness,"329 NY-59, Airmont, NY 10952",Spa,airmont,,http://www.planetfitness.com/gyms/airmont-ny-117,,,http://www.facebook.com/Planet.Fitness.Airmont.NY,,Find us on Facebook,1
Supercuts,"40 Rockland Plaza B, Nanuet, NY 10954",Beauty salon,airmont,,https://www.supercuts.com/locations/ny/nanuet/rockland-plaza-haircuts-82414.html,,/gift-cards.html,#,"
												Gift Cards ",Store Contact Number,1
Happy Nails & Spa,"350 NJ-17, Upper Saddle River, NJ 07458",Beauty salon,airmont,,https://www.happynails.com/,,https://www.happynails.com/giftcards/,https://www.happynails.com/contact-us/,Gift Cards,Contact Us,1
Townsend & Company Hair Salon and Spa,"153 S Swan St, Albany, NY 12210",Beauty salon,albany,,http://www.townsendhairsalon.com/,,,/#1148798038,,"  

Contact Us
",1
Enve Hair Salon,"12 Delaware Ave, Albany, NY 12210",Beauty salon,albany,,,,,,,,1
Heaven On Earth Beauty Salon,"330 Central Ave, Albany, NY 12206",Beauty salon,albany,,http://heavenonearthbeautysalon.com/,,,https://heavenonearthbeautysalon.com/contact-us/,,Contact Us,1
Tu Imagen Hair Dominican Salon,"421 Central Ave, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
Salon 109,"109 State St, Albany, NY 12207",Beauty salon,albany,,http://www.salon109.info/,,,https://salon109.info/contact-us/,,Contact Us,1
Ania Hair Salon,"1704 Western Ave, Albany, NY 12203",Hair salon,albany,,http://aniahairstudio.com/,,https://aniahairstudio.com/shop/,https://aniahairstudio.com/contact-us/,Gift Cards,Contact Us,1
SAS Hair Studio,"201 Central Ave, Albany, NY 12206",Beauty salon,albany,,http://www.sashairstudio.com/,,,https://www.sashairstudio.com/contactus.htm,,Contact Us,1
Bombshell Hair & Beauty Studio,"488 Broadway #105, Albany, NY 12207",Beauty salon,albany,,http://www.bombshell-hair.com/,,https://www.vagaro.com/bombshellhairandbeautystudio/gift-certificates,,"

Gift Cards

",,1
Flo African Hair Braiding,"329 Central Ave, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
Bellezza Hair Salon,"46 Fuller Rd, Albany, NY 12205",Beauty salon,albany,,,,,,,,1
Kerdy Beauty Salon,"151 N Allen St, Albany, NY 12206",Beauty salon,albany,,https://www.beautysalonalbanyny.com/,,,/contact,," Contact

",1
Tuimagen 2 Beauty Salon,"176 Henry Johnson Blvd, Albany, NY 12210",Beauty salon,albany,,,,,,,,1
Illusions Hair Salon,"141 Everett Rd, Albany, NY 12205",Beauty salon,albany,,https://illusionshairsalonspa.com/,,,https://illusionshairsalonspa.com/contact/,,Contact,1
Dominican Paradise Hair Salon,"442 Delaware Ave, Albany, NY 12209",Beauty salon,albany,,,,,,,,1
B'yond Style Hair Studio,"573 New Scotland Ave, Albany, NY 12208",Beauty salon,albany,,http://www.byondstylehairstudio.com/,,,contact.html,,Contact,1
Jacqueline's Dominican Style Beauty Salon,"132 Central Ave, Albany, NY 12206",Beauty salon,albany,,http://jacquelinesdominicanstyleinc.com/,,,https://jacquelinesdominicanstyleinc.com/contact/,,Contact,1
Beautiful Hair Salon,"232 Washington Ave, Albany, NY 12210",Beauty salon,albany,,,,,,,,1
Patricia's Hair Salon,"316 Delaware Ave, Albany, NY 12209",Beauty salon,albany,,,,,,,,1
Hudson Hair Gallery,"298 Hudson Ave, Albany, NY 12210",Beauty salon,albany,,http://hudsonhair.gallery/,,,#contact-1,,"

Contact
",1
Madelaine's Hair Salon,"6275 Johnston Rd, Albany, NY 12203",Beauty salon,albany,,http://madelaineshairsalon.com/,,,contact.html,,Contact,1
Divas Dominican Hair Salon,"382 Delaware Ave, Albany, NY 12209",Beauty salon,albany,,,,,,,,1
Hair Co,"16 Picotte Dr, Albany, NY 12208",Beauty salon,albany,,,,,,,,1
Pure Elements an Organic Salon,"1728 Western Ave, Albany, NY 12203",Beauty salon,albany,,http://www.pure-elements-salon.com/,,,https://pure-elements-salon.com/contact-us/,,Contact,1
Dior Hair Braiding,"173 S Pearl St, Albany, NY 12202",Beauty salon,albany,,,,,,,,1
Albany Hair Salon,,Beauty salon,albany,,,,,,,,1
Annie African Hair Braiding,"355 Central Ave, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
Central Hair & Nails,"911 Central Ave, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
Courtney's Salon,"1180 Western Ave, Albany, NY 12203",Beauty salon,albany,,,,,,,,1
ND El's Salon and Spa,"142 N Allen St, Albany, NY 12206",Hair salon,albany,,http://ndelssalon.com/,,,https://ndelssalon.com/contact/,,Contact,1
Orlo School of Hair Design,"232 N Allen St, Albany, NY 12206",Beauty salon,albany,,http://www.theorloschool.com/,,,https://www.theorloschool.com/admissions/contact-admissions/,,Contact Admissions,1
Perfect Cut,"299 Lark St UNIT 1, Albany, NY 12210",Beauty salon,albany,,,,,,,,1
V Salon,"1168 Western Ave # 2, Albany, NY 12203",Beauty salon,albany,,http://www.vsalon.us/,,,,,,1
Destiny's,"372 Delaware Ave, Albany, NY 12209",Beauty salon,albany,,,,,,,,1
Anointed Beauty Salon,"154 Madison Ave, Albany, NY 12202",Beauty salon,albany,,,,,,,,1
Cachet Full Service Salon,"1766 Western Ave, Albany, NY 12203",Beauty salon,albany,,,,,,,,1
Absolute Hair,"305 Hamilton St, Albany, NY 12210",Beauty salon,albany,,,,,,,,1
Unique Dimensions,"407 Central Ave, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
Elan Hair Studio,"309 Hamilton St, Albany, NY 12210",Beauty salon,albany,,,,,,,,1
Perfect Threading Albany,"26 Fuller Rd, Albany, NY 12205",Beauty salon,albany,,,,,,,,1
JCP Salon,"120 Washington Ave Ext #40, Albany, NY 12203",Beauty salon,albany,,https://stores.jcpenney.com/ny/albany/salon-albany-ny-2051.html,,https://www.jcpenney.com/m/gift-card-m2?pageId=pg40053400007&cm_re=S1-_-M2-_-GIFTCARDS_DESKTOP,https://www.jcpenney.com/m/customer-service?pageId=pg100053,Gift Cards,Contact Us,1
Hair Express By KC,"94 Robin St, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
Pelagie Hair Braiding,"26 Central Ave, Albany, NY 12210",Beauty salon,albany,,,,,,,,1
Hair Fashions By Roma,"188 Clinton Ave, Albany, NY 12210",Beauty salon,albany,,,,,,,,1
Therese's African Hair Boarding,"114 Quail St # B, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
All In One African Hair Braiding & Salon,"1956 Clinton Ave, The Bronx, NY 10457",Beauty salon,albany,,,,,,,,1
Mi Suk Hair Design,"1056 Central Ave, Albany, NY 12205",Beauty salon,albany,,,,,,,,1
Hair Studio 205,"205 N Allen St #1, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
Nail Top,"334 Central Ave, Albany, NY 12206",Nail salon,albany,,https://m.facebook.com/pages/Nail-Top/122654657793347,,,,,,1
Gaddy & Associates Hair Salon,"255 Central Ave, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
cedric's natural locz,"324 Delaware Ave, Albany, NY 12209",Beauty salon,albany,,,,,,,,1
Choices Hair Studio,"180 Delaware Ave # 18, Delmar, NY 12054",Beauty salon,albany,,http://www.choiceshairstudio.com/The-Choices-Staff.html,,,,,,1
Endeavors Hair Studio,"1500 Central Ave #105, Albany, NY 12205",Beauty salon,albany,,,,,,,,1
Mi'chelle's Beauty Boutique,"657 Flushing Ave, Brooklyn, NY 11206",Beauty salon,albany,,,,,,,,1
Supercuts,"Northway Mall, 1440 Central Ave, Colonie, NY 12205",Beauty salon,albany,,https://www.supercuts.com/locations/ny/albany/northway-mall-haircuts-82736.html,,/gift-cards.html,#,"
												Gift Cards ",Store Contact Number,1
Scissor Wizard II,"Albany, NY 12210",Beauty salon,albany,,,,,,,,1
Mary's Unisex Salon,"232 Washington Ave, Albany, NY 12210",Beauty salon,albany,,https://marys-unisex-salon.business.site/,,,,,Contact,1
Zaza Hair Studio,"3 Howard St, Albany, NY 12207",Beauty salon,albany,,http://www.zazahair.com/,,,//www.hugedomains.com/contact.cfm,,Contact Us,1
H Shekinah Beauty,"475 Washington Ave, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
Misunderstood,"118 Madison Ave, Albany, NY 12202",Beauty salon,albany,,,,,,,,1
Yama Braiding,"133 Central Ave, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
Cutting Place,"427 Quail St, Albany, NY 12208",Beauty salon,albany,,,,,,,,1
Jean Paul Spa & Salons,"1475 Western Ave, Albany, NY 12203",Beauty salon,albany,,http://www.jeanpaulspa.com/,,,http://jeanpaulspa.com/contact/,,Contact,1
TNT Cuts,"438 Central Ave # 2, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
Lipstik Beauty Lounge,"18 Fuller Rd, Albany, NY 12205",Beauty salon,albany,,http://www.lipstikbeautylounge.com/,,,Contact.php,,CONTACT,1
Chappelle's Hair Salon,"18 Central Ave, Albany, NY 12210",Beauty salon,albany,,,,,,,,1
Melissa Nails,"739 6th Ave, New York, NY 10010",Nail salon,albany,,,,,,,,1
NuLook Coiffures,"558 Central Ave, Albany, NY 12206",Beauty salon,albany,,http://anth559.wixsite.com/nulookalbany,,,,,,1
Innovations NY hair salon,"1800 Western Ave, Albany, NY 12203",Hair salon,albany,,http://www.innovationsny.com/,,,https://innovationsny.com/contact-2/,,Contact,1
Flo's Deja Vu,"329 Central Ave, Albany, NY 12206",Beauty salon,albany,,,,,,,,1
Spa One at The Plastic Surgery Group,"455 Patroon Creek Blvd #103, Albany, NY 12206",Laser hair removal service,albany,,https://www.spaonemedspa.com/?utm_source=google&utm_medium=local&utm_campaign=albany-practice-website,,/shop-spaone/shop-gift-cards,/contact,Shop Gift Cards,Contact,1
CELIN'S BEAUTY SALON & spa,"3417 Broadway, New York, NY 10031",Hair salon,albany,,,,,,,,1
Plush Beauty and Bundle Bar Llc,"221 Central Ave, Albany, NY 12206",Beauty salon,albany,,http://plushbeautyandbundlebar.com/,,,/contact,,Contact,1
Elegant Esthetics,"2 W 46th St #505, New York, NY 10036",Electrolysis hair removal service,albany,,http://www.electrolysisnyc.net/,,, #contact,,"

				CONTACT
							",1
Shear Madness,"1127 Madison Ave, New York, NY 10028",Beauty salon,albany,,,,,,,,1
Prime Eyebrows Threading,"1178 Western Ave, Albany, NY 12203",Hair removal service,albany,,,,,,,,1
4 U Nail,"3455 Francis Lewis Blvd, Flushing, NY 11358",Nail salon,albany,,,,,,,,1
Normanside Hair Design,"154 Delaware Ave B, Delmar, NY 12054",Beauty salon,albany,,,,,,,,1
Haven Hair Studio,"1321 Central Ave, Albany, NY 12205",Beauty salon,albany,,http://www.havenalbany.com/,,,,,,1
Ebenezer Hair Salon,"262 Central Ave, Albany, NY 12206",Hair salon,albany,,,,,,,,1
Beautiful You,,Beauty salon,albany,,,,,,,,1
NeoClassics Hair Structure,"98 Everett Rd # 6, Albany, NY 12205",Beauty salon,albany,,,,,,,,1
Mirror Images Spa & Salon,"855 Central Ave, Albany, NY 12206",Beauty salon,albany,,http://www.mirrorimagesclinic.com/,,,,,,1
Pixie Salon,"1274 Central Ave, Albany, NY 12205",Beauty salon,albany,,http://www.pixiealbany.com/,,,contact.html,,CONTACT,1
Selena Nails Inc,"Albany, NY 12206",Nail salon,albany,,,,,,,,1
Rachelle's Hair Salon,"398 Central Ave, Albany, NY 12206",Hair salon,albany,,,,,,,,1
Salon248,"248 Lark St, Albany, NY 12210",Hair salon,albany,,http://www.salon248.com/,,,,,,1
Recycled Salon,"52 Sand Creek Rd, Albany, NY 12205",Beauty salon,albany,,https://cutsbyrecycledsalon.com/,,,https://cutsbyrecycledsalon.com/contact/,,Contact,1
Hot Cuts,"1417 Central Ave, Albany, NY 12205",Beauty salon,albany,,,,,,,,1
Urbane Brows and Beauty,"#3, 59-61 N Pearl St C, Albany, NY 12207",Beauty salon,albany,,http://www.urbanebrowsandbeauty.com/,,,https://www.urbanebrowsandbeauty.com/contact,,Contact,1
Daisy's Hair Salon,"111 Central Ave, Albany, NY 12206",Hair salon,albany,,,,,,,,1
Jolyns Hair & Tanning Salon,"163 Delaware Ave, Delmar, NY 12054",Beauty salon,albany,,,,,,,,1
Sava Elegant African Hair Braiding,"619 Central Ave, Albany, NY 12206",Hair salon,albany,,,,,,,,1
Wumi hair braiding,"215 Central Ave, Albany, NY 12206",Hair salon,albany,,https://www.facebook.com/Wumi-Hair-Braiding-1627655130818901/?ref=aymt_homepage_panel,,,,,,1
Ulta Beauty,"112 Colonie Center, Albany, NY 12205",Beauty salon,albany,"Chain with a diverse selection of cosmetics & other beauty products, plus on-site salon services.",https://www.ulta.com/stores/albany-ny-1313,,,,,,1
Joli,"131 Colonie Center, 1417 Central Ave, Albany, NY 12205",Beauty salon,albany,,,,,,,,1
Krystal Rose Studio,,Beauty salon,albany,,http://www.krystalrosestudio.com/,,,,,,1
Bella Hair Salon,"145 Wolf Rd #1125, Albany, NY 12205",Beauty salon,albany,,http://www.thebellahairsalon.com/,,,/contact-us,,Contact Us,1
Precision Electrolysis by Melissa,"1525 Western Ave #1, Albany, NY 12203",Electrolysis hair removal service,albany,,http://precisionelectrolysisbymelissa.com/,,,contact-precision-electrolysis-by-melissa-albany-ny-schenectady-guilderland-colonie-bethlehem.html,,Contact,1
Patsy's Pinups Beauty Parlour,"7 Howard St, Albany, NY 12207",Hair salon,albany,,http://www.patsyspinups.com/,,,contact.html,,Contact,1
Threading Experts,"131 Colonie Center, Albany, NY 12205",Beauty salon,albany,,https://threading-experts.business.site/,,,,,Contact,1
Rainbow Nails,"1170 Central Ave, Albany, NY 12205",Nail salon,albany,,https://www.albanynailsalon.com/,,,/contact,,Contact Us,1
Isabel's Circle of Beauty,"785 Madison Ave, Albany, NY 12208",Spa,albany,,,,,,,,1
Patsy's Barber Shop,"3 Howard St, Albany, NY 12207",Beauty salon,albany,,http://www.patsysbarbershop.com/,,,contact.html,,Contact,1
Ada Nail Spa,"1545 Central Ave, Albany, NY 12205",Nail salon,albany,,,,,,,,1
Supercuts,"241 Rte 9W #200, Glenmont, NY 12077",Beauty salon,albany,,https://www.supercuts.com/locations/ny/glenmont/bethlehem-town-center-haircuts-90657.html,,/gift-cards.html,#,"
												Gift Cards ",Store Contact Number,1
Hair Fantasy,"57 N Main St, Albion, NY 14411",Beauty salon,albion,,,,,,,,1
Tease,"12 E Bank St, Albion, NY 14411",Beauty salon,albion,,http://facebook.com/teasebykylie,,/teasebykylie/services/?service_id=2675258659236260,#,Gift cardsCan be purchased for any service. Gift cards are non transferable and non refundable.,Contact Tease on Messenger,1
Studio 11,"11 E Bank St, Albion, NY 14411",Beauty salon,albion,,,,,,,,1
Heads Up,"133 E Bank St, Albion, NY 14411",Beauty salon,albion,,,,,,,,1
Golden Comb,"13 E Bank St A, Albion, NY 14411",Beauty salon,albion,,,,,,,,1
