name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,searched,state,zipcode,store_type
La Val's Pizza,"891 Island Dr # E, Alameda, CA 94502",Pizza,Alameda,"Relaxed neighborhood pizza joint also offering red-sauce pasta entrees, salads & sandwiches.",http://www.lavalspizza.com/,http://places.singleplatform.com/la-vals-pizza-2/menu?ref=google,,http://www.lavalspizza.com/index.php/contact-us,,Contact Us,1,CA,94502,restaurant
Waterfront Deli,"1070 Marina Village Pkwy #105, Alameda, CA 94501",Restaurant,Alameda,"Korean, Mediterranean & American fare served at a casual cafe overlooking the waterfront.",http://www.waterfrontdeli.com/,http://places.singleplatform.com/waterfront-deli/menu?ref=google,,http://www.waterfrontdeli.com/#contact,,CONTACT,1,CA,94501,restaurant
Domenico's Italian Deli,"1407 Webster St, Alameda, CA 94501",Sandwich,Alameda,,http://www.domenicositaliandeli.com/,http://www.domenicositaliandeli.com/menu.html,,http://www.domenicositaliandeli.com/contact.html,,"
				Contact
			",1,CA,94501,restaurant
Jim's On the Course,"1 Clubhouse Memorial Rd, Alameda, CA 94502",American,Alameda,,http://www.alamedagolf.com/,http://places.singleplatform.com/jims-on-the-course-2/menu?ref=google,,https://coricapark.com/contact/,,CONTACT,1,CA,94502,restaurant
Off the Grid Alameda at South Shore Center,"535 S Shore Center, Alameda, CA 94501",Restaurant,Alameda,,https://offthegrid.com/,,,https://offthegrid.com/contact-us-entry/,,Contact Us,1,CA,94501,restaurant
Poke Salad,"2680 5th St ste c, Alameda, CA 94501",Salad,Alameda,,http://www.pokesaladus.com/,http://places.singleplatform.com/poke-salad-2/menu?ref=google,,http://www.pokesaladus.com/index.php/contact/,,Contact,1,CA,94501,restaurant
Ohgane Alameda,"2211 S Shore Center #160, Alameda, CA 94501",Restaurant,Alameda,,https://www.ohgane.com/,,,https://www.ohgane.com,,CONTACT & LOCATION,1,CA,94501,restaurant
Wine and Waffles,"1505 Park St, Alameda, CA 94501",Restaurant,Alameda,"Stylish spot for California & global wine, local draft beer & clever American eats, plus live music.",http://www.wineandwaffles.com/,,,http://www.wineandwaffles.com/contact-us/,,Contact Us,1,CA,94501,restaurant
Sumiko Cafe,"1118 Lincoln Ave, Alameda, CA 94501",Sushi,Alameda,,http://newsumiko.com/,http://newsumiko.com/p3/menu,,http://newsumiko.com/p5/contact-us,,CONTACT US,1,CA,94501,restaurant
Made Pho You,"1245 Park St, Alameda, CA 94501",Vietnamese,Alameda,"Banh mi, pho & build-your-own rice bowls headline the menu at this low-key Vietnamese outpost.",http://www.madephoyou.us/,,,https://www.madephoyou.us/contact-reservations,,Contact,1,CA,94501,restaurant
Honolulu BBQ,"845 Marina Village Pkwy suite b 118, Alameda, CA 94501",Hawaiian,Alameda,,https://www.honolulubbqalamedaca.com/,https://www.honolulubbqalamedaca.com/#menu,,https://www.honolulubbqalamedaca.com/#/Home/ContactUs,,"
 845 Marina Village Pkwy Suite B 118, Alameda, CA 94501
				",1,CA,94501,restaurant
Lao Fresh,"2400 Monarch St, Alameda, CA 94501",Laotian,Alameda,,http://laofresh.com/,,,https://laofresh.wixsite.com/explore/contact,,Contact Us >,1,CA,94501,restaurant
Eve's Waterfront,"15 Embarcadero West, Oakland, CA 94607",Brunch,Oakland,Stylish bistro serving midpriced American plates & weekend brunch in a refined waterfront setting.,http://www.eveswaterfront.com/,https://www.eveswaterfront.com/menus/,,http://www.eveswaterfront.com/#contact-us-section,,"
                        Inquire
                      ",1,CA,94607,restaurant
Mei Mei Restaurant,"2522 Santa Clara Ave, Alameda, CA 94501",Chinese,Alameda,Unadorned eatery featuring a wide menu of both Chinese & Japanese fare from sushi to cashew chicken.,https://meimeirestaurantca.com/,https://meimeirestaurantca.com/,,https://meimeirestaurantca.com/#contact,,Contact Us,1,CA,94501,restaurant
Otaez,"3872 International Blvd, Oakland, CA 94601",Mexican,Oakland,"Pared-down taqueria doling out traditional Mexican plates from breakfast to dinner, plus margaritas.",http://otaezrestaurant.com/,http://places.singleplatform.com/otaez/menu?ref=google,,http://otaezrestaurant.com/contact/,,calling us,1,CA,94601,restaurant
Feel Good Bakery,"3215 Encinal Ave, Alameda, CA 94501",Bakery,Alameda,,http://feelgoodbakery.com/,,,http://feelgoodbakery.com/contact/,,Contact,1,CA,94501,restaurant
Why Cook Inc,"1750 N Loop Rd #125, Alameda, CA 94502",Caterer,Alameda,,http://whycookalameda.com/,https://whycookalameda.s3-us-west-1.amazonaws.com/menu-Alameda-june10-19.pdf,,https://whycookalameda.com/locations/,,Contact Us,1,CA,94502,restaurant
Delage,"536 9th St, Oakland, CA 94607",Japanese,Oakland,"Buzzy Japanese bistro with upscale omakase-style sushi & drinks in a cozy, minimalist space.",http://www.delageoakland.com/,,,http://www.delageoakland.com/contact,,"
            About
          ",1,CA,94607,restaurant
Everett & Jones Barbeque,"126 Broadway, Oakland, CA 94607",Barbecue,Oakland,Barbecue outpost dishing up hearty plates of sauced-up meats & Southern sides in down-to-earth digs.,https://eandjbbq.com/,https://eandjbbq.com/menu/lunch/,,https://eandjbbq.com/ads_contact.php?title=catering,,catering,1,CA,94607,restaurant
Bonfare Market,"650 Central Ave H, Alameda, CA 94501",Grocery store,Alameda,,http://www.bonfaremarkets.com/,,,http://www.bonfaremarkets.com/#contact,,Contact Us,1,CA,94501,restaurant
Superhero Desserts,"1449 Webster St, Alameda, CA 94501",Restaurant,Alameda,"Elaborate baked goods, including vegan & gluten-free items, that raise money for homeless outreach.",http://www.superherodesserts.com/,,,https://www.superherodesserts.com/contact,,Contact,1,CA,94501,restaurant
Yammy's Cafe & Deli,"542 9th St suite b, Oakland, CA 94607",Ethiopian,Oakland,,http://www.yammyscafendeli.site/,http://www.yammyscafendeli.site/menu?utm_source=google&utm_medium=menu&utm_campaign=Yammy's%20Cafe%20and%20Deli&utm_term=5ce5c0b7e2cd4900017875e0,,http://www.yammyscafendeli.site/#contact,,Contact Us,1,CA,94607,restaurant
Cosecha,"907 Washington St, Oakland, CA 94607",Mexican,Oakland,"Bustling Mexican cafe serving local fare & housemade tortillas in a hip, light-filled setting.",http://www.cosechacafe.com/,http://www.cosechacafe.com/#/menus/,,http://www.cosechacafe.com/new-page/,,"

0
Contact Us

",1,CA,94607,restaurant
The Terrace Room Restaurant,"1800 Madison St, Oakland, CA 94612",American,Oakland,"Lakefront restaurant in a 1927 art deco building with American fare, drinks, vistas & live music.",http://www.theterraceroom.com/,http://www.theterraceroom.com/go/our-menu,,https://www.theterraceroom.com/go/contact-us/,,Location,1,CA,94612,restaurant
Tastee Steam Kitchen,"329 11th St, Oakland, CA 94607",Hot Pot,Oakland,,https://tasteesteamkitchentogo.com/,https://tasteesteamkitchentogo.com/,,https://tasteesteamkitchentogo.com/#contact,,Contact Us,1,CA,94607,restaurant
Limericks Tavern  Alhambra,"300 W Main St #110, Alhambra, CA 91801",Irish pub,Alhambra,,https://www.limerickstavern.com/,http://places.singleplatform.com/limericks-tavern/menu?ref=google,,https://www.limerickstavern.com/contact/,,Contact,1,CA,91801,restaurant
Bun N Burger,"1000 E Main St, Alhambra, CA 91801",Diner,Alhambra,,http://originalbunnburger.com/,,,https://www.originalbunnburger.com,,LOCATION & CONTACT,1,CA,91801,restaurant
NBC Seafood Restaurant,"404 S Atlantic Blvd, Monterey Park, CA 91754",Chinese,Monterey Park,Rolling carts of dim sum & Cantonese-style seafood specialties served in a cavernous banquet hall.,http://www.nbcrestaurant.com/,http://www.nbcrestaurant.com/,,http://www.nbcrestaurant.com/contact.html,,è¯ç¹«æåcontact,1,CA,91754,restaurant
Jiang Nan Spring,"910 E Main St, Alhambra, CA 91801",Chinese,Alhambra,,https://jiangnanspringac.com/,https://jiangnanspringac.com/,,https://jiangnanspringac.com/#contact,,Contact Us,1,CA,91801,restaurant
Beijing Pie House,"235 W Main St #A, Alhambra, CA 91801",Chinese,Alhambra,,http://www.beijingpiehouse.com/,http://www.beijingpiehouse.com/,,http://www.beijingpiehouse.com/contact.html,,"
				Contact
			",1,CA,91801,restaurant
Golden Deli Restaurant,"815 W Las Tunas Dr, San Gabriel, CA 91776",Vietnamese,San Gabriel,Popular eatery known for spring rolls & bowls of pho serves classic Vietnamese fare in a small room.,http://www.goldendelirestaurant.com/,http://thegoldendeli.com/,,https://www.thegoldendeli.com/contacts/,,Contact,1,CA,91776,restaurant
Charlie's Trio,"5769 Huntington Dr N, Los Angeles, CA 90032",Italian,Los Angeles,Laid-back eatery serves up pizza & Italian classics in a comfy setting with an attached sports bar.,http://www.charliestrio.com/,http://www.charliestrio.com/menu,,http://www.charliestrio.com/#contact,,Contact,1,CA,90032,restaurant
Rick's,"132 W Main St, Alhambra, CA 91801",Fast Food,Alhambra,,http://www.ricksdriveinandout.com/,,,https://www.ricksdriveinandout.com/contact/,,Contact,1,CA,91801,restaurant
Mama Lu's Dumpling House,"501 W Garvey Ave, Monterey Park, CA 91754",Chinese,Monterey Park,"Dumplings, fried pancakes & Chinese entrees served in an airy space with an informal, upbeat vibe.",https://mamalusdumplinghousetogo.com/,https://mamalusdumplinghousetogo.com/,,https://mamalusdumplinghousetogo.com/#contact,,Contact Us,1,CA,91754,restaurant
aku poke,"1129 Fremont Ave C, Alhambra, CA 91803",Hawaiian,Alhambra,,http://www.aku-poke.com/,,,https://www.aku-poke.com/contact-us,,Contact Us,1,CA,91803,restaurant
New Lucky Seafood Restaurant,"415 W Garvey Ave, Monterey Park, CA 91754",Chinese,Monterey Park,,https://newluckyseafoodrestauranttogo.com/,https://newluckyseafoodrestauranttogo.com/,,https://newluckyseafoodrestauranttogo.com/#contact,,Contact Us,1,CA,91754,restaurant
Hai Nan Ji Fan ,"138 E Valley Blvd, Alhambra, CA 91801",Restaurant,Alhambra,"Eclectic mix of curries, Hainan chicken, pizza, pasta, steak & more in a casual space with a patio.",http://savoykitchen.net/,http://places.singleplatform.com/savoy-kitchen/menu?ref=google,,http://savoykitchen.net/contact,,CONTACT,1,CA,91801,restaurant
Lunas,"343 S Mission Dr, San Gabriel, CA 91776",Mexican,San Gabriel,"Quaint Mexican eatery serving a lengthy menu & full bar including margaritas in warm, classic decor.",http://www.lunassangabriel.com/,http://www.lunassangabriel.com/menu.html,,http://www.lunassangabriel.com/find-us.html,,Find us,1,CA,91776,restaurant
Bon Appetea Cafe,"7 S 2nd St, Alhambra, CA 91801",Restaurant,Alhambra,"Charming cafe in centrury-old digs serving bubble & milk teas, plus sandwiches, salads & light eats.",http://bonappeteacafe.com/,http://places.singleplatform.com/bon-appetea-cafe/menu?ref=google,,http://bonappeteacafe.com/?page_id=12,,Contact Us,1,CA,91801,restaurant
Newport Seafood Restaurant,"518 W Las Tunas Dr, San Gabriel, CA 91776",Seafood,San Gabriel,"Traditional Vietnamese-, Cambodian- & Thai-influenced seafood dishes, with house-special lobster.",http://www.newportseafood.com/,http://places.singleplatform.com/newport-seafood-restaurant/menu?ref=google,,https://www.newportseafood.com/#!/contact,,Contact,1,CA,91776,restaurant
Oak Tree Inn,"1315 Fair Oaks Ave, South Pasadena, CA 91030",Chinese,South Pasadena,"Casual restaurant offering a menu of traditional Chinese fare, including seafood specialties.",http://oaktreeinnpasadena.com/,http://oaktreeinnpasadena.com/menu/,,http://oaktreeinnpasadena.com/contact-us/,,CONTACT US,1,CA,91030,restaurant
Stadium Brew Co,"26731 Aliso Creek Rd, Aliso Viejo, CA 92656",Gastropub,Aliso Viejo,Chill space with sports on TV serving burgers & classic American food plus microbrews & cocktails.,http://stadiumbrewing.com/,http://stadiumbrewing.com/,,http://stadiumbrewing.com/contact.html,,Contact Us,1,CA,92656,restaurant
Mangia Bene Cucina,"27281 La Paz Rd ste i, Laguna Niguel, CA 92677",Italian,Laguna Niguel,"Pastas, panini & pizza served in a brightly decorated space with an old-world vibe & open kitchen.",https://www.mangiabenecucina.com/,,,https://www.mangiabenecucina.com/contact,," CONTACT

",1,CA,92677,restaurant
NEW YORK PIZZERIA,"27001 Moulton Pkwy #105, Aliso Viejo, CA 92656",Italian,Aliso Viejo,"Relaxed counter-serve eatery offering NYC-style pies & familiar Italian dishes, plus beer & wine.",http://www.nypoc.com/,https://www.nypoc.com/specialty-pizzas,,http://www.nypoc.com/contact-us,,"  

Contact Us
",1,CA,92656,restaurant
Yang's Braised Chicken Rice,"26705 Aliso Creek Rd suite e, Aliso Viejo, CA 92656",Chinese,Aliso Viejo,,https://yangsbraisedchickenriceca.com/,https://yangsbraisedchickenriceca.com/,,https://yangsbraisedchickenriceca.com/#contact,,Contact Us,1,CA,92656,restaurant
India Grill,"27020 Alicia Pkwy suite a, Laguna Niguel, CA 92677",Indian,Laguna Niguel,,https://www.indiagrill-lagunaniguel.com/,https://www.indiagrill-lagunaniguel.com/orderonline/,,https://www.facebook.com/IndiaGrillLagunaNiguel/,,Find Us on Facebook,1,CA,92677,restaurant
Golden Dragon Chinese Food,"27311 La Paz Rd G, Laguna Niguel, CA 92677",Chinese,Laguna Niguel,"No-frills take-out place in a strip mall, cooking a wide range of Chinese staples & lunch specials.",https://goldendragonfoodtogo.com/,,,https://goldendragonfoodtogo.com/#contact,,Contact Us,1,CA,92677,restaurant
Ted's Place,"23990 Aliso Creek Rd, Laguna Niguel, CA 92677",American,Laguna Niguel,"Old-school, diner-style spot serving American dishes & breakfast all day, plus some Mexican food.",http://tedsplacelaguna.com/,,,https://tedsplacelaguna.com/contact/,,Contact Us,1,CA,92677,restaurant
Bru Grill & Market,"23730 El Toro Rd, Lake Forest, CA 92630",Grill,Lake Forest,"Contemporary farm-to-table eats alongside craft beers, signature cocktails & boutique wines.",http://www.brugrill.com/,,,http://www.brugrill.com/location,,Contact Us,1,CA,92630,restaurant
Antonucci's Italian & Seafood Restaurant,"24190 Alicia Pkwy, Mission Viejo, CA 92691",Italian,Mission Viejo,Italian fare such as pizza & seafood stars at this versatile eatery with a dining room & lounge.,https://antonuccis.net/,https://www.antonuccis.net/,,https://antonuccis.net/tel:9494724332,,(949) 472-4332,1,CA,92691,restaurant
Kotobuki Restaurant,"24321 Avenida De La Carlota, Laguna Hills, CA 92653",Japanese,Laguna Hills,"Sushi, tempura & other Japanese dishes prepared in a relaxed space with understated decor.",http://restaurantwebx.com/,,,http://restaurantwebx.com/#our-contact,,"


		Location & Contact		
",1,CA,92653,restaurant
Thai Bite Thai Cuisine,"28251 Crown Valley Pkwy, Laguna Niguel, CA 92677",Thai,Laguna Niguel,"An extensive selection of Thai dishes, plus beer & wine, presented in a casual atmosphere.",http://thaibite.com/,,,https://www.thaibite.com,,Contact,1,CA,92677,restaurant
Flamingos Mexican Grill,"25342 McIntyre St, Laguna Hills, CA 92653",Mexican,Laguna Hills,"Family-owned cantina serving up chile verde, burritos & margaritas in festive surroundings.",http://flamingosmexicangrill.com/,,,http://flamingosmexicangrill.com/contact-us/,,Contact Us,1,CA,92653,restaurant
Ma's House,"24291 Avenida De La Carlota, Laguna Hills, CA 92653",Halal,Laguna Hills,Traditionally decorated strip-mall eatery serving diverse Chinese specialties since 1980.,http://www.mashouserestaurant.com/,http://www.mashouserestaurant.com/menu,,https://www.mashouserestaurant.com/contact,,Contact,1,CA,92653,restaurant
Riptide Rockin' Sushi & Teppan Grills,"27741 Crown Valley Pkwy Suite 325, Mission Viejo, CA 92691",Sushi,Mission Viejo,Casual spot for traditional Asian eats & specialty sushi rolls with an all-you-can-eat option.,http://riptidesushi.com/,http://places.singleplatform.com/riptide-rockin-sushi--teppan-grill/menu?ref=google,,http://riptidesushi.com/contact,,"
                Contact
              ",1,CA,92691,restaurant
Union Market Mission Viejo,"27741 Crown Valley Pkwy, Mission Viejo, CA 92691",Restaurant,Mission Viejo,,http://unionmarketmissionviejo.com/,,,https://unionmarketmissionviejo.com/contact-us/,,CONTACT,1,CA,92691,restaurant
Stacks Pancake House,"27680 Marguerite Pkwy, Mission Viejo, CA 92692",Breakfast,Mission Viejo,"Popular daytime spot known for specialty pancakes, plus burgers & a wide range of lunch eats.",http://www.stackspancakehouse.com/,http://places.singleplatform.com/stacks-pancake-house-1/menu?ref=google,,http://stackspancakehouse.com/#contact-nav,,Contact / Location,1,CA,92692,restaurant
Musashi Sushiya,"23532 El Toro Rd #18, Lake Forest, CA 92630",Sushi,Lake Forest,Dimly lit Japanese eatery providing creative rolls & sushi plus a happy hour in relaxed environs.,http://www.musashisushiya.com/,http://www.musashisushiya.com/large-grid,,https://www.musashisushiya.com/contact,,Contact,1,CA,92630,restaurant
Eat Chow,"211 62nd St, Newport Beach, CA 92663",New American,Newport Beach,"Sleek cafe with an eclectic New American menu, including breakfast fare, plus wine & craft beer.",https://www.eatchow.com/,,,https://www.eatchow.com/contact,,Contact,1,CA,92663,restaurant
K'ya Bistro,"1287 S Coast Hwy, Laguna Beach, CA 92651",Bistro,Laguna Beach,Mediterranean bistro in La Casa del Camino hotel has small plates & rooftop dining with ocean views.,http://www.kyabistro.com/,http://www.kyabistro.com/eat#Tapas,,http://www.kyabistro.com/contact,,Contact Us,1,CA,92651,restaurant
Marri's Pizza & Pasta,"1194 W Katella Ave, Anaheim, CA 92802",Italian,Anaheim,Terra-cotta walls set the mood at this relaxed Italian bistro for casual & traditional fare.,https://marrispizza.com/,http://places.singleplatform.com/marris-pizza-and-italian-restaurants/menu?ref=google,,https://marrispizza.com/?page_id=438,,Contact,1,CA,92802,restaurant
Mi Casa Mexicana,"630 W Orangewood Ave, Anaheim, CA 92802",Mexican,Anaheim,"Unpretentious scene offering family combos, Mexican street-style tacos & traditional entrees.",https://micasamexicana.com/,https://micasamexicana.com/,,https://micasamexicana.com/contact-us#hours-of-operation,,  Hours ,1,CA,92802,restaurant
nFuse Restaurant Bar & Lounge,"700 W Convention Way, Anaheim, CA 92802",Restaurant,Anaheim,"High-energy, classy sports bar in the Marriott turning out crafted cocktails & upscale pub fare.",https://www.marriott.com/,https://www.marriott.com/hotel-restaurants/laxah-anaheim-marriott/nfuse/5673292/online-menu.mi,,https://www.marriott.com/marriott/contact.mi,,"
Contact Us
",1,CA,92802,restaurant
Longboard Restaurant & Pub,"217 Main St, Huntington Beach, CA 92648",American,Huntington Beach,This no-frills spot offers American eats & drinks including artichoke dip & brews among basic decor.,http://www.longboardpub.com/,https://www.longboardpub.com/menu,,https://www.longboardpub.com/contact,,CONTACT,1,CA,92648,restaurant
Yagi Japanese Restaurant,"6324 E Santa Ana Canyon Rd, Anaheim, CA 92807",Sushi,Anaheim,Set omakase menu & à la carte options in a casual setting with sushi bar seating & happy hour.,http://yagijapanese.wix.com/,https://yagijapanese.wixsite.com/yagi/menu,,https://yagijapanese.wixsite.com/yagi,,CONTACT,1,CA,92807,restaurant
Pokinometry,"184 S Harbor Blvd, Anaheim, CA 92805",Sushi,Anaheim,"Casual counter-serve eatery specializing in customizable Hawaiian poke bowls, plus salads & nachos.",https://www.pokinometry.com/,http://places.singleplatform.com/pokinometry-0/menu?ref=google,,https://www.pokinometry.com/contact-us,,Contact Us,1,CA,92805,restaurant
Thuyen Vien Vegetarian Restaurant,"1740 S Euclid St, Anaheim, CA 92802",Vietnamese,Anaheim,"Strip-mall eatery offering a vegetarian take on Vietnamese dishes such as pho & garlic ""chicken.""",http://thuyenvien.weebly.com/,,,http://thuyenvien.weebly.com/contact-us.html,,"
		Contact Us
	",1,CA,92802,restaurant
Aleppo's Kitchen,"513 1/2 S Brookhurst St, Anaheim, CA 92804",Mediterranean,Anaheim,"Mediterranean meals of Syria, Turkey & Armenia are served in a space with murals & a patio.",https://www.alepposkitchen.com/,https://www.alepposkitchen.com/menu/?utm_source=GoogleMyBusiness&utm_medium=organic,,https://www.alepposkitchen.com/contact-us,,"
                Contact Us
              ",1,CA,92804,restaurant
Munch Thai Food & Sweet Tea,"880 W Lincoln Ave, Anaheim, CA 92805",Thai,Anaheim,Compact Thai outpost with bright walls offering classic noodles & curries for dine-in or delivery.,http://www.munchthai.com/,https://order.munchthai.com/,,http://www.munchthai.com/#contact,,Contact Us,1,CA,92805,restaurant
MFK BY AYSEE MODERN FILIPINO KITCHEN,"2620 W La Palma Ave, Anaheim, CA 92801",Filipino,Anaheim,"Laid-back eatery with a cool vibe fixing up modern Filipino fare, such as a variety of rice bowls.",http://mfkaysee.com/,https://www.mfkaysee.com/menu/,,http://mfkaysee.com/contact,,"
            Contact
          ",1,CA,92801,restaurant
Rosine's,"721 S Weir Canyon Rd, Anaheim, CA 92808",Mediterranean,Anaheim,Family-run eatery dishing up Lebanese-inspired eats & wine in a festive space.,http://www.rosines.com/,http://www.rosines.com/take-out/,,http://www.rosines.com/contact,,Find Us,1,CA,92808,restaurant
Mas' Chinese Islamic Restaurant,"601 E Orangethorpe Ave, Anaheim, CA 92801",Chinese,Anaheim,Array of classic eats including spiced beef & orange chicken in an airy spot with high ceilings.,http://www.masislamic.com/,http://www.masislamic.com/menu,,https://www.mashouserestaurant.com/contact,,Contact,1,CA,92801,restaurant
La Casa Garcia,"531 W Chapman Ave, Anaheim, CA 92802",Mexican,Anaheim,"Bare-bones setting for casual Mexican chow like enchiladas, burritos & guacamole.",http://www.lacasagarcia.com/,http://www.lacasagarcia.com/menu.php,,https://form.jotform.com/93295620072153,,Contact,1,CA,92802,restaurant
Hatam Restaurant,"1112 N Brookhurst St, Anaheim, CA 92801",Restaurant,Anaheim,Popular choice for classic Persian dishes such as meat & vegetable kebabs in a comfortable room.,http://www.hatamrestaurant.net/,http://www.hatamrestaurant.net/,,http://www.hatamrestaurant.net/contact,," CONTACT

",1,CA,92801,restaurant
Jav's BarBQ,"500 S Anaheim Blvd #D, Anaheim, CA 92805",Barbecue,Anaheim,,http://www.javsbbq.co/,,,http://www.javsbbq.co/#map-section,,CONTACT,1,CA,92805,restaurant
Dunarea Restaurant,"821 N Euclid St, Anaheim, CA 92801",Romanian,Anaheim,,http://www.dunarea.us/,http://places.singleplatform.com/dunarea-restaurant-inc/menu?ref=google,,https://www.dunarea.us/contact,,CONTACT,1,CA,92801,restaurant
Kookoo Grill  The Original Fusion Teriyaki Joint,"202 W Lincoln Ave, Anaheim, CA 92805",Asian Fusion,Anaheim,,http://www.kookoogrill.com/,http://places.singleplatform.com/kookoo-grill/menu?ref=google,,http://www.kookoogrill.com/#contactLink,,CONTACT,1,CA,92805,restaurant
El Mahroosa Restaurant & Cafe,"930 S Brookhurst St, Anaheim, CA 92804",Mediterranean,Anaheim,"Down-to-earth, unfussy joint offering heaping plates of Mediterranean & Middle Eastern cuisine.",http://www.elmahroosa.com/,http://places.singleplatform.com/el-mahroosa-cafe--restaurant/menu?ref=google,,http://elmahroosa.com/contact/,,Contact Us,1,CA,92804,restaurant
Punjabi Tandoor,"327 S Anaheim Blvd A, Anaheim, CA 92805",Indian,Anaheim,No-frills restaurant cooks up Indian favorites including curries & tandoori specialties.,http://www.punjabitandoor.com/,,,http://www.punjabitandoor.com/contact,,Contact,1,CA,92805,restaurant
Cairo Restaurant & Cafe,"10832 Katella Ave, Anaheim, CA 92804",Egyptian,Anaheim,"Egyptian specialties & flavored hookah served in a relaxed setting with a fenced, heated patio.",http://cairooc.com/,http://places.singleplatform.com/cairo-restaurant--cafe/menu?ref=google,,http://cairooc.com/Contact.aspx,,Contact,1,CA,92804,restaurant
Grasslands Brazilian BBQ & Churrasco,"400 West Disney Way #199, Anaheim, CA 92802",Barbecue,Anaheim,"Spacious, industrial-chic venue combining classic American BBQ fare & Brazilian steakhouse eats.",http://www.grasslandsgardenwalk.com/,http://www.grasslandsgardenwalk.com/diningmenu,,http://www.grasslandsgardenwalk.com,,CONTACT,1,CA,92802,restaurant
Matiki Island Barbeque,"3070 W Lincoln Ave Q, Anaheim, CA 92801",Hawaiian,Anaheim,"Simple, cash-only counter serve dishing out heaping combo plates of Hawaiian-style BBQ & sides.",http://www.matikisislandbbq.com/,,,http://www.matikisislandbbq.com/contact/,,Contact,1,CA,92801,restaurant
Blake's Place,"2901 E Miraloma Ave, Anaheim, CA 92806",Barbecue,Anaheim,"Slow-cooked BBQ menu of brisket, ribs, salmon, a piled-high Beast sandwich & more in a casual space.",https://www.blakesplacebbq.com/,https://www.blakesplacebbq.com/cafe-menu,,https://www.blakesplacebbq.com/contact-us,,Contact Us,1,CA,92806,restaurant
Mangal,"440 S Anaheim Blvd, Anaheim, CA 92805",Halal,Anaheim,,http://mangalanaheim.com/,https://www.clover.com/online-ordering/mangal-by-aleppos-anaheim/,,http://mangalanaheim.com/contact,,"
              Contact
            ",1,CA,92805,restaurant
