name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,state,zipcode,store_type
Jim's Coffee Shop,"2333 Lincoln Ave, Alameda, CA 94501",Restaurant,Alameda,"Bright diner with comfy booths & a menu of homestyle American breakfasts, burgers & hearty dinners.",https://jimscoffeeshoptogo.com/,https://jimscoffeeshoptogo.com/,,https://jimscoffeeshoptogo.com/#contact,,Contact Us,CA,94501,restaurant
Asena,"2508 Santa Clara Ave, Alameda, CA 94501",Mediterranean,Alameda,Cozy gray-walled eatery decked with paintings serving Mediterranean cuisine with a Cali twist.,http://www.asenarestaurant.com/,,,http://asenarestaurant.com/contact/,,Contact,CA,94501,restaurant
Otaez,"1619 Webster St, Alameda, CA 94501",Mexican,Alameda,"Vibrant eatery serving authentic Mexican fare such as tacos & chicken mole, plus happy hour drinks.",http://otaezrestaurant.com/,http://places.singleplatform.com/otaez-mexican-restaurant/menu?ref=google,,http://otaezrestaurant.com/contact/,,calling us,CA,94501,restaurant
The Park Street Tavern,"1901 Park St, Alameda, CA 94501",Restaurant,Alameda,,http://theparkstreettavern.com/,,,https://theparkstreettavern.com/contact/,,Contact,CA,94501,restaurant
Toomie's Thai By MeeChoke,"1433 Park St, Alameda, CA 94501",Thai,Alameda,"Traditional Thai curries, noodles, fried rice & a menu of favorites served in a standard space.",http://www.toomiesthai.com/,http://www.toomiesthai.com/menu/,,http://www.toomiesthai.com/#contact,,Contact,CA,94501,restaurant
Hob Nob,"1313 Park St, Alameda, CA 94501",American,Alameda,"Fun local hangout with inventive pub grub, craft cocktails, karaoke, board games & weekend brunch.",http://thehobnobalameda.com/,http://places.singleplatform.com/hobnob/menu?ref=google,,http://thehobnobalameda.com/contact.php,,Contact,CA,94501,restaurant
Spice I Am,"1353 Park St, Alameda, CA 94501",Thai,Alameda,Fashionable find with a swanky decor & an upscale vibe specializing in refined Thai cooking.,http://www.spice-i-am.com/,,,http://spice-i-am.com/contact/,,Contact,CA,94501,restaurant
Edwin Mills by Equator,"22 Mills Pl, Pasadena, CA 91105",New American,Pasadena,Brick-lined gastropub in a historic building offering New American plates & specialty cocktails.,http://edwinmills.com/,http://edwinmills.com/menus/,,http://edwinmills.com/contact-us/,,Contact us,CA,91105,restaurant
Savoy Kitchen,"138 E Valley Blvd, Alhambra, CA 91801",Chinese,Alhambra,"Eclectic mix of curries, Hainan chicken, pizza, pasta, steak & more in a casual space with a patio.",http://savoykitchen.net/,http://places.singleplatform.com/savoy-kitchen/menu?ref=google,,http://savoykitchen.net/contact,,CONTACT,CA,91801,restaurant
Big Catch Seafood House,"2 S Garfield Ave UNIT 100, Alhambra, CA 91801",Seafood,Alhambra,,http://www.thebigcatchseafood.com/,http://bigcatchseafoodhouse.com/alhambra/,,https://bigcatchseafoodhouse.com/contact-us/,,Contact Us,CA,91801,restaurant
Tomomi Sushi,"17 W Main St, Alhambra, CA 91801",Japanese,Alhambra,"Roomy Japanese eatery offering sake & a variety of sushi rolls, plus weekday happy-hour specials.",http://tomomisushi.com/,,,https://tomomisushi.com/contact/,,Contact,CA,91801,restaurant
Charlie's Trio Cafe,"47 W Main St #3510, Alhambra, CA 91801",Italian,Alhambra,"Informal restaurant with a TV-equipped bar serving pizza, calzones, pasta & Italian-style seafood.",http://www.charliestriocafe.com/,,,http://charliestriocafe.com/contact-us/,,Contact Us,CA,91801,restaurant
Grill 'em All,"19 E Main St, Alhambra, CA 91801",Grill,Alhambra,"Unique burgers, fries & beer in a snug spot with a long counter, booths & heavy-metal-band decor.",http://grillemallburgs.com/,http://places.singleplatform.com/grill-em-all/menu?ref=google,,http://grillemallburgs.com/contact.php,,CONTACT,CA,91801,restaurant
The Chicken Koop,"101 W Main St C, Alhambra, CA 91801",Restaurant,Alhambra,"Hawaiian fare is served in a spacious, simple setting with brick walls & a few island touches.",https://www.thechickenkoop.com/,https://www.thechickenkoop.com/menu,,https://www.thechickenkoop.com/contact-us,,Contact Us ,CA,91801,restaurant
Gold Hibachi Buffet,"2223 W Commonwealth Ave, Alhambra, CA 91803",Buffet,Alhambra,"Sizable venue for unlimited portions of Japanese favorites like grilled meats, seafood & sushi.",http://www.goldhibachibuffet.com/,http://www.goldhibachibuffet.com/,,http://www.goldhibachibuffet.com/contact-us,,Contact Us,CA,91803,restaurant
Nabemono Shabu Shabu,"27 E Main St, Alhambra, CA 91801",Shabu Shabu,Alhambra,,http://www.nabemonoshabu.com/,,,http://www.nabemonoshabu.com/contact,,"
            Contact
          ",CA,91801,restaurant
King Hua Restaurant,"2000 W Main St, Alhambra, CA 91801",Dim Sum,Alhambra,Variety of dim sum dishes draw crowds at this popular Chinese restaurant with a small dining room.,http://kinghuarestaurant.com/,,,http://kinghuarestaurant.com/Contacts.html,,,CA,91801,restaurant
Birdie's Grill,"630 S Almansor St, Alhambra, CA 91801",American,Alhambra,,http://birdiesgrill.com/,,,https://managedforexaccount-pamm.blogspot.com/p/contact.html,,Contact,CA,91801,restaurant
Banh Mi My Tho,"304 W Valley Blvd, Alhambra, CA 91801",Vietnamese,Alhambra,"Snug, cash-only Vietnamese counter serve specializing in BBQ meat sandwiches & traditional sides.",http://www.banhmimytho.com/,http://www.banhmimytho.com/menu.html,,http://www.banhmimytho.com/contact-us.html,,"
							Contact Us
						",CA,91801,restaurant
Wong Java House,"1936 W Valley Blvd, Alhambra, CA 91803",Indonesian,Alhambra,,http://wongjavahousealhambra.com/,,,http://wongjavahousealhambra.com/contact/,,Contact Us,CA,91803,restaurant
Thai Purple,"27 N Garfield Ave, Alhambra, CA 91801",Thai,Alhambra,Classic Thai dishes served in a contemporary space with hardwood floors & Asian decor.,http://www.thaipurplerestaurants.com/,https://www.thaipurplealhambra.com/#menu,,http://thaipurplerestaurants.com/contact-2/,,CONTACT,CA,91801,restaurant
Pokestuf,"401 W Main St, Alhambra, CA 91801",Restaurant,Alhambra,,http://www.pokestuf.com/,http://places.singleplatform.com/pokestuf/menu?ref=google,,http://www.pokestuf.com/contact-us.html,,"
				Contact Us
			",CA,91801,restaurant
Dolan's Uyghur Cuisine,"742 W Valley Blvd, Alhambra, CA 91803",Ethnic restaurant,Alhambra,,http://www.ladolans.com/,https://ladolans.com/menu,,http://www.ladolans.com/tel:6267827555,,626-782-7555,CA,91803,restaurant
New Noodle City,"628 W Valley Blvd, Alhambra, CA 91803",Vietnamese,Alhambra,Humble operation with booth seating featuring Vietnamese comfort food such as pho & banh mi.,http://www.newnoodlecity.com/,,,https://www.newnoodlecity.com/contact-us,,CONTACT US,CA,91803,restaurant
U2 Cafe & BBQ,"1200 E Valley Blvd, Alhambra, CA 91801",Chinese,Alhambra,,http://www.bigbc.us/,,,http://www.bigbc.us/contact-us/,,聯繫我們,CA,91801,restaurant
Thai Bite Thai Cuisine,"26921 Aliso Creek Rd suite j, Aliso Viejo, CA 92656",Thai,Aliso Viejo,Crying tiger beef & other classic Thai dishes are offered with a big beer list at this casual spot.,http://thaibite.com/,http://places.singleplatform.com/thai-bite/menu?ref=google,,https://www.thaibite.com,,Contact,CA,92656,restaurant
Namaste,"27131 Aliso Creek Rd Ste 150, Aliso Viejo, CA 92656",Indian,Aliso Viejo,"Indian fare, including a variety of street foods, offered in low-key quarters with counter service.",http://www.namastebites.com/,,,http://www.namastebites.com/contact.html,,"
				Contact
			",CA,92656,restaurant
Sattva Indian,"26705 Aliso Creek Rd suite c, Aliso Viejo, CA 92656",Restaurant,Aliso Viejo,,http://www.sattvaindian.com/,https://www.sattvaindian.com/menus,,https://www.sattvaindian.com/contact,,CONTACT,CA,92656,restaurant
HD Burger & More,"5019 Lone Tree Way Suite 1A, Antioch, CA 94531",Restaurant,Antioch,,https://www.hdburgerandmore.com/,http://hdburgerandmore.com/,,https://www.hdburgerandmore.com/#Contact,," Contact

",CA,94531,restaurant
Go Vegan,"2940 Delta Fair Blvd, Antioch, CA 94509",Vegan,Antioch,,https://goveganantioch.com/,https://goveganantioch.com/,,https://goveganantioch.com/#contact,,Contact Us,CA,94509,restaurant
Samurai Japanese Restaurant,"5007 Lone Tree Way, Antioch, CA 94531",Japanese,Antioch,,http://samuraiantioch.com/,,,http://samuraiantioch.com/contact-us/,,Contact Us,CA,94531,restaurant
Taqueria Salsa,"3612 Delta Fair Blvd, Antioch, CA 94509",Mexican,Antioch,"Mellow, colorful, counter-serve selling tacos, burritos & other familiar Mexican fare.",https://taqueriasalsa1988.wixsite.com/,,,https://taqueriasalsa1988.wixsite.com/website,,Contact Us,CA,94509,restaurant
Rick's On Second,"619 W 2nd St, Antioch, CA 94509",Sandwich,Antioch,,http://ricksonsecond.com/,http://places.singleplatform.com/ricks-on-second/menu?ref=google,,https://www.ricksonsecond.com/contact,,CONTACT,CA,94509,restaurant
Mama Carpino's,"22010 CA-18, Apple Valley, CA 92307",Italian,Apple Valley,"Cozy spot for lasagna, pizza & other Italian classics has live music, wine deals & a patio.",https://www.mamacarpinos.net/,,,https://www.mamacarpinos.net/contact,,CONTACT,CA,92307,restaurant
Los Domingos Restaurant Apple Valley,"17790 Wika Rd, Apple Valley, CA 92307",Mexican,Apple Valley,"Easygoing, modest eatery serving Mexican grub such as tacos & enchiladas plus margaritas & beers.",http://www.losdomingosav.com/,,,http://www.losdomingosav.com/contact.html#main-content,,Contact Us,CA,92307,restaurant
Mollie's Kountry Kitchen,"21851 CA-18, Apple Valley, CA 92307",American,Apple Valley,,https://www.mollieskountrykitchen.com/,https://www.mollieskountrykitchen.com/breakfastmenu,,https://www.mollieskountrykitchen.com/contactus,,CONTACT US,CA,92307,restaurant
Spirit River Cafe,"16020 Apple Valley Rd b4, Apple Valley, CA 92307",Restaurant,Apple Valley,,http://spiritrivercafeav.com/,http://spiritrivercafeav.com/download/i/mark_dl/u/1357593/14669950/Spirit%20River_Menu_Proof1.pdf,,http://spiritrivercafeav.com/find-us/1882008,,FIND US,CA,92307,restaurant
Di Napoli's Fire House,"17856 CA-18, Apple Valley, CA 92307",Pizza,Apple Valley,,http://www.dinapolisfirehouse.com/,,,http://www.dinapolisfirehouse.com/contact.html#main-content,,"
CONTACT US (BARSTOW)
",CA,92307,restaurant
Giuseppe's Italian Restaurant,"18855 Bear Valley Rd, Apple Valley, CA 92308",Italian,Apple Valley,,http://giuseppespizzaav.com/,,,http://giuseppespizzaav.com/contact-giuseppe-s,,Contact Giuseppe's,CA,92308,restaurant
Sesame Grill,"308 Huntington Dr, Arcadia, CA 91006",Restaurant,Arcadia,Elevated French-Californian fusion spot featuring artfully prepared dishes & stylish decor.,http://www.sesamegrillca.com/,,,http://www.sesamegrillca.com/contact,,Contact Us,CA,91006,restaurant
Matt Denny's Ale House Restaurant,"145 E Huntington Dr, Arcadia, CA 91006",Grill,Arcadia,Welcoming pub for comfort foods from sandwiches to steaks plus beers from around the world.,http://www.mattdennys.com/,https://www.mattdennys.com/menus,,https://www.mattdennys.com/contact-us,,Contact Us,CA,91006,restaurant
Paco's Mexican Restaurant,"200 E Foothill Blvd, Arcadia, CA 91006",Mexican,Arcadia,Casual eatery with a patio serving Mexican favorites & vegan options from breakfast to dinner.,http://www.pacosmexicanrestaurant.com/,http://places.singleplatform.com/pacos-mexican-restaurant-2/menu?ref=google,,http://www.pacosmexicanrestaurant.com/contact-us,,Contact,CA,91006,restaurant
Basil Thai Cooking,"411 E Huntington Dr UNIT 103, Arcadia, CA 91006",Thai,Arcadia,"Compact Thai kitchen serving familiar noodle, rice & curry plates in a shopping–center setting.",http://www.arcadiabasilthaicooking.com/,,,http://www.arcadiabasilthaicooking.com/find-us/,,Find Us!,CA,91006,restaurant
Cabrera's Mexican Restaurant,"625 Live Oak Ave, Arcadia, CA 91006",Mexican,Arcadia,,http://www.cabreras.com/,http://cabreras.com/menu/,,https://www.cabreras.com/contact-us,,CONTACT US,CA,91006,restaurant
Moffett's Family Restaurant & Chicken Pie Shoppe,"1409 S Baldwin Ave, Arcadia, CA 91007",Familyfriendly,Arcadia,"Informal eatery dishing up classic fare, including signature pot pies, for dine-in or takeaway.",http://www.moffettsfamilyrestaurant.com/,,,http://www.moffettsfamilyrestaurant.com/contact-moffetts-family-restaurant-and-chicken-pie-shoppe-arcadia-ca.htm?dm_device=desktop,,Contact Us,CA,91007,restaurant
Rod's Grill,"41 W Huntington Dr, Arcadia, CA 91007",Diner,Arcadia,,https://www.rodsgrillca.com/,,,https://www.rodsgrillca.com/#1900268084,,"  

Contact Us
",CA,91007,restaurant
Canyon City Barbeque,"347 N San Gabriel Ave, Azusa, CA 91702",Barbecue,Azusa,Restaurant specializing in slow-cooked barbecue from plates of brisket to pulled pork sandwiches.,http://www.canyoncitybbq.com/,http://places.singleplatform.com/canyon-city-barbeque/menu?ref=google,,https://canyoncitybbq.com/book-now/,,"CONTACT

",CA,91702,restaurant
Couwami,"437 S Azusa Ave, Azusa, CA 91702",Asian Fusion,Azusa,,https://couwamiazusaca.com/,https://couwamiazusaca.com/,,https://couwamiazusaca.com/#contact,,Contact Us,CA,91702,restaurant
FishNMore Seafood & Grill,"1123 E Alosta Ave, Azusa, CA 91702",Seafood,Azusa,,http://fishnmoregrill.com/,http://places.singleplatform.com/fish-n-more-seafood--grill/menu?ref=google,,http://fishnmoregrill.com/contact/,,Contact,CA,91702,restaurant
City Cafe,"607 N Azusa Ave, Azusa, CA 91702",American,Azusa,"Classy, relaxed fixture with an old-timey vibe serving select American entrees & specialty martinis.",http://citycafeazusa.com/,http://places.singleplatform.com/city-cafe-52/menu?ref=google,,http://citycafeazusa.com/contact-us,,Contact,CA,91702,restaurant
Congregation Ale House,"619 N Azusa Ave, Azusa, CA 91702",Brewpub,Azusa,"Pub with church theme & decor has an extensive Book of Beers menu, pub food, chandeliers & a patio.",http://www.congregationalehouse.com/,http://places.singleplatform.com/congregation-ale-house-azusa-brewpub-chapter/menu?ref=google,,http://congregationalehouse.com/contact/,,Contact,CA,91702,restaurant
Love Chicken and Ribs,"627 N Azusa Ave, Azusa, CA 91702",Barbecue,Azusa,"Casual, country-style restaurant serving Southern-influenced barbecue fare for dine-in or takeout.",http://lovechickenandribs.com/,,,http://lovechickenandribs.com/contact,,Contact us,CA,91702,restaurant
Tasty BBQ Kitchen Chinese Restaurant,"310 N Citrus Ave, Azusa, CA 91702",Chinese,Azusa,,https://tastybbqkitchentogo.com/,https://tastybbqkitchentogo.com/,,https://tastybbqkitchentogo.com/#contact,,Contact Us,CA,91702,restaurant
Taco King Restaurant,"600 E Foothill Blvd, Azusa, CA 91702",Mexican,Azusa,"Easygoing taqueria with outdoor tables serving tacos, enchiladas & other Mexican eats.",https://www.tacokinginc.com/,http://places.singleplatform.com/taco-king-10/menu?ref=google,,https://www.tacokinginc.com/contact-foothill-blvd,," FOOTHILL BLVD

",CA,91702,restaurant
Taco King,"246 N Azusa Ave, Azusa, CA 91702",Mexican,Azusa,,http://www.tacokinginc.com/,http://places.singleplatform.com/taco-king-inc-3/menu?ref=google,,http://www.tacokinginc.com/contact-foothill-blvd,," FOOTHILL BLVD

",CA,91702,restaurant
Honey Roll & Sushi,"864 E Alosta Ave, Azusa, CA 91702",Sushi,Azusa,,http://www.honeyrollandsushica.com/,http://www.honeyrollandsushica.com/,,http://www.honeyrollandsushica.com/#contact,,Contact Us,CA,91702,restaurant
Hodel's Country Dining,"5917 Knudsen Dr, Bakersfield, CA 93308",Restaurant,Bakersfield,"Several rooms of country-style, banquet spacse for buffet meals, catered events, weddings & more.",https://hodels.com/,,,https://hodels.com/contact/staff-members/,,Staff,CA,93308,restaurant
Frugatti's,"600 Coffee Rd L, Bakersfield, CA 93309",Italian,Bakersfield,Cozy & warm trattoria decorated to feel like a quaint village & serving Italian favorites.,http://www.frugattis.com/,https://frugattis.com/menu.html,,http://www.frugattis.com/contact.html,,"
Contact
",CA,93309,restaurant
J's Place Waffle House & Southern Style Cooking,"2681 Calloway Dr, Bakersfield, CA 93312",Southern,Bakersfield,Relaxed strip-mall eatery crafting down-home Southern eats like chicken & waffles & oxtails.,http://www.jsplacebakersfield.com/,http://www.jsplacebakersfield.com/our-food/,,http://www.jsplacebakersfield.com/contact/,,Contact,CA,93312,restaurant
La Costa Mariscos Fine Mexican Food,"3401 Chester Ave b, Bakersfield, CA 93301",Mexican,Bakersfield,"Hacienda-style eatery serving Mexican mains, seafood & margaritas amid nautical-themed decor.",https://www.lacostamariscosbakersfield.com/,,,https://www.lacostamariscosbakersfield.com/contact-us,,Contact Us,CA,93301,restaurant
Chef's Choice Noodle Bar,"1534 19th St A, Bakersfield, CA 93301",Thai,Bakersfield,Spacious corner establishment with a focus on healthy eating offers classic Thai & Japanese dishes.,http://ccnoodlebar.com/,http://places.singleplatform.com/chefs-choice-2/menu?ref=google,,http://ccnoodlebar.com/contact.html,,Contact,CA,93301,restaurant
Mama Roomba,"1814 Eye St, Bakersfield, CA 93301",Caribbean,Bakersfield,"Family-friendly Caribbean tapas, rum drinks & sangria in a cozy, colorful space with string lights.",http://www.mamaroomba.com/,,,http://mamaroomba.com/contact.html,,Contact Us,CA,93301,restaurant
Bootleggers Craft Pub & Eatery,"955 Oak St, Bakersfield, CA 93304",Grill,Bakersfield,"Rustic-chic bar & grill serving a menu of American fare, craft beers & cocktails.",http://www.bootleggersbakersfield.com/,,,http://www.bootleggersbakersfield.com/contact-us/,,Contact Us,CA,93304,restaurant
Jakes Original Tex Mex Cafe,"1710 Oak St, Bakersfield, CA 93301",Tex Mex,Bakersfield,"Eclectic, cafeteria-style joint since 1986 with BBQ plates & Mexican staples, plus beers & desserts.",http://www.jakestexmex.com/,http://jakestexmex.com/print/jakesMenuPrint.pdf,,http://jakestexmex.com/?page_id=1082,,Contact,CA,93301,restaurant
Locale,"1727 18th St, Bakersfield, CA 93301",New American,Bakersfield,Laid-back spot offering American lunch eats with local & organic ingredients & vegan options.,http://www.localefarmtotable.com/,http://places.singleplatform.com/locale-10/menu?ref=google,,http://www.localefarmtotable.com/contact.html,,Contact,CA,93301,restaurant
Angry Barnyard BBQ,"916 18th St, Bakersfield, CA 93301",Barbecue,Bakersfield,,http://angrybarnyardbbq.com/,http://places.singleplatform.com/angry-barnyard-bbq/menu?ref=google,,http://angrybarnyardbbq.com/contact-bbq,,Contact ,CA,93301,restaurant
Coconut Joe's Beach Grill,"4158 California Ave, Bakersfield, CA 93309",Seafood,Bakersfield,"Upbeat counter-serve with a patio serving fish 'n' chips, burgers & more amid funky Hawaiian decor.",http://coconutjoes.com/,http://www.coconutjoes.com/menu/,,http://coconutjoes.com/contact,,"
        Contact
      ",CA,93309,restaurant
Mama Tosca's Restaurant,"9000 Ming Ave, Bakersfield, CA 93311",Italian,Bakersfield,Long-running family restaurant preparing Italian standards in an elegant strip-mall space.,http://mamatoscas.com/,http://places.singleplatform.com/mama-toscas-restaurant/menu?ref=google,,https://mamatoscas.com/contact-us/,,Contact Us Today,CA,93311,restaurant
Camino Real Kitchen & Tequila,"4501 Stine Rd #304, Bakersfield, CA 93313",Californian,Bakersfield,California-inspired Mexican fare & cocktails offered in a rustic-chic eatery with outdoor seating.,http://www.caminoed.com/,http://www.caminoed.com/menu,,https://www.caminoed.com/location,,Contact,CA,93313,restaurant
Original Hacienda Grill,"2600 Buck Owens Blvd, Bakersfield, CA 93308",Mexican,Bakersfield,"Small, casual Mexican eatery & bar with a wide-ranging menu, plus booth seating & stone accents.",http://www.originalhaciendagrill.com/,https://www.originalhaciendagrill.com/menus,,https://www.originalhaciendagrill.com/contact-hours,,Contact & Hours,CA,93308,restaurant
El Appetiz,"3709 Baldwin Park Blvd, Baldwin Park, CA 91706",Italian,Baldwin Park,,http://el-appetiz.com/,http://www.el-appetiz.com/menu.html,,http://el-appetiz.com/#contactUs,,CONTACT US,CA,91706,restaurant
Guadalajara Grill,"14610 Garvey Ave, Baldwin Park, CA 91706",Mexican,Baldwin Park,Traditional Mexican dining & margaritas amid festive decor & live mariachi music daily.,http://www.guadalajara-grill.com/,http://www.guadalajara-grill.com/show-menu-link,,https://www.guadalajara-grill.com/contact,,CONTACT US,CA,91706,restaurant
Golden Panda Buffet,"14428 Ramona Blvd #70, Baldwin Park, CA 91706",Buffet,Baldwin Park,"Expansive all-you-can-eat buffet featuring Chinese, Japanese & American food, including sushi.",https://goldenpandabuffetbp.com/,,,https://goldenpandabuffetbp.com/contact-us,,Contact Us,CA,91706,restaurant
Meizhou Express,"4518 Maine Ave, Baldwin Park, CA 91706",Restaurant,Baldwin Park,,https://meizhouexpresstogo.com/,https://meizhouexpresstogo.com/,,https://meizhouexpresstogo.com/#contact,,Contact Us,CA,91706,restaurant
San Gabriel Market,"13126 Ramona Blvd, Baldwin Park, CA 91706",Fast Food,Baldwin Park,,http://www.sangabrielmarket.com/,http://places.singleplatform.com/san-gabriel-market/menu?ref=google,,http://www.sangabrielmarket.com/contact-us,,CONTACT US,CA,91706,restaurant
Johnny Russo's Italian Restaurant,"1335 W Ramsey St, Banning, CA 92220",Restaurant,Banning,"Unpretentious, family-run spot for Italian comfort classics like pizza, pasta, steak & sandwiches.",http://russositaliankitchen.net/,http://places.singleplatform.com/johnny-russos-italian-kitchen/menu?ref=google,,http://russositaliankitchen.net/contact-us,,Contact Us,CA,92220,restaurant
The Station Tap House Bar and Grill,"41 W Ramsey St, Banning, CA 92220",Grill,Banning,"Firefighter-themed hangout offering hearty pub fare, craft beers on tap & live music on weekends.",http://stationtaphouse.com/,http://places.singleplatform.com/the-station-tap-house-bar-and-grill/menu?ref=google,,http://stationtaphouse.com/tel:9518499119,,(951) 849-9119,CA,92220,restaurant
Thai Orchid Restaurant,"6350 W Ramsey St, Banning, CA 92220",Thai,Banning,,http://thaiorchidbanning.com/,,,http://thaiorchidbanning.com/contact-us/,,Contact Us,CA,92220,restaurant
The Grand Oak Farm to Table,"10600 Highland Springs Ave, Cherry Valley, CA 92223",New American,Cherry Valley,Upscale steakhouse for American fare decorated with antiques from the resort's centennial heritage.,http://www.thegrandoak.com/,,,http://www.thegrandoak.com/index.html#contact,,CONTACT,CA,92223,restaurant
Frijoles Mexican Restaurant & Cantina,"652 E 6th St # A, Beaumont, CA 92223",Mexican,Beaumont,"Casual Mexican restaurant offering daily happy hours & weekly taco, margarita & sangria specials.",http://www.frijolescantina.com/,http://www.frijolescantina.com/assets/frijoles-take-out-menu.pdf,,http://www.frijolescantina.com/contact.html,,,CA,92223,restaurant
Casa Palacio,"410 E 6th St, Beaumont, CA 92223",Mexican,Beaumont,,http://www.casapalaciosrestaurant.com/,,,http://www.casapalaciosrestaurant.com/contactform.html,,CONTACT,CA,92223,restaurant
La Casita Mexicana,"4030 E Gage Ave, Bell, CA 90201",Mexican,Bell,"Homey, vibrant restaurant for Mexican fare inspired by traditional Jalisco cooking.",http://casitamex.com/,http://casitamex.com/menu,,https://casitamex.com/contact/,,Contact,CA,90201,restaurant
Super Pizza Veloz,"5029 Gage Ave, Bell, CA 90201",Pizza,Bell,"Pared-down nook doling out pizzas with a variety of toppings, plus slices & wings.",http://www.superpizzaveloz.co/,http://www.superpizzaveliz.co/,,https://www.superpizzaveloz.co,,Contact Us,CA,90201,restaurant
Te Amo Pizza,"4714 Gage Ave, Bell, CA 90201",Pizza,Bell,,http://teamopizza.com/,,,http://teamopizza.com/#footer,,Contact,CA,90201,restaurant
Jim's Burgers,"4660 Gage Ave, Bell, CA 90201",Hamburger,Bell,"Known for its quarter-pound burgers, this kid-friendly landmark also serves Mexican dishes.",http://www.jimsburger.com/,,,http://www.jimsburger.com/tel:3237712727,,(323) 771-2727,CA,90201,restaurant
Taqueria Los Altos,"6939 Eastern Ave, Bell Gardens, CA 90201",Mexican,Bell Gardens,,https://taqueriaslosaltos.com/,https://taqueriaslosaltos.weebly.com/menu.html,,https://taqueriaslosaltos.com/contact.html,,"
				Contact
			",CA,90201,restaurant
Premier Fiesta Mexicana,"7300 Eastern Ave, Bell Gardens, CA 90201",Mexican,Bell Gardens,"Mexican favorites round out the menu at this huge, festive spot featuring live mariachis & dancing.",https://www.premierfiestamexicana.com/,,,https://www.premierfiestamexicana.com/contact-reservations,,Contact & Reservations,CA,90201,restaurant
Bike Brewery,"888 Bicycle Casino Dr, Bell Gardens, CA 90201",Grill,Bell Gardens,,http://thebike.com/,https://www.thebike.com/dine/bike_brewery.php#full_menu,,http://thebike.com/contact_us/,,CONTACT US,CA,90201,restaurant
Las Palmitas Fruit,"4214 E Florence Ave, Bell, CA 90201",Hamburger,Bell,,http://www.laspalmitasfruit.com/,,,https://www.laspalmitasfruit.com/contact/,,CONTACT US,CA,90201,restaurant
