name,address,type,place,description,website_url,menu_url,gift_card_website,contact_website,gift_card_txt,contact_txt,state,zipcode,store_type
Skipolini's Pizza,"901 Fitzuren Rd, Antioch, CA 94509",Pizza,Antioch,,http://www.skipolinispizza.com/,http://places.singleplatform.com/skipolinis-pizza-2/menu?ref=google,https://skipolinis.localgiftcards.com/,http://www.skipolinispizza.com/contact.php,Give a Gift!,Contact,CA,94509,restaurant
Bridgehead Cafe,"2415 E 18th St, Antioch, CA 94509",Restaurant,Antioch,,http://bridgehead-cafe.cafes-city.com/,,http://topmountainvillage.com/en/?utm_source=usa_restaurants,,"


",,CA,94509,restaurant
The Derby,"233 Huntington Dr, Arcadia, CA 91006",Steak,Arcadia,Sophisticated restaurant serving steak & seafood in rooms decorated with horse-racing memorabilia.,http://www.thederbyarcadia.com/,http://places.singleplatform.com/derby-the/menu?ref=google,http://www.thederbyarcadia.com/gift-cards/purchase-a-gift-card-from-the-derby-restaurant.html,http://www.thederbyarcadia.com/javascript:void(0);,Gift Cards,Contact,CA,91006,restaurant
Din Tai Fung,"1108 S Baldwin Ave, Arcadia, CA 91007",Taiwanese,Arcadia,,http://dintaifungusa.com/,,http://dintaifungusa.com/giftcards.html,http://dintaifungusa.com/contact-us.html,Gift Cards,Contact Us,CA,91007,restaurant
Better Bowls,"1818 G St, Bakersfield, CA 93301",Health Food,Bakersfield,,https://betterbowlsbako.squarespace.com/,http://places.singleplatform.com/better-bowls/menu?ref=google,https://www.instagram.com/p/B_DYJ4aAe9d/,https://betterbowlsbako.squarespace.com/contact-us,"

","
            Contact Us
          ",CA,93301,restaurant
Sonder,"9500 Brimhall Rd #100, Bakersfield, CA 93312",Restaurant,Bakersfield,"Warm, relaxed eatery serving up hearty American comfort grub plus cocktails, beer & wine.",http://www.sonderbakersfield.com/,,https://www.toasttab.com/sonder/giftcards,,Click here to buy!,,CA,93312,restaurant
Pita House Restaurant & Catering,"3825 Ming Ave, Bakersfield, CA 93309",Mediterranean,Bakersfield,"Small, down-to-earth option with a mural serving gyros, kebabs & other familiar Mediterranean fare.",http://pita-house-restaurant.local-cafes.com/,,http://topmountainvillage.com/en/?utm_source=usa_restaurants,,"


",,CA,93309,restaurant
Wing's Garden Cafe,"116 W Ramsey St, Banning, CA 92220",Chinese,Banning,,http://www.wingsgardencafe.com/,https://www.wingsgardencafe.com/menus/full-menu/,http://www.wingsgardencafe.com/information/faqs/gift-certificates/,http://www.wingsgardencafe.com/information/contact-us/,Gift Certificates,Contact Us,CA,92220,restaurant
Cornerstone BBQ,"271 E 6th St, Beaumont, CA 92223",Restaurant,Beaumont,,http://cornerstonebarbeque.com/,https://www.cornerstonebarbeque.com/menu,https://www.cornerstonebarbeque.com/gift-card,,Gift Card,,CA,92223,restaurant
Morongo Golf Club at Tukwet Canyon,"36211 Champions Dr, Beaumont, CA 92223",Restaurant,Beaumont,Mountain views & an on-site American eatery round out the features of this 36-hole golf course.,https://tukwetcanyon.com/,http://places.singleplatform.com/morongo-golf-club-at-tukwet-canyon/menu?ref=google,https://tukwetcanyon.com/product/gift-card,https://tukwetcanyon.com/content/contact-us,,CONTACT US,CA,92223,restaurant
Don Chente Tacos N Beer,"6377 Florence Ave, Bell Gardens, CA 90201",Mexican,Bell Gardens,"Homestyle Mexican food & drinks served in a casual, cheery eatery with counter service.",http://donchentetnb.com/,https://88c6c5f5-81ae-4a1e-82f1-89af2f6c3213.filesusr.com/ugd/cfc10e_0d28ac77028046208f0f061ad4769665.pdf,https://squareup.com/gift/H1K86X056MGJR/order,https://www.donchentetnb.com/contact,Gift Cards,Contact,CA,90201,restaurant
Gather,"2200 Oxford St, Berkeley, CA 94704",Californian,Berkeley,Locavores come for creative Californian fare made with seasonal ingredients & West Coast wines.,http://www.gatherrestaurant.com/,https://www.gatherrestaurant.com/kitchen,https://www.giftrocker.com/secure/order/?h=89e94a90,http://www.gatherrestaurant.com/contact,PURCHASE GIFT CARDS,"
CONTACT
",CA,94704,restaurant
La Note,"2377 Shattuck Ave, Berkeley, CA 94704",French,Berkeley,"Lively setting for French eats for breakfast, lunch or dinner, plus a garden open in good weather.",http://www.lanoterestaurant.com/,http://www.lanoterestaurant.com/images/menus/2017/la-note-menus-2017-dinner-entrees.pdf,http://www.lanoterestaurant.com/gift_cert.html,http://www.lanoterestaurant.com/contact.html,Gift Certificates,Contact,CA,94704,restaurant
The Cheeseboard Pizza,"1512 Shattuck Ave, Berkeley, CA 94709",Pizza,Berkeley,"A pizzeria, bakery & cheese shop, this spot serves 1 style of veggie pizza per day & limited seats.",http://cheeseboardcollective.coop/,http://places.singleplatform.com/the-cheeseboard-pizza-collective/menu?ref=google,https://cheeseboardcollective.coop/gift-cards/,https://cheeseboardcollective.coop/contact-us/,Gift Cards,Contact,CA,94709,restaurant
Corso,"1788 Shattuck Ave, Berkeley, CA 94709",Italian,Berkeley,"Handcrafted pasta dishes & Northern Italian specials presented in an airy, light-filled space.",https://www.corsoberkeley.com/,http://www.corsoberkeley.com/menus/,https://www.giftrocker.com/secure/Order/?hash=769a4f44,https://www.corsoberkeley.com/contact,Gift Cards,Contact,CA,94709,restaurant
Gregoire Restaurant,"2109 Cedar St, Berkeley, CA 94709",French,Berkeley,"Neat eatery dispenses signature potato puffs & other gourmet French fast food, mostly for takeout.",http://www.gregoirerestaurant.com/,http://places.singleplatform.com/gregoire-2/menu?ref=google,http://www.gregoirerestaurant.com/store/gift-cards/,http://www.gregoirerestaurant.com/contact/,Gift Cards,Contact,CA,94709,restaurant
Riva Cucina,"800 Heinz Ave, Berkeley, CA 94710",Italian,Berkeley,Hideaway destination serves up Northern Italian cuisine in a modern-rustic venue with patio seating.,http://www.rivacucina.com/,http://www.rivacucina.com/dinner/,http://www.rivacucina.com/gift-cards,http://www.rivacucina.com/contact,Gift Cards,Contact,CA,94710,restaurant
Open Sesame,"7458 Beverly Blvd, Los Angeles, CA 90036",Mediterranean,Los Angeles,"Kebabs, shawarma & other Lebanese specialties & wine served in a colorful, casual environment.",http://www.opensesamegrill.com/,https://www.opensesamegrill.com/los-angeles/,http://www.opensesamegrill.com/store/gift-cards/,http://www.opensesamegrill.com/contact-us/,Gift Cards,Contact Us,CA,90036,restaurant
Spago,"176 N Canon Dr, Beverly Hills, CA 90210",Californian,Beverly Hills,"Celeb chef Wolfgang Puck's buzzy, sleek bistro offers creative, locally sourced Californian cuisine.",https://wolfgangpuck.com/,https://wolfgangpuck.com/dining/spago/,https://wolfgangpuck.com/gift-card-terms-conditions/,https://wolfgangpuck.com/contact/,Gift Card Terms,Contact,CA,90210,restaurant
South Beverly Grill,"122 S Beverly Dr, Beverly Hills, CA 90212",American,Beverly Hills,Swanky yet welcoming wood-&-brick dining room offering American comfort fare & creative cocktails.,http://www.southbeverlygrill.com/,http://southbeverlygrill.com/menu/,http://www.southbeverlygrill.com/giftcards/,http://www.southbeverlygrill.com/contact/,gift cards,contact,CA,90212,restaurant
The Rooftop Grill,"225 N Canon Dr, Beverly Hills, CA 90210",Californian,Beverly Hills,"Laid-back poolside eatery offering city views & a menu of cocktails, brunch fare & sandwiches.",http://www.montagehotels.com/,,https://www.montageinternational.com/gift-cards/,https://www.montagehotels.com/beverlyhills/contact/,Gift Cards,Contact,CA,90210,restaurant
Green Tomato Grill,"796 N Brea Blvd, Brea, CA 92821",Restaurant,Brea,,http://www.greentomatogrill.com/,http://www.greentomatogrill.com/wp-content/uploads/2018/03/Menu.pdf,https://www.greentomatogrill.com/gift-cards,https://www.greentomatogrill.com/contact,GIFT CARDS,CONTACT,CA,92821,restaurant
Castaway Burbank,"1250 E Harvard Rd, Burbank, CA 91501",Restaurant,Burbank,"Hilltop restaurant with a fire pit offering cocktails & Californian cuisine, plus scenic views.",https://www.castawayburbank.com/,https://www.castawayburbank.com/to-go-menu/,https://srcloyalty.myguestaccount.com/guest/egift,https://www.castawayburbank.com/contact/,Buy Gift Card,Contact,CA,91501,restaurant
Wild Carvery,"150 E Olive Ave UNIT 115, Burbank, CA 91502",Organic,Burbank,"Relaxed, intimate locale offering organic sandwiches, burgers & salads, plus 2 patios.",https://www.wildcarvery.com/,https://www.wildcarvery.com/menu,https://www.wildcarvery.com/gift-cards,https://www.wildcarvery.com/contact,Gift Card,Contact,CA,91502,restaurant
Ristorante Rocca,"1205 Broadway, Burlingame, CA 94010",Italian,Burlingame,"Italian cuisine with Californian influences served in a high-ceilinged, mural-adorned dining room.",http://www.ristoranterocca.com/,http://www.ristoranterocca.com/menus.html,https://www.ristoranterocca.com/gift-certificates.html,,Gift Certificates,,CA,94010,restaurant
Limon Rotisserie Burlingame,"1101 Burlingame Ave, Burlingame, CA 94010",Peruvian,Burlingame,,http://limonrotisserie.com/,,https://www.toasttab.com/limon-van-ness/giftcards,https://www.limonrotisserie.com/contact,BUY AN E-CARD TODAY!,CONTACT,CA,94010,restaurant
Rasa Contemporary Indian,"209 Park Rd, Burlingame, CA 94010",Restaurant,Burlingame,Indian fare from sustainable ingredients served in a polished bi-level space with chandeliers.,https://rasaindian.com/,https://rasaindian.com/menu,https://www.toasttab.com/rasa-burlingame/giftcards,https://rasaindian.com/contact/,Gift Cards,Contact,CA,94010,restaurant
New England Lobster Market & Eatery,"824 Cowan Rd, Burlingame, CA 94010",Seafood,Burlingame,"Lobster specialist selling fresh & frozen shellfish by the pound or in rolls, tacos & sandwiches.",http://www.newenglandlobster.net/,http://www.newenglandlobster.net/eatery,https://www.toasttab.com/new-england-lobster-market-eatery/giftcards,http://www.newenglandlobster.net/contact/,Gift Cards,Contact,CA,94010,restaurant
Bandits' Grill and Bar,"1980 Ventura Blvd, Camarillo, CA 93010",Barbecue,Camarillo,"Barbecue joint serves up babyback ribs, burgers, salads, sides & more in a wood-paneled space.",http://www.banditsbbq.com/,http://www.banditsbbq.com/menu,http://www.banditsbbq.com/gift-cards,,Gift Cards,,CA,93010,restaurant
Hidden Cafe,"795 Camarillo Springs Rd, Camarillo, CA 93012",Traditional American,Camarillo,"Casual eatery offering breakfast & lunch dishes with a twist, plus outdoor seating & daily specials.",http://hiddencafe.biz/,,https://squareup.com/gift/AV0YDNTZQ48MF/order,,eGift Cards!,,CA,93012,restaurant
Yolanda's Mexican Cafe,"86 E Daily Dr, Camarillo, CA 93010",Mexican,Camarillo,"Casual place turning out traditional Mexican fare such as tamales, fajitas, burritos & margaritas.",http://www.yolandasmexicancafe.com/,,https://yolandasmexicancafe.cardfoundry.com/giftcards.php,http://www.yolandasmexicancafe.com/contact-us.html,Gift Cards,Contact,CA,93010,restaurant
A Bellagio Italian Restaurant,"33 S Central Ave, Campbell, CA 95008",Italian,Campbell,Traditional Italian restaurant with airy indoor and outdoor terrace seating.,http://www.abellagio.com/,http://www.abellagio.com/lunch-menu/,https://swipeit.com/product/1626/a-bellagio,http://www.abellagio.com/contact-us/,Gift Cards,Contact Us,CA,95008,restaurant
Willard Hicks Campbell,"280 E Campbell Ave, Campbell, CA 95008",New American,Campbell,"Steaks & other wood-fired entrees plus beer & cocktails served in a clubby, masculine space.",http://www.willardhicksgrill.com/,https://willardhicksgrill.com/menu.html,https://willardhicksgrill.cardfoundry.com,,purchasing a Gift Card,,CA,95008,restaurant
Campfire,"2725 State St, Carlsbad, CA 92008",New American,Carlsbad,Buzzy indoor/outdoor locale serving wood-fired American fare & cocktails amid camping decor.,http://thisiscampfire.com/,,http://thisiscampfire.com/#contact,http://thisiscampfire.com/#contact,Gift Cards,Gift Cards,CA,92008,restaurant
Paon Restaurant & Bar,"2975 Roosevelt St, Carlsbad, CA 92008",French,Carlsbad,Buzzy eatery serving high-end French-inspired California cuisine in an elegant dining room.,http://www.paoncarlsbad.com/,http://www.paoncarlsbad.com/lunch-menu/,https://paoncarlsbad.com/shop/,https://paoncarlsbad.com/contact/,Gift Cards,Contact,CA,92008,restaurant
Vigilucci's Seafood & Steakhouse,"3878 Carlsbad Blvd, Carlsbad, CA 92008",Steak,Carlsbad,Relaxed eatery serving Italian-inspired steak & seafood across from the Pacific Ocean.,http://www.vigiluccis.com/,https://vigiluccis.com/wp-content/uploads/2015/08/Vigiluccis-SH-Menu-DINNER.pdf,https://egift.mymobilerewards.net/vigiluccis/,https://vigiluccis.com/contact-us/,,CONTACT,CA,92008,restaurant
West Steak and Seafood,"4980 Avenida Encinas, Carlsbad, CA 92008",Steak,Carlsbad,"Surf 'n turf, locally farmed produce & festive happy hours in an upscale dining hall with a bar.",http://www.weststeakandseafood.com/,http://www.weststeakandseafood.com/menus/,http://www.weststeakandseafood.com/gift-cards/,http://www.weststeakandseafood.com/contact/,Gift Cards,Contact,CA,92008,restaurant
264 Fresco,"264 Carlsbad Village Dr, Carlsbad, CA 92008",Italian,Carlsbad,"Wood-fired Italian dishes prepared in a bright, elegant setup with stylish, homey accents & a patio.",https://www.264fresco.com/,https://www.264fresco.com/menus.php,https://www.264fresco.com/carlsbad-restaurant-gift-cards.php,https://www.264fresco.com/contact-carlsbad-italian-restaurant-bar.php,Gift Cards,Contact Us,CA,92008,restaurant
Chinollo,"18415 S Avalon Blvd, Carson, CA 90746",New American,Carson,,https://www.chinollo.com/,https://chinollo.com/,https://www.toasttab.com/chinollo/giftcards,https://www.chinollo.com/contact-us.html,Purchase,Contact Us,CA,90746,restaurant
Sunshine Cafe,"36815 Cathedral Canyon Dr, Cathedral City, CA 92234",Restaurant,Cathedral City,"Small, old-timey American diner with counter seating for breakfast, sandwiches & homestyle entrees.",http://www.sunshinecafe.com/,http://www.sunshinecafe.com/pdf/Sunshine-Cafe-Menu.pdf,http://www.sunshinecafe.com/gift-cards.php,,"

",,CA,92234,restaurant
Bob's Coffee Shop,"2908 E Whitmore Ave Suite B, Ceres, CA 95307",Restaurant,Ceres,,http://bobs-coffee-shop.local-cafes.com/,,http://topmountainvillage.com/en/?utm_source=usa_restaurants,,"


",,CA,95307,restaurant
STACKED,"18425 Gridley Rd, Cerritos, CA 90703",New American,Cerritos,Arty modern eatery where patrons customize their order of various American eats using an iPad.,https://www.stacked.com/,http://places.singleplatform.com/stacked-4/menu?ref=google,https://store.stacked.com/Default.asp,http://contact,GIFT CARDS,CONTACT,CA,90703,restaurant
5th Street Steakhouse,"345 W 5th St, Chico, CA 95928",Steak,Chico,White-tablecloth restaurant known for prime beef in cozy surroundings with a wine list & full bar.,http://www.5thstreetsteakhouse.com/,http://www.5thstreetsteakhouse.com/menu,http://www.5thstreetsteakhouse.com/#gift-cards,,Gift Cards,,CA,95928,restaurant
The Red Tavern,"1250 Esplanade, Chico, CA 95926",Restaurant,Chico,Wines & a seasonal American & Mediterranean menu in a garden bistro with a bocce court & live music.,http://redtavern.com/,http://redtavern.com/menus/,https://www.redtavern.com/gift-certificates/,https://www.redtavern.com/contact/,Gift Certificates,Contact,CA,95926,restaurant
Nash's Restaurant,"1717 Esplanade, Chico, CA 95926",American,Chico,"Unpretentious American restaurant with breakfast, lunch & dinner, weekend brunch, a bar & banquets.",http://www.nashsrestaurantchico.com/,http://places.singleplatform.com/nashs-restaurant-2/menu?ref=google,http://www.nashsrestaurantchico.com/gift-cards.html,http://www.nashsrestaurantchico.com/find-us.html,"
				Gift Cards
			","
				Find Us
			",CA,95926,restaurant
Smokin' Mo's BBQ,"131 Broadway St, Chico, CA 95928",Barbecue,Chico,,http://www.mosbbq.com/,http://t.ly/GM7Nb,https://mosbbq.com/product/gift-certificates-mo-bucks-10/,https://mosbbq.com/contact-us/,"
$10 Gift Certificate –  MO Bucks
$10

 

",Contact Us,CA,95928,restaurant
Tres Hombres Long Bar & Grill,"100 Broadway St, Chico, CA 95928",Mexican,Chico,"Modern Mexican eats, inventive margaritas & tequilas are offered at this lively restaurant.",http://treshombreschico.com/,http://treshombreschico.com/menus/,http://treshombreschico.com/index.php/gift-cards/,http://treshombreschico.com/index.php/contact-us/,Gift Cards,Contact us,CA,95928,restaurant
Aqui Es Texcoco,"5850 S Eastern Ave, Commerce, CA 90040",Mexican,Commerce,,http://aquiestexcoco.com/,http://places.singleplatform.com/aqui-es-texcoco-0/menu?ref=google,http://www.aquiestexcoco.com/contact/gift-card/,http://www.aquiestexcoco.com/contact/,Reward & Gift Card,Contact,CA,90040,restaurant
La Bella Pizza Garden,"373 3rd Ave, Chula Vista, CA 91910",Pizza,Chula Vista,Family-friendly spot for classic & specialty pizzas as well as pasta & fried appetizers since 1955.,http://labellas.com/,http://places.singleplatform.com/la-bella-pizza-garden/menu?ref=google,https://onelink.quickgifts.com/merchant/la-bella-pizza-garden-restaurant/,,Gift Cards,,CA,91910,restaurant
Mangia Italiano,"248 3rd Ave, Chula Vista, CA 91910",Italian,Chula Vista,Unpretentious family-friendly Italian restaurant with a buffet & a menu of classic dishes.,http://mangiaonthird.com/,http://mangiaonthird.com/menu/,http://mangiaonthird.com/chula-vista-third-avenue-mangia-italiano-gift-cards,https://www.twitter.com/Mangiaa,"
                              GIFT CARDS
                              
                          ",Twitter page,CA,91910,restaurant
Ciro's Pizza Cafe,"7521 Old Auburn Rd, Citrus Heights, CA 95610",Pizza,Citrus Heights,"Casual eatery offering build-your-own pizzas & a few unusual house combos, plus calzones & delivery.",http://www.cirospizza.com/,http://www.cirospizza.com/menu,https://squareup.com/gift/7M7EYNX3BZ5S2/order,http://www.cirospizza.com/contact,"
              E-Gift Cards
            ","
                Contact
              ",CA,95610,restaurant
Bardot,"206 W Bonita Ave, Claremont, CA 91711",Californian,Claremont,Modern bar/grill offering inventive California cuisine & cocktails in an elegant space with a patio.,https://bardotrestaurant.com/,https://bardotrestaurant.com/,https://www.instagram.com/p/B95HaunBAtt/,https://bardotrestaurant.com/mailto:contact@bardotrestaurant.com,"
Although this is not how we planned on spending ou

",Send us an email,CA,91711,restaurant
Viva Madrid,"225 Yale Ave, Claremont, CA 91711",Spanish,Claremont,Spanish small plates include bacon-wrapped dates at this buzzy spot with European flair & cocktails.,http://www.vivamadrid.com/,http://www.vivamadrid.com/foodmenu.html,https://www.toasttab.com/vivamadrid/giftcards,,"
				E-Gift Cards
			",,CA,91711,restaurant
Euro Cafe,"546 E Baseline Rd, Claremont, CA 91711",Italian,Claremont,"Casual counter-serve joint with coffee, sandwiches & a menu of Italian & Portuguese entrees.",http://www.eurocafeclaremont.com/,http://eurocafeclaremont.com/wp-content/uploads/2019/12/Euro-Take-out-menu-190724-1-1.pdf,https://www.toasttab.com/euro-cafe/giftcards,http://eurocafeclaremont.com/contact-us/,link,Contact Us,CA,91711,restaurant
Eddie's Italian Eatery,"1065 W Foothill Blvd, Claremont, CA 91711",Italian,Claremont,"Italian staples like pizza, pasta & veal in casual digs with checkered tablecloths & vintage photos.",https://www.eddieseatery.com/,https://www.eddieseatery.com/menu,https://www.eddieseatery.com/gift-cards,https://www.eddieseatery.com/contact-us,GIFT CARDS,1065 W. Foothill Blvd.,CA,91711,restaurant
The Mad Duck,"765 W Herndon Ave #200, Clovis, CA 93612",Restaurant,Clovis,Airy brick-walled tavern with outdoor seating offering a variety of pub grub & craft beers.,http://madduckcraft.com/,http://places.singleplatform.com/mad-duck-the/menu?ref=google,https://www.instagram.com/p/B97FbefgA6-/,,"

",,CA,93612,restaurant
Rosa Linda's Mexican Cuisine,"1420 Clovis Ave, Clovis, CA 93612",Mexican,Clovis,Restaurant doling out breakfast-to-dinner Mexican fare in an upbeat setting with patio seating.,https://www.rosalindascuisine.com/,https://www.rosalindascuisine.com/menus/,https://www.rosalindascuisine.com/store/gift-cards/,https://www.rosalindascuisine.com/contact/,Gift Cards,Contact,CA,93612,restaurant
More Than Pizza,"2195 Shaw Ave, Clovis, CA 93611",Italian,Clovis,"Relaxed eatery with sidewalk seating offering a menu of pizza, subs & signature cheese sticks.",https://m.facebook.com/,http://places.singleplatform.com/more-than-pizza-6/menu?ref=google,https://lm.facebook.com/l.php?u=https%3A%2F%2Fsquareup.com%2Fgift%2FDW09KNZQDHJZ4%2Forder&h=AT3f-tDzpnU4F85VpRM9BfyylDV1mS0vskahqRj-zhn4srRDvcDXb1lu8XppUKPl_TieXwxWMjmXlN7LdnRlI6mWZkwOvHSt42Smz342k19GxGcFBx_FHt66CzxNWlIHXLZlu1iIUK_E2JHcg_32C8I7doleekV60HkSe5DW_B0U6swu_mRz3ujyB8sEIFEy9sL8li05FDoLcdmb0ewmPVpcitxxYOOXqdVxBjpuf53peSaugM2JO0cOtYstcQZFbsAPFeFFubxEcyU7Fni-HYiR0cyduqsN06MZBZaebmD5eSWkeKZEMf8z-e7LDMWecHQwupawzHOp5SBJAr_qG4Hs1CFHHjln92weWDmjrP6B1Gaz1SBXVfUHt69Mw3reCTBZL1Q_X7eHli24-jFTOSW0MiHowArTVo-R1ChV1FAOTokJXqQ9vBBa7InPPNtFem0dStdq7URVm3em9q00PMy3OBbxEv5SQuWdUW05bYTENsEJ1GLlWKjEYtMpahDnlVa1eWsHxojxl92alqtq7aUlN4oU6vjim2vQyXTroemt-gtGTdiHXGoWV03Fxcbie0_qgTDz9L76vdVaUaAvA_ThBLyoCNtsVMvnGz8knWkrUjNl6mCtJ8twTwqAWzE7cFsnWBFEIxMZLrHjRJhvFkE9YmqfGqTT-cWdG_AreuylnbaJtBT-XzCbb2MR2PZnMKXtEL-8UnbAI51JqciGFPn9Of10D2sHHMcAflCOGuYK52Jod9X5W5lgGN8IKUIzCMTUAoCBQlfPebLZ3Gpmm76TeHpqGJPHO2eIFW60ZZMXCro6g-NbYpmoT1pbDPhn7jj5sWqXjaBLHVW8ld-L4RCKTcpqBRZJ_lOQFI9lo92e4rMT7czaRDh3_Sx6A9Ic5lCkU8udv3yY6PoOnuLhp61DT4GEGINNkgslK5EdDns4xLPMv-Xd7_ytBLialbpRuzjqGZlb0s7ixoSuIXEXtpNp64N_LwMAgIZ1amtCh68faFJUSVuxf6RZR0B0AXN4qiPkY22gduynHUZOs9N9woN3JgdJIFz_KHdHZmpXyQZJbP6HczZjtoATmIPFH_7pFxdg48eR96iCyf0b16zAkPXt-HfCxJZ4n07mnibzf-IgKvu7KHDYtOqB7xLRkp1l8IoCM6u1dA0PNKXmuMkD4w,,Order More Than PIZZA Clovis eGift Cardssquareup.com,,CA,93611,restaurant
Country Kitchen Restaurant,"1497 N Mt Vernon Ave, Colton, CA 92324",American,Colton,,https://countrykitchenrestaurants.com/,https://countrykitchenrestaurants.com/colton-ca/,https://countrykitchenrestaurants.com/locations/,https://countrykitchenrestaurants.com/contact/,,Contact,CA,92324,restaurant
The Toasted Barrel,"1300 El Sobrante Rd, Corona, CA 92879",Steak,Corona,"Stylish, upscale American steakhouse with craft cocktails & a big wine list, plus a lounge & patio.",https://ttoastedbarrel.com/,https://www.ttoastedbarrel.com/menu.html,https://ttoastedbarrel.com/gift-cards/,,Gift Cards,,CA,92879,restaurant
Taco Maria,"3313 Hyland Ave, Costa Mesa, CA 92626",Mexican,Costa Mesa,"Locally sourced Californian-Mexican fare in casual, open-kitchen quarters with a patio.",http://www.tacomaria.com/,http://places.singleplatform.com/taco-maria/menu?ref=google,http://www.tacomaria.com/gifts,http://www.tacomaria.com/contact,gift cards,contact,CA,92626,restaurant
Craft Hill,"128 N Grand Ave, West Covina, CA 91791",Restaurant,West Covina,Airy neighborhood fixture with an industrial-chic vibe serving comfort eats & specialty cocktails.,http://www.crafthill.com/,http://www.crafthill.com/menus,http://www.crafthill.com/gift-cards,,"
        
        GIFT CARDS
      ",,CA,91791,restaurant
The Wallace TEMPORARILY CLOSED,"3833 Main St, Culver City, CA 90232",Californian,Culver City,Locally sourced & sustainable Californian cuisine in an industrial setting with communal tables.,http://thewallacela.com/,,http://thewallacela.com/culver-city-the-wallace-gift-cards,https://www.facebook.com/217102721797098,"
                              GIFT CARDS
                              
                          ",Facebook page,CA,90232,restaurant
Akasha,"9543 Culver Blvd, Culver City, CA 90232",New American,Culver City,Bustling spot preparing New American farm-to-table cuisine in a rustic-chic setting.,https://www.akasharestaurant.com/,http://places.singleplatform.com/akasha/menu?ref=google,https://www.akasharestaurant.com/store/gift-cards/,,Gift Cards,,CA,90232,restaurant
